dataset,run_id,repeat,fold,model,train_records,test_records,original_predictors,transformed_features,runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp
Australian Credit Approval,R5_F2,5,2,KNN,552,138,14,42,0.0738005000166595,0.8333333333333334,0.8414634146341463,0.8734177215189873,0.7796610169491526,0.8571428571428571,0.8265393692340699,0.6579670675637798,0.8802832010298218,0.8698997225275944,0.8252089123251793,0.6530787384681399,46,13,10,69
Australian Credit Approval,R5_F2,5,2,DT,552,138,14,42,0.05691290000686422,0.8188405797101449,0.8214285714285714,0.8734177215189873,0.7457627118644068,0.8466257668711656,0.8095902166916971,0.6276539298303629,0.8095902166916971,0.7899140393636815,0.8070702377057596,0.6191804333833941,44,15,10,69
Australian Credit Approval,R5_F2,5,2,RF,552,138,14,42,1.110863599984441,0.8985507246376812,0.9113924050632911,0.9113924050632911,0.8813559322033898,0.9113924050632911,0.8963741686333404,0.7927483372666809,0.9332761210040764,0.9364226205970304,0.8962483488228284,0.8137738682686119,52,7,7,72
Australian Credit Approval,R5_F2,5,2,XGB,552,138,14,42,0.5016635000356473,0.8695652173913043,0.8860759493670886,0.8860759493670886,0.847457627118644,0.8860759493670886,0.8667667882428662,0.7335335764857327,0.9341343059429307,0.9431835506223878,0.8665516842621291,0.7461918043338339,50,9,9,70
Australian Credit Approval,R5_F3,5,3,LR,552,138,14,42,0.11268320004455745,0.8985507246376812,0.9154929577464789,0.8904109589041096,0.9076923076923077,0.9027777777777778,0.8990516332982086,0.797095983990672,0.963540569020021,0.9697593711991549,0.8990101101112221,0.828872497365648,59,6,8,65
Australian Credit Approval,R5_F3,5,3,SVM,552,138,14,42,0.0863851000322029,0.8913043478260869,0.953125,0.8356164383561644,0.9538461538461539,0.8905109489051095,0.8947312961011591,0.7902123589865963,0.951949420442571,0.9574073510011001,0.8927763022261787,0.8271865121180189,62,3,12,61
Australian Credit Approval,R5_F3,5,3,KNN,552,138,14,42,0.06932910002069548,0.8623188405797102,0.8375,0.9178082191780822,0.8,0.8758169934640523,0.8589041095890411,0.7258845368845166,0.921390937829294,0.8959465344626948,0.8568818911276314,0.7178082191780821,52,13,6,67
Australian Credit Approval,R5_F3,5,3,DT,552,138,14,42,0.07200129999546334,0.8405797101449275,0.84,0.863013698630137,0.8153846153846154,0.8513513513513513,0.8391991570073762,0.6798325615227314,0.8391991570073761,0.7973952749652571,0.8388611879978646,0.6783983140147524,53,12,10,63
Australian Credit Approval,R5_F3,5,3,RF,552,138,14,42,1.130051399988588,0.9130434782608695,0.9178082191780822,0.9178082191780822,0.9076923076923077,0.9178082191780822,0.9127502634351949,0.8255005268703899,0.9535300316122234,0.9328547180933786,0.9127362491348312,0.8408851422550052,59,6,6,67
Australian Credit Approval,R5_F3,5,3,XGB,552,138,14,42,0.5059475000016391,0.8695652173913043,0.8873239436619719,0.863013698630137,0.8769230769230769,0.875,0.8699683877766069,0.7390029046187614,0.9382507903055848,0.927839598869692,0.8699405887929961,0.7673340358271865,57,8,10,63
Australian Credit Approval,R5_F4,5,4,LR,552,138,14,42,0.11317540000891313,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9379310344827587,0.9542445672055673,0.8808303292720552,0.7887931034482758,50,8,8,72
Australian Credit Approval,R5_F4,5,4,SVM,552,138,14,42,0.08429630001774058,0.8840579710144928,0.9324324324324325,0.8625,0.9137931034482759,0.8961038961038961,0.888146551724138,0.7683849878632619,0.9301724137931036,0.9424789602741618,0.8877761833503635,0.8043103448275862,53,5,11,69
Australian Credit Approval,R5_F4,5,4,KNN,552,138,14,42,0.07758420001482591,0.8768115942028986,0.8620689655172413,0.9375,0.7931034482758621,0.8982035928143712,0.865301724137931,0.7471296874116625,0.9268318965517242,0.9162184127092298,0.8622844558256983,0.7435344827586207,46,12,5,75
Australian Credit Approval,R5_F4,5,4,DT,552,138,14,42,0.06927300000097603,0.8405797101449275,0.8625,0.8625,0.8103448275862069,0.8625,0.8364224137931034,0.6728448275862069,0.8364224137931033,0.8236163949275364,0.8360157975738877,0.6728448275862069,47,11,11,69
Australian Credit Approval,R5_F4,5,4,RF,552,138,14,42,1.1586915000225417,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9255387931034482,0.9247525404572704,0.8808303292720552,0.8012931034482758,50,8,8,72
Australian Credit Approval,R5_F4,5,4,XGB,552,138,14,42,0.49131720000877976,0.8913043478260869,0.9113924050632911,0.9,0.8793103448275862,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.9230603448275861,0.9385635397495186,0.8895950260342217,0.7965517241379311,51,7,8,72
Australian Credit Approval,R5_F5,5,5,LR,552,138,14,42,0.10449930001050234,0.8623188405797102,0.9384615384615385,0.8026315789473685,0.9354838709677419,0.8652482269503546,0.8690577249575552,0.7355442899566484,0.932937181663837,0.9211556335974622,0.8665153757635434,0.7716468590831919,58,4,15,61
Australian Credit Approval,R5_F5,5,5,SVM,552,138,14,42,0.08030530001269653,0.8188405797101449,0.9473684210526315,0.7105263157894737,0.9516129032258065,0.8120300751879699,0.8310696095076401,0.6689166650096816,0.9000424448217317,0.9282369366248289,0.8222809800711417,0.6969439728353141,59,3,22,54
Australian Credit Approval,R5_F5,5,5,KNN,552,138,14,42,0.06023330002790317,0.8405797101449275,0.8970588235294118,0.8026315789473685,0.8870967741935484,0.8472222222222222,0.8448641765704584,0.6862419195936363,0.9017402376910016,0.9099504943608043,0.8438079666310841,0.6897283531409168,55,7,15,61
Australian Credit Approval,R5_F5,5,5,DT,552,138,14,42,0.0649124999763444,0.8115942028985508,0.8676470588235294,0.7763157894736842,0.8548387096774194,0.8194444444444444,0.8155772495755518,0.627964144268146,0.8155772495755518,0.7967565172522098,0.8146316884186935,0.6311544991511036,53,9,17,59
Australian Credit Approval,R5_F5,5,5,RF,552,138,14,42,1.0897735999897122,0.8623188405797102,0.9253731343283582,0.8157894736842105,0.9193548387096774,0.8671328671328671,0.8675721561969439,0.7316589117299243,0.9297538200339559,0.9303650383721125,0.8660254037844386,0.7848047538200339,57,5,14,62
Australian Credit Approval,R5_F5,5,5,XGB,552,138,14,42,0.48805949999950826,0.8913043478260869,0.9178082191780822,0.881578947368421,0.9032258064516129,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.9265704584040747,0.9051533102051725,0.8923367389543064,0.8374363327674024,56,6,9,67
German Credit,R1_F1,1,1,LR,800,200,20,61,0.11621579999336973,0.755,0.6607142857142857,0.5522388059701493,0.8571428571428571,0.6016260162601627,0.7046908315565032,0.4303445905856841,0.828526540231175,0.6794747331021593,0.6880025784649456,0.5418022668611828,114,19,30,37
German Credit,R1_F1,1,1,SVM,800,200,20,61,0.25621620001038536,0.785,0.8333333333333334,0.44776119402985076,0.9548872180451128,0.5825242718446602,0.7013242060374818,0.49467053010514,0.8461452137807204,0.7412214575361619,0.6538818248855998,0.5286724273369992,127,6,37,30
German Credit,R1_F1,1,1,KNN,800,200,20,61,0.07025150000117719,0.69,0.5714285714285714,0.29850746268656714,0.8872180451127819,0.39215686274509803,0.5928627538996745,0.23070594293443766,0.720570081921221,0.5192179489392101,0.5146272510238383,0.3785209291886433,118,15,47,20
German Credit,R1_F1,1,1,DT,800,200,20,61,0.08917349996045232,0.705,0.5588235294117647,0.5671641791044776,0.7744360902255639,0.562962962962963,0.6708001346650208,0.34036116719676524,0.6708001346650206,0.46194468832309044,0.6627461123097314,0.3416002693300415,103,30,29,38
German Credit,R1_F1,1,1,RF,800,200,20,61,1.1557633999618702,0.765,0.7777777777777778,0.417910447761194,0.9398496240601504,0.5436893203883495,0.6788800359106721,0.43952331381694154,0.8180900011222085,0.7021628888894168,0.6267160259792048,0.4759286275389968,125,8,39,28
German Credit,R1_F1,1,1,XGB,800,200,20,61,0.5181153999874368,0.81,0.7959183673469388,0.582089552238806,0.924812030075188,0.6724137931034483,0.753450791156997,0.5562888497938473,0.8305465155425878,0.7029175365070379,0.7337052681366867,0.5278868813825608,123,10,28,39
German Credit,R1_F2,1,2,LR,800,200,20,61,0.15918870002496988,0.79,0.5882352941176471,0.4166666666666667,0.9078947368421053,0.4878048780487805,0.662280701754386,0.36901649783557855,0.7508223684210525,0.485690019770227,0.6150524153958024,0.4309210526315789,138,14,28,20
German Credit,R1_F2,1,2,SVM,800,200,20,61,0.17550670000491664,0.785,0.5714285714285714,0.4166666666666667,0.9013157894736842,0.4819277108433735,0.6589912280701754,0.3574123688791589,0.7628837719298246,0.5219721068590518,0.6128199128732968,0.4089912280701755,137,15,28,20
German Credit,R1_F2,1,2,KNN,800,200,20,61,0.07196420000400394,0.755,0.48148148148148145,0.2708333333333333,0.9078947368421053,0.3466666666666667,0.5893640350877193,0.2233727778455053,0.6720805921052632,0.3744149071554902,0.49587111016345453,0.24013157894736842,138,14,35,13
German Credit,R1_F2,1,2,DT,800,200,20,61,0.07263190002413467,0.655,0.3090909090909091,0.3541666666666667,0.75,0.3300970873786408,0.5520833333333334,0.09963360253669924,0.5520833333333334,0.2644696969696969,0.5153882032022076,0.10416666666666669,114,38,31,17
German Credit,R1_F2,1,2,RF,800,200,20,61,1.118019900051877,0.79,0.6,0.375,0.9210526315789473,0.46153846153846156,0.6480263157894737,0.35410026391408517,0.7741913377192983,0.5561967060674945,0.5877029324770341,0.45723684210526316,140,12,30,18
German Credit,R1_F2,1,2,XGB,800,200,20,61,0.47624579997500405,0.765,0.5128205128205128,0.4166666666666667,0.875,0.45977011494252873,0.6458333333333334,0.31440103672139846,0.7420504385964911,0.47602315017911606,0.60380736442456,0.43201754385964913,133,19,28,20
German Credit,R1_F3,1,3,LR,800,200,20,61,0.14425109996227548,0.75,0.6382978723404256,0.47619047619047616,0.8759124087591241,0.5454545454545454,0.6760514424748001,0.3857496115478564,0.7856563549994207,0.6679731587659403,0.6458336837206266,0.45881126173096975,120,17,33,30
German Credit,R1_F3,1,3,SVM,800,200,20,61,0.17251410003518686,0.765,0.8076923076923077,0.3333333333333333,0.9635036496350365,0.47191011235955055,0.648418491484185,0.41000322138783307,0.7926080407832232,0.6941006588804539,0.5667167574826766,0.5150040551500406,132,5,42,21
German Credit,R1_F3,1,3,KNN,800,200,20,61,0.0720183999510482,0.765,0.7352941176470589,0.3968253968253968,0.9343065693430657,0.5154639175257731,0.6655659830842312,0.4094851565421205,0.7269725408411539,0.5835801224565937,0.6088978363700573,0.39149577105781486,128,9,38,25
German Credit,R1_F3,1,3,DT,800,200,20,61,0.06921300000976771,0.665,0.46875,0.47619047619047616,0.7518248175182481,0.47244094488188976,0.6140076468543622,0.2270571041406971,0.6140076468543623,0.38821428571428573,0.5983408876767761,0.22801529370872434,103,34,33,30
German Credit,R1_F3,1,3,RF,800,200,20,61,1.102083599951584,0.775,0.8,0.38095238095238093,0.9562043795620438,0.5161290322580645,0.6685783802572124,0.43860880178059247,0.7865253157223959,0.6739616271810092,0.6035464647160604,0.44421272158498437,131,6,39,24
German Credit,R1_F3,1,3,XGB,800,200,20,61,0.47343529999488965,0.755,0.6521739130434783,0.47619047619047616,0.8832116788321168,0.5504587155963303,0.6797010775112965,0.39670891380520035,0.7814853435291392,0.6698895847519888,0.6485190744458142,0.4451396130228247,121,16,33,30
German Credit,R1_F4,1,4,LR,800,200,20,61,0.14421920001041144,0.73,0.6458333333333334,0.45588235294117646,0.8712121212121212,0.5344827586206896,0.6635472370766489,0.36280412531966827,0.7399732620320856,0.583966595583798,0.630214433132926,0.3952762923351159,115,17,37,31
German Credit,R1_F4,1,4,SVM,800,200,20,61,0.16670290002366528,0.735,0.7272727272727273,0.35294117647058826,0.9318181818181818,0.4752475247524752,0.642379679144385,0.36341614901704034,0.7721702317290554,0.6641831151903986,0.5734779902904675,0.4313725490196078,123,9,44,24
German Credit,R1_F4,1,4,KNN,800,200,20,61,0.05700919998344034,0.705,0.6551724137931034,0.27941176470588236,0.9242424242424242,0.3917525773195876,0.6018270944741533,0.2739918945100566,0.7063836898395721,0.5444187607623966,0.5081773379181903,0.3324420677361854,122,10,49,19
German Credit,R1_F4,1,4,DT,800,200,20,61,0.08763030002592131,0.71,0.6,0.4411764705882353,0.8484848484848485,0.5084745762711864,0.6448306595365418,0.31688471712175664,0.644830659536542,0.4547058823529412,0.6118264057738428,0.2896613190730838,112,20,38,30
German Credit,R1_F4,1,4,RF,800,200,20,61,1.096652400039602,0.73,0.7692307692307693,0.29411764705882354,0.9545454545454546,0.425531914893617,0.6243315508021391,0.3502607475045255,0.7628676470588235,0.6750207468210369,0.5298572101062741,0.4157754010695187,126,6,48,20
German Credit,R1_F4,1,4,XGB,800,200,20,61,0.47459180001169443,0.745,0.7297297297297297,0.39705882352941174,0.9242424242424242,0.5142857142857142,0.660650623885918,0.3919757230117758,0.7742869875222818,0.6871894209532132,0.6057875944798378,0.4211229946524064,122,10,41,27
German Credit,R1_F5,1,5,LR,800,200,20,61,0.146381999948062,0.735,0.5076923076923077,0.6111111111111112,0.7808219178082192,0.5546218487394958,0.6959665144596652,0.3715023874200174,0.78234398782344,0.5865279504307251,0.6907741669834574,0.4482496194824962,114,32,21,33
German Credit,R1_F5,1,5,SVM,800,200,20,61,0.16791139997076243,0.77,0.6,0.4444444444444444,0.8904109589041096,0.5106382978723404,0.667427701674277,0.37165555811971723,0.7763825469304921,0.5665334216558375,0.6290772639011698,0.4708269913749366,130,16,30,24
German Credit,R1_F5,1,5,KNN,800,200,20,61,0.07445159996859729,0.72,0.475,0.35185185185185186,0.8561643835616438,0.40425531914893614,0.6040081177067478,0.23087693761982436,0.6720573313039067,0.3934604284604285,0.5488561048633454,0.28437341451040077,125,21,35,19
German Credit,R1_F5,1,5,DT,800,200,20,61,0.0557989000226371,0.67,0.4166666666666667,0.5555555555555556,0.7123287671232876,0.47619047619047616,0.6339421613394216,0.2477703720798115,0.6339421613394216,0.3514814814814815,0.6290772639011698,0.26788432267884327,104,42,24,30
German Credit,R1_F5,1,5,RF,800,200,20,61,1.1026808000169694,0.765,0.5897435897435898,0.42592592592592593,0.8904109589041096,0.4946236559139785,0.6581684424150178,0.35446870596415236,0.7899543378995434,0.5851618235112307,0.615832048634873,0.4654997463216641,130,16,31,23
German Credit,R1_F5,1,5,XGB,800,200,20,61,0.47224929998628795,0.76,0.5576923076923077,0.5370370370370371,0.8424657534246576,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.7954084221207509,0.5809594924991544,0.6726331184415121,0.5086250634195839,123,23,25,29
German Credit,R2_F1,2,1,LR,800,200,20,61,0.12630599999101833,0.79,0.7441860465116279,0.5079365079365079,0.9197080291970803,0.6037735849056604,0.7138222685667941,0.483536689607954,0.8039624608967675,0.7008862573308876,0.6834861261734088,0.5124551036959797,126,11,31,32
German Credit,R2_F1,2,1,SVM,800,200,20,61,0.1749219999765046,0.79,0.8387096774193549,0.4126984126984127,0.9635036496350365,0.5531914893617021,0.6881010311667246,0.48286700572510133,0.8190244467616731,0.7385378877670801,0.6305841948808321,0.5254315838257444,132,5,37,26
German Credit,R2_F1,2,1,KNN,800,200,20,61,0.06872469995869324,0.72,0.5945945945945946,0.3492063492063492,0.8905109489051095,0.44,0.6198586490557294,0.28677102467364807,0.7208898157803267,0.5302164263866391,0.5576487042892102,0.35754837214691226,122,15,41,22
German Credit,R2_F1,2,1,DT,800,200,20,61,0.08161620004102588,0.635,0.42424242424242425,0.4444444444444444,0.7226277372262774,0.43410852713178294,0.5835360908353608,0.16504802624971293,0.5835360908353608,0.36355218855218857,0.5667167574826766,0.1670721816707218,99,38,35,28
German Credit,R2_F1,2,1,RF,800,200,20,61,1.1925926000112668,0.78,0.7878787878787878,0.4126984126984127,0.948905109489051,0.5416666666666666,0.6808017610937318,0.45253065567869755,0.7959680222453945,0.7119463571741662,0.6257888082153155,0.4832580234040088,130,7,37,26
German Credit,R2_F1,2,1,XGB,800,200,20,61,0.5404556999565102,0.805,0.7608695652173914,0.5555555555555556,0.9197080291970803,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.8097555323832696,0.7158187572378861,0.7148069005748959,0.5365542810798285,126,11,28,35
German Credit,R2_F2,2,2,LR,800,200,20,61,0.16748339997138828,0.76,0.4782608695652174,0.4782608695652174,0.8441558441558441,0.4782608695652174,0.6612083568605307,0.32241671372106157,0.7941840767927725,0.5316142364241315,0.6353949229215907,0.5059288537549407,130,24,24,22
German Credit,R2_F2,2,2,SVM,800,200,20,61,0.18578830000478774,0.75,0.4444444444444444,0.34782608695652173,0.8701298701298701,0.3902439024390244,0.6089779785431959,0.23874530803906677,0.7512704686617732,0.49642463705374423,0.5501398620998657,0.4059853190287973,134,20,30,16
German Credit,R2_F2,2,2,KNN,800,200,20,61,0.06718409998575225,0.76,0.4722222222222222,0.3695652173913043,0.8766233766233766,0.4146341463414634,0.6230942970073405,0.2696708660752153,0.689158667419537,0.38875727102435176,0.5691831943690163,0.3015245623941276,135,19,29,17
German Credit,R2_F2,2,2,DT,800,200,20,61,0.06758560001617298,0.665,0.3384615384615385,0.4782608695652174,0.7207792207792207,0.3963963963963964,0.5995200451722191,0.17883654616263367,0.599520045172219,0.2818729096989967,0.5871290291702582,0.1990400903444382,111,43,24,22
German Credit,R2_F2,2,2,RF,800,200,20,61,1.202013900037855,0.775,0.5151515151515151,0.3695652173913043,0.8961038961038961,0.43037974683544306,0.6328345567476001,0.30120705322537533,0.7902315076228119,0.5628907051323112,0.5754727023663513,0.5008469791078487,138,16,29,17
German Credit,R2_F2,2,2,XGB,800,200,20,61,0.46720680000726134,0.775,0.5121951219512195,0.45652173913043476,0.8701298701298701,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.8027950310559008,0.5495064512871637,0.6302643902213004,0.5211744776962168,134,20,25,21
German Credit,R2_F3,2,3,LR,800,200,20,61,0.16487490001600236,0.75,0.6595744680851063,0.47692307692307695,0.8814814814814815,0.5535714285714286,0.6792022792022793,0.395915443681765,0.752022792022792,0.6199008679084743,0.6483817242943083,0.3971509971509972,119,16,34,31
German Credit,R2_F3,2,3,SVM,800,200,20,61,0.1778675999958068,0.75,0.7142857142857143,0.38461538461538464,0.9259259259259259,0.5,0.6552706552706553,0.38279561108483623,0.7683190883190884,0.6424047254461822,0.5967623950328608,0.4131054131054131,125,10,40,25
German Credit,R2_F3,2,3,KNN,800,200,20,61,0.07111520000034943,0.74,0.7241379310344828,0.3230769230769231,0.9407407407407408,0.44680851063829785,0.631908831908832,0.3509379854023846,0.7145299145299145,0.5412149625423126,0.551299940079467,0.34814814814814815,127,8,44,21
German Credit,R2_F3,2,3,DT,800,200,20,61,0.08035490004112944,0.645,0.45161290322580644,0.4307692307692308,0.7481481481481481,0.4409448818897638,0.5894586894586895,0.1811927022168365,0.5894586894586895,0.3795409429280397,0.5676963997412722,0.17891737891737897,101,34,37,28
German Credit,R2_F3,2,3,RF,800,200,20,61,1.197578799969051,0.73,0.6571428571428571,0.35384615384615387,0.9111111111111111,0.46,0.6324786324786325,0.32660542964119055,0.7609116809116808,0.6201653174506954,0.5677967615204955,0.38005698005698013,123,12,42,23
German Credit,R2_F3,2,3,XGB,800,200,20,61,0.517542899993714,0.725,0.6,0.46153846153846156,0.8518518518518519,0.5217391304347826,0.6566951566951567,0.3389834532487511,0.7603418803418803,0.6347435895073967,0.6270266287506402,0.4256410256410256,115,20,35,30
German Credit,R2_F4,2,4,LR,800,200,20,61,0.15587939997203648,0.77,0.625,0.5172413793103449,0.8732394366197183,0.5660377358490566,0.6952404079650316,0.41487327382900147,0.804638173870811,0.5750443269341857,0.6720681294819533,0.5262263234579893,124,18,28,30
German Credit,R2_F4,2,4,SVM,800,200,20,61,0.2708359000389464,0.76,0.631578947368421,0.41379310344827586,0.9014084507042254,0.5,0.6576007770762506,0.3645836710285026,0.8160514813016028,0.6620649700736495,0.6107344760953025,0.5099562894609033,128,14,34,24
German Credit,R2_F4,2,4,KNN,800,200,20,61,0.08988220000173897,0.74,0.6,0.3103448275862069,0.9154929577464789,0.4090909090909091,0.6129188926663429,0.2869919315388349,0.7222559494900438,0.47325716268464363,0.5330276767000167,0.3319572608062166,130,12,40,18
German Credit,R2_F4,2,4,DT,800,200,20,61,0.08955959999002516,0.725,0.5245901639344263,0.5517241379310345,0.795774647887324,0.5378151260504201,0.6737493929091792,0.3424830975866977,0.6737493929091792,0.4194290559638214,0.6626070340654454,0.3474987858183584,113,29,26,32
German Credit,R2_F4,2,4,RF,800,200,20,61,1.2280251000192948,0.77,0.6764705882352942,0.39655172413793105,0.9225352112676056,0.5,0.6595434677027683,0.3854550051474529,0.7969281204468188,0.6334802240938693,0.604841242481132,0.48324429334628466,131,11,35,23
German Credit,R2_F4,2,4,XGB,800,200,20,61,0.472590500023216,0.77,0.625,0.5172413793103449,0.8732394366197183,0.5660377358490566,0.6952404079650316,0.41487327382900147,0.8000242836328315,0.6199497186338137,0.6720681294819533,0.5152986886838271,124,18,28,30
German Credit,R2_F5,2,5,LR,800,200,20,61,0.15427880000788718,0.73,0.6521739130434783,0.4411764705882353,0.8787878787878788,0.5263157894736842,0.659982174688057,0.36016684982544495,0.7820855614973262,0.6517188548995794,0.6226560324604253,0.4959893048128342,116,16,38,30
German Credit,R2_F5,2,5,SVM,800,200,20,61,0.1721108999918215,0.715,0.7037037037037037,0.27941176470588236,0.9393939393939394,0.4,0.6094028520499108,0.30331586575580394,0.759024064171123,0.6140548125722068,0.5123257931824937,0.4073083778966132,124,8,49,19
German Credit,R2_F5,2,5,KNN,800,200,20,61,0.06894799997098744,0.68,0.5588235294117647,0.27941176470588236,0.8863636363636364,0.37254901960784315,0.5828877005347594,0.209058585066434,0.6784202317290553,0.46536036102144274,0.49765492844689746,0.28475935828876997,117,15,49,19
German Credit,R2_F5,2,5,DT,800,200,20,61,0.07846330001484603,0.635,0.463768115942029,0.47058823529411764,0.7196969696969697,0.46715328467153283,0.5951426024955437,0.18962092080840784,0.5951426024955437,0.39824381926683716,0.581962994456023,0.19028520499108736,95,37,36,32
German Credit,R2_F5,2,5,RF,800,200,20,61,1.1717551000183448,0.725,0.7241379310344828,0.3088235294117647,0.9393939393939394,0.4329896907216495,0.6241087344028521,0.3339463572037233,0.7671011586452763,0.6196789547739034,0.5386157738793562,0.44652406417112295,124,8,47,21
German Credit,R2_F5,2,5,XGB,800,200,20,61,0.47684759995900095,0.725,0.6382978723404256,0.4411764705882353,0.8712121212121212,0.5217391304347826,0.6561942959001783,0.3490132725484676,0.7781862745098038,0.6346753506296392,0.619966360998767,0.4353832442067736,115,17,38,30
German Credit,R3_F1,3,1,LR,800,200,20,61,0.1395815000287257,0.76,0.5714285714285714,0.4444444444444444,0.8767123287671232,0.5,0.6605783866057838,0.35005574122816596,0.8101217656012176,0.5517858075572504,0.6242194517126963,0.532724505327245,128,18,30,24
German Credit,R3_F1,3,1,SVM,800,200,20,61,0.18352250003954396,0.795,0.696969696969697,0.42592592592592593,0.9315068493150684,0.5287356321839081,0.6787163876204971,0.42751610080221775,0.8059360730593608,0.6634638501341484,0.6298832568824658,0.48579401319127347,136,10,31,23
German Credit,R3_F1,3,1,KNN,800,200,20,61,0.0707344000111334,0.75,0.5666666666666667,0.3148148148148148,0.910958904109589,0.40476190476190477,0.6128868594622019,0.2807124059251428,0.77720700152207,0.49940999322012514,0.5355215763171144,0.4599188229325215,133,13,37,17
German Credit,R3_F1,3,1,DT,800,200,20,61,0.07885749998968095,0.71,0.46551724137931033,0.5,0.7876712328767124,0.48214285714285715,0.6438356164383562,0.28145668837553656,0.6438356164383563,0.36775862068965515,0.6275632370035359,0.28767123287671237,115,31,27,27
German Credit,R3_F1,3,1,RF,800,200,20,61,1.1921755999792367,0.8,0.75,0.3888888888888889,0.952054794520548,0.5121951219512195,0.6704718417047184,0.4362271757693297,0.8024479959411467,0.6422173683401823,0.6084764015164724,0.48579401319127347,139,7,33,21
German Credit,R3_F1,3,1,XGB,800,200,20,61,0.5091304000234231,0.78,0.6190476190476191,0.48148148148148145,0.8904109589041096,0.5416666666666666,0.6859462201927955,0.40535680619312114,0.8012430238457635,0.6175357464600374,0.6547643756501244,0.4756468797564688,130,16,28,26
German Credit,R3_F2,3,2,LR,800,200,20,61,0.1534830000018701,0.74,0.64,0.48484848484848486,0.8656716417910447,0.5517241379310345,0.6752600633197647,0.38063322548660794,0.7797376752600634,0.6470518916008924,0.6478576879984433,0.5029398462234284,116,18,34,32
German Credit,R3_F2,3,2,SVM,800,200,20,61,0.20237810001708567,0.74,0.675,0.4090909090909091,0.9029850746268657,0.5094339622641509,0.6560379918588874,0.36685524117598534,0.7876526458616011,0.6934599062062237,0.6077853116640998,0.45884215287200364,121,13,39,27
German Credit,R3_F2,3,2,KNN,800,200,20,61,0.07960779999848455,0.725,0.6486486486486487,0.36363636363636365,0.9029850746268657,0.46601941747572817,0.6333107191316147,0.3228678261036999,0.6995137946630484,0.5554467522888575,0.5730254871776855,0.3220262324739937,121,13,42,24
German Credit,R3_F2,3,2,DT,800,200,20,61,0.08205009996891022,0.625,0.4383561643835616,0.48484848484848486,0.6940298507462687,0.460431654676259,0.5894391677973767,0.17471042559953343,0.5894391677973767,0.38253632212536326,0.5800856157274963,0.17887833559475352,93,41,34,32
German Credit,R3_F2,3,2,RF,800,200,20,61,1.157677099981811,0.78,0.7619047619047619,0.48484848484848486,0.9253731343283582,0.5925925925925926,0.7051108095884215,0.4735760411837162,0.7763455450022615,0.6735469067882055,0.6698251727865996,0.4559023066485753,124,10,34,32
German Credit,R3_F2,3,2,XGB,800,200,20,61,0.49218539998400956,0.765,0.6666666666666666,0.5757575757575758,0.8582089552238806,0.6178861788617886,0.7169832654907282,0.452038220783977,0.7990728177295342,0.6924571481464091,0.7029369157706425,0.48756218905472637,115,19,28,38
German Credit,R3_F3,3,3,LR,800,200,20,61,0.16092870000284165,0.785,0.5714285714285714,0.4897959183673469,0.8807947019867549,0.5274725274725275,0.6852953101770509,0.39131612845451413,0.7794296526557642,0.5639614411466461,0.6568178209767882,0.478578186241384,133,18,25,24
German Credit,R3_F3,3,3,SVM,800,200,20,61,0.17595000000437722,0.795,0.6176470588235294,0.42857142857142855,0.9139072847682119,0.5060240963855421,0.6712393566698203,0.39212686236417255,0.8086227868630896,0.5808177276970613,0.6258390772514513,0.5260170293282875,138,13,28,21
German Credit,R3_F3,3,3,KNN,800,200,20,61,0.07192750001559034,0.775,0.55,0.4489795918367347,0.8807947019867549,0.4943820224719101,0.6648871469117448,0.3545792570360052,0.7404378970131099,0.45474178516654107,0.6288551866606267,0.42127314501959723,133,18,27,22
German Credit,R3_F3,3,3,DT,800,200,20,61,0.07742070005042478,0.67,0.3559322033898305,0.42857142857142855,0.7483443708609272,0.3888888888888889,0.5884578997161779,0.1668466805672756,0.5884578997161779,0.29254237288135587,0.5663205947899603,0.1769157994323557,113,38,28,21
German Credit,R3_F3,3,3,RF,800,200,20,61,1.103099600004498,0.775,0.5625,0.3673469387755102,0.9072847682119205,0.4444444444444444,0.6373158534937153,0.32218666389390244,0.793620759562103,0.5562799360567575,0.5773112524455913,0.5233139613461278,137,14,31,18
German Credit,R3_F3,3,3,XGB,800,200,20,61,0.4820103999809362,0.775,0.55,0.4489795918367347,0.8807947019867549,0.4943820224719101,0.6648871469117448,0.3545792570360052,0.770509528314637,0.5528639169617,0.6288551866606267,0.5050682524665495,133,18,27,22
German Credit,R3_F4,3,4,LR,800,200,20,61,0.14342729997588322,0.695,0.5714285714285714,0.463768115942029,0.816793893129771,0.512,0.6402810045359,0.2970392204538952,0.7520743445071358,0.5638929361438911,0.6154697108142275,0.41387321606372385,107,24,37,32
