dataset,run_id,repeat,fold,model,train_records,test_records,original_predictors,transformed_features,runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp
Australian Credit Approval,R2_F1,2,1,KNN,552,138,14,42,0.06258569995407015,0.782608695652174,0.7866666666666666,0.8082191780821918,0.7538461538461538,0.7972972972972973,0.7810326659641729,0.5632536320537821,0.8599578503688092,0.8257562732277888,0.7805593628046236,0.5810326659641727,49,16,14,59
Australian Credit Approval,R2_F1,2,1,DT,552,138,14,42,0.07094830001005903,0.8043478260869565,0.8194444444444444,0.8082191780821918,0.8,0.8137931034482758,0.8041095890410959,0.6077710401079146,0.8041095890410961,0.763739990735226,0.8040990874673055,0.6082191780821917,52,13,14,59
Australian Credit Approval,R2_F1,2,1,RF,552,138,14,42,1.1385651000309736,0.8478260869565217,0.8421052631578947,0.8767123287671232,0.8153846153846154,0.8590604026845637,0.8460484720758693,0.6945162300798255,0.9024236037934669,0.8929041989386688,0.845492604932019,0.7228661749209694,53,12,9,64
Australian Credit Approval,R2_F1,2,1,XGB,552,138,14,42,0.5084977999795228,0.8478260869565217,0.8513513513513513,0.863013698630137,0.8307692307692308,0.8571428571428571,0.8468914646996839,0.694441827491691,0.8998946259220232,0.886221752477256,0.8467379916799929,0.7262381454162276,54,11,10,63
Australian Credit Approval,R2_F2,2,2,LR,552,138,14,42,0.12357289995998144,0.8333333333333334,0.9210526315789473,0.8045977011494253,0.8823529411764706,0.8588957055214724,0.843475321162948,0.6666035273631411,0.8864097363083164,0.9085053443060476,0.8425788675685038,0.7248140635564571,45,6,17,70
Australian Credit Approval,R2_F2,2,2,SVM,552,138,14,42,0.086234999995213,0.8115942028985508,0.9420289855072463,0.7471264367816092,0.9215686274509803,0.8333333333333334,0.8343475321162948,0.6455408670591645,0.9125535271579895,0.931143539317943,0.8297760450128512,0.7640297498309668,47,4,22,65
Australian Credit Approval,R2_F2,2,2,KNN,552,138,14,42,0.0694552999921143,0.8188405797101449,0.8604651162790697,0.8505747126436781,0.7647058823529411,0.8554913294797688,0.8076402974983097,0.6128681260833089,0.8751408609420779,0.8896001768276767,0.8064982865073448,0.6409736308316429,39,12,13,74
Australian Credit Approval,R2_F2,2,2,DT,552,138,14,42,0.05978429998503998,0.782608695652174,0.8904109589041096,0.7471264367816092,0.8431372549019608,0.8125,0.795131845841785,0.5707851632033185,0.7951318458417851,0.8246698568523958,0.7936813800088354,0.59026369168357,43,8,22,65
Australian Credit Approval,R2_F2,2,2,RF,552,138,14,42,1.1838627999532036,0.8478260869565217,0.9459459459459459,0.8045977011494253,0.9215686274509803,0.8695652173913043,0.8630831643002028,0.7028699478477669,0.9301329727293216,0.9326447481872354,0.8610992968865379,0.7951318458417851,47,4,17,70
Australian Credit Approval,R2_F2,2,2,XGB,552,138,14,42,0.5298257000395097,0.8405797101449275,0.9452054794520548,0.7931034482758621,0.9215686274509803,0.8625,0.8573360378634212,0.6910881071087144,0.9168356997971603,0.9376983636499537,0.8549264624833096,0.749154834347532,47,4,18,69
Australian Credit Approval,R2_F3,2,3,LR,552,138,14,42,0.11675909999758005,0.855072463768116,0.8611111111111112,0.8611111111111112,0.8484848484848485,0.8611111111111112,0.8547979797979799,0.7095959595959596,0.9313973063973064,0.9413901636629984,0.854774666587476,0.7853535353535354,56,10,10,62
Australian Credit Approval,R2_F3,2,3,SVM,552,138,14,42,0.09141829999862239,0.8913043478260869,0.9130434782608695,0.875,0.9090909090909091,0.8936170212765957,0.8920454545454546,0.7833494518006403,0.9244528619528619,0.9328293161826111,0.8918825850158447,0.7840909090909091,60,6,9,63
Australian Credit Approval,R2_F3,2,3,KNN,552,138,14,42,0.07769230002304539,0.855072463768116,0.8333333333333334,0.9027777777777778,0.803030303030303,0.8666666666666667,0.8529040404040404,0.7112166509433848,0.900462962962963,0.8812960087416609,0.8514446032819237,0.7058080808080809,53,13,7,65
Australian Credit Approval,R2_F3,2,3,DT,552,138,14,42,0.06453410000540316,0.8478260869565217,0.8311688311688312,0.8888888888888888,0.803030303030303,0.8590604026845637,0.8459595959595959,0.6959584509374038,0.8459595959595958,0.7967877533094925,0.8448696430838983,0.6919191919191918,53,13,8,64
Australian Credit Approval,R2_F3,2,3,RF,552,138,14,42,1.0978889999678358,0.8623188405797102,0.863013698630137,0.875,0.8484848484848485,0.8689655172413793,0.8617424242424243,0.7240183076545428,0.9223484848484848,0.8886854961778429,0.8616404368553291,0.7588383838383839,56,10,9,63
Australian Credit Approval,R2_F3,2,3,XGB,552,138,14,42,0.4956027999869548,0.8840579710144928,0.8783783783783784,0.9027777777777778,0.8636363636363636,0.8904109589041096,0.8832070707070707,0.7677076683116035,0.9307659932659933,0.9242566475016017,0.882990213519786,0.7840909090909091,57,9,7,65
Australian Credit Approval,R2_F4,2,4,LR,552,138,14,42,0.1046710999798961,0.855072463768116,0.8666666666666667,0.8666666666666667,0.8412698412698413,0.8666666666666667,0.853968253968254,0.707936507936508,0.9197883597883598,0.8961646772615433,0.8538738367584108,0.7422222222222223,53,10,10,65
Australian Credit Approval,R2_F4,2,4,SVM,552,138,14,42,0.07925279997289181,0.8768115942028986,0.9142857142857143,0.8533333333333334,0.9047619047619048,0.8827586206896552,0.8790476190476191,0.7553029809534813,0.9092063492063492,0.9153324807653744,0.8786714357844416,0.7580952380952382,57,6,11,64
Australian Credit Approval,R2_F4,2,4,KNN,552,138,14,42,0.07306669995887205,0.8478260869565217,0.8214285714285714,0.92,0.7619047619047619,0.8679245283018868,0.8409523809523809,0.6959661332669665,0.891005291005291,0.8580978943001394,0.8372289895556537,0.681904761904762,48,15,6,69
Australian Credit Approval,R2_F4,2,4,DT,552,138,14,42,0.08204519998980686,0.7681159420289855,0.7945205479452054,0.7733333333333333,0.7619047619047619,0.7837837837837838,0.7676190476190476,0.5341088996865447,0.7676190476190476,0.7376176295413936,0.7675977782708527,0.5352380952380953,48,15,17,58
Australian Credit Approval,R2_F4,2,4,RF,552,138,14,42,1.1565319999936037,0.8913043478260869,0.875,0.9333333333333333,0.8412698412698413,0.9032258064516129,0.8873015873015873,0.7816659401791309,0.924973544973545,0.9160957117338048,0.8861067572167505,0.8006349206349206,53,10,5,70
Australian Credit Approval,R2_F4,2,4,XGB,552,138,14,42,0.496942300000228,0.8623188405797102,0.868421052631579,0.88,0.8412698412698413,0.8741721854304636,0.8606349206349206,0.7222641164819655,0.9261375661375661,0.9208141138139275,0.8604170269802083,0.7447619047619047,53,10,9,66
Australian Credit Approval,R2_F5,2,5,LR,552,138,14,42,0.10475429997313768,0.9202898550724637,0.9452054794520548,0.9078947368421053,0.9354838709677419,0.9261744966442953,0.9216893039049237,0.8404407729406903,0.9664685908319185,0.9701667878883375,0.9215860691505119,0.8433786078098473,58,4,7,69
Australian Credit Approval,R2_F5,2,5,SVM,552,138,14,42,0.08420260000275448,0.8913043478260869,0.9552238805970149,0.8421052631578947,0.9516129032258065,0.8951048951048951,0.8968590831918506,0.7899550605860036,0.965195246179966,0.9743118265960228,0.8951861450533157,0.803904923599321,59,3,12,64
Australian Credit Approval,R2_F5,2,5,KNN,552,138,14,42,0.0743402999942191,0.8695652173913043,0.8625,0.9078947368421053,0.8225806451612904,0.8846153846153846,0.8652376910016979,0.7361210464400549,0.9411078098471987,0.9318420652620985,0.8641855346915492,0.7304753820033956,51,11,7,69
Australian Credit Approval,R2_F5,2,5,DT,552,138,14,42,0.06742699997266755,0.8333333333333334,0.8533333333333334,0.8421052631578947,0.8225806451612904,0.847682119205298,0.8323429541595926,0.6637708957809613,0.8323429541595925,0.8055530129672007,0.8322857025457899,0.664685908319185,51,11,12,64
Australian Credit Approval,R2_F5,2,5,RF,552,138,14,42,1.0868757999851368,0.8913043478260869,0.9178082191780822,0.881578947368421,0.9032258064516129,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.9786714770797962,0.9837720581412505,0.8923367389543064,0.8374363327674024,56,6,9,67
Australian Credit Approval,R2_F5,2,5,XGB,552,138,14,42,0.5284426999860443,0.9057971014492754,0.8987341772151899,0.9342105263157895,0.8709677419354839,0.9161290322580645,0.9025891341256367,0.8095713569330298,0.9785653650254669,0.9824965916378956,0.9020350506480461,0.8565365025466893,54,8,5,71
Australian Credit Approval,R3_F1,3,1,LR,552,138,14,42,0.0973993000225164,0.8260869565217391,0.8636363636363636,0.7916666666666666,0.8636363636363636,0.8260869565217391,0.8276515151515151,0.6553030303030303,0.9074074074074074,0.9139175460774706,0.8268688657895648,0.6717171717171717,57,9,15,57
Australian Credit Approval,R3_F1,3,1,SVM,552,138,14,42,0.08454160002293065,0.8333333333333334,0.9016393442622951,0.7638888888888888,0.9090909090909091,0.8270676691729323,0.836489898989899,0.6769084933387522,0.8996212121212122,0.9077581252544925,0.8333333333333334,0.726010101010101,60,6,17,55
Australian Credit Approval,R3_F1,3,1,KNN,552,138,14,42,0.07196959998691455,0.782608695652174,0.7625,0.8472222222222222,0.7121212121212122,0.8026315789473685,0.7796717171717171,0.5660538783613636,0.8740530303030303,0.8471782658743635,0.7767399280485817,0.6590909090909091,47,19,11,61
Australian Credit Approval,R3_F1,3,1,DT,552,138,14,42,0.07092269998975098,0.8043478260869565,0.8260869565217391,0.7916666666666666,0.8181818181818182,0.8085106382978723,0.8049242424242424,0.6092717958449424,0.8049242424242423,0.7626811594202899,0.8048150549829897,0.6098484848484849,54,12,15,57
Australian Credit Approval,R3_F1,3,1,RF,552,138,14,42,1.0846800999715924,0.8333333333333334,0.855072463768116,0.8194444444444444,0.8484848484848485,0.8368794326241135,0.8339646464646464,0.6672976811635084,0.8947811447811448,0.8722344440229933,0.8338382308854609,0.6805555555555556,56,10,13,59
Australian Credit Approval,R3_F1,3,1,XGB,552,138,14,42,0.4937429999699816,0.8115942028985508,0.8026315789473685,0.8472222222222222,0.7727272727272727,0.8243243243243243,0.8099747474747474,0.6225752987168809,0.9105639730639731,0.9167151334441678,0.809117863584606,0.7007575757575757,51,15,11,61
Australian Credit Approval,R3_F2,3,2,LR,552,138,14,42,0.1080157000105828,0.8478260869565217,0.8985507246376812,0.8157894736842105,0.8870967741935484,0.8551724137931035,0.8514431239388794,0.699259856097678,0.9085314091680814,0.8917947847675999,0.8506963092234007,0.7219864176570459,55,7,14,62
Australian Credit Approval,R3_F2,3,2,SVM,552,138,14,42,0.0802471999777481,0.8188405797101449,0.9047619047619048,0.75,0.9032258064516129,0.8201438848920863,0.8266129032258065,0.6523265699916344,0.8966468590831919,0.915437220251988,0.8230548917531015,0.6795415959252971,56,6,19,57
Australian Credit Approval,R3_F2,3,2,KNN,552,138,14,42,0.05957679997663945,0.8115942028985508,0.8289473684210527,0.8289473684210527,0.7903225806451613,0.8289473684210527,0.809634974533107,0.6192699490662139,0.8769100169779287,0.8654406650864885,0.8094046104573049,0.6269100169779287,49,13,13,63
Australian Credit Approval,R3_F2,3,2,DT,552,138,14,42,0.06374429998686537,0.8478260869565217,0.8767123287671232,0.8421052631578947,0.8548387096774194,0.8590604026845637,0.8484719864176571,0.6945162300798255,0.8484719864176571,0.8252405880693395,0.8484480989255963,0.6969439728353141,53,9,12,64
Australian Credit Approval,R3_F2,3,2,RF,552,138,14,42,1.0974692000309005,0.8695652173913043,0.9142857142857143,0.8421052631578947,0.9032258064516129,0.8767123287671232,0.8726655348047538,0.7415635758808772,0.9251910016977928,0.9356233870453146,0.87213026861412,0.7627334465195247,56,6,12,64
Australian Credit Approval,R3_F2,3,2,XGB,552,138,14,42,0.4993244000361301,0.8768115942028986,0.8933333333333333,0.881578947368421,0.8709677419354839,0.8874172185430463,0.8762733446519524,0.7515107268324677,0.9293293718166384,0.9355792333170568,0.8762572824960341,0.765704584040747,54,8,9,67
Australian Credit Approval,R3_F3,3,3,LR,552,138,14,42,0.0995703000226058,0.8695652173913043,0.8717948717948718,0.8947368421052632,0.8387096774193549,0.8831168831168831,0.866723259762309,0.7359497572439373,0.9331494057724957,0.9336920460063228,0.8662704244156773,0.7848047538200339,52,10,8,68
Australian Credit Approval,R3_F3,3,3,SVM,552,138,14,42,0.08629749994724989,0.8695652173913043,0.9264705882352942,0.8289473684210527,0.9193548387096774,0.875,0.8741511035653651,0.7445196949191266,0.9547962648556876,0.9534394292352565,0.8729815428710669,0.8081494057724957,57,5,13,63
Australian Credit Approval,R3_F3,3,3,KNN,552,138,14,42,0.06111759995110333,0.8695652173913043,0.8625,0.9078947368421053,0.8225806451612904,0.8846153846153846,0.8652376910016979,0.7361210464400549,0.9185059422750426,0.8987586862607485,0.8641855346915492,0.7304753820033956,51,11,7,69
Australian Credit Approval,R3_F3,3,3,DT,552,138,14,42,0.08144859998719767,0.8405797101449275,0.8292682926829268,0.8947368421052632,0.7741935483870968,0.8607594936708861,0.8344651952461799,0.6776144025116877,0.83446519524618,0.7999479079458987,0.8322857025457899,0.6689303904923599,48,14,8,68
Australian Credit Approval,R3_F3,3,3,RF,552,138,14,42,1.0924219999578781,0.8913043478260869,0.8961038961038961,0.9078947368421053,0.8709677419354839,0.9019607843137255,0.8894312393887946,0.7801051469274306,0.9575551782682512,0.9701978418988795,0.8892395790013391,0.7831069609507639,54,8,7,69
Australian Credit Approval,R3_F3,3,3,XGB,552,138,14,42,0.5652563999756239,0.8913043478260869,0.8961038961038961,0.9078947368421053,0.8709677419354839,0.9019607843137255,0.8894312393887946,0.7801051469274306,0.9617996604414261,0.9740906255348891,0.8892395790013391,0.8111205432937182,54,8,7,69
Australian Credit Approval,R3_F4,3,4,LR,552,138,14,42,0.10738430003402755,0.8985507246376812,0.9166666666666666,0.8918918918918919,0.90625,0.9041095890410958,0.8990709459459459,0.796797085727035,0.9296875,0.9402486437495776,0.899042283225337,0.7981418918918919,58,6,8,66
Australian Credit Approval,R3_F4,3,4,SVM,552,138,14,42,0.10104430001229048,0.8695652173913043,0.8888888888888888,0.8648648648648649,0.875,0.8767123287671232,0.8699324324324325,0.7386182508961721,0.9320101351351351,0.9454730137884004,0.86991767240168,0.7711148648648649,56,8,10,64
Australian Credit Approval,R3_F4,3,4,KNN,552,138,14,42,0.06681879999814555,0.8478260869565217,0.8354430379746836,0.8918918918918919,0.796875,0.8627450980392157,0.8443834459459459,0.6942862404542155,0.8894636824324325,0.876678975176465,0.8430458773704734,0.6887668918918919,51,13,8,66
Australian Credit Approval,R3_F4,3,4,DT,552,138,14,42,0.04704970004968345,0.8188405797101449,0.8181818181818182,0.8513513513513513,0.78125,0.8344370860927153,0.8163006756756757,0.6352222212033746,0.8163006756756757,0.7762703414877328,0.815547817876575,0.6326013513513513,50,14,11,63
Australian Credit Approval,R3_F4,3,4,RF,552,138,14,42,1.1536399999749847,0.8985507246376812,0.9054054054054054,0.9054054054054054,0.890625,0.9054054054054054,0.8980152027027026,0.7960304054054054,0.9334881756756757,0.9171500352827306,0.8979847934064302,0.7960304054054054,57,7,7,67
Australian Credit Approval,R3_F4,3,4,XGB,552,138,14,42,0.5541021999670193,0.8913043478260869,0.8933333333333333,0.9054054054054054,0.875,0.8993288590604027,0.8902027027027026,0.7813132857250352,0.9284206081081081,0.9092611680835676,0.8900728788867402,0.8074324324324325,56,8,7,67
Australian Credit Approval,R3_F5,3,5,LR,552,138,14,42,0.12843570002587512,0.8840579710144928,0.948051948051948,0.8588235294117647,0.9245283018867925,0.9012345679012346,0.8916759156492786,0.767174184962543,0.9491675915649278,0.9665759902489308,0.8910705130726079,0.802219755826859,49,4,12,73
Australian Credit Approval,R3_F5,3,5,SVM,552,138,14,42,0.11146830004872754,0.8695652173913043,0.958904109589041,0.8235294117647058,0.9433962264150944,0.8860759493670886,0.8834628190899001,0.7472786004027243,0.9307436182019978,0.9450561256983353,0.8814275576589751,0.7904550499445061,50,3,15,70
Australian Credit Approval,R3_F5,3,5,KNN,552,138,14,42,0.07439189997967333,0.8623188405797102,0.875,0.9058823529411765,0.7924528301886793,0.8901734104046243,0.8491675915649279,0.7066184656077471,0.9320754716981132,0.9361047934585771,0.847271523424584,0.6983351831298557,42,11,8,77
Australian Credit Approval,R3_F5,3,5,DT,552,138,14,42,0.06191600003512576,0.7971014492753623,0.8701298701298701,0.788235294117647,0.8113207547169812,0.8271604938271605,0.799778024417314,0.587174121162887,0.799778024417314,0.8163018567110638,0.7996947253284162,0.5995560488346281,43,10,18,67
Australian Credit Approval,R3_F5,3,5,RF,552,138,14,42,1.1845597000210546,0.8333333333333334,0.8780487804878049,0.8470588235294118,0.8113207547169812,0.8622754491017964,0.8291897891231965,0.6521129268759313,0.9283018867924528,0.925449221834084,0.8289972279782125,0.7551609322974473,43,10,13,72
Australian Credit Approval,R3_F5,3,5,XGB,552,138,14,42,0.49952110002050176,0.8913043478260869,0.9166666666666666,0.9058823529411765,0.8679245283018868,0.9112426035502958,0.8869034406215317,0.7711581666508851,0.9258601553829079,0.9278972082706791,0.8867003517950548,0.7784683684794673,46,7,8,77
Australian Credit Approval,R4_F1,4,1,LR,552,138,14,42,0.09687020001001656,0.8768115942028986,0.88,0.8918918918918919,0.859375,0.8859060402684564,0.8756334459459459,0.7521408740827044,0.9343327702702703,0.9345776173263878,0.8754824924546434,0.7512668918918919,55,9,8,66
Australian Credit Approval,R4_F1,4,1,SVM,552,138,14,42,0.08894330001203343,0.8478260869565217,0.8955223880597015,0.8108108108108109,0.890625,0.851063829787234,0.8507179054054055,0.6998858376400675,0.9096283783783784,0.9128729109826306,0.8497813709292399,0.7191722972972973,57,7,14,60
Australian Credit Approval,R4_F1,4,1,KNN,552,138,14,42,0.059985100000631064,0.8115942028985508,0.8157894736842105,0.8378378378378378,0.78125,0.8266666666666667,0.8095439189189189,0.6206624597229019,0.875316722972973,0.8511159851594838,0.8090493253262194,0.6190878378378378,50,14,12,62
Australian Credit Approval,R4_F1,4,1,DT,552,138,14,42,0.05051410000305623,0.8043478260869565,0.8051948051948052,0.8378378378378378,0.765625,0.8211920529801324,0.8017314189189189,0.6059629867153687,0.8017314189189189,0.7615791963618052,0.8009179699535993,0.6034628378378378,49,15,12,62
Australian Credit Approval,R4_F1,4,1,RF,552,138,14,42,1.1471957000321709,0.8840579710144928,0.9027777777777778,0.8783783783783784,0.890625,0.8904109589041096,0.8845016891891893,0.7677076683116035,0.9344383445945946,0.9266235925091237,0.8844804934215583,0.809543918918919,57,7,9,65
Australian Credit Approval,R4_F1,4,1,XGB,552,138,14,42,0.4823170999879949,0.8623188405797102,0.8666666666666667,0.8783783783783784,0.84375,0.87248322147651,0.8610641891891893,0.7229684624403735,0.9275760135135136,0.9310625099846452,0.8608900956316996,0.7356418918918919,54,10,9,65
Australian Credit Approval,R4_F2,4,2,LR,552,138,14,42,0.11515409999992698,0.7898550724637681,0.8142857142857143,0.7808219178082192,0.8,0.7972027972027972,0.7904109589041096,0.5799060351078498,0.905163329820864,0.9311187761767203,0.7903527910032174,0.6781875658587987,52,13,16,57
Australian Credit Approval,R4_F2,4,2,SVM,552,138,14,42,0.08451399998739362,0.8260869565217391,0.8888888888888888,0.7671232876712328,0.8923076923076924,0.8235294117647058,0.8297154899894625,0.6608251273701853,0.9121180189673339,0.9244117313631551,0.827351201447975,0.7245521601685985,58,7,17,56
Australian Credit Approval,R4_F2,4,2,KNN,552,138,14,42,0.07521829998586327,0.7898550724637681,0.7894736842105263,0.821917808219178,0.7538461538461538,0.8053691275167785,0.7878819810326659,0.5777765957911338,0.8794520547945206,0.8772380580377306,0.7871464784293252,0.645732349841939,49,16,13,60
Australian Credit Approval,R4_F2,4,2,DT,552,138,14,42,0.04630280000856146,0.7681159420289855,0.7808219178082192,0.7808219178082192,0.7538461538461538,0.7808219178082192,0.7673340358271865,0.534668071654373,0.7673340358271865,0.7256248963152127,0.7672154844491238,0.534668071654373,49,16,16,57
Australian Credit Approval,R4_F2,4,2,RF,552,138,14,42,1.0989662000210956,0.8623188405797102,0.875,0.863013698630137,0.8615384615384616,0.8689655172413793,0.8622760800842992,0.7240183076545428,0.9181243414120126,0.9224900673501006,0.8622757645929902,0.7399367755532139,56,9,10,63
Australian Credit Approval,R4_F2,4,2,XGB,552,138,14,42,0.4870888000004925,0.8188405797101449,0.8428571428571429,0.8082191780821918,0.8307692307692308,0.8251748251748252,0.8194942044257113,0.6379808049517419,0.9209694415173867,0.9316777725536864,0.8194166369242709,0.6870389884088515,54,11,14,59
Australian Credit Approval,R4_F3,4,3,LR,552,138,14,42,0.09916849998990074,0.8695652173913043,0.8955223880597015,0.8450704225352113,0.8955223880597015,0.8695652173913043,0.8702964052974564,0.7405928105949128,0.908135379440824,0.8846967637990295,0.8699307345227857,0.7803237334454488,60,7,11,60
Australian Credit Approval,R4_F3,4,3,SVM,552,138,14,42,0.17580699996324256,0.8333333333333334,0.9,0.7605633802816901,0.9104477611940298,0.8244274809160306,0.83550557073786,0.6765086912333123,0.9287365986966576,0.9182064444843134,0.8321377451021125,0.733865881858314,61,6,17,54
Australian Credit Approval,R4_F3,4,3,KNN,552,138,14,42,0.07001339999260381,0.8478260869565217,0.8205128205128205,0.9014084507042254,0.7910447761194029,0.8590604026845637,0.8462266134118142,0.6981264501637001,0.8976245532898887,0.8604566914173777,0.8444255124517862,0.6924532268236283,53,14,7,64
Australian Credit Approval,R4_F3,4,3,DT,552,138,14,42,0.06515119998948649,0.7608695652173914,0.7435897435897436,0.8169014084507042,0.7014925373134329,0.7785234899328859,0.7591969728820686,0.5226411129640814,0.7591969728820686,0.7016424073986842,0.7570008201772317,0.5183939457641371,47,20,13,58
Australian Credit Approval,R4_F3,4,3,RF,552,138,14,42,1.1403164999792352,0.8840579710144928,0.8873239436619719,0.8873239436619719,0.8805970149253731,0.8873239436619719,0.8839604792936725,0.767920958587345,0.9274752995585454,0.9063815137843361,0.8839540802895489,0.767920958587345,59,8,8,63
Australian Credit Approval,R4_F3,4,3,XGB,552,138,14,42,0.5213166999747045,0.8840579710144928,0.8985507246376812,0.8732394366197183,0.8955223880597015,0.8857142857142857,0.88438091233971,0.7684388154951274,0.9373554761404247,0.9140967947129034,0.8843107291159588,0.8391843598906874,60,7,9,62
Australian Credit Approval,R4_F4,4,4,LR,552,138,14,42,0.12425090000033379,0.8840579710144928,0.9404761904761905,0.8777777777777778,0.8958333333333334,0.9080459770114943,0.8868055555555556,0.7549671397671291,0.9534722222222223,0.9772009495771452,0.8867596024811869,0.7958333333333334,43,5,11,79
Australian Credit Approval,R4_F4,4,4,SVM,552,138,14,42,0.10462929995264858,0.8913043478260869,0.9746835443037974,0.8555555555555555,0.9583333333333334,0.9112426035502958,0.9069444444444444,0.7835513108900654,0.9328703703703705,0.9656444544383354,0.9054873866638935,0.8250000000000001,46,2,13,77
Australian Credit Approval,R4_F4,4,4,KNN,552,138,14,42,0.09938879997935146,0.8405797101449275,0.8953488372093024,0.8555555555555555,0.8125,0.875,0.8340277777777778,0.6566040480906223,0.913888888888889,0.9371634584722786,0.8337498958853842,0.6930555555555555,39,9,13,77
Australian Credit Approval,R4_F4,4,4,DT,552,138,14,42,0.06916920002549887,0.8840579710144928,0.9512195121951219,0.8666666666666667,0.9166666666666666,0.9069767441860465,0.8916666666666666,0.7597794471834372,0.8916666666666666,0.9113467656415694,0.8913161304747291,0.7833333333333333,44,4,12,78
Australian Credit Approval,R4_F4,4,4,RF,552,138,14,42,1.163930899987463,0.8840579710144928,0.9302325581395349,0.8888888888888888,0.875,0.9090909090909091,0.8819444444444444,0.7507946495838717,0.9401620370370369,0.9729633249882434,0.8819171036881968,0.8138888888888889,42,6,10,80
Australian Credit Approval,R4_F4,4,4,XGB,552,138,14,42,0.538102800026536,0.8985507246376812,0.9418604651162791,0.9,0.8958333333333334,0.9204545454545454,0.8979166666666667,0.7821915167482881,0.9293981481481481,0.9537115532534974,0.8979142498033985,0.8055555555555555,43,5,9,81
Australian Credit Approval,R4_F5,4,5,LR,552,138,14,42,0.10954620002303272,0.8623188405797102,0.8888888888888888,0.8533333333333334,0.873015873015873,0.8707482993197279,0.8631746031746033,0.7242827748323657,0.9318518518518519,0.9065849019017382,0.8631184999601996,0.7746031746031746,55,8,11,64
Australian Credit Approval,R4_F5,4,5,SVM,552,138,14,42,0.08178109995787963,0.8478260869565217,0.8970588235294118,0.8133333333333334,0.8888888888888888,0.8531468531468531,0.8511111111111112,0.6996357595766752,0.932063492063492,0.9375491469037718,0.8502722875426217,0.7504761904761905,56,7,14,61
Australian Credit Approval,R4_F5,4,5,KNN,552,138,14,42,0.07538480003131554,0.8695652173913043,0.88,0.88,0.8571428571428571,0.88,0.8685714285714285,0.7371428571428571,0.9125925925925926,0.8796700042250223,0.8684962373468951,0.7371428571428571,54,9,9,66
Australian Credit Approval,R4_F5,4,5,DT,552,138,14,42,0.07085019996156916,0.8768115942028986,0.8625,0.92,0.8253968253968254,0.8903225806451613,0.8726984126984128,0.7521932899756555,0.8726984126984126,0.8369782608695653,0.8714155606626952,0.7453968253968255,52,11,6,69
Australian Credit Approval,R4_F5,4,5,RF,552,138,14,42,1.1555146000464447,0.8840579710144928,0.8933333333333333,0.8933333333333333,0.873015873015873,0.8933333333333333,0.8831746031746032,0.7663492063492063,0.9362962962962963,0.9149734632139748,0.8831161757629513,0.8063492063492064,55,8,8,67
Australian Credit Approval,R4_F5,4,5,XGB,552,138,14,42,0.485815400024876,0.9347826086956522,0.9230769230769231,0.96,0.9047619047619048,0.9411764705882353,0.9323809523809523,0.8689094676683313,0.9396825396825398,0.9321453060556003,0.931971796017148,0.8647619047619047,57,6,3,72
Australian Credit Approval,R5_F1,5,1,LR,552,138,14,42,0.08473340002819896,0.8333333333333334,0.8513513513513513,0.84,0.8253968253968254,0.8456375838926175,0.8326984126984127,0.6646236391557118,0.9164021164021163,0.918775886774825,0.8326663997864531,0.6704761904761904,52,11,12,63
Australian Credit Approval,R5_F1,5,1,SVM,552,138,14,42,0.0862046999973245,0.8333333333333334,0.8714285714285714,0.8133333333333334,0.8571428571428571,0.8413793103448276,0.8352380952380952,0.6680066565216719,0.9060317460317461,0.9111575386192999,0.834950811211569,0.6939682539682539,54,9,14,61
Australian Credit Approval,R5_F1,5,1,KNN,552,138,14,42,0.072267199982889,0.8043478260869565,0.8,0.8533333333333334,0.746031746031746,0.8258064516129032,0.7996825396825398,0.6048300389582784,0.871957671957672,0.8521004052308401,0.797880790979302,0.6063492063492063,47,16,11,64
Australian Credit Approval,R5_F1,5,1,DT,552,138,14,42,0.07646969996858388,0.782608695652174,0.7777777777777778,0.84,0.7142857142857143,0.8076923076923077,0.7771428571428571,0.5607311136255976,0.7771428571428571,0.7402898550724638,0.7745966692414834,0.5542857142857143,45,18,12,63
Australian Credit Approval,R5_F1,5,1,RF,552,138,14,42,1.1533653999795206,0.8405797101449275,0.8441558441558441,0.8666666666666667,0.8095238095238095,0.8552631578947368,0.8380952380952381,0.6782029522956753,0.9219047619047619,0.94100972220017,0.8376080835255243,0.7257142857142858,51,12,10,65
Australian Credit Approval,R5_F1,5,1,XGB,552,138,14,42,0.5236917000147514,0.8260869565217391,0.8311688311688312,0.8533333333333334,0.7936507936507936,0.8421052631578947,0.8234920634920635,0.6489096792387729,0.9373544973544973,0.9545037603642232,0.8229511997978235,0.7549206349206349,50,13,11,64
Australian Credit Approval,R5_F2,5,2,LR,552,138,14,42,0.10669539996888489,0.8623188405797102,0.8947368421052632,0.8607594936708861,0.864406779661017,0.8774193548387097,0.8625831366659515,0.7212312035934741,0.9006650933276121,0.8878988598158959,0.8625812089227879,0.7380390474147179,51,8,11,68
Australian Credit Approval,R5_F2,5,2,SVM,552,138,14,42,0.08786590001545846,0.8768115942028986,0.9305555555555556,0.8481012658227848,0.9152542372881356,0.8874172185430463,0.8816777515554601,0.756011107476102,0.9339197597082172,0.9433529221813282,0.8810381814619246,0.7968247157262389,54,5,12,67
