run_id,repeat,fold,threshold_strategy,selected_threshold,training_oof_mcc,training_oof_f1,training_oof_balanced_accuracy,training_oof_recall,training_oof_precision,training_oof_cost_FN2_FP1,training_oof_cost_FN5_FP1,training_oof_cost_FN10_FP1
R5_F1,5,1,MaxF1,0.3204776583178346,0.43917437155304473,0.629059829059829,0.7358621299681566,0.7540983606557377,0.5395894428152492,277,457,757
R5_F1,5,1,MaxBalancedAccuracy,0.3204776583178346,0.43917437155304473,0.629059829059829,0.7358621299681566,0.7540983606557377,0.5395894428152492,277,457,757
R5_F1,5,1,MinCost_FN2_FP1,0.39529982456142243,0.4487161900871186,0.6254826254826255,0.7312477886543225,0.6639344262295082,0.5912408759124088,276,522,932
R5_F1,5,1,MinCost_FN5_FP1,0.15286665010721961,0.3566342190076092,0.5792922673656619,0.6848832409482251,0.9057377049180327,0.4258188824662813,344,413,528
R5_F1,5,1,MinCost_FN10_FP1,0.0923449341869802,0.27301007975421576,0.5328798185941043,0.6191473051067343,0.9631147540983607,0.3683385579937304,421,448,493
R5_F2,5,2,Fixed0.50,0.5,0.34876988012552934,0.48548812664907653,0.65,0.4,0.6174496644295302,333,747,1437
R5_F2,5,2,MaxMCC,0.3699174517021614,0.427692759538596,0.6016260162601627,0.7217391304347827,0.6434782608695652,0.5648854961832062,278,524,934
R5_F2,5,2,MaxF1,0.3699174517021614,0.427692759538596,0.6016260162601627,0.7217391304347827,0.6434782608695652,0.5648854961832062,278,524,934
R5_F2,5,2,MaxBalancedAccuracy,0.3699174517021614,0.427692759538596,0.6016260162601627,0.7217391304347827,0.6434782608695652,0.5648854961832062,278,524,934
R5_F2,5,2,MinCost_FN2_FP1,0.3699174517021614,0.427692759538596,0.6016260162601627,0.7217391304347827,0.6434782608695652,0.5648854961832062,278,524,934
R5_F2,5,2,MinCost_FN5_FP1,0.19183921079539723,0.36468866704255726,0.5726744186046512,0.6993135011441648,0.8565217391304348,0.43013100436681223,327,426,591
R5_F2,5,2,MinCost_FN10_FP1,0.06199440845407675,0.2527373179522392,0.5016501650165016,0.6000381388253242,0.991304347826087,0.33578792341678937,455,461,471
R5_F3,5,3,Fixed0.50,0.5,0.36066079724763356,0.5062034739454094,0.6579509942918222,0.42323651452282157,0.6296296296296297,338,755,1450
R5_F3,5,3,MaxMCC,0.3646150653181681,0.42181698675258533,0.6083650190114068,0.7201434096155701,0.6639004149377593,0.5614035087719298,287,530,935
R5_F3,5,3,MaxF1,0.3165260204440531,0.4127823519369776,0.6097560975609756,0.721746746932504,0.7261410788381742,0.5255255255255256,290,488,818
R5_F3,5,3,MaxBalancedAccuracy,0.3165260204440531,0.4127823519369776,0.6097560975609756,0.721746746932504,0.7261410788381742,0.5255255255255256,290,488,818
R5_F3,5,3,MinCost_FN2_FP1,0.3646150653181681,0.42181698675258533,0.6083650190114068,0.7201434096155701,0.6639004149377593,0.5614035087719298,287,530,935
R5_F3,5,3,MinCost_FN5_FP1,0.12933604457312314,0.30503969388958035,0.54632972322503,0.6462674158804623,0.941908713692946,0.3847457627118644,391,433,503
R5_F3,5,3,MinCost_FN10_FP1,0.09939000305821563,0.2752204000718588,0.5295454545454545,0.6202540101990068,0.966804979253112,0.3646322378716745,422,446,486
R5_F4,5,4,Fixed0.50,0.5,0.3953911873603598,0.5365853658536586,0.6753014011078528,0.45454545454545453,0.6547619047619048,322,718,1378
R5_F4,5,4,MaxMCC,0.4748240056045321,0.41159662856149526,0.5627906976744186,0.6899641577060932,0.5,0.6436170212765957,309,672,1277
R5_F4,5,4,MaxF1,0.3110789422742676,0.3971357181429517,0.6010362694300518,0.7134467845611541,0.71900826446281,0.516320474777448,299,503,843
R5_F4,5,4,MaxBalancedAccuracy,0.3110789422742676,0.3971357181429517,0.6010362694300518,0.7134467845611541,0.71900826446281,0.516320474777448,299,503,843
R5_F4,5,4,MinCost_FN2_FP1,0.3943868330908763,0.4065773755446289,0.5924453280318092,0.7074928167303534,0.6157024793388429,0.5708812260536399,298,577,1042
R5_F4,5,4,MinCost_FN5_FP1,0.13958427746220803,0.3566752569685121,0.5725,0.678337628484256,0.9462809917355371,0.4103942652329749,355,394,459
R5_F4,5,4,MinCost_FN10_FP1,0.09983132422933921,0.3116854744238186,0.545664739884393,0.6408291122367369,0.9752066115702479,0.37881219903691815,399,417,447
R5_F5,5,5,Fixed0.50,0.5,0.37931665575658097,0.5288461538461539,0.6697844862616457,0.45267489711934156,0.6358381502890174,329,728,1393
R5_F5,5,5,MaxMCC,0.4092471219637541,0.4139549884504318,0.5930470347648262,0.7076896365745358,0.5967078189300411,0.5894308943089431,297,591,1081
R5_F5,5,5,MaxF1,0.39237801961915886,0.41218002486521815,0.5964214711729622,0.7098987078041537,0.6172839506172839,0.5769230769230769,296,575,1040
R5_F5,5,5,MaxBalancedAccuracy,0.39237801961915886,0.41218002486521815,0.5964214711729622,0.7098987078041537,0.6172839506172839,0.5769230769230769,296,575,1040
