dataset,run_id,repeat,fold,threshold_strategy,selected_threshold,threshold,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,tn,fp,fn,tp,cost_FN1_FP1,cost_FN2_FP1,cost_FN5_FP1,cost_FN10_FP1,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100,reference_recall_adverse,reference_precision_adverse,reference_f1_adverse,reference_balanced_accuracy,reference_mcc,reference_gmean,reference_cost_FN1_FP1_per100,reference_cost_FN2_FP1_per100,reference_cost_FN5_FP1_per100,reference_cost_FN10_FP1_per100,delta_recall_adverse,delta_precision_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc,delta_gmean,delta_cost_FN1_FP1_per100,delta_cost_FN2_FP1_per100,delta_cost_FN5_FP1_per100,delta_cost_FN10_FP1_per100
German Credit,R1_F2,1,2,MaxBalancedAccuracy,0.3175129196179562,0.3175129196179562,0.715,0.4444444444444444,0.75,0.7039473684210527,0.5581395348837209,0.7269736842105263,0.3949407306748477,0.7266089225407224,107,45,12,36,57,69,105,165,28.5,34.5,52.5,82.5,0.5208333333333334,0.5555555555555556,0.5376344086021505,0.6946271929824561,0.39811067356605595,0.6725344835612129,21.5,33.0,67.5,125.0,0.22916666666666663,-0.11111111111111116,0.02050512628157042,0.03234649122807021,-0.003169942891208255,0.054074438979509476,7.0,1.5,-15.0,-42.5
German Credit,R1_F2,1,2,MinCost_FN2_FP1,0.3175129196179562,0.3175129196179562,0.715,0.4444444444444444,0.75,0.7039473684210527,0.5581395348837209,0.7269736842105263,0.3949407306748477,0.7266089225407224,107,45,12,36,57,69,105,165,28.5,34.5,52.5,82.5,0.5208333333333334,0.5555555555555556,0.5376344086021505,0.6946271929824561,0.39811067356605595,0.6725344835612129,21.5,33.0,67.5,125.0,0.22916666666666663,-0.11111111111111116,0.02050512628157042,0.03234649122807021,-0.003169942891208255,0.054074438979509476,7.0,1.5,-15.0,-42.5
German Credit,R1_F2,1,2,MinCost_FN5_FP1,0.14343911301009793,0.14343911301009793,0.515,0.3157894736842105,0.875,0.40131578947368424,0.46408839779005523,0.6381578947368421,0.2500258389921416,0.5925802188644789,61,91,6,42,97,103,121,151,48.5,51.5,60.5,75.5,0.5208333333333334,0.5555555555555556,0.5376344086021505,0.6946271929824561,0.39811067356605595,0.6725344835612129,21.5,33.0,67.5,125.0,0.35416666666666663,-0.23976608187134507,-0.07354601081209527,-0.056469298245613975,-0.14808483457391436,-0.07995426469673406,27.0,18.5,-7.0,-49.5
German Credit,R1_F2,1,2,MinCost_FN10_FP1,0.08971124129768578,0.08971124129768578,0.41,0.28125,0.9375,0.24342105263157895,0.4326923076923077,0.5904605263157895,0.1931708236387244,0.4777104110673173,37,115,3,45,118,121,130,145,59.0,60.5,65.0,72.5,0.5208333333333334,0.5555555555555556,0.5376344086021505,0.6946271929824561,0.39811067356605595,0.6725344835612129,21.5,33.0,67.5,125.0,0.41666666666666663,-0.2743055555555556,-0.1049421009098428,-0.10416666666666663,-0.20493984992733155,-0.1948240724938956,37.5,27.5,-2.5,-52.5
German Credit,R1_F3,1,3,Fixed0.50,0.5,0.5,0.76,0.6923076923076923,0.42857142857142855,0.9124087591240876,0.5294117647058824,0.670490093847758,0.39977392328872996,0.6253257753674437,125,12,36,27,48,84,192,372,24.0,42.0,96.0,186.0,0.42857142857142855,0.6923076923076923,0.5294117647058824,0.670490093847758,0.39977392328872996,0.6253257753674437,24.0,42.0,96.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R1_F3,1,3,MaxMCC,0.3756185763469281,0.3756185763469281,0.75,0.6,0.6190476190476191,0.8102189781021898,0.609375,0.7146332985749044,0.42572983989187757,0.7082119240039352,111,26,24,39,50,74,146,266,25.0,37.0,73.0,133.0,0.42857142857142855,0.6923076923076923,0.5294117647058824,0.670490093847758,0.39977392328872996,0.6253257753674437,24.0,42.0,96.0,186.0,0.19047619047619052,-0.09230769230769231,0.07996323529411764,0.04414320472714639,0.02595591660314761,0.08288614863649146,1.0,-5.0,-23.0,-53.0
German Credit,R1_F3,1,3,MaxF1,0.36635456919953974,0.36635456919953974,0.75,0.5970149253731343,0.6349206349206349,0.8029197080291971,0.6153846153846154,0.718920171474916,0.43090656601530725,0.7139960019581263,110,27,23,40,50,73,142,257,25.0,36.5,71.0,128.5,0.42857142857142855,0.6923076923076923,0.5294117647058824,0.670490093847758,0.39977392328872996,0.6253257753674437,24.0,42.0,96.0,186.0,0.20634920634920634,-0.09529276693455802,0.08597285067873306,0.04843007762715801,0.031132642726577286,0.08867022659068258,1.0,-5.5,-25.0,-57.5
German Credit,R1_F3,1,3,MaxBalancedAccuracy,0.36635456919953974,0.36635456919953974,0.75,0.5970149253731343,0.6349206349206349,0.8029197080291971,0.6153846153846154,0.718920171474916,0.43090656601530725,0.7139960019581263,110,27,23,40,50,73,142,257,25.0,36.5,71.0,128.5,0.42857142857142855,0.6923076923076923,0.5294117647058824,0.670490093847758,0.39977392328872996,0.6253257753674437,24.0,42.0,96.0,186.0,0.20634920634920634,-0.09529276693455802,0.08597285067873306,0.04843007762715801,0.031132642726577286,0.08867022659068258,1.0,-5.5,-25.0,-57.5
German Credit,R1_F3,1,3,MinCost_FN2_FP1,0.36635456919953974,0.36635456919953974,0.75,0.5970149253731343,0.6349206349206349,0.8029197080291971,0.6153846153846154,0.718920171474916,0.43090656601530725,0.7139960019581263,110,27,23,40,50,73,142,257,25.0,36.5,71.0,128.5,0.42857142857142855,0.6923076923076923,0.5294117647058824,0.670490093847758,0.39977392328872996,0.6253257753674437,24.0,42.0,96.0,186.0,0.20634920634920634,-0.09529276693455802,0.08597285067873306,0.04843007762715801,0.031132642726577286,0.08867022659068258,1.0,-5.5,-25.0,-57.5
German Credit,R1_F3,1,3,MinCost_FN5_FP1,0.20665612591997232,0.20665612591997232,0.645,0.4649122807017544,0.8412698412698413,0.5547445255474452,0.5988700564971752,0.6980071834086432,0.3715693209612834,0.6831470112300958,76,61,10,53,71,81,111,161,35.5,40.5,55.5,80.5,0.42857142857142855,0.6923076923076923,0.5294117647058824,0.670490093847758,0.39977392328872996,0.6253257753674437,24.0,42.0,96.0,186.0,0.41269841269841273,-0.2273954116059379,0.06945829179129281,0.027517089560885166,-0.028204602327446537,0.05782123586265209,11.5,-1.5,-40.5,-105.5
German Credit,R1_F3,1,3,MinCost_FN10_FP1,0.07297121268101275,0.07297121268101275,0.465,0.36904761904761907,0.9841269841269841,0.22627737226277372,0.5367965367965368,0.6052021781948789,0.26659724422001607,0.47189582318679446,31,106,1,62,107,108,111,116,53.5,54.0,55.5,58.0,0.42857142857142855,0.6923076923076923,0.5294117647058824,0.670490093847758,0.39977392328872996,0.6253257753674437,24.0,42.0,96.0,186.0,0.5555555555555556,-0.3232600732600732,0.007384772090654468,-0.06528791565287917,-0.1331766790687139,-0.15342995218064925,29.5,12.0,-40.5,-128.0
German Credit,R1_F4,1,4,Fixed0.50,0.5,0.5,0.74,0.7105263157894737,0.39705882352941174,0.9166666666666666,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,121,11,41,27,52,93,216,421,26.0,46.5,108.0,210.5,0.39705882352941174,0.7105263157894737,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,26.0,46.5,108.0,210.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R1_F4,1,4,MaxMCC,0.38669409894894957,0.38669409894894957,0.735,0.6229508196721312,0.5588235294117647,0.8257575757575758,0.5891472868217055,0.6922905525846703,0.39569179732723303,0.6793031450857203,109,23,30,38,53,83,173,323,26.5,41.5,86.5,161.5,0.39705882352941174,0.7105263157894737,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,26.0,46.5,108.0,210.5,0.16176470588235298,-0.0875754961173425,0.07971332455755453,0.0354278074866311,0.016863926627018133,0.07600339518083754,0.5,-5.0,-21.5,-49.0
German Credit,R1_F4,1,4,MaxF1,0.34626750439566023,0.34626750439566023,0.72,0.5857142857142857,0.6029411764705882,0.7803030303030303,0.5942028985507246,0.6916221033868093,0.3806241362683497,0.6859131337818763,103,29,27,41,56,83,164,299,28.0,41.5,82.0,149.5,0.39705882352941174,0.7105263157894737,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,26.0,46.5,108.0,210.5,0.20588235294117646,-0.12481203007518793,0.08476893628657367,0.03475935828877008,0.0017962655681347806,0.08261338387699357,2.0,-5.0,-26.0,-61.0
