dataset,run_id,repeat,fold,threshold_strategy,selected_threshold,threshold,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,tn,fp,fn,tp,cost_FN1_FP1,cost_FN2_FP1,cost_FN5_FP1,cost_FN10_FP1,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100,reference_recall_adverse,reference_precision_adverse,reference_f1_adverse,reference_balanced_accuracy,reference_mcc,reference_gmean,reference_cost_FN1_FP1_per100,reference_cost_FN2_FP1_per100,reference_cost_FN5_FP1_per100,reference_cost_FN10_FP1_per100,delta_recall_adverse,delta_precision_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc,delta_gmean,delta_cost_FN1_FP1_per100,delta_cost_FN2_FP1_per100,delta_cost_FN5_FP1_per100,delta_cost_FN10_FP1_per100
German Credit,R1_F4,1,4,MaxBalancedAccuracy,0.34626750439566023,0.34626750439566023,0.72,0.5857142857142857,0.6029411764705882,0.7803030303030303,0.5942028985507246,0.6916221033868093,0.3806241362683497,0.6859131337818763,103,29,27,41,56,83,164,299,28.0,41.5,82.0,149.5,0.39705882352941174,0.7105263157894737,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,26.0,46.5,108.0,210.5,0.20588235294117646,-0.12481203007518793,0.08476893628657367,0.03475935828877008,0.0017962655681347806,0.08261338387699357,2.0,-5.0,-26.0,-61.0
German Credit,R1_F4,1,4,MinCost_FN2_FP1,0.38669409894894957,0.38669409894894957,0.735,0.6229508196721312,0.5588235294117647,0.8257575757575758,0.5891472868217055,0.6922905525846703,0.39569179732723303,0.6793031450857203,109,23,30,38,53,83,173,323,26.5,41.5,86.5,161.5,0.39705882352941174,0.7105263157894737,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,26.0,46.5,108.0,210.5,0.16176470588235298,-0.0875754961173425,0.07971332455755453,0.0354278074866311,0.016863926627018133,0.07600339518083754,0.5,-5.0,-21.5,-49.0
German Credit,R1_F4,1,4,MinCost_FN5_FP1,0.14625068075825023,0.14625068075825023,0.59,0.4461538461538462,0.8529411764705882,0.45454545454545453,0.5858585858585859,0.6537433155080213,0.3053844814246061,0.6226560324604253,60,72,10,58,82,92,122,172,41.0,46.0,61.0,86.0,0.39705882352941174,0.7105263157894737,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,26.0,46.5,108.0,210.5,0.45588235294117646,-0.2643724696356275,0.07642462359443492,-0.003119429590017875,-0.07344338927560878,0.01935628255554256,15.0,-0.5,-47.0,-124.5
German Credit,R1_F4,1,4,MinCost_FN10_FP1,0.09309946812475756,0.09309946812475756,0.51,0.4025974025974026,0.9117647058823529,0.30303030303030304,0.5585585585585585,0.607397504456328,0.24178331701373879,0.5256351730200943,40,92,6,62,98,104,122,152,49.0,52.0,61.0,76.0,0.39705882352941174,0.7105263157894737,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,26.0,46.5,108.0,210.5,0.5147058823529411,-0.30792891319207105,0.049124596294407574,-0.049465240641711206,-0.1370445536864761,-0.07766457688478845,23.0,5.5,-47.0,-134.5
German Credit,R1_F5,1,5,Fixed0.50,0.5,0.5,0.775,0.5849056603773585,0.5740740740740741,0.8493150684931506,0.5794392523364486,0.7116945712836124,0.42590861262538904,0.6982619576794687,124,22,23,31,45,68,137,252,22.5,34.0,68.5,126.0,0.5740740740740741,0.5849056603773585,0.5794392523364486,0.7116945712836124,0.42590861262538904,0.6982619576794687,22.5,34.0,68.5,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R1_F5,1,5,MaxMCC,0.48010203016148073,0.48010203016148073,0.765,0.5636363636363636,0.5740740740740741,0.8356164383561644,0.5688073394495413,0.7048452562151193,0.4073463870167902,0.6926079216485982,122,24,23,31,47,70,139,254,23.5,35.0,69.5,127.0,0.5740740740740741,0.5849056603773585,0.5794392523364486,0.7116945712836124,0.42590861262538904,0.6982619576794687,22.5,34.0,68.5,126.0,0.0,-0.02126929674099487,-0.010631912886907235,-0.006849315068493067,-0.018562225608598826,-0.005654036030870557,1.0,1.0,1.0,1.0
German Credit,R1_F5,1,5,MaxF1,0.25963868818990804,0.25963868818990804,0.65,0.4215686274509804,0.7962962962962963,0.5958904109589042,0.5512820512820513,0.6960933536276002,0.3482996625684356,0.6888434707863995,87,59,11,43,70,81,114,169,35.0,40.5,57.0,84.5,0.5740740740740741,0.5849056603773585,0.5794392523364486,0.7116945712836124,0.42590861262538904,0.6982619576794687,22.5,34.0,68.5,126.0,0.2222222222222222,-0.16333703292637808,-0.02815720105439723,-0.01560121765601219,-0.07760895005695345,-0.009418486893069233,12.5,6.5,-11.5,-41.5
German Credit,R1_F5,1,5,MaxBalancedAccuracy,0.25963868818990804,0.25963868818990804,0.65,0.4215686274509804,0.7962962962962963,0.5958904109589042,0.5512820512820513,0.6960933536276002,0.3482996625684356,0.6888434707863995,87,59,11,43,70,81,114,169,35.0,40.5,57.0,84.5,0.5740740740740741,0.5849056603773585,0.5794392523364486,0.7116945712836124,0.42590861262538904,0.6982619576794687,22.5,34.0,68.5,126.0,0.2222222222222222,-0.16333703292637808,-0.02815720105439723,-0.01560121765601219,-0.07760895005695345,-0.009418486893069233,12.5,6.5,-11.5,-41.5
German Credit,R1_F5,1,5,MinCost_FN2_FP1,0.3159819661179658,0.3159819661179658,0.7,0.4666666666666667,0.7777777777777778,0.6712328767123288,0.5833333333333334,0.7245053272450532,0.40069355490060804,0.7225441268328877,98,48,12,42,60,72,108,168,30.0,36.0,54.0,84.0,0.5740740740740741,0.5849056603773585,0.5794392523364486,0.7116945712836124,0.42590861262538904,0.6982619576794687,22.5,34.0,68.5,126.0,0.20370370370370372,-0.1182389937106918,0.003894080996884819,0.012810755961440878,-0.025215057724780998,0.024282169153418964,7.5,2.0,-14.5,-42.0
German Credit,R1_F5,1,5,MinCost_FN5_FP1,0.1917458243067876,0.1917458243067876,0.6,0.39166666666666666,0.8703703703703703,0.5,0.5402298850574713,0.6851851851851851,0.3356401659331825,0.6596856715021066,73,73,7,47,80,87,108,143,40.0,43.5,54.0,71.5,0.5740740740740741,0.5849056603773585,0.5794392523364486,0.7116945712836124,0.42590861262538904,0.6982619576794687,22.5,34.0,68.5,126.0,0.2962962962962963,-0.1932389937106918,-0.03920936727897728,-0.026509386098427234,-0.09026844669220652,-0.038576286177362196,17.5,9.5,-14.5,-54.5
German Credit,R1_F5,1,5,MinCost_FN10_FP1,0.08149289271336912,0.08149289271336912,0.455,0.3312883435582822,1.0,0.2534246575342466,0.4976958525345622,0.6267123287671232,0.2897527135530321,0.5034130089044646,37,109,0,54,109,109,109,109,54.5,54.5,54.5,54.5,0.5740740740740741,0.5849056603773585,0.5794392523364486,0.7116945712836124,0.42590861262538904,0.6982619576794687,22.5,34.0,68.5,126.0,0.42592592592592593,-0.2536173168190763,-0.08174339980188633,-0.08498224251648911,-0.13615589907235692,-0.19484894877500414,32.0,20.5,-14.0,-71.5
German Credit,R2_F1,2,1,Fixed0.50,0.5,0.5,0.77,0.673469387755102,0.5238095238095238,0.8832116788321168,0.5892857142857143,0.7035106013208203,0.43960343555155945,0.6801725434858873,121,16,30,33,46,76,166,316,23.0,38.0,83.0,158.0,0.5238095238095238,0.673469387755102,0.5892857142857143,0.7035106013208203,0.43960343555155945,0.6801725434858873,23.0,38.0,83.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R2_F1,2,1,MaxMCC,0.36569929389171324,0.36569929389171324,0.77,0.6197183098591549,0.6984126984126984,0.8029197080291971,0.6567164179104478,0.7506662032209477,0.4866674581632047,0.7488453244117956,110,27,19,44,46,65,122,217,23.0,32.5,61.0,108.5,0.5238095238095238,0.673469387755102,0.5892857142857143,0.7035106013208203,0.43960343555155945,0.6801725434858873,23.0,38.0,83.0,158.0,0.17460317460317454,-0.05375107789594713,0.06743070362473347,0.04715560190012735,0.04706402261164527,0.06867278092590834,0.0,-5.5,-22.0,-49.5
German Credit,R2_F1,2,1,MaxF1,0.36569929389171324,0.36569929389171324,0.77,0.6197183098591549,0.6984126984126984,0.8029197080291971,0.6567164179104478,0.7506662032209477,0.4866674581632047,0.7488453244117956,110,27,19,44,46,65,122,217,23.0,32.5,61.0,108.5,0.5238095238095238,0.673469387755102,0.5892857142857143,0.7035106013208203,0.43960343555155945,0.6801725434858873,23.0,38.0,83.0,158.0,0.17460317460317454,-0.05375107789594713,0.06743070362473347,0.04715560190012735,0.04706402261164527,0.06867278092590834,0.0,-5.5,-22.0,-49.5
German Credit,R2_F1,2,1,MaxBalancedAccuracy,0.2338459963790671,0.2338459963790671,0.675,0.49056603773584906,0.8253968253968254,0.6058394160583942,0.6153846153846154,0.7156181207276098,0.4013552526245874,0.7071477432014226,83,54,11,52,65,76,109,164,32.5,38.0,54.5,82.0,0.5238095238095238,0.673469387755102,0.5892857142857143,0.7035106013208203,0.43960343555155945,0.6801725434858873,23.0,38.0,83.0,158.0,0.3015873015873015,-0.18290335001925295,0.026098901098901117,0.012107519406789446,-0.038248182926972074,0.026975199715535303,9.5,0.0,-28.5,-76.0
German Credit,R2_F1,2,1,MinCost_FN2_FP1,0.36569929389171324,0.36569929389171324,0.77,0.6197183098591549,0.6984126984126984,0.8029197080291971,0.6567164179104478,0.7506662032209477,0.4866674581632047,0.7488453244117956,110,27,19,44,46,65,122,217,23.0,32.5,61.0,108.5,0.5238095238095238,0.673469387755102,0.5892857142857143,0.7035106013208203,0.43960343555155945,0.6801725434858873,23.0,38.0,83.0,158.0,0.17460317460317454,-0.05375107789594713,0.06743070362473347,0.04715560190012735,0.04706402261164527,0.06867278092590834,0.0,-5.5,-22.0,-49.5
German Credit,R2_F1,2,1,MinCost_FN5_FP1,0.20321267593277526,0.20321267593277526,0.63,0.452991452991453,0.8412698412698413,0.5328467153284672,0.5888888888888889,0.6870582782991542,0.3527000405927392,0.6695280962181765,73,64,10,53,74,84,114,164,37.0,42.0,57.0,82.0,0.5238095238095238,0.673469387755102,0.5892857142857143,0.7035106013208203,0.43960343555155945,0.6801725434858873,23.0,38.0,83.0,158.0,0.31746031746031744,-0.22047793476364902,-0.0003968253968253954,-0.016452323021666104,-0.08690339495882027,-0.010644447267710744,14.0,4.0,-26.0,-76.0
German Credit,R2_F1,2,1,MinCost_FN10_FP1,0.09281962842935923,0.09281962842935923,0.505,0.38311688311688313,0.9365079365079365,0.30656934306569344,0.543778801843318,0.621538639786815,0.2683092524704418,0.5358214468188506,42,95,4,59,99,103,115,135,49.5,51.5,57.5,67.5,0.5238095238095238,0.673469387755102,0.5892857142857143,0.7035106013208203,0.43960343555155945,0.6801725434858873,23.0,38.0,83.0,158.0,0.4126984126984127,-0.2903525046382189,-0.04550691244239635,-0.08197196153400532,-0.17129418308111766,-0.14435109666703672,26.5,13.5,-25.5,-90.5
German Credit,R2_F2,2,2,Fixed0.50,0.5,0.5,0.785,0.5384615384615384,0.45652173913043476,0.8831168831168831,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,136,18,25,21,43,68,143,268,21.5,34.0,71.5,134.0,0.45652173913043476,0.5384615384615384,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,21.5,34.0,71.5,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R2_F2,2,2,MaxMCC,0.3664874005129785,0.3664874005129785,0.75,0.47058823529411764,0.6956521739130435,0.7662337662337663,0.5614035087719298,0.7309429700734049,0.41032936372871026,0.7300905321986434,118,36,14,32,50,64,106,176,25.0,32.0,53.0,88.0,0.45652173913043476,0.5384615384615384,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,21.5,34.0,71.5,134.0,0.2391304347826087,-0.0678733031674208,0.06728586171310624,0.06112365894974603,0.04957540524978049,0.09514009686060199,3.5,-2.0,-18.5,-46.0
German Credit,R2_F2,2,2,MaxF1,0.36410905047609643,0.36410905047609643,0.74,0.45714285714285713,0.6956521739130435,0.7532467532467533,0.5517241379310345,0.7244494635798984,0.3960656217645671,0.7238768827563468,116,38,14,32,52,66,108,178,26.0,33.0,54.0,89.0,0.45652173913043476,0.5384615384615384,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,21.5,34.0,71.5,134.0,0.2391304347826087,-0.08131868131868131,0.057606490872210925,0.05463015245623948,0.03531166328563734,0.08892644741830535,4.5,-1.0,-17.5,-45.0
German Credit,R2_F2,2,2,MaxBalancedAccuracy,0.36410905047609643,0.36410905047609643,0.74,0.45714285714285713,0.6956521739130435,0.7532467532467533,0.5517241379310345,0.7244494635798984,0.3960656217645671,0.7238768827563468,116,38,14,32,52,66,108,178,26.0,33.0,54.0,89.0,0.45652173913043476,0.5384615384615384,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,21.5,34.0,71.5,134.0,0.2391304347826087,-0.08131868131868131,0.057606490872210925,0.05463015245623948,0.03531166328563734,0.08892644741830535,4.5,-1.0,-17.5,-45.0
German Credit,R2_F2,2,2,MinCost_FN2_FP1,0.3664874005129785,0.3664874005129785,0.75,0.47058823529411764,0.6956521739130435,0.7662337662337663,0.5614035087719298,0.7309429700734049,0.41032936372871026,0.7300905321986434,118,36,14,32,50,64,106,176,25.0,32.0,53.0,88.0,0.45652173913043476,0.5384615384615384,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,21.5,34.0,71.5,134.0,0.2391304347826087,-0.0678733031674208,0.06728586171310624,0.06112365894974603,0.04957540524978049,0.09514009686060199,3.5,-2.0,-18.5,-46.0
German Credit,R2_F2,2,2,MinCost_FN5_FP1,0.16986710065905714,0.16986710065905714,0.555,0.3333333333333333,0.9347826086956522,0.44155844155844154,0.49142857142857144,0.6881705251270469,0.3309762562988257,0.6424649032372015,68,86,3,43,89,92,101,116,44.5,46.0,50.5,58.0,0.45652173913043476,0.5384615384615384,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,21.5,34.0,71.5,134.0,0.47826086956521746,-0.20512820512820512,-0.0026890756302521135,0.018351214003388017,-0.02977770218010406,0.007514467899160104,23.0,12.0,-21.0,-76.0
German Credit,R2_F2,2,2,MinCost_FN10_FP1,0.0716617569726789,0.0716617569726789,0.335,0.2542372881355932,0.9782608695652174,0.14285714285714285,0.40358744394618834,0.5605590062111802,0.15977081862008263,0.3738335897094201,22,132,1,45,133,134,137,142,66.5,67.0,68.5,71.0,0.45652173913043476,0.5384615384615384,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,21.5,34.0,71.5,134.0,0.5217391304347827,-0.2842242503259452,-0.09053020311263521,-0.10926030491247873,-0.20098313985884714,-0.2611168456286213,45.0,33.0,-3.0,-63.0
German Credit,R2_F3,2,3,Fixed0.50,0.5,0.5,0.73,0.627906976744186,0.4153846153846154,0.8814814814814815,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,119,16,38,27,54,92,206,396,27.0,46.0,103.0,198.0,0.4153846153846154,0.627906976744186,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,27.0,46.0,103.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R2_F3,2,3,MaxMCC,0.3911527299009214,0.3911527299009214,0.71,0.5466666666666666,0.6307692307692307,0.7481481481481481,0.5857142857142857,0.6894586894586894,0.3665915488969939,0.6869562081449092,101,34,24,41,58,82,154,274,29.0,41.0,77.0,137.0,0.4153846153846154,0.627906976744186,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,27.0,46.0,103.0,198.0,0.21538461538461534,-0.08124031007751942,0.08571428571428574,0.04102564102564088,0.02813719046991142,0.08184973308961263,2.0,-5.0,-26.0,-61.0
German Credit,R2_F3,2,3,MaxF1,0.38535330561586933,0.38535330561586933,0.71,0.5454545454545454,0.6461538461538462,0.7407407407407407,0.5915492957746479,0.6934472934472935,0.37240739623236485,0.6918326955503611,100,35,23,42,58,81,150,265,29.0,40.5,75.0,132.5,0.4153846153846154,0.627906976744186,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,27.0,46.0,103.0,198.0,0.23076923076923078,-0.08245243128964064,0.09154929577464788,0.045014245014245,0.03395303780528236,0.08672622049506451,2.0,-5.5,-28.0,-65.5
German Credit,R2_F3,2,3,MaxBalancedAccuracy,0.37764364603673783,0.37764364603673783,0.715,0.5512820512820513,0.6615384615384615,0.7407407407407407,0.6013986013986014,0.7011396011396012,0.3862993044129254,0.7000203497245562,100,35,22,43,57,79,145,255,28.5,39.5,72.5,127.5,0.4153846153846154,0.627906976744186,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,27.0,46.0,103.0,198.0,0.2461538461538461,-0.07662492546213473,0.10139860139860135,0.05270655270655267,0.047844945985842935,0.0949138746692596,1.5,-6.5,-30.5,-70.5
German Credit,R2_F3,2,3,MinCost_FN2_FP1,0.3911527299009214,0.3911527299009214,0.71,0.5466666666666666,0.6307692307692307,0.7481481481481481,0.5857142857142857,0.6894586894586894,0.3665915488969939,0.6869562081449092,101,34,24,41,58,82,154,274,29.0,41.0,77.0,137.0,0.4153846153846154,0.627906976744186,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,27.0,46.0,103.0,198.0,0.21538461538461534,-0.08124031007751942,0.08571428571428574,0.04102564102564088,0.02813719046991142,0.08184973308961263,2.0,-5.0,-26.0,-61.0
German Credit,R2_F3,2,3,MinCost_FN5_FP1,0.1635534383849564,0.1635534383849564,0.595,0.4375,0.8615384615384616,0.4666666666666667,0.5803108808290155,0.6641025641025642,0.32025630761017426,0.6340751391209737,63,72,9,56,81,90,117,162,40.5,45.0,58.5,81.0,0.4153846153846154,0.627906976744186,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,27.0,46.0,103.0,198.0,0.4461538461538462,-0.19040697674418605,0.0803108808290155,0.015669515669515688,-0.01819805081690823,0.028968664065677108,13.5,-1.0,-44.5,-117.0
German Credit,R2_F3,2,3,MinCost_FN10_FP1,0.07514768073825483,0.07514768073825483,0.48,0.3803680981595092,0.9538461538461539,0.2518518518518518,0.543859649122807,0.6028490028490029,0.2481184042837968,0.49013051346342457,34,101,3,62,104,107,116,131,52.0,53.5,58.0,65.5,0.4153846153846154,0.627906976744186,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,27.0,46.0,103.0,198.0,0.5384615384615385,-0.24753887858467682,0.04385964912280704,-0.04558404558404561,-0.09033595414328568,-0.11497596159187201,25.0,7.5,-45.0,-132.5
German Credit,R2_F4,2,4,Fixed0.50,0.5,0.5,0.78,0.6666666666666666,0.4827586206896552,0.9014084507042254,0.56,0.6920835356969403,0.4279816188899131,0.6596686291919382,128,14,30,28,44,74,164,314,22.0,37.0,82.0,157.0,0.4827586206896552,0.6666666666666666,0.56,0.6920835356969403,0.4279816188899131,0.6596686291919382,22.0,37.0,82.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R2_F4,2,4,MaxMCC,0.5053282208439034,0.5053282208439034,0.785,0.6829268292682927,0.4827586206896552,0.9084507042253521,0.5656565656565656,0.6956046624575036,0.43972066550453637,0.6622404464666719,129,13,30,28,43,73,163,313,21.5,36.5,81.5,156.5,0.4827586206896552,0.6666666666666666,0.56,0.6920835356969403,0.4279816188899131,0.6596686291919382,22.0,37.0,82.0,157.0,0.0,0.016260162601626105,0.005656565656565582,0.0035211267605633756,0.011739046614623272,0.0025718172747336565,-0.5,-0.5,-0.5,-0.5
German Credit,R2_F4,2,4,MaxF1,0.24662162882158528,0.24662162882158528,0.675,0.4666666666666667,0.8448275862068966,0.6056338028169014,0.6012269938650306,0.7252306945118989,0.4093165344709486,0.715301435591392,86,56,9,49,65,74,101,146,32.5,37.0,50.5,73.0,0.4827586206896552,0.6666666666666666,0.56,0.6920835356969403,0.4279816188899131,0.6596686291919382,22.0,37.0,82.0,157.0,0.3620689655172414,-0.19999999999999996,0.04122699386503059,0.033147158814958666,-0.018665084418964473,0.05563280639945378,10.5,0.0,-31.5,-84.0
German Credit,R2_F4,2,4,MaxBalancedAccuracy,0.24662162882158528,0.24662162882158528,0.675,0.4666666666666667,0.8448275862068966,0.6056338028169014,0.6012269938650306,0.7252306945118989,0.4093165344709486,0.715301435591392,86,56,9,49,65,74,101,146,32.5,37.0,50.5,73.0,0.4827586206896552,0.6666666666666666,0.56,0.6920835356969403,0.4279816188899131,0.6596686291919382,22.0,37.0,82.0,157.0,0.3620689655172414,-0.19999999999999996,0.04122699386503059,0.033147158814958666,-0.018665084418964473,0.05563280639945378,10.5,0.0,-31.5,-84.0
German Credit,R2_F4,2,4,MinCost_FN2_FP1,0.3506029717098704,0.3506029717098704,0.755,0.56,0.7241379310344828,0.7676056338028169,0.631578947368421,0.7458717824186498,0.4609047841037382,0.7455550653790669,109,33,16,42,49,65,113,193,24.5,32.5,56.5,96.5,0.4827586206896552,0.6666666666666666,0.56,0.6920835356969403,0.4279816188899131,0.6596686291919382,22.0,37.0,82.0,157.0,0.24137931034482757,-0.10666666666666658,0.07157894736842096,0.053788246721709565,0.0329231652138251,0.08588643618712866,2.5,-4.5,-25.5,-60.5
