dataset,run_id,repeat,fold,threshold_strategy,selected_threshold,threshold,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,tn,fp,fn,tp,cost_FN1_FP1,cost_FN2_FP1,cost_FN5_FP1,cost_FN10_FP1,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100
German Credit,R1_F3,1,3,MinCost_FN2_FP1,0.36635456919953974,0.36635456919953974,0.75,0.5970149253731343,0.6349206349206349,0.8029197080291971,0.6153846153846154,0.718920171474916,0.43090656601530725,0.7139960019581263,110,27,23,40,50,73,142,257,25.0,36.5,71.0,128.5
German Credit,R1_F3,1,3,MinCost_FN5_FP1,0.20665612591997232,0.20665612591997232,0.645,0.4649122807017544,0.8412698412698413,0.5547445255474452,0.5988700564971752,0.6980071834086432,0.3715693209612834,0.6831470112300958,76,61,10,53,71,81,111,161,35.5,40.5,55.5,80.5
German Credit,R1_F3,1,3,MinCost_FN10_FP1,0.07297121268101275,0.07297121268101275,0.465,0.36904761904761907,0.9841269841269841,0.22627737226277372,0.5367965367965368,0.6052021781948789,0.26659724422001607,0.47189582318679446,31,106,1,62,107,108,111,116,53.5,54.0,55.5,58.0
German Credit,R1_F4,1,4,Fixed0.50,0.5,0.5,0.74,0.7105263157894737,0.39705882352941174,0.9166666666666666,0.5094339622641509,0.6568627450980392,0.3788278707002149,0.6032997499048828,121,11,41,27,52,93,216,421,26.0,46.5,108.0,210.5
German Credit,R1_F4,1,4,MaxMCC,0.38669409894894957,0.38669409894894957,0.735,0.6229508196721312,0.5588235294117647,0.8257575757575758,0.5891472868217055,0.6922905525846703,0.39569179732723303,0.6793031450857203,109,23,30,38,53,83,173,323,26.5,41.5,86.5,161.5
German Credit,R1_F4,1,4,MaxF1,0.34626750439566023,0.34626750439566023,0.72,0.5857142857142857,0.6029411764705882,0.7803030303030303,0.5942028985507246,0.6916221033868093,0.3806241362683497,0.6859131337818763,103,29,27,41,56,83,164,299,28.0,41.5,82.0,149.5
German Credit,R1_F4,1,4,MaxBalancedAccuracy,0.34626750439566023,0.34626750439566023,0.72,0.5857142857142857,0.6029411764705882,0.7803030303030303,0.5942028985507246,0.6916221033868093,0.3806241362683497,0.6859131337818763,103,29,27,41,56,83,164,299,28.0,41.5,82.0,149.5
German Credit,R1_F4,1,4,MinCost_FN2_FP1,0.38669409894894957,0.38669409894894957,0.735,0.6229508196721312,0.5588235294117647,0.8257575757575758,0.5891472868217055,0.6922905525846703,0.39569179732723303,0.6793031450857203,109,23,30,38,53,83,173,323,26.5,41.5,86.5,161.5
German Credit,R1_F4,1,4,MinCost_FN5_FP1,0.14625068075825023,0.14625068075825023,0.59,0.4461538461538462,0.8529411764705882,0.45454545454545453,0.5858585858585859,0.6537433155080213,0.3053844814246061,0.6226560324604253,60,72,10,58,82,92,122,172,41.0,46.0,61.0,86.0
German Credit,R1_F4,1,4,MinCost_FN10_FP1,0.09309946812475756,0.09309946812475756,0.51,0.4025974025974026,0.9117647058823529,0.30303030303030304,0.5585585585585585,0.607397504456328,0.24178331701373879,0.5256351730200943,40,92,6,62,98,104,122,152,49.0,52.0,61.0,76.0
