dataset,run_id,repeat,fold,feature_regime,weight_strategy,scale_pos_weight,source_features,transformed_features,feature_selection_runtime_seconds,model_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100,reference_roc_auc,reference_pr_auc,reference_recall_adverse,reference_precision_adverse,reference_f1_adverse,reference_balanced_accuracy,reference_mcc,reference_gmean,reference_ks_statistic,reference_cost_FN1_FP1_per100,reference_cost_FN2_FP1_per100,reference_cost_FN5_FP1_per100,reference_cost_FN10_FP1_per100,delta_roc_auc,delta_pr_auc,delta_recall_adverse,delta_precision_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc,delta_gmean,delta_ks_statistic,delta_cost_FN1_FP1_per100,delta_cost_FN2_FP1_per100,delta_cost_FN5_FP1_per100,delta_cost_FN10_FP1_per100
Australian Credit Approval,R5_F4,5,4,AllFeatures,Balanced,0.8217821782178217,14,42,0.0,0.28539599996292964,0.8913043478260869,0.9113924050632911,0.9,0.8793103448275862,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.9213362068965518,0.9352990983477723,0.8895950260342217,0.7965517241379311,51,7,8,72,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,0.9230603448275861,0.9385635397495186,0.9,0.9113924050632911,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.8895950260342217,0.7965517241379311,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,-0.0017241379310343197,-0.0032644414017463097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australian Credit Approval,R5_F4,5,4,AllFeatures,Cost2,1.6435643564356435,14,42,0.0,0.2937528999755159,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.922198275862069,0.9344019942888862,0.8808303292720552,0.7965517241379311,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984,0.9230603448275861,0.9385635397495186,0.9,0.9113924050632911,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.8895950260342217,0.7965517241379311,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,-0.0008620689655171043,-0.00416154546063241,0.0,-0.011392405063291089,-0.005660377358490565,-0.008620689655172376,-0.01548381736277693,-0.008764696762166513,0.0,0.72463768115942,0.7246376811594182,0.7246376811594217,0.7246376811594217
Australian Credit Approval,R5_F4,5,4,AllFeatures,Cost5,4.108910891089109,14,42,0.0,0.2914294999791309,0.8840579710144928,0.872093023255814,0.9375,0.8103448275862069,0.9036144578313253,0.8739224137931034,0.761762495872043,0.921551724137931,0.931736727732192,0.871606720867886,0.7887931034482758,47,11,5,75,11.594202898550725,15.217391304347826,26.08695652173913,44.20289855072464,0.9230603448275861,0.9385635397495186,0.9,0.9113924050632911,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.8895950260342217,0.7965517241379311,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,-0.0015086206896551824,-0.0068268120173266,0.03749999999999998,-0.03929938180747716,-0.002045919527165263,-0.01573275862068968,-0.015790287007975246,-0.01798830516633565,-0.007758620689655271,0.72463768115942,-1.4492753623188417,-7.971014492753621,-18.840579710144922
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Unweighted,1.0,11,37,0.041863300022669137,0.2678855000413023,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9247844827586207,0.9429989917486925,0.8808303292720552,0.7870689655172414,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984,0.9230603448275861,0.9385635397495186,0.9,0.9113924050632911,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.8895950260342217,0.7965517241379311,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,0.0017241379310345417,0.004435451999173945,0.0,-0.011392405063291089,-0.005660377358490565,-0.008620689655172376,-0.01548381736277693,-0.008764696762166513,-0.009482758620689702,0.72463768115942,0.7246376811594182,0.7246376811594217,0.7246376811594217
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Balanced,0.8217821782178217,11,37,0.041863300022669137,0.26668660005088896,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9286637931034483,0.9455723726354976,0.8808303292720552,0.7870689655172414,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984,0.9230603448275861,0.9385635397495186,0.9,0.9113924050632911,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.8895950260342217,0.7965517241379311,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,0.005603448275862122,0.007008832885979088,0.0,-0.011392405063291089,-0.005660377358490565,-0.008620689655172376,-0.01548381736277693,-0.008764696762166513,-0.009482758620689702,0.72463768115942,0.7246376811594182,0.7246376811594217,0.7246376811594217
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Cost2,1.6435643564356435,11,37,0.041863300022669137,0.27032920002238825,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9252155172413793,0.9419402026427206,0.8808303292720552,0.7793103448275862,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984,0.9230603448275861,0.9385635397495186,0.9,0.9113924050632911,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.8895950260342217,0.7965517241379311,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,0.0021551724137931494,0.0033766628932020426,0.0,-0.011392405063291089,-0.005660377358490565,-0.008620689655172376,-0.01548381736277693,-0.008764696762166513,-0.017241379310344862,0.72463768115942,0.7246376811594182,0.7246376811594217,0.7246376811594217
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Cost5,4.108910891089109,11,37,0.041863300022669137,0.26879369997186586,0.8840579710144928,0.8809523809523809,0.925,0.8275862068965517,0.9024390243902439,0.8762931034482759,0.7611648449463927,0.9299568965517241,0.9455609434472976,0.874938421478512,0.7793103448275862,48,10,6,74,11.594202898550725,15.942028985507246,28.985507246376812,50.72463768115942,0.9230603448275861,0.9385635397495186,0.9,0.9113924050632911,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.8895950260342217,0.7965517241379311,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956,0.006896551724137945,0.006997403697779014,0.025000000000000022,-0.03044002411091018,-0.00322135296824666,-0.013362068965517171,-0.016387937933625585,-0.014656604555709718,-0.017241379310344862,0.72463768115942,-0.7246376811594217,-5.072463768115938,-12.318840579710141
Australian Credit Approval,R5_F5,5,5,AllFeatures,Unweighted,1.0,14,42,0.0,0.29001810000045225,0.8913043478260869,0.9178082191780822,0.881578947368421,0.9032258064516129,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.9265704584040747,0.9051533102051725,0.8923367389543064,0.8374363327674024,56,6,9,67,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,0.9265704584040747,0.9051533102051725,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australian Credit Approval,R5_F5,5,5,AllFeatures,Balanced,0.7980456026058632,14,42,0.0,0.29126430000178516,0.8913043478260869,0.9178082191780822,0.881578947368421,0.9032258064516129,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.9259337860780985,0.8958370226900417,0.8923367389543064,0.8213073005093379,56,6,9,67,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,0.9265704584040747,0.9051533102051725,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,-0.0006366723259761953,-0.009316287515130806,0.0,0.0,0.0,0.0,0.0,0.0,-0.016129032258064502,0.0,0.0,0.0,0.0
Australian Credit Approval,R5_F5,5,5,AllFeatures,Cost2,1.5960912052117264,14,42,0.0,0.2861692000296898,0.8985507246376812,0.918918918918919,0.8947368421052632,0.9032258064516129,0.9066666666666666,0.898981324278438,0.7959382157428756,0.9320882852292021,0.9133098898286459,0.89897130419858,0.8374363327674024,56,6,8,68,10.144927536231885,15.942028985507246,33.333333333333336,62.31884057971015,0.9265704584040747,0.9051533102051725,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,0.005517826825127359,0.008156579623473381,0.013157894736842146,0.0011106997408367736,0.007337807606263902,0.006578947368421129,0.013867259946531263,0.006634565244273527,0.0,-0.72463768115942,-1.44927536231884,-3.6231884057971016,-7.246376811594196
Australian Credit Approval,R5_F5,5,5,AllFeatures,Cost5,3.990228013029316,14,42,0.0,0.2870940999710001,0.9202898550724637,0.922077922077922,0.9342105263157895,0.9032258064516129,0.9281045751633987,0.9187181663837012,0.8387724549797387,0.9267826825127334,0.9016209355682668,0.918587533132888,0.8374363327674024,56,6,5,71,7.971014492753623,11.594202898550725,22.463768115942027,40.57971014492754,0.9265704584040747,0.9051533102051725,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,0.00021222410865873176,-0.0035323746369056996,0.052631578947368474,0.004269702899839856,0.028775716102996007,0.026315789473684292,0.0567014991833944,0.02625079417858156,0.0,-2.8985507246376816,-5.797101449275361,-14.49275362318841,-28.985507246376805
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Unweighted,1.0,11,37,0.04158560000360012,0.26946109998971224,0.8478260869565217,0.8985507246376812,0.8157894736842105,0.8870967741935484,0.8551724137931035,0.8514431239388794,0.699259856097678,0.9223259762308997,0.911465761401939,0.8506963092234007,0.7920203735144312,55,7,14,62,15.217391304347826,25.36231884057971,55.79710144927536,106.52173913043478,0.9265704584040747,0.9051533102051725,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,-0.004244482173174968,0.006312451196766489,-0.06578947368421051,-0.019257494540401043,-0.04415644526729923,-0.04095925297113745,-0.08281109969866629,-0.04164042973090576,-0.04541595925297115,4.3478260869565215,7.971014492753625,18.840579710144922,36.95652173913044
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Balanced,0.7980456026058632,11,37,0.04158560000360012,0.26287460001185536,0.8405797101449275,0.9090909090909091,0.7894736842105263,0.9032258064516129,0.8450704225352113,0.8463497453310695,0.6897779277026134,0.9221137521222409,0.9098665722792917,0.844436501516472,0.7860780984719864,56,6,16,60,15.942028985507246,27.536231884057973,62.31884057971015,120.28985507246377,0.9265704584040747,0.9051533102051725,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,-0.004456706281833811,0.004713262074119151,-0.09210526315789469,-0.008717310087173136,-0.05425843652519147,-0.046052631578947345,-0.09229302809373097,-0.04790023743783445,-0.05135823429541597,5.0724637681159415,10.144927536231886,25.36231884057971,50.72463768115942
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Cost2,1.5960912052117264,11,37,0.04158560000360012,0.26960659999167547,0.8695652173913043,0.9027777777777778,0.8552631578947368,0.8870967741935484,0.8783783783783784,0.8711799660441426,0.7392289188430581,0.9210526315789473,0.9157949987635539,0.8710345506666245,0.7860780984719864,55,7,11,65,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,0.9265704584040747,0.9051533102051725,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,-0.005517826825127359,0.010641688558381324,-0.02631578947368418,-0.015030441400304406,-0.02095048068202432,-0.021222410865874286,-0.042842036953286255,-0.021302188287681934,-0.05135823429541597,2.17391304347826,3.6231884057971016,7.971014492753618,15.217391304347828
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Cost5,3.990228013029316,11,37,0.04158560000360012,0.2756429999717511,0.8695652173913043,0.8918918918918919,0.868421052631579,0.8709677419354839,0.88,0.8696943972835314,0.7375129637362177,0.9193548387096774,0.9116868593504502,0.8696934651127157,0.7699490662139219,54,8,10,66,13.043478260869565,20.28985507246377,42.028985507246375,78.26086956521739,0.9265704584040747,0.9051533102051725,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434,-0.007215619694397324,0.006533549145277706,-0.013157894736842035,-0.02591632728619031,-0.019328859060402714,-0.02270797962648552,-0.04455799206012667,-0.022643273841590705,-0.06748726655348047,2.17391304347826,2.8985507246376834,5.072463768115938,8.695652173913047
German Credit,R1_F1,1,1,AllFeatures,Unweighted,1.0,20,61,0.0,0.26672119996510446,0.81,0.7959183673469388,0.582089552238806,0.924812030075188,0.6724137931034483,0.753450791156997,0.5562888497938473,0.8305465155425878,0.7029175365070379,0.7337052681366867,0.5278868813825608,123,10,28,39,19.0,33.0,75.0,145.0,0.8305465155425878,0.7029175365070379,0.582089552238806,0.7959183673469388,0.6724137931034483,0.753450791156997,0.5562888497938473,0.7337052681366867,0.5278868813825608,19.0,33.0,75.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R1_F1,1,1,AllFeatures,Balanced,2.4334763948497855,20,61,0.0,0.28150710003683344,0.75,0.6164383561643836,0.6716417910447762,0.7894736842105263,0.6428571428571429,0.7305577376276513,0.45207410262507736,0.8285265402311749,0.7005348425852094,0.7281782194256265,0.5052182695544832,105,28,22,45,25.0,36.0,69.0,124.0,0.8305465155425878,0.7029175365070379,0.582089552238806,0.7959183673469388,0.6724137931034483,0.753450791156997,0.5562888497938473,0.7337052681366867,0.5278868813825608,19.0,33.0,75.0,145.0,-0.002019975311412958,-0.0023826939218285492,0.08955223880597019,-0.1794800111825552,-0.029556650246305383,-0.022893053529345675,-0.10421474716876994,-0.005527048711060134,-0.022668611828077556,6.0,3.0,-6.0,-21.0
German Credit,R1_F1,1,1,AllFeatures,Cost2,4.866952789699571,20,61,0.0,0.2847009000252001,0.71,0.5483870967741935,0.7611940298507462,0.6842105263157895,0.6375,0.7227022780832679,0.4214873200837193,0.8277409942767366,0.7067948436693721,0.7216764980187562,0.4982605768151723,91,42,16,51,29.0,37.0,61.0,101.0,0.8305465155425878,0.7029175365070379,0.582089552238806,0.7959183673469388,0.6724137931034483,0.753450791156997,0.5562888497938473,0.7337052681366867,0.5278868813825608,19.0,33.0,75.0,145.0,-0.0028055212658512074,0.0038773071623341426,0.17910447761194026,-0.24753127057274527,-0.03491379310344833,-0.030748513073729056,-0.134801529710128,-0.012028770117930465,-0.029626304567388517,10.0,4.0,-14.0,-44.0
German Credit,R1_F1,1,1,AllFeatures,Cost5,12.167381974248928,20,61,0.0,0.28153149998979643,0.69,0.5233644859813084,0.835820895522388,0.6165413533834586,0.6436781609195402,0.7261811244529233,0.4280714001656519,0.821681068342498,0.6850445201537075,0.7178566333966326,0.5200314218381775,82,51,11,56,31.0,36.5,53.0,80.5,0.8305465155425878,0.7029175365070379,0.582089552238806,0.7959183673469388,0.6724137931034483,0.753450791156997,0.5562888497938473,0.7337052681366867,0.5278868813825608,19.0,33.0,75.0,145.0,-0.00886544720008986,-0.017873016353330384,0.25373134328358204,-0.2725538813656304,-0.028735632183908066,-0.027269666704073714,-0.12821744962819537,-0.015848634740054046,-0.00785545954438327,12.0,3.5,-22.0,-64.5
