dataset,run_id,repeat,fold,feature_regime,weight_strategy,scale_pos_weight,source_features,transformed_features,feature_selection_runtime_seconds,model_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100
Australian Credit Approval,R4_F4,4,4,FrozenChi2Top75,Balanced,0.8839590443686007,11,37,0.043318499985616654,0.2688108999864198,0.8405797101449275,0.8953488372093024,0.8555555555555555,0.8125,0.875,0.8340277777777778,0.6566040480906223,0.913425925925926,0.9491096179462136,0.8337498958853842,0.7291666666666667,39,9,13,77,15.942028985507246,25.36231884057971,53.6231884057971,100.72463768115942
Australian Credit Approval,R4_F4,4,4,FrozenChi2Top75,Cost2,1.7679180887372015,11,37,0.043318499985616654,0.2695349000277929,0.855072463768116,0.8977272727272727,0.8777777777777778,0.8125,0.8876404494382022,0.8451388888888889,0.6839737390847515,0.9185185185185185,0.9552840083934714,0.8445084040105489,0.7402777777777778,39,9,11,79,14.492753623188406,22.463768115942027,46.3768115942029,86.23188405797102
Australian Credit Approval,R4_F4,4,4,FrozenChi2Top75,Cost5,4.419795221843003,11,37,0.043318499985616654,0.2736400999710895,0.855072463768116,0.8888888888888888,0.8888888888888888,0.7916666666666666,0.8888888888888888,0.8402777777777777,0.6805555555555556,0.920138888888889,0.957486062198639,0.838870492807861,0.7166666666666667,38,10,10,80,14.492753623188406,21.73913043478261,43.47826086956522,79.71014492753623
Australian Credit Approval,R4_F5,4,5,AllFeatures,Unweighted,1.0,14,42,0.0,0.29015549999894574,0.9347826086956522,0.9230769230769231,0.96,0.9047619047619048,0.9411764705882353,0.9323809523809523,0.8689094676683313,0.9396825396825398,0.9321453060556003,0.931971796017148,0.8647619047619047,57,6,3,72,6.521739130434782,8.695652173913043,15.217391304347826,26.08695652173913
Australian Credit Approval,R4_F5,4,5,AllFeatures,Balanced,0.7922077922077922,14,42,0.0,0.28484739997657016,0.9347826086956522,0.9230769230769231,0.96,0.9047619047619048,0.9411764705882353,0.9323809523809523,0.8689094676683313,0.939047619047619,0.9303117882371398,0.931971796017148,0.8647619047619047,57,6,3,72,6.521739130434782,8.695652173913043,15.217391304347826,26.08695652173913
Australian Credit Approval,R4_F5,4,5,AllFeatures,Cost2,1.5844155844155845,14,42,0.0,0.28701279999222606,0.9130434782608695,0.8888888888888888,0.96,0.8571428571428571,0.9230769230769231,0.9085714285714286,0.8266448376129945,0.9382010582010583,0.9313733183098184,0.9071147352221453,0.8647619047619047,54,9,3,72,8.695652173913043,10.869565217391305,17.391304347826086,28.26086956521739
Australian Credit Approval,R4_F5,4,5,AllFeatures,Cost5,3.961038961038961,14,42,0.0,0.2927064000396058,0.9057971014492754,0.8780487804878049,0.96,0.8412698412698413,0.9171974522292994,0.9006349206349207,0.8127907706787854,0.93989417989418,0.9398950942433311,0.8986762752065104,0.8647619047619047,53,10,3,72,9.420289855072463,11.594202898550725,18.115942028985508,28.985507246376812
Australian Credit Approval,R4_F5,4,5,FrozenChi2Top75,Unweighted,1.0,11,37,0.04108460003044456,0.26657489995704964,0.9202898550724637,0.9102564102564102,0.9466666666666667,0.8888888888888888,0.9281045751633987,0.9177777777777778,0.8395630392448782,0.9377777777777778,0.9251308342477232,0.9173229973577908,0.8463492063492064,56,7,4,71,7.971014492753623,10.869565217391305,19.565217391304348,34.05797101449275
Australian Credit Approval,R4_F5,4,5,FrozenChi2Top75,Balanced,0.7922077922077922,11,37,0.04108460003044456,0.265917900018394,0.9130434782608695,0.92,0.92,0.9047619047619048,0.92,0.9123809523809524,0.8247619047619048,0.9415873015873016,0.9281223109958093,0.9123491395189413,0.8647619047619047,57,6,6,69,8.695652173913043,13.043478260869565,26.08695652173913,47.82608695652174
Australian Credit Approval,R4_F5,4,5,FrozenChi2Top75,Cost2,1.5844155844155845,11,37,0.04108460003044456,0.2705859999987297,0.927536231884058,0.9113924050632911,0.96,0.8888888888888888,0.935064935064935,0.9244444444444444,0.8546970482387545,0.9377777777777778,0.9271840747411941,0.9237604307034012,0.8488888888888888,56,7,3,72,7.246376811594203,9.420289855072463,15.942028985507246,26.81159420289855
Australian Credit Approval,R4_F5,4,5,FrozenChi2Top75,Cost5,3.961038961038961,11,37,0.04108460003044456,0.27323289995547384,0.9202898550724637,0.8902439024390244,0.9733333333333334,0.8571428571428571,0.9299363057324841,0.9152380952380952,0.8424170586750009,0.9352380952380952,0.9199541900667264,0.9133924207511874,0.8463492063492064,54,9,2,73,7.971014492753623,9.420289855072463,13.768115942028986,21.014492753623188
Australian Credit Approval,R5_F1,5,1,AllFeatures,Unweighted,1.0,14,42,0.0,0.2916406999574974,0.8260869565217391,0.8311688311688312,0.8533333333333334,0.7936507936507936,0.8421052631578947,0.8234920634920635,0.6489096792387729,0.9373544973544973,0.9545037603642232,0.8229511997978235,0.7549206349206349,50,13,11,64,17.391304347826086,25.36231884057971,49.27536231884058,89.1304347826087
Australian Credit Approval,R5_F1,5,1,AllFeatures,Balanced,0.7922077922077922,14,42,0.0,0.2896857999730855,0.8478260869565217,0.8552631578947368,0.8666666666666667,0.8253968253968254,0.8609271523178808,0.846031746031746,0.6930175061314634,0.9417989417989417,0.9587356594562988,0.845780063222062,0.7580952380952382,52,11,10,65,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566
Australian Credit Approval,R5_F1,5,1,AllFeatures,Cost2,1.5844155844155845,14,42,0.0,0.2899658000096679,0.8333333333333334,0.825,0.88,0.7777777777777778,0.8516129032258064,0.8288888888888889,0.6637753393652293,0.9382010582010583,0.9549665308067355,0.8273115763993905,0.7498412698412699,49,14,9,66,16.666666666666668,23.18840579710145,42.7536231884058,75.3623188405797
Australian Credit Approval,R5_F1,5,1,AllFeatures,Cost5,3.961038961038961,14,42,0.0,0.2894146000035107,0.8405797101449275,0.8192771084337349,0.9066666666666666,0.7619047619047619,0.8607594936708861,0.8342857142857143,0.6801870020005545,0.9405291005291004,0.957845122190509,0.8311399706389115,0.7815873015873016,48,15,7,68,15.942028985507246,21.014492753623188,36.231884057971016,61.594202898550726
Australian Credit Approval,R5_F1,5,1,FrozenChi2Top75,Unweighted,1.0,11,37,0.04198679997352883,0.26987280003959313,0.8478260869565217,0.8552631578947368,0.8666666666666667,0.8253968253968254,0.8609271523178808,0.846031746031746,0.6930175061314634,0.9358730158730159,0.9523909271792562,0.845780063222062,0.7473015873015874,52,11,10,65,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566
Australian Credit Approval,R5_F1,5,1,FrozenChi2Top75,Balanced,0.7922077922077922,11,37,0.04198679997352883,0.2639363000052981,0.8405797101449275,0.8533333333333334,0.8533333333333334,0.8253968253968254,0.8533333333333334,0.8393650793650793,0.6787301587301587,0.9365079365079365,0.9532275148279853,0.8392488453007394,0.773968253968254,52,11,11,64,15.942028985507246,23.91304347826087,47.82608695652174,87.68115942028986
Australian Credit Approval,R5_F1,5,1,FrozenChi2Top75,Cost2,1.5844155844155845,11,37,0.04198679997352883,0.2695819999789819,0.8260869565217391,0.8227848101265823,0.8666666666666667,0.7777777777777778,0.8441558441558441,0.8222222222222222,0.6488537800765414,0.9373544973544973,0.9522372660977508,0.821020142307163,0.7631746031746032,49,14,10,65,17.391304347826086,24.63768115942029,46.3768115942029,82.6086956521739
Australian Credit Approval,R5_F1,5,1,FrozenChi2Top75,Cost5,3.961038961038961,11,37,0.04198679997352883,0.27116070000920445,0.8260869565217391,0.8072289156626506,0.8933333333333333,0.746031746031746,0.8481012658227848,0.8196825396825397,0.6504732298333887,0.9343915343915343,0.9500335557117612,0.8163669680082766,0.7498412698412699,47,16,8,67,17.391304347826086,23.18840579710145,40.57971014492754,69.56521739130434
Australian Credit Approval,R5_F2,5,2,AllFeatures,Unweighted,1.0,14,42,0.0,0.2831927999504842,0.8695652173913043,0.8860759493670886,0.8860759493670886,0.847457627118644,0.8860759493670886,0.8667667882428662,0.7335335764857327,0.9341343059429307,0.9431835506223878,0.8665516842621291,0.7461918043338339,50,9,9,70,13.043478260869565,19.565217391304348,39.130434782608695,71.73913043478261
Australian Credit Approval,R5_F2,5,2,AllFeatures,Balanced,0.8157894736842105,14,42,0.0,0.2952407000120729,0.8623188405797102,0.8846153846153846,0.8734177215189873,0.847457627118644,0.8789808917197452,0.8604376743188157,0.7194105450681291,0.9330615747693628,0.9412429646244759,0.8603397641408037,0.7545591074876636,50,9,10,69,13.768115942028986,21.014492753623188,42.7536231884058,78.98550724637681
Australian Credit Approval,R5_F2,5,2,AllFeatures,Cost2,1.631578947368421,14,42,0.0,0.28381870000157505,0.8768115942028986,0.8875,0.8987341772151899,0.847457627118644,0.8930817610062893,0.8730959021669169,0.7478784786661238,0.9326324822999357,0.9422765871225738,0.8727193897428954,0.7588500321819351,50,9,8,71,12.318840579710145,18.115942028985508,35.507246376811594,64.4927536231884
Australian Credit Approval,R5_F2,5,2,AllFeatures,Cost5,4.078947368421052,14,42,0.0,0.2875717999995686,0.8623188405797102,0.8571428571428571,0.9113924050632911,0.7966101694915254,0.8834355828220859,0.8540012872774083,0.7176916037561323,0.9270542801973826,0.935713169946093,0.8520706885410138,0.7588500321819351,47,12,7,72,13.768115942028986,18.840579710144926,34.05797101449275,59.42028985507246
Australian Credit Approval,R5_F2,5,2,FrozenChi2Top75,Unweighted,1.0,11,37,0.04152819997398183,0.2650451000081375,0.8478260869565217,0.8625,0.8734177215189873,0.8135593220338984,0.8679245283018868,0.8434885217764428,0.6885298702383348,0.920188800686548,0.9362548292274124,0.8429573710285589,0.7337481227204463,48,11,10,69,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566
Australian Credit Approval,R5_F2,5,2,FrozenChi2Top75,Balanced,0.8157894736842105,11,37,0.04152819997398183,0.26292010000906885,0.8478260869565217,0.8625,0.8734177215189873,0.8135593220338984,0.8679245283018868,0.8434885217764428,0.6885298702383348,0.9225488092683973,0.9384627610206498,0.8429573710285589,0.7464063505685474,48,11,10,69,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566
Australian Credit Approval,R5_F2,5,2,FrozenChi2Top75,Cost2,1.631578947368421,11,37,0.04152819997398183,0.2716997999814339,0.8405797101449275,0.8352941176470589,0.8987341772151899,0.7627118644067796,0.8658536585365854,0.8307230208109848,0.6728009183739451,0.9182578845741257,0.9341327160319278,0.8279343089339217,0.721089894872345,45,14,8,71,15.942028985507246,21.73913043478261,39.130434782608695,68.1159420289855
Australian Credit Approval,R5_F2,5,2,FrozenChi2Top75,Cost5,4.078947368421052,11,37,0.04152819997398183,0.2713506000000052,0.8405797101449275,0.8275862068965517,0.9113924050632911,0.7457627118644068,0.8674698795180723,0.828577558463849,0.673538973938342,0.9184724308088392,0.9363473411015872,0.8244285727536521,0.721089894872345,44,15,7,72,15.942028985507246,21.014492753623188,36.231884057971016,61.594202898550726
Australian Credit Approval,R5_F3,5,3,AllFeatures,Unweighted,1.0,14,42,0.0,0.2794522999902256,0.8695652173913043,0.8873239436619719,0.863013698630137,0.8769230769230769,0.875,0.8699683877766069,0.7390029046187614,0.9382507903055848,0.927839598869692,0.8699405887929961,0.7673340358271865,57,8,10,63,13.043478260869565,20.28985507246377,42.028985507246375,78.26086956521739
Australian Credit Approval,R5_F3,5,3,AllFeatures,Balanced,0.7806451612903226,14,42,0.0,0.2862666000146419,0.8913043478260869,0.9027777777777778,0.8904109589041096,0.8923076923076924,0.896551724137931,0.8913593256059009,0.7821419414278569,0.940990516332982,0.9307109225572013,0.8913588210957502,0.8014752370916755,58,7,8,65,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956
Australian Credit Approval,R5_F3,5,3,AllFeatures,Cost2,1.5612903225806452,14,42,0.0,0.28265229996759444,0.8768115942028986,0.868421052631579,0.9041095890410958,0.8461538461538461,0.8859060402684564,0.875131717597471,0.7528860472241714,0.9388830347734457,0.9289897226317929,0.8746518199327642,0.7757639620653318,55,10,7,66,12.318840579710145,17.391304347826086,32.608695652173914,57.971014492753625
Australian Credit Approval,R5_F3,5,3,AllFeatures,Cost5,3.903225806451613,14,42,0.0,0.3452378999791108,0.8695652173913043,0.8395061728395061,0.9315068493150684,0.8,0.8831168831168831,0.8657534246575342,0.7415775401066301,0.9399367755532139,0.9332397342121975,0.8632528479258292,0.7757639620653318,52,13,5,68,13.043478260869565,16.666666666666668,27.536231884057973,45.65217391304348
Australian Credit Approval,R5_F3,5,3,FrozenChi2Top75,Unweighted,1.0,11,37,0.042164099984802306,0.2734801000333391,0.8768115942028986,0.8783783783783784,0.8904109589041096,0.8615384615384616,0.8843537414965986,0.8759747102212856,0.7526635602947612,0.9264488935721812,0.9128673031724052,0.8758557459257963,0.7740779768177029,56,9,8,65,12.318840579710145,18.115942028985508,35.507246376811594,64.4927536231884
Australian Credit Approval,R5_F3,5,3,FrozenChi2Top75,Balanced,0.7806451612903226,11,37,0.042164099984802306,0.2551524000009522,0.8695652173913043,0.8767123287671232,0.8767123287671232,0.8615384615384616,0.8767123287671232,0.8691253951527924,0.7382507903055848,0.9289778714436249,0.9180318775227376,0.8690922798747146,0.7877766069546891,56,9,9,64,13.043478260869565,19.565217391304348,39.130434782608695,71.73913043478261
Australian Credit Approval,R5_F3,5,3,FrozenChi2Top75,Cost2,1.5612903225806452,11,37,0.042164099984802306,0.2693132999702357,0.8840579710144928,0.88,0.9041095890410958,0.8615384615384616,0.8918918918918919,0.8828240252897788,0.7672667586244434,0.923709167544784,0.9077506164986807,0.8825673823593507,0.7740779768177029,56,9,7,66,11.594202898550725,16.666666666666668,31.884057971014492,57.2463768115942
Australian Credit Approval,R5_F3,5,3,FrozenChi2Top75,Cost5,3.903225806451613,11,37,0.042164099984802306,0.2740250000497326,0.8333333333333334,0.8048780487804879,0.9041095890410958,0.7538461538461538,0.8516129032258064,0.8289778714436249,0.6688270827785756,0.9281348788198103,0.9188645902533409,0.8255661913826515,0.7690200210748155,49,16,7,66,16.666666666666668,21.73913043478261,36.95652173913044,62.31884057971015
Australian Credit Approval,R5_F4,5,4,AllFeatures,Unweighted,1.0,14,42,0.0,0.28525019995868206,0.8913043478260869,0.9113924050632911,0.9,0.8793103448275862,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.9230603448275861,0.9385635397495186,0.8895950260342217,0.7965517241379311,51,7,8,72,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956
Australian Credit Approval,R5_F4,5,4,AllFeatures,Balanced,0.8217821782178217,14,42,0.0,0.28539599996292964,0.8913043478260869,0.9113924050632911,0.9,0.8793103448275862,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.9213362068965518,0.9352990983477723,0.8895950260342217,0.7965517241379311,51,7,8,72,10.869565217391305,16.666666666666668,34.05797101449275,63.04347826086956
Australian Credit Approval,R5_F4,5,4,AllFeatures,Cost2,1.6435643564356435,14,42,0.0,0.2937528999755159,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.922198275862069,0.9344019942888862,0.8808303292720552,0.7965517241379311,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984
Australian Credit Approval,R5_F4,5,4,AllFeatures,Cost5,4.108910891089109,14,42,0.0,0.2914294999791309,0.8840579710144928,0.872093023255814,0.9375,0.8103448275862069,0.9036144578313253,0.8739224137931034,0.761762495872043,0.921551724137931,0.931736727732192,0.871606720867886,0.7887931034482758,47,11,5,75,11.594202898550725,15.217391304347826,26.08695652173913,44.20289855072464
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Unweighted,1.0,11,37,0.041863300022669137,0.2678855000413023,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9247844827586207,0.9429989917486925,0.8808303292720552,0.7870689655172414,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Balanced,0.8217821782178217,11,37,0.041863300022669137,0.26668660005088896,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9286637931034483,0.9455723726354976,0.8808303292720552,0.7870689655172414,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Cost2,1.6435643564356435,11,37,0.041863300022669137,0.27032920002238825,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9252155172413793,0.9419402026427206,0.8808303292720552,0.7793103448275862,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Cost5,4.108910891089109,11,37,0.041863300022669137,0.26879369997186586,0.8840579710144928,0.8809523809523809,0.925,0.8275862068965517,0.9024390243902439,0.8762931034482759,0.7611648449463927,0.9299568965517241,0.9455609434472976,0.874938421478512,0.7793103448275862,48,10,6,74,11.594202898550725,15.942028985507246,28.985507246376812,50.72463768115942
Australian Credit Approval,R5_F5,5,5,AllFeatures,Unweighted,1.0,14,42,0.0,0.29001810000045225,0.8913043478260869,0.9178082191780822,0.881578947368421,0.9032258064516129,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.9265704584040747,0.9051533102051725,0.8923367389543064,0.8374363327674024,56,6,9,67,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434
Australian Credit Approval,R5_F5,5,5,AllFeatures,Balanced,0.7980456026058632,14,42,0.0,0.29126430000178516,0.8913043478260869,0.9178082191780822,0.881578947368421,0.9032258064516129,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.9259337860780985,0.8958370226900417,0.8923367389543064,0.8213073005093379,56,6,9,67,10.869565217391305,17.391304347826086,36.95652173913044,69.56521739130434
Australian Credit Approval,R5_F5,5,5,AllFeatures,Cost2,1.5960912052117264,14,42,0.0,0.2861692000296898,0.8985507246376812,0.918918918918919,0.8947368421052632,0.9032258064516129,0.9066666666666666,0.898981324278438,0.7959382157428756,0.9320882852292021,0.9133098898286459,0.89897130419858,0.8374363327674024,56,6,8,68,10.144927536231885,15.942028985507246,33.333333333333336,62.31884057971015
Australian Credit Approval,R5_F5,5,5,AllFeatures,Cost5,3.990228013029316,14,42,0.0,0.2870940999710001,0.9202898550724637,0.922077922077922,0.9342105263157895,0.9032258064516129,0.9281045751633987,0.9187181663837012,0.8387724549797387,0.9267826825127334,0.9016209355682668,0.918587533132888,0.8374363327674024,56,6,5,71,7.971014492753623,11.594202898550725,22.463768115942027,40.57971014492754
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Unweighted,1.0,11,37,0.04158560000360012,0.26946109998971224,0.8478260869565217,0.8985507246376812,0.8157894736842105,0.8870967741935484,0.8551724137931035,0.8514431239388794,0.699259856097678,0.9223259762308997,0.911465761401939,0.8506963092234007,0.7920203735144312,55,7,14,62,15.217391304347826,25.36231884057971,55.79710144927536,106.52173913043478
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Balanced,0.7980456026058632,11,37,0.04158560000360012,0.26287460001185536,0.8405797101449275,0.9090909090909091,0.7894736842105263,0.9032258064516129,0.8450704225352113,0.8463497453310695,0.6897779277026134,0.9221137521222409,0.9098665722792917,0.844436501516472,0.7860780984719864,56,6,16,60,15.942028985507246,27.536231884057973,62.31884057971015,120.28985507246377
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Cost2,1.5960912052117264,11,37,0.04158560000360012,0.26960659999167547,0.8695652173913043,0.9027777777777778,0.8552631578947368,0.8870967741935484,0.8783783783783784,0.8711799660441426,0.7392289188430581,0.9210526315789473,0.9157949987635539,0.8710345506666245,0.7860780984719864,55,7,11,65,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Cost5,3.990228013029316,11,37,0.04158560000360012,0.2756429999717511,0.8695652173913043,0.8918918918918919,0.868421052631579,0.8709677419354839,0.88,0.8696943972835314,0.7375129637362177,0.9193548387096774,0.9116868593504502,0.8696934651127157,0.7699490662139219,54,8,10,66,13.043478260869565,20.28985507246377,42.028985507246375,78.26086956521739
German Credit,R1_F1,1,1,AllFeatures,Unweighted,1.0,20,61,0.0,0.26672119996510446,0.81,0.7959183673469388,0.582089552238806,0.924812030075188,0.6724137931034483,0.753450791156997,0.5562888497938473,0.8305465155425878,0.7029175365070379,0.7337052681366867,0.5278868813825608,123,10,28,39,19.0,33.0,75.0,145.0
German Credit,R1_F1,1,1,AllFeatures,Balanced,2.4334763948497855,20,61,0.0,0.28150710003683344,0.75,0.6164383561643836,0.6716417910447762,0.7894736842105263,0.6428571428571429,0.7305577376276513,0.45207410262507736,0.8285265402311749,0.7005348425852094,0.7281782194256265,0.5052182695544832,105,28,22,45,25.0,36.0,69.0,124.0
German Credit,R1_F1,1,1,AllFeatures,Cost2,4.866952789699571,20,61,0.0,0.2847009000252001,0.71,0.5483870967741935,0.7611940298507462,0.6842105263157895,0.6375,0.7227022780832679,0.4214873200837193,0.8277409942767366,0.7067948436693721,0.7216764980187562,0.4982605768151723,91,42,16,51,29.0,37.0,61.0,101.0
German Credit,R1_F1,1,1,AllFeatures,Cost5,12.167381974248928,20,61,0.0,0.28153149998979643,0.69,0.5233644859813084,0.835820895522388,0.6165413533834586,0.6436781609195402,0.7261811244529233,0.4280714001656519,0.821681068342498,0.6850445201537075,0.7178566333966326,0.5200314218381775,82,51,11,56,31.0,36.5,53.0,80.5
German Credit,R1_F1,1,1,FrozenChi2Top75,Unweighted,1.0,15,52,0.049513200006913394,0.2669366000336595,0.785,0.7222222222222222,0.582089552238806,0.8872180451127819,0.6446280991735537,0.734653798675794,0.49893905350521156,0.8350353495679497,0.7150964496777249,0.7186378466361816,0.5348445741218718,118,15,28,39,21.5,35.5,77.5,147.5
German Credit,R1_F1,1,1,FrozenChi2Top75,Balanced,2.4334763948497855,15,52,0.049513200006913394,0.2664109999896027,0.77,0.6363636363636364,0.7313432835820896,0.7894736842105263,0.6805555555555556,0.7604084838963079,0.5051849782668207,0.8327909325552687,0.7026705472154151,0.7598527992395474,0.5284479856357311,105,28,18,49,23.0,32.0,59.0,104.0
German Credit,R1_F1,1,1,FrozenChi2Top75,Cost2,4.866952789699571,15,52,0.049513200006913394,0.26732119999360293,0.74,0.5789473684210527,0.8208955223880597,0.6992481203007519,0.6790123456790124,0.7600718213444058,0.4916205909029478,0.8330153742565369,0.6952026573089722,0.7576342461855553,0.5430366962181574,93,40,12,55,26.0,32.0,50.0,80.0
German Credit,R1_F1,1,1,FrozenChi2Top75,Cost5,12.167381974248928,15,52,0.049513200006913394,0.26553279999643564,0.685,0.5181818181818182,0.8507462686567164,0.6015037593984962,0.6440677966101694,0.7261250140276063,0.4290661239170281,0.8276287734261025,0.6796293842105725,0.7153510179564002,0.5801817977780271,80,53,10,57,31.5,36.5,51.5,76.5
German Credit,R1_F2,1,2,AllFeatures,Unweighted,1.0,20,61,0.0,0.2657401000033133,0.765,0.5128205128205128,0.4166666666666667,0.875,0.45977011494252873,0.6458333333333334,0.31440103672139846,0.7420504385964911,0.47602315017911606,0.60380736442456,0.43201754385964913,133,19,28,20,23.5,37.5,79.5,149.5
German Credit,R1_F2,1,2,AllFeatures,Balanced,2.1746031746031744,20,61,0.0,0.2788441000157036,0.71,0.41935483870967744,0.5416666666666666,0.7631578947368421,0.4727272727272727,0.6524122807017544,0.28148611839347226,0.736842105263158,0.4596181496403027,0.6429441600811505,0.40789473684210525,116,36,22,26,29.0,40.0,73.0,128.0
German Credit,R1_F2,1,2,AllFeatures,Cost2,4.349206349206349,20,61,0.0,0.3226629999699071,0.72,0.44594594594594594,0.6875,0.7302631578947368,0.5409836065573771,0.7088815789473684,0.3695484776799263,0.7384868421052632,0.475991125597951,0.7085590455654571,0.4309210526315789,111,41,15,33,28.0,35.5,58.0,95.5
German Credit,R1_F2,1,2,AllFeatures,Cost5,10.873015873015872,20,61,0.0,0.2871409999788739,0.65,0.3829787234042553,0.75,0.618421052631579,0.5070422535211268,0.6842105263157895,0.315260813800182,0.7469846491228069,0.4792563355618259,0.6810402260319754,0.4309210526315789,94,58,12,36,35.0,41.0,59.0,89.0
German Credit,R1_F2,1,2,FrozenChi2Top75,Unweighted,1.0,15,53,0.04910780000500381,0.2683244000072591,0.755,0.4897959183673469,0.5,0.8355263157894737,0.4948453608247423,0.6677631578947368,0.333182733684121,0.7543859649122807,0.49122415224635857,0.646346004779744,0.4298245614035087,127,25,24,24,24.5,36.5,72.5,132.5
German Credit,R1_F2,1,2,FrozenChi2Top75,Balanced,2.1746031746031744,15,53,0.04910780000500381,0.26304190000519156,0.745,0.47692307692307695,0.6458333333333334,0.7763157894736842,0.5486725663716814,0.7110745614035088,0.38493264268078065,0.7546600877192983,0.5020999886498159,0.7080752883945942,0.4364035087719298,118,34,17,31,25.5,34.0,59.5,102.0
German Credit,R1_F2,1,2,FrozenChi2Top75,Cost2,4.349206349206349,15,53,0.04910780000500381,0.2708081000018865,0.685,0.4074074074074074,0.6875,0.6842105263157895,0.5116279069767442,0.6858552631578947,0.3233934968569405,0.7519188596491229,0.5050005353821211,0.6858532910485341,0.4221491228070176,104,48,15,33,31.5,39.0,61.5,99.0
German Credit,R1_F2,1,2,FrozenChi2Top75,Cost5,10.873015873015872,15,53,0.04910780000500381,0.26902259996859357,0.67,0.40217391304347827,0.7708333333333334,0.6381578947368421,0.5285714285714286,0.7044956140350878,0.3504698112866922,0.7649396929824561,0.5232535989903782,0.701365366405401,0.4364035087719298,97,55,11,37,33.0,38.5,55.0,82.5
German Credit,R1_F3,1,3,AllFeatures,Unweighted,1.0,20,61,0.0,0.2645735999685712,0.755,0.6521739130434783,0.47619047619047616,0.8832116788321168,0.5504587155963303,0.6797010775112965,0.39670891380520035,0.7814853435291392,0.6698895847519888,0.6485190744458142,0.4451396130228247,121,16,33,30,24.5,41.0,90.5,173.0
German Credit,R1_F3,1,3,AllFeatures,Balanced,2.3755274261603376,20,61,0.0,0.2743084999965504,0.76,0.6190476190476191,0.6190476190476191,0.8248175182481752,0.6190476190476191,0.7219325686478971,0.44386513729579424,0.7729115977291159,0.6459543184857912,0.7145637276130793,0.4537133588228479,113,24,24,39,24.0,36.0,72.0,132.0
German Credit,R1_F3,1,3,AllFeatures,Cost2,4.751054852320675,20,61,0.0,0.2854243000037968,0.71,0.5316455696202531,0.6666666666666666,0.7299270072992701,0.5915492957746479,0.6982968369829683,0.37685138005780205,0.7686247248291044,0.6314852742130709,0.6975801064151558,0.42416869424168696,100,37,21,42,29.0,39.5,71.0,123.5
German Credit,R1_F3,1,3,AllFeatures,Cost5,11.877637130801688,20,61,0.0,0.2826628000475466,0.65,0.4631578947368421,0.6984126984126984,0.6277372262773723,0.5569620253164557,0.6630749623450354,0.3033831028055529,0.7659599119453133,0.6280057557279295,0.6621326529468866,0.4232418028038466,86,51,19,44,35.0,44.5,73.0,120.5
German Credit,R1_F3,1,3,FrozenChi2Top75,Unweighted,1.0,15,51,0.04921899997862056,0.2666832000249997,0.755,0.675,0.42857142857142855,0.9051094890510949,0.5242718446601942,0.6668404588112617,0.38750021023237596,0.7654964662263932,0.6343867850751181,0.6228194495487304,0.47816012049588696,124,13,36,27,24.5,42.5,96.5,186.5
German Credit,R1_F3,1,3,FrozenChi2Top75,Balanced,2.3755274261603376,15,51,0.04921899997862056,0.2728436999605037,0.755,0.6,0.6666666666666666,0.7956204379562044,0.631578947368421,0.7311435523114356,0.45021674236291376,0.7672343876723439,0.6407634787719582,0.7282950125492665,0.4841849148418491,109,28,21,42,24.5,35.0,66.5,119.0
