dataset,run_id,repeat,fold,selector,subset,subset_fraction,selected_source_features,selected_transformed_features,feature_reduction_pct,selector_runtime_seconds_for_fold,xgb_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp
German Credit,R1_F2,1,2,L1,Top50,0.5,10,33,50.0,0.8768827000167221,0.2858686000108719,0.78,0.5434782608695652,0.5208333333333334,0.8618421052631579,0.5319148936170213,0.6913377192982456,0.3883593137816945,0.7484923245614036,0.47773687515215,0.6699821613231416,0.4649122807017544,131,21,23,25
German Credit,R1_F2,1,2,L1,Top75,0.75,15,48,25.0,0.8768827000167221,0.29029589996207505,0.77,0.5227272727272727,0.4791666666666667,0.8618421052631579,0.5,0.6705043859649122,0.3515760851814769,0.7349232456140351,0.4435219313892669,0.642624313866142,0.39473684210526316,131,21,25,23
German Credit,R1_F2,1,2,RF,Top25,0.25,5,5,75.0,0.8768827000167221,0.28034840000327677,0.695,0.3333333333333333,0.2708333333333333,0.8289473684210527,0.2988505747126437,0.549890350877193,0.10755824940468896,0.6472039473684211,0.3566378487329043,0.47382125210607473,0.3114035087719298,126,26,35,13
German Credit,R1_F2,1,2,RF,Top50,0.5,10,21,50.0,0.8768827000167221,0.3326223000185564,0.73,0.4318181818181818,0.3958333333333333,0.8355263157894737,0.41304347826086957,0.6156798245614035,0.23852911245431394,0.7214912280701754,0.4718667964947205,0.5750905725767609,0.40789473684210525,127,25,29,19
German Credit,R1_F2,1,2,RF,Top75,0.75,15,42,25.0,0.8768827000167221,0.29838999995263293,0.765,0.5116279069767442,0.4583333333333333,0.8618421052631579,0.4835164835164835,0.6600877192982456,0.3328483219361364,0.7112116228070176,0.44939987585777785,0.6284989776541253,0.34429824561403505,131,21,26,22
German Credit,R1_F2,1,2,RFE,Top25,0.25,5,13,75.0,0.8768827000167221,0.24557619995903224,0.77,0.52,0.5416666666666666,0.8421052631578947,0.5306122448979592,0.6918859649122806,0.3785166493051126,0.7266310307017544,0.484921233001291,0.6753816335059704,0.4484649122807018,128,24,22,26
German Credit,R1_F2,1,2,RFE,Top50,0.5,10,36,50.0,0.8768827000167221,0.2807160000083968,0.775,0.5319148936170213,0.5208333333333334,0.8552631578947368,0.5263157894736842,0.6880482456140351,0.37883234297909263,0.7441063596491228,0.5049926291776378,0.6674200786637369,0.4429824561403508,130,22,23,25
German Credit,R1_F2,1,2,RFE,Top75,0.75,15,50,25.0,0.8768827000167221,0.30045569996582344,0.765,0.5111111111111111,0.4791666666666667,0.8552631578947368,0.4946236559139785,0.6672149122807017,0.34203874771168186,0.7490405701754386,0.46726143667347053,0.6401668505094809,0.45394736842105265,130,22,25,23
German Credit,R1_F2,1,2,EqualConsensus,Top25,0.25,5,12,75.0,0.8768827000167221,0.24243760004173964,0.76,0.5,0.5,0.8421052631578947,0.5,0.6710526315789473,0.34210526315789475,0.7042214912280702,0.45105652882891867,0.6488856845230502,0.39473684210526316,128,24,24,24
German Credit,R1_F2,1,2,EqualConsensus,Top50,0.5,10,31,50.0,0.8768827000167221,0.2725631999783218,0.78,0.5454545454545454,0.5,0.868421052631579,0.5217391304347826,0.6842105263157895,0.3798378283632677,0.7327302631578948,0.4772985163926768,0.6589465276604692,0.46820175438596495,132,20,24,24
German Credit,R1_F2,1,2,EqualConsensus,Top75,0.75,15,48,25.0,0.8768827000167221,0.30443540000123903,0.76,0.5,0.4791666666666667,0.8486842105263158,0.48936170212765956,0.6639254385964912,0.3327204436123973,0.7527412280701755,0.4862875679099583,0.6376999170538807,0.43201754385964913,129,23,25,23
German Credit,R1_F3,1,3,Chi2,Top25,0.25,5,18,75.0,0.8892788999946788,0.211141099978704,0.74,0.6410256410256411,0.3968253968253968,0.8978102189781022,0.49019607843137253,0.6473178079017495,0.345438357772083,0.7296952844398099,0.6328017546843475,0.5968868371977069,0.39184335534700493,123,14,38,25
German Credit,R1_F3,1,3,Chi2,Top50,0.5,10,41,50.0,0.8892788999946788,0.2915517000365071,0.76,0.6829268292682927,0.4444444444444444,0.9051094890510949,0.5384615384615384,0.6747769667477697,0.4022112940272951,0.7745336577453367,0.6549339903253306,0.6342482826328415,0.44931062449310627,124,13,35,28
German Credit,R1_F3,1,3,Chi2,Top75,0.75,15,51,25.0,0.8892788999946788,0.312430799996946,0.755,0.675,0.42857142857142855,0.9051094890510949,0.5242718446601942,0.6668404588112617,0.38750021023237596,0.7654964662263932,0.6343867850751181,0.6228194495487304,0.47816012049588696,124,13,36,27
German Credit,R1_F3,1,3,MI,Top25,0.25,5,8,75.0,0.8892788999946788,0.23947169998427853,0.725,0.6333333333333333,0.30158730158730157,0.9197080291970803,0.40860215053763443,0.610647665392191,0.28788412762918614,0.710925732823543,0.5597250536026549,0.5266614308772977,0.36264627505503416,126,11,44,19
German Credit,R1_F3,1,3,MI,Top50,0.5,10,24,50.0,0.8892788999946788,0.27906810003332794,0.74,0.627906976744186,0.42857142857142855,0.8832116788321168,0.5094339622641509,0.6558915537017727,0.35253243883365054,0.7339821573398215,0.5906107397157393,0.6152392143939218,0.3807206580929209,121,16,36,27
German Credit,R1_F3,1,3,MI,Top75,0.75,15,46,25.0,0.8892788999946788,0.30471490003401414,0.72,0.5813953488372093,0.3968253968253968,0.8686131386861314,0.4716981132075472,0.6327192677557641,0.3001307385239292,0.7466110531803962,0.6160233867575454,0.5871011441369175,0.4197659599119453,119,18,38,25
German Credit,R1_F3,1,3,L1,Top25,0.25,5,8,75.0,0.8892788999946788,0.24335400003474206,0.74,0.6571428571428571,0.36507936507936506,0.9124087591240876,0.46938775510204084,0.6387440621017263,0.33923368121476793,0.7327076816127911,0.5656330428115421,0.5771495564183283,0.3902212953307844,125,12,40,23
German Credit,R1_F3,1,3,L1,Top50,0.5,10,30,50.0,0.8892788999946788,0.27632349997293204,0.755,0.6944444444444444,0.3968253968253968,0.9197080291970803,0.5050505050505051,0.6582667130112385,0.3827163025984504,0.753794461823659,0.6411819748994011,0.604122093330177,0.4172170084578844,126,11,38,25
