dataset,run_id,repeat,fold,selector,subset,subset_fraction,selected_source_features,selected_transformed_features,feature_reduction_pct,selector_runtime_seconds_for_fold,xgb_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp
German Credit,R1_F3,1,3,L1,Top75,0.75,15,48,25.0,0.8892788999946788,0.3043867999804206,0.725,0.5952380952380952,0.3968253968253968,0.8759124087591241,0.47619047619047616,0.6363689027922604,0.3110446325912536,0.761904761904762,0.6189991011987218,0.5895627949507403,0.4223149113660063,120,17,38,25
German Credit,R1_F3,1,3,RF,Top25,0.25,5,5,75.0,0.8892788999946788,0.2288172000553459,0.695,0.5227272727272727,0.36507936507936506,0.8467153284671532,0.42990654205607476,0.6058973467732591,0.23749638072418197,0.6371799328003708,0.4314615950167461,0.5559840775775458,0.2473641524736415,116,21,40,23
German Credit,R1_F3,1,3,RF,Top50,0.5,10,24,50.0,0.8892788999946788,0.27653549995739013,0.735,0.6086956521739131,0.4444444444444444,0.8686131386861314,0.5137614678899083,0.656528791565288,0.34555367024553557,0.7327076816127911,0.5937591773539178,0.6213294487311082,0.35720078785772214,119,18,35,28
German Credit,R1_F3,1,3,RF,Top75,0.75,15,39,25.0,0.8892788999946788,0.29973800003062934,0.745,0.6153846153846154,0.5079365079365079,0.8540145985401459,0.5565217391304348,0.6809755532383269,0.3833080475724694,0.75669099756691,0.638498486891182,0.6586237111653971,0.43656586722280155,117,20,31,32
German Credit,R1_F3,1,3,RFE,Top25,0.25,5,20,75.0,0.8892788999946788,0.2702310000313446,0.755,0.6521739130434783,0.47619047619047616,0.8832116788321168,0.5504587155963303,0.6797010775112965,0.39670891380520035,0.7602247711736764,0.597325017149805,0.6485190744458142,0.49530761209593327,121,16,33,30
German Credit,R1_F3,1,3,RFE,Top50,0.5,10,36,50.0,0.8892788999946788,0.28327950002858415,0.735,0.625,0.3968253968253968,0.8905109489051095,0.4854368932038835,0.6436681728652531,0.33368073658899045,0.746147607461476,0.6420921214814357,0.594455516146188,0.408063955509211,122,15,38,25
German Credit,R1_F3,1,3,RFE,Top75,0.75,15,51,25.0,0.8892788999946788,0.32505640003364533,0.76,0.6744186046511628,0.4603174603174603,0.8978102189781022,0.5471698113207547,0.6790638396477813,0.4049341391433719,0.7717529834318155,0.6485358758031702,0.6428667979037826,0.4476885644768856,123,14,34,29
German Credit,R1_F3,1,3,EqualConsensus,Top25,0.25,5,8,75.0,0.8892788999946788,0.3171132000279613,0.74,0.6571428571428571,0.36507936507936506,0.9124087591240876,0.46938775510204084,0.6387440621017263,0.33923368121476793,0.7327076816127911,0.5656330428115421,0.5771495564183283,0.3902212953307844,125,12,40,23
German Credit,R1_F3,1,3,EqualConsensus,Top50,0.5,10,31,50.0,0.8892788999946788,0.2921766000217758,0.73,0.6,0.42857142857142855,0.8686131386861314,0.5,0.64859228362878,0.3305861883975671,0.7469586374695864,0.6218688855941902,0.6101334064961759,0.3686710694009964,119,18,36,27
German Credit,R1_F3,1,3,EqualConsensus,Top75,0.75,15,50,25.0,0.8892788999946788,0.3697744999662973,0.74,0.6341463414634146,0.4126984126984127,0.8905109489051095,0.5,0.651604680801761,0.3488853021111804,0.7537944618236588,0.6318142691792454,0.6062280553584566,0.4343645000579307,122,15,37,26
German Credit,R1_F4,1,4,Chi2,Top25,0.25,5,18,75.0,1.0058778999955393,0.24959399999352172,0.7,0.6,0.35294117647058826,0.8787878787878788,0.4444444444444444,0.6158645276292335,0.27443021509848686,0.7265485739750446,0.5839044572538385,0.5569204860727307,0.38636363636363635,116,16,44,24
German Credit,R1_F4,1,4,Chi2,Top50,0.5,10,33,50.0,1.0058778999955393,0.3123382999910973,0.73,0.6590909090909091,0.4264705882352941,0.8863636363636364,0.5178571428571429,0.6564171122994652,0.35773962226167527,0.7335115864527628,0.6087968622160315,0.6148235693191781,0.36987522281639923,117,15,39,29
German Credit,R1_F4,1,4,Chi2,Top75,0.75,15,53,25.0,1.0058778999955393,0.3470703000202775,0.75,0.7142857142857143,0.4411764705882353,0.9090909090909091,0.5454545454545454,0.6751336898395721,0.4073689529040217,0.767602495543672,0.664960658157006,0.6333004963811236,0.4215686274509804,120,12,38,30
German Credit,R1_F4,1,4,MI,Top25,0.25,5,8,75.0,1.0058778999955393,0.2588559999712743,0.725,0.6511627906976745,0.4117647058823529,0.8863636363636364,0.5045045045045045,0.6490641711229946,0.3437641892091006,0.7230392156862745,0.6370589162722523,0.6041301697747643,0.38458110516934046,117,15,40,28
German Credit,R1_F4,1,4,MI,Top50,0.5,10,27,50.0,1.0058778999955393,0.36326670000562444,0.735,0.6744186046511628,0.4264705882352941,0.8939393939393939,0.5225225225225225,0.660204991087344,0.36945658003190335,0.7336229946524064,0.6096637027083918,0.6174454301232098,0.38814616755793224,118,14,39,29
German Credit,R1_F4,1,4,MI,Top75,0.75,15,42,25.0,1.0058778999955393,0.30136109999148175,0.69,0.56,0.4117647058823529,0.8333333333333334,0.4745762711864407,0.6225490196078431,0.26813322217994795,0.7347370766488414,0.6184595060882047,0.5857791861290061,0.38235294117647056,110,22,40,28
German Credit,R1_F4,1,4,L1,Top25,0.25,5,12,75.0,1.0058778999955393,0.2803569000097923,0.735,0.6666666666666666,0.4411764705882353,0.8863636363636364,0.5309734513274337,0.6637700534759359,0.3715641479590447,0.7482174688057041,0.6264468323948188,0.6253341352818212,0.393048128342246,117,15,38,30
German Credit,R1_F4,1,4,L1,Top50,0.5,10,26,50.0,1.0058778999955393,0.3161911999923177,0.745,0.660377358490566,0.5147058823529411,0.8636363636363636,0.5785123966942148,0.6891711229946524,0.40609688428054863,0.7329545454545454,0.615917850827332,0.6667223684394727,0.4139928698752228,114,18,33,35
German Credit,R1_F4,1,4,L1,Top75,0.75,15,50,25.0,1.0058778999955393,0.3551741000264883,0.73,0.675,0.39705882352941174,0.9015151515151515,0.5,0.6492869875222816,0.3535927771461273,0.7632575757575759,0.6630574272038052,0.5982930264130992,0.4171122994652407,119,13,41,27
German Credit,R1_F4,1,4,RF,Top25,0.25,5,5,75.0,1.0058778999955393,0.2661904999986291,0.675,0.5428571428571428,0.27941176470588236,0.8787878787878788,0.36893203883495146,0.5790998217468806,0.1972290705727364,0.6150846702317291,0.49693041935742915,0.495523634163155,0.17468805704099832,116,16,49,19
German Credit,R1_F4,1,4,RF,Top50,0.5,10,21,50.0,1.0058778999955393,0.2866119999671355,0.735,0.6829268292682927,0.4117647058823529,0.9015151515151515,0.5137614678899083,0.6566399286987522,0.36760668783985695,0.748440285204991,0.6356458148225193,0.6092717958449424,0.4032976827094474,119,13,40,28
German Credit,R1_F4,1,4,RF,Top75,0.75,15,40,25.0,1.0058778999955393,0.3420549999573268,0.705,0.5918367346938775,0.4264705882352941,0.8484848484848485,0.49572649572649574,0.6374777183600713,0.30284277688239614,0.7369652406417113,0.6319916579899206,0.6015428766447724,0.36631016042780745,112,20,39,29
German Credit,R1_F4,1,4,RFE,Top25,0.25,5,15,75.0,1.0058778999955393,0.2658122000284493,0.7,0.6176470588235294,0.3088235294117647,0.9015151515151515,0.4117647058823529,0.6051693404634582,0.2652571294391313,0.7469919786096257,0.5819072716217393,0.5276448530110863,0.3961675579322639,119,13,47,21
German Credit,R1_F4,1,4,RFE,Top50,0.5,10,33,50.0,1.0058778999955393,0.32826669997302815,0.765,0.7560975609756098,0.45588235294117646,0.9242424242424242,0.5688073394495413,0.6900623885918004,0.4460433922153599,0.7720588235294118,0.6813390645034739,0.6491115551672866,0.47147950089126556,122,10,37,31
German Credit,R1_F4,1,4,RFE,Top75,0.75,15,51,25.0,1.0058778999955393,0.3489954999531619,0.755,0.7021276595744681,0.4852941176470588,0.8939393939393939,0.5739130434782609,0.6896167557932263,0.42369514256597135,0.7612522281639929,0.6652222772747453,0.6586528140164322,0.4206773618538325,118,14,35,33
German Credit,R1_F4,1,4,EqualConsensus,Top25,0.25,5,14,75.0,1.0058778999955393,0.26301599998259917,0.74,0.7,0.4117647058823529,0.9090909090909091,0.5185185185185185,0.660427807486631,0.37998029782867415,0.7562388591800356,0.6332844814324351,0.6118264057738428,0.42245989304812837,120,12,40,28
German Credit,R1_F4,1,4,EqualConsensus,Top50,0.5,10,33,50.0,1.0058778999955393,0.3221161999972537,0.73,0.6590909090909091,0.4264705882352941,0.8863636363636364,0.5178571428571429,0.6564171122994652,0.35773962226167527,0.7335115864527628,0.6087968622160315,0.6148235693191781,0.36987522281639923,117,15,39,29
German Credit,R1_F4,1,4,EqualConsensus,Top75,0.75,15,50,25.0,1.0058778999955393,0.34863490000134334,0.73,0.675,0.39705882352941174,0.9015151515151515,0.5,0.6492869875222816,0.3535927771461273,0.7632575757575759,0.6630574272038052,0.5982930264130992,0.4171122994652407,119,13,41,27
German Credit,R1_F5,1,5,Chi2,Top25,0.25,5,16,75.0,0.9206699999631383,0.21776229998795316,0.715,0.47619047619047616,0.5555555555555556,0.773972602739726,0.5128205128205128,0.6647640791476408,0.3149454080305429,0.7389015728056824,0.5202752670045179,0.6557322466524335,0.37037037037037035,113,33,24,30
German Credit,R1_F5,1,5,Chi2,Top50,0.5,10,29,50.0,0.9206699999631383,0.3100891000358388,0.735,0.509090909090909,0.5185185185185185,0.815068493150685,0.5137614678899083,0.6667935058346017,0.3316783275090273,0.7554540842212075,0.5080556764892633,0.6500985368077784,0.4530695078640284,119,27,26,28
German Credit,R1_F5,1,5,Chi2,Top75,0.75,15,52,25.0,0.9206699999631383,0.3403682999778539,0.75,0.5357142857142857,0.5555555555555556,0.821917808219178,0.5454545454545454,0.6887366818873668,0.37323671597923114,0.7773972602739727,0.5529431059288595,0.6757373783994859,0.4764079147640792,120,26,24,30
German Credit,R1_F5,1,5,MI,Top25,0.25,5,5,75.0,0.9206699999631383,0.23128429998178035,0.665,0.32432432432432434,0.2222222222222222,0.8287671232876712,0.26373626373626374,0.5254946727549468,0.058298594018177635,0.6107305936073059,0.3472203759146383,0.42915087305247873,0.2463216641298832,121,25,42,12
German Credit,R1_F5,1,5,MI,Top50,0.5,10,22,50.0,0.9206699999631383,0.26881469995714724,0.715,0.47058823529411764,0.4444444444444444,0.815068493150685,0.45714285714285713,0.6297564687975648,0.26433465211036566,0.7638254693049213,0.5251079886945846,0.6018742922093671,0.4964485032978184,119,27,30,24
German Credit,R1_F5,1,5,MI,Top75,0.75,15,43,25.0,0.9206699999631383,0.2972167999832891,0.735,0.5094339622641509,0.5,0.821917808219178,0.5046728971962616,0.660958904109589,0.32383345082182063,0.7818366311516995,0.5583904921045295,0.6410607647560324,0.4791983764586504,120,26,27,27
German Credit,R1_F5,1,5,L1,Top25,0.25,5,12,75.0,0.9206699999631383,0.2656227999832481,0.73,0.5,0.5185185185185185,0.8082191780821918,0.509090909090909,0.6633688483003551,0.3230704907132054,0.7465753424657534,0.5197721550908304,0.6473612676531032,0.4558599695585997,118,28,26,28
German Credit,R1_F5,1,5,L1,Top50,0.5,10,33,50.0,0.9206699999631383,0.2860864999820478,0.72,0.4838709677419355,0.5555555555555556,0.7808219178082192,0.5172413793103449,0.6681887366818874,0.3228976051519972,0.7465753424657534,0.5110799219309335,0.6586273258360145,0.4051243023845763,114,32,24,30
German Credit,R1_F5,1,5,L1,Top75,0.75,15,44,25.0,0.9206699999631383,0.3106907000183128,0.74,0.52,0.48148148148148145,0.8356164383561644,0.5,0.6585489599188229,0.3251142977670294,0.7801877219685439,0.5279410745329769,0.6342979116235564,0.5093860984271943,122,24,28,26
German Credit,R1_F5,1,5,RF,Top25,0.25,5,5,75.0,0.9206699999631383,0.22643480001715943,0.67,0.34210526315789475,0.24074074074074073,0.8287671232876712,0.2826086956521739,0.534753932014206,0.07866072503700888,0.6187214611872147,0.3705065442882405,0.44667439053727576,0.2313546423135464,121,25,41,13
German Credit,R1_F5,1,5,RF,Top50,0.5,10,21,50.0,0.9206699999631383,0.2745806999737397,0.715,0.4727272727272727,0.48148148148148145,0.8013698630136986,0.47706422018348627,0.6414256722475901,0.28123295450385205,0.7520294266869609,0.49284377420563624,0.6211640273377455,0.44368340943683404,117,29,28,26
German Credit,R1_F5,1,5,RF,Top75,0.75,15,40,25.0,0.9206699999631383,0.3013558000093326,0.74,0.5172413793103449,0.5555555555555556,0.8082191780821918,0.5357142857142857,0.6818873668188736,0.3559161297447261,0.7706747843734145,0.5215865385348724,0.6700825728894213,0.47513952308472857,118,28,24,30
German Credit,R1_F5,1,5,RFE,Top25,0.25,5,11,75.0,0.9206699999631383,0.2535580000258051,0.725,0.49122807017543857,0.5185185185185185,0.8013698630136986,0.5045045045045045,0.6599441907661086,0.3146055123748897,0.6988203957382039,0.43905984234099366,0.644612375117986,0.343480466768138,117,29,26,28
German Credit,R1_F5,1,5,RFE,Top50,0.5,10,34,50.0,0.9206699999631383,0.28540849999990314,0.735,0.5087719298245614,0.5370370370370371,0.8082191780821918,0.5225225225225225,0.6726281075596144,0.3395544031262687,0.7527904616945713,0.5386969967934405,0.6588198787785396,0.4482496194824962,118,28,25,29
German Credit,R1_F5,1,5,RFE,Top75,0.75,15,50,25.0,0.9206699999631383,0.3015693000052124,0.765,0.5686274509803921,0.5370370370370371,0.8493150684931506,0.5523809523809524,0.6931760527650939,0.3935304742561944,0.7744799594114663,0.5526573232228842,0.6753618644063861,0.46752917300862507,124,22,25,29
German Credit,R1_F5,1,5,EqualConsensus,Top25,0.25,5,12,75.0,0.9206699999631383,0.25234810000984,0.73,0.5,0.5185185185185185,0.8082191780821918,0.509090909090909,0.6633688483003551,0.3230704907132054,0.7465753424657534,0.5197721550908304,0.6473612676531032,0.4558599695585997,118,28,26,28
German Credit,R1_F5,1,5,EqualConsensus,Top50,0.5,10,24,50.0,0.9206699999631383,0.2858820999972522,0.715,0.4716981132075472,0.46296296296296297,0.8082191780821918,0.4672897196261682,0.6355910705225774,0.27279586992003646,0.7510147133434806,0.5115539632847731,0.6116989009377262,0.4482496194824962,118,28,29,25
German Credit,R1_F5,1,5,EqualConsensus,Top75,0.75,15,48,25.0,0.9206699999631383,0.30777140002464876,0.74,0.5178571428571429,0.5370370370370371,0.815068493150685,0.5272727272727272,0.676052765093861,0.34815360334621825,0.7590055809233891,0.5505285269290101,0.6616055989363198,0.4084221207508879,119,27,25,29
German Credit,R2_F1,2,1,Chi2,Top25,0.25,5,18,75.0,0.9085622999700718,0.22500370000489056,0.765,0.66,0.5238095238095238,0.8759124087591241,0.584070796460177,0.699860966284324,0.42880308882000606,0.740702120264164,0.6072630648791112,0.6773560819325164,0.43911481867686253,120,17,30,33
German Credit,R2_F1,2,1,Chi2,Top50,0.5,10,41,50.0,0.9085622999700718,0.2955274999840185,0.765,0.6666666666666666,0.5079365079365079,0.8832116788321168,0.5765765765765766,0.6955740933843124,0.42543132758604224,0.7900590893291624,0.6775853125055961,0.6697876200070632,0.44421272158498437,121,16,31,32
German Credit,R2_F1,2,1,Chi2,Top75,0.75,15,52,25.0,0.9085622999700718,0.30668770003831014,0.785,0.6923076923076923,0.5714285714285714,0.8832116788321168,0.6260869565217392,0.727320125130344,0.4814663183976856,0.8057003823427181,0.7157601956952307,0.7104170520926892,0.5133819951338199,121,16,27,36
German Credit,R2_F1,2,1,MI,Top25,0.25,5,5,75.0,0.9085622999700718,0.23428480001166463,0.715,0.5882352941176471,0.31746031746031744,0.8978102189781022,0.41237113402061853,0.6076352682192099,0.26620833479890127,0.686536901865369,0.5235782124746675,0.533871817139569,0.3191982389062681,123,14,43,20
German Credit,R2_F1,2,1,MI,Top50,0.5,10,24,50.0,0.9085622999700718,0.2847425999934785,0.77,0.6666666666666666,0.5396825396825397,0.8759124087591241,0.5964912280701754,0.707797474220832,0.44291725135321686,0.7775460549183177,0.6376062215926401,0.6875424592696621,0.5133819951338199,120,17,29,34
German Credit,R2_F1,2,1,MI,Top75,0.75,15,43,25.0,0.9085622999700718,0.30597749998560175,0.795,0.7291666666666666,0.5555555555555556,0.9051094890510949,0.6306306306306306,0.7303325223033252,0.501041160687827,0.7916811493453828,0.7046186853779348,0.7091111372897665,0.5086316765148882,124,13,28,35
German Credit,R2_F1,2,1,L1,Top25,0.25,5,8,75.0,0.9085622999700718,0.26265550003154203,0.735,0.6086956521739131,0.4444444444444444,0.8686131386861314,0.5137614678899083,0.656528791565288,0.34555367024553557,0.762252346193952,0.6340449106863366,0.6213294487311082,0.4197659599119453,119,18,35,28
German Credit,R2_F1,2,1,L1,Top50,0.5,10,32,50.0,0.9085622999700718,0.27957239997340366,0.785,0.7272727272727273,0.5079365079365079,0.9124087591240876,0.5981308411214953,0.7101726335302978,0.4713549613059804,0.8032672923183871,0.6614865046950308,0.680768476737996,0.5330784381879272,125,12,31,32
German Credit,R2_F1,2,1,L1,Top75,0.75,15,49,25.0,0.9085622999700718,0.31388969998806715,0.795,0.7291666666666666,0.5555555555555556,0.9051094890510949,0.6306306306306306,0.7303325223033252,0.501041160687827,0.8033831537481173,0.7109280504839702,0.7091111372897665,0.5318039624608968,124,13,28,35
German Credit,R2_F1,2,1,RF,Top25,0.25,5,5,75.0,0.9085622999700718,0.22824690002016723,0.7,0.5405405405405406,0.31746031746031744,0.8759124087591241,0.4,0.5966863631097208,0.23132955059464408,0.6994554512802686,0.5325390888288943,0.52732099460585,0.4184914841849148,120,17,43,20
German Credit,R2_F1,2,1,RF,Top50,0.5,10,21,50.0,0.9085622999700718,0.28706369997235015,0.75,0.6666666666666666,0.4126984126984127,0.9051094890510949,0.5098039215686274,0.6589039508747538,0.37260614053040647,0.7709419534237052,0.6528213968460056,0.611176937923592,0.45660989456609896,124,13,37,26
German Credit,R2_F1,2,1,RF,Top75,0.75,15,38,25.0,0.9085622999700718,0.3147373999818228,0.77,0.6888888888888889,0.49206349206349204,0.8978102189781022,0.5740740740740741,0.6949368555207971,0.43369299179641846,0.7993280037075657,0.6969176526589456,0.6646650521583435,0.47306221758776507,123,14,32,31
German Credit,R2_F1,2,1,RFE,Top25,0.25,5,24,75.0,0.9085622999700718,0.2296150000183843,0.735,0.6388888888888888,0.36507936507936506,0.9051094890510949,0.46464646464646464,0.63509442706523,0.3266817048534357,0.7789363920750783,0.6110930473499947,0.5748363224345537,0.47723322905804655,124,13,40,23
German Credit,R2_F1,2,1,RFE,Top50,0.5,10,33,50.0,0.9085622999700718,0.28957649995572865,0.76,0.6744186046511628,0.4603174603174603,0.8978102189781022,0.5471698113207547,0.6790638396477813,0.4049341391433719,0.7938825165102538,0.6370436451256322,0.6428667979037826,0.5232302166608735,123,14,34,29
German Credit,R2_F1,2,1,RFE,Top75,0.75,15,48,25.0,0.9085622999700718,0.3117729999939911,0.795,0.72,0.5714285714285714,0.8978102189781022,0.6371681415929203,0.7346193952033369,0.5033775390495724,0.8012976480129765,0.6878065387378904,0.7162642046372482,0.5340053296257676,123,14,27,36
German Credit,R2_F1,2,1,EqualConsensus,Top25,0.25,5,12,75.0,0.9085622999700718,0.2533083000453189,0.755,0.64,0.5079365079365079,0.8686131386861314,0.5663716814159292,0.6882748233113196,0.40394493874348397,0.7799791449426486,0.6315092087311779,0.664229120418552,0.49183176920403193,119,18,31,32
German Credit,R2_F1,2,1,EqualConsensus,Top50,0.5,10,26,50.0,0.9085622999700718,0.28709379996871576,0.755,0.64,0.5079365079365079,0.8686131386861314,0.5663716814159292,0.6882748233113196,0.40394493874348397,0.7872784150156412,0.6537607311133986,0.664229120418552,0.5416521839879505,119,18,31,32
German Credit,R2_F1,2,1,EqualConsensus,Top75,0.75,15,49,25.0,0.9085622999700718,0.3177902000024915,0.795,0.7291666666666666,0.5555555555555556,0.9051094890510949,0.6306306306306306,0.7303325223033252,0.501041160687827,0.8033831537481173,0.7109280504839702,0.7091111372897665,0.5318039624608968,124,13,28,35
German Credit,R2_F2,2,2,Chi2,Top25,0.25,5,16,75.0,1.0191132000181824,0.27965039998525754,0.76,0.4782608695652174,0.4782608695652174,0.8441558441558441,0.4782608695652174,0.6612083568605307,0.32241671372106157,0.7470355731225297,0.4998730648123173,0.6353949229215907,0.3862224731789949,130,24,24,22
German Credit,R2_F2,2,2,Chi2,Top50,0.5,10,41,50.0,1.0191132000181824,0.37560289999237284,0.8,0.5652173913043478,0.5652173913043478,0.8701298701298701,0.5652173913043478,0.717673630717109,0.435347261434218,0.8090062111801242,0.5776227820424987,0.7012934730131146,0.5098814229249012,134,20,20,26
German Credit,R2_F2,2,2,Chi2,Top75,0.75,15,53,25.0,1.0191132000181824,0.3656691000214778,0.795,0.5555555555555556,0.5434782608695652,0.8701298701298701,0.5494505494505495,0.7068040654997176,0.4168273795567536,0.8123941276115189,0.5613014316652942,0.687674827624832,0.5448898927159797,134,20,21,25
German Credit,R2_F2,2,2,MI,Top25,0.25,5,10,75.0,1.0191132000181824,0.3059074000339024,0.755,0.46808510638297873,0.4782608695652174,0.8376623376623377,0.4731182795698925,0.6579616036137775,0.3135639751917796,0.7707509881422925,0.49019310796036225,0.632946378465366,0.43817052512704685,129,25,24,22
German Credit,R2_F2,2,2,MI,Top50,0.5,10,29,50.0,1.0191132000181824,0.3028953999746591,0.765,0.4888888888888889,0.4782608695652174,0.8506493506493507,0.4835164835164835,0.664455110107284,0.33147023698540473,0.8053359683794467,0.6128842427635748,0.6378340678708264,0.4971767363071711,131,23,24,22
German Credit,R2_F2,2,2,MI,Top75,0.75,15,53,25.0,1.0191132000181824,0.36752259999047965,0.785,0.5348837209302325,0.5,0.8701298701298701,0.5168539325842697,0.685064935064935,0.37914851304734254,0.807029926595144,0.5907508370928979,0.659594523222362,0.5358554488989272,134,20,23,23
German Credit,R2_F2,2,2,L1,Top25,0.25,5,13,75.0,1.0191132000181824,0.30022750003263354,0.78,0.5238095238095238,0.4782608695652174,0.8701298701298701,0.5,0.6741953698475438,0.3599587130499609,0.7631987577639752,0.4739294772232782,0.6450961698250746,0.419536984754376,134,20,24,22
German Credit,R2_F2,2,2,L1,Top50,0.5,10,32,50.0,1.0191132000181824,0.33542999997735023,0.78,0.5192307692307693,0.5869565217391305,0.8376623376623377,0.5510204081632653,0.7123094297007341,0.4073859305352592,0.7936194240542066,0.4845266564511843,0.7011928209174383,0.4757199322416713,129,25,19,27
German Credit,R2_F2,2,2,L1,Top75,0.75,15,44,25.0,1.0191132000181824,0.31989769998472184,0.78,0.5238095238095238,0.4782608695652174,0.8701298701298701,0.5,0.6741953698475438,0.3599587130499609,0.80957086391869,0.5596131334954367,0.6450961698250746,0.5559006211180124,134,20,24,22
