dataset,run_id,repeat,fold,selector,subset,subset_fraction,selected_source_features,total_source_features,feature_reduction_pct,selected_features
German Credit,R1_F5,1,5,MI,Top75,0.75,15,20,25.0,present_residence;people_liable;duration;amount;number_credits;status;foreign_worker;housing;credit_history;other_installment_plans;savings;property;other_debtors;personal_status_sex;employment_duration
German Credit,R1_F5,1,5,L1,Top25,0.25,5,20,75.0,installment_rate;amount;credit_history;duration;status
German Credit,R1_F5,1,5,L1,Top50,0.5,10,20,50.0,installment_rate;amount;credit_history;duration;status;other_debtors;foreign_worker;personal_status_sex;purpose;telephone
German Credit,R1_F5,1,5,L1,Top75,0.75,15,20,25.0,installment_rate;amount;credit_history;duration;status;other_debtors;foreign_worker;personal_status_sex;purpose;telephone;other_installment_plans;age;savings;present_residence;number_credits
German Credit,R1_F5,1,5,RF,Top25,0.25,5,20,75.0,amount;duration;age;present_residence;installment_rate
German Credit,R1_F5,1,5,RF,Top50,0.5,10,20,50.0,amount;duration;age;present_residence;installment_rate;number_credits;status;telephone;property;credit_history
German Credit,R1_F5,1,5,RF,Top75,0.75,15,20,25.0,amount;duration;age;present_residence;installment_rate;number_credits;status;telephone;property;credit_history;other_installment_plans;employment_duration;personal_status_sex;housing;job
German Credit,R1_F5,1,5,RFE,Top25,0.25,5,20,75.0,foreign_worker;amount;installment_rate;status;other_debtors
German Credit,R1_F5,1,5,RFE,Top50,0.5,10,20,50.0,foreign_worker;amount;installment_rate;status;other_debtors;credit_history;duration;purpose;housing;personal_status_sex
German Credit,R1_F5,1,5,RFE,Top75,0.75,15,20,25.0,foreign_worker;amount;installment_rate;status;other_debtors;credit_history;duration;purpose;housing;personal_status_sex;other_installment_plans;savings;employment_duration;present_residence;telephone
German Credit,R1_F5,1,5,EqualConsensus,Top25,0.25,5,20,75.0,amount;duration;status;credit_history;installment_rate
German Credit,R1_F5,1,5,EqualConsensus,Top50,0.5,10,20,50.0,amount;duration;status;credit_history;installment_rate;foreign_worker;other_installment_plans;present_residence;housing;other_debtors
German Credit,R1_F5,1,5,EqualConsensus,Top75,0.75,15,20,25.0,amount;duration;status;credit_history;installment_rate;foreign_worker;other_installment_plans;present_residence;housing;other_debtors;personal_status_sex;savings;number_credits;purpose;property
German Credit,R2_F1,2,1,Chi2,Top25,0.25,5,20,75.0,status;savings;housing;credit_history;duration
German Credit,R2_F1,2,1,Chi2,Top50,0.5,10,20,50.0,status;savings;housing;credit_history;duration;other_installment_plans;amount;employment_duration;personal_status_sex;purpose
German Credit,R2_F1,2,1,Chi2,Top75,0.75,15,20,25.0,status;savings;housing;credit_history;duration;other_installment_plans;amount;employment_duration;personal_status_sex;purpose;foreign_worker;other_debtors;property;age;people_liable
German Credit,R2_F1,2,1,MI,Top25,0.25,5,20,75.0,duration;people_liable;amount;installment_rate;number_credits
German Credit,R2_F1,2,1,MI,Top50,0.5,10,20,50.0,duration;people_liable;amount;installment_rate;number_credits;status;housing;foreign_worker;savings;credit_history
German Credit,R2_F1,2,1,MI,Top75,0.75,15,20,25.0,duration;people_liable;amount;installment_rate;number_credits;status;housing;foreign_worker;savings;credit_history;other_installment_plans;personal_status_sex;employment_duration;property;other_debtors
German Credit,R2_F1,2,1,L1,Top25,0.25,5,20,75.0,duration;status;installment_rate;amount;number_credits
German Credit,R2_F1,2,1,L1,Top50,0.5,10,20,50.0,duration;status;installment_rate;amount;number_credits;savings;credit_history;other_debtors;purpose;age
German Credit,R2_F1,2,1,L1,Top75,0.75,15,20,25.0,duration;status;installment_rate;amount;number_credits;savings;credit_history;other_debtors;purpose;age;foreign_worker;personal_status_sex;other_installment_plans;housing;employment_duration
German Credit,R2_F1,2,1,RF,Top25,0.25,5,20,75.0,amount;age;duration;installment_rate;present_residence
German Credit,R2_F1,2,1,RF,Top50,0.5,10,20,50.0,amount;age;duration;installment_rate;present_residence;number_credits;status;telephone;property;employment_duration
German Credit,R2_F1,2,1,RF,Top75,0.75,15,20,25.0,amount;age;duration;installment_rate;present_residence;number_credits;status;telephone;property;employment_duration;credit_history;other_installment_plans;personal_status_sex;job;people_liable
German Credit,R2_F1,2,1,RFE,Top25,0.25,5,20,75.0,status;other_debtors;foreign_worker;purpose;credit_history
German Credit,R2_F1,2,1,RFE,Top50,0.5,10,20,50.0,status;other_debtors;foreign_worker;purpose;credit_history;savings;amount;duration;installment_rate;number_credits
German Credit,R2_F1,2,1,RFE,Top75,0.75,15,20,25.0,status;other_debtors;foreign_worker;purpose;credit_history;savings;amount;duration;installment_rate;number_credits;property;housing;other_installment_plans;age;personal_status_sex
German Credit,R2_F1,2,1,EqualConsensus,Top25,0.25,5,20,75.0,status;duration;amount;installment_rate;credit_history
German Credit,R2_F1,2,1,EqualConsensus,Top50,0.5,10,20,50.0,status;duration;amount;installment_rate;credit_history;savings;number_credits;housing;foreign_worker;other_installment_plans
German Credit,R2_F1,2,1,EqualConsensus,Top75,0.75,15,20,25.0,status;duration;amount;installment_rate;credit_history;savings;number_credits;housing;foreign_worker;other_installment_plans;other_debtors;purpose;age;personal_status_sex;employment_duration
German Credit,R2_F2,2,2,Chi2,Top25,0.25,5,20,75.0,duration;status;housing;other_installment_plans;credit_history
German Credit,R2_F2,2,2,Chi2,Top50,0.5,10,20,50.0,duration;status;housing;other_installment_plans;credit_history;savings;property;employment_duration;purpose;amount
German Credit,R2_F2,2,2,Chi2,Top75,0.75,15,20,25.0,duration;status;housing;other_installment_plans;credit_history;savings;property;employment_duration;purpose;amount;personal_status_sex;foreign_worker;other_debtors;installment_rate;telephone
German Credit,R2_F2,2,2,MI,Top25,0.25,5,20,75.0,duration;housing;people_liable;status;amount
German Credit,R2_F2,2,2,MI,Top50,0.5,10,20,50.0,duration;housing;people_liable;status;amount;other_installment_plans;credit_history;foreign_worker;savings;property
German Credit,R2_F2,2,2,MI,Top75,0.75,15,20,25.0,duration;housing;people_liable;status;amount;other_installment_plans;credit_history;foreign_worker;savings;property;employment_duration;purpose;personal_status_sex;telephone;other_debtors
German Credit,R2_F2,2,2,L1,Top25,0.25,5,20,75.0,duration;foreign_worker;installment_rate;status;credit_history
German Credit,R2_F2,2,2,L1,Top50,0.5,10,20,50.0,duration;foreign_worker;installment_rate;status;credit_history;amount;property;other_debtors;people_liable;purpose
German Credit,R2_F2,2,2,L1,Top75,0.75,15,20,25.0,duration;foreign_worker;installment_rate;status;credit_history;amount;property;other_debtors;people_liable;purpose;savings;age;number_credits;telephone;other_installment_plans
German Credit,R2_F2,2,2,RF,Top25,0.25,5,20,75.0,amount;duration;age;installment_rate;present_residence
German Credit,R2_F2,2,2,RF,Top50,0.5,10,20,50.0,amount;duration;age;installment_rate;present_residence;number_credits;status;telephone;property;employment_duration
German Credit,R2_F2,2,2,RF,Top75,0.75,15,20,25.0,amount;duration;age;installment_rate;present_residence;number_credits;status;telephone;property;employment_duration;other_installment_plans;people_liable;personal_status_sex;credit_history;housing
German Credit,R2_F2,2,2,RFE,Top25,0.25,5,20,75.0,duration;foreign_worker;credit_history;status;purpose
German Credit,R2_F2,2,2,RFE,Top50,0.5,10,20,50.0,duration;foreign_worker;credit_history;status;purpose;housing;other_debtors;installment_rate;savings;other_installment_plans
German Credit,R2_F2,2,2,RFE,Top75,0.75,15,20,25.0,duration;foreign_worker;credit_history;status;purpose;housing;other_debtors;installment_rate;savings;other_installment_plans;amount;people_liable;property;personal_status_sex;employment_duration
German Credit,R2_F2,2,2,EqualConsensus,Top25,0.25,5,20,75.0,duration;status;credit_history;amount;foreign_worker
German Credit,R2_F2,2,2,EqualConsensus,Top50,0.5,10,20,50.0,duration;status;credit_history;amount;foreign_worker;property;housing;other_installment_plans;installment_rate;savings
German Credit,R2_F2,2,2,EqualConsensus,Top75,0.75,15,20,25.0,duration;status;credit_history;amount;foreign_worker;property;housing;other_installment_plans;installment_rate;savings;purpose;people_liable;other_debtors;employment_duration;personal_status_sex
German Credit,R2_F3,2,3,Chi2,Top25,0.25,5,20,75.0,savings;status;housing;credit_history;duration
German Credit,R2_F3,2,3,Chi2,Top50,0.5,10,20,50.0,savings;status;housing;credit_history;duration;amount;property;purpose;other_installment_plans;employment_duration
German Credit,R2_F3,2,3,Chi2,Top75,0.75,15,20,25.0,savings;status;housing;credit_history;duration;amount;property;purpose;other_installment_plans;employment_duration;foreign_worker;installment_rate;personal_status_sex;age;other_debtors
German Credit,R2_F3,2,3,MI,Top25,0.25,5,20,75.0,present_residence;amount;age;duration;status
German Credit,R2_F3,2,3,MI,Top50,0.5,10,20,50.0,present_residence;amount;age;duration;status;savings;housing;credit_history;foreign_worker;property
German Credit,R2_F3,2,3,MI,Top75,0.75,15,20,25.0,present_residence;amount;age;duration;status;savings;housing;credit_history;foreign_worker;property;other_installment_plans;purpose;personal_status_sex;telephone;employment_duration
German Credit,R2_F3,2,3,L1,Top25,0.25,5,20,75.0,installment_rate;amount;duration;savings;status
German Credit,R2_F3,2,3,L1,Top50,0.5,10,20,50.0,installment_rate;amount;duration;savings;status;credit_history;age;foreign_worker;number_credits;purpose
German Credit,R2_F3,2,3,L1,Top75,0.75,15,20,25.0,installment_rate;amount;duration;savings;status;credit_history;age;foreign_worker;number_credits;purpose;other_installment_plans;property;personal_status_sex;other_debtors;housing
German Credit,R2_F3,2,3,RF,Top25,0.25,5,20,75.0,amount;age;duration;installment_rate;present_residence
German Credit,R2_F3,2,3,RF,Top50,0.5,10,20,50.0,amount;age;duration;installment_rate;present_residence;number_credits;status;property;telephone;credit_history
German Credit,R2_F3,2,3,RF,Top75,0.75,15,20,25.0,amount;age;duration;installment_rate;present_residence;number_credits;status;property;telephone;credit_history;employment_duration;other_installment_plans;savings;personal_status_sex;housing
German Credit,R2_F3,2,3,RFE,Top25,0.25,5,20,75.0,amount;foreign_worker;credit_history;savings;installment_rate
German Credit,R2_F3,2,3,RFE,Top50,0.5,10,20,50.0,amount;foreign_worker;credit_history;savings;installment_rate;status;housing;other_debtors;other_installment_plans;duration
German Credit,R2_F3,2,3,RFE,Top75,0.75,15,20,25.0,amount;foreign_worker;credit_history;savings;installment_rate;status;housing;other_debtors;other_installment_plans;duration;purpose;job;property;age;employment_duration
German Credit,R2_F3,2,3,EqualConsensus,Top25,0.25,5,20,75.0,amount;duration;status;savings;credit_history
German Credit,R2_F3,2,3,EqualConsensus,Top50,0.5,10,20,50.0,amount;duration;status;savings;credit_history;age;installment_rate;housing;foreign_worker;property
German Credit,R2_F3,2,3,EqualConsensus,Top75,0.75,15,20,25.0,amount;duration;status;savings;credit_history;age;installment_rate;housing;foreign_worker;property;other_installment_plans;purpose;present_residence;employment_duration;personal_status_sex
German Credit,R2_F4,2,4,Chi2,Top25,0.25,5,20,75.0,status;duration;other_installment_plans;savings;credit_history
German Credit,R2_F4,2,4,Chi2,Top50,0.5,10,20,50.0,status;duration;other_installment_plans;savings;credit_history;amount;housing;employment_duration;property;foreign_worker
German Credit,R2_F4,2,4,Chi2,Top75,0.75,15,20,25.0,status;duration;other_installment_plans;savings;credit_history;amount;housing;employment_duration;property;foreign_worker;installment_rate;purpose;age;personal_status_sex;other_debtors
German Credit,R2_F4,2,4,MI,Top25,0.25,5,20,75.0,people_liable;duration;amount;status;other_installment_plans
German Credit,R2_F4,2,4,MI,Top50,0.5,10,20,50.0,people_liable;duration;amount;status;other_installment_plans;savings;housing;credit_history;foreign_worker;present_residence
German Credit,R2_F4,2,4,MI,Top75,0.75,15,20,25.0,people_liable;duration;amount;status;other_installment_plans;savings;housing;credit_history;foreign_worker;present_residence;employment_duration;property;installment_rate;personal_status_sex;purpose
German Credit,R2_F4,2,4,L1,Top25,0.25,5,20,75.0,amount;status;installment_rate;other_debtors;credit_history
German Credit,R2_F4,2,4,L1,Top50,0.5,10,20,50.0,amount;status;installment_rate;other_debtors;credit_history;duration;foreign_worker;other_installment_plans;savings;age
German Credit,R2_F4,2,4,L1,Top75,0.75,15,20,25.0,amount;status;installment_rate;other_debtors;credit_history;duration;foreign_worker;other_installment_plans;savings;age;employment_duration;purpose;property;telephone;personal_status_sex
German Credit,R2_F4,2,4,RF,Top25,0.25,5,20,75.0,amount;age;duration;installment_rate;present_residence
German Credit,R2_F4,2,4,RF,Top50,0.5,10,20,50.0,amount;age;duration;installment_rate;present_residence;number_credits;status;property;employment_duration;telephone
German Credit,R2_F4,2,4,RF,Top75,0.75,15,20,25.0,amount;age;duration;installment_rate;present_residence;number_credits;status;property;employment_duration;telephone;other_installment_plans;credit_history;personal_status_sex;job;savings
German Credit,R2_F4,2,4,RFE,Top25,0.25,5,20,75.0,status;foreign_worker;amount;other_debtors;credit_history
German Credit,R2_F4,2,4,RFE,Top50,0.5,10,20,50.0,status;foreign_worker;amount;other_debtors;credit_history;purpose;installment_rate;savings;other_installment_plans;employment_duration
German Credit,R2_F4,2,4,RFE,Top75,0.75,15,20,25.0,status;foreign_worker;amount;other_debtors;credit_history;purpose;installment_rate;savings;other_installment_plans;employment_duration;housing;duration;property;telephone;age
German Credit,R2_F4,2,4,EqualConsensus,Top25,0.25,5,20,75.0,amount;status;duration;credit_history;other_installment_plans
German Credit,R2_F4,2,4,EqualConsensus,Top50,0.5,10,20,50.0,amount;status;duration;credit_history;other_installment_plans;installment_rate;savings;foreign_worker;employment_duration;property
German Credit,R2_F4,2,4,EqualConsensus,Top75,0.75,15,20,25.0,amount;status;duration;credit_history;other_installment_plans;installment_rate;savings;foreign_worker;employment_duration;property;housing;other_debtors;age;purpose;telephone
German Credit,R2_F5,2,5,Chi2,Top25,0.25,5,20,75.0,status;housing;duration;credit_history;savings
German Credit,R2_F5,2,5,Chi2,Top50,0.5,10,20,50.0,status;housing;duration;credit_history;savings;amount;employment_duration;personal_status_sex;purpose;property
German Credit,R2_F5,2,5,Chi2,Top75,0.75,15,20,25.0,status;housing;duration;credit_history;savings;amount;employment_duration;personal_status_sex;purpose;property;other_installment_plans;foreign_worker;other_debtors;age;installment_rate
German Credit,R2_F5,2,5,MI,Top25,0.25,5,20,75.0,installment_rate;amount;duration;status;housing
German Credit,R2_F5,2,5,MI,Top50,0.5,10,20,50.0,installment_rate;amount;duration;status;housing;foreign_worker;credit_history;savings;personal_status_sex;other_installment_plans
German Credit,R2_F5,2,5,MI,Top75,0.75,15,20,25.0,installment_rate;amount;duration;status;housing;foreign_worker;credit_history;savings;personal_status_sex;other_installment_plans;employment_duration;property;purpose;other_debtors;telephone
German Credit,R2_F5,2,5,L1,Top25,0.25,5,20,75.0,status;duration;credit_history;amount;installment_rate
German Credit,R2_F5,2,5,L1,Top50,0.5,10,20,50.0,status;duration;credit_history;amount;installment_rate;number_credits;foreign_worker;savings;people_liable;other_debtors
German Credit,R2_F5,2,5,L1,Top75,0.75,15,20,25.0,status;duration;credit_history;amount;installment_rate;number_credits;foreign_worker;savings;people_liable;other_debtors;personal_status_sex;purpose;employment_duration;age;telephone
German Credit,R2_F5,2,5,RF,Top25,0.25,5,20,75.0,amount;duration;age;installment_rate;present_residence
German Credit,R2_F5,2,5,RF,Top50,0.5,10,20,50.0,amount;duration;age;installment_rate;present_residence;number_credits;status;property;telephone;employment_duration
German Credit,R2_F5,2,5,RF,Top75,0.75,15,20,25.0,amount;duration;age;installment_rate;present_residence;number_credits;status;property;telephone;employment_duration;credit_history;personal_status_sex;other_installment_plans;housing;job
German Credit,R2_F5,2,5,RFE,Top25,0.25,5,20,75.0,foreign_worker;status;duration;credit_history;amount
German Credit,R2_F5,2,5,RFE,Top50,0.5,10,20,50.0,foreign_worker;status;duration;credit_history;amount;housing;savings;purpose;installment_rate;other_debtors
German Credit,R2_F5,2,5,RFE,Top75,0.75,15,20,25.0,foreign_worker;status;duration;credit_history;amount;housing;savings;purpose;installment_rate;other_debtors;personal_status_sex;employment_duration;number_credits;property;telephone
German Credit,R2_F5,2,5,EqualConsensus,Top25,0.25,5,20,75.0,duration;status;amount;credit_history;installment_rate
German Credit,R2_F5,2,5,EqualConsensus,Top50,0.5,10,20,50.0,duration;status;amount;credit_history;installment_rate;savings;housing;foreign_worker;personal_status_sex;employment_duration
German Credit,R2_F5,2,5,EqualConsensus,Top75,0.75,15,20,25.0,duration;status;amount;credit_history;installment_rate;savings;housing;foreign_worker;personal_status_sex;employment_duration;number_credits;purpose;property;other_debtors;other_installment_plans
German Credit,R3_F1,3,1,Chi2,Top25,0.25,5,20,75.0,status;housing;savings;other_installment_plans;duration
German Credit,R3_F1,3,1,Chi2,Top50,0.5,10,20,50.0,status;housing;savings;other_installment_plans;duration;credit_history;amount;purpose;property;foreign_worker
German Credit,R3_F1,3,1,Chi2,Top75,0.75,15,20,25.0,status;housing;savings;other_installment_plans;duration;credit_history;amount;purpose;property;foreign_worker;personal_status_sex;installment_rate;age;employment_duration;other_debtors
German Credit,R3_F1,3,1,MI,Top25,0.25,5,20,75.0,duration;amount;housing;status;foreign_worker
German Credit,R3_F1,3,1,MI,Top50,0.5,10,20,50.0,duration;amount;housing;status;foreign_worker;savings;other_installment_plans;credit_history;property;purpose
German Credit,R3_F1,3,1,MI,Top75,0.75,15,20,25.0,duration;amount;housing;status;foreign_worker;savings;other_installment_plans;credit_history;property;purpose;personal_status_sex;other_debtors;employment_duration;telephone;job
German Credit,R3_F1,3,1,L1,Top25,0.25,5,20,75.0,installment_rate;duration;foreign_worker;amount;age
German Credit,R3_F1,3,1,L1,Top50,0.5,10,20,50.0,installment_rate;duration;foreign_worker;amount;age;status;savings;credit_history;number_credits;purpose
German Credit,R3_F1,3,1,L1,Top75,0.75,15,20,25.0,installment_rate;duration;foreign_worker;amount;age;status;savings;credit_history;number_credits;purpose;other_debtors;property;telephone;employment_duration;people_liable
German Credit,R3_F1,3,1,RF,Top25,0.25,5,20,75.0,amount;duration;age;installment_rate;present_residence
German Credit,R3_F1,3,1,RF,Top50,0.5,10,20,50.0,amount;duration;age;installment_rate;present_residence;number_credits;status;property;employment_duration;telephone
German Credit,R3_F1,3,1,RF,Top75,0.75,15,20,25.0,amount;duration;age;installment_rate;present_residence;number_credits;status;property;employment_duration;telephone;other_installment_plans;housing;credit_history;job;personal_status_sex
German Credit,R3_F1,3,1,RFE,Top25,0.25,5,20,75.0,foreign_worker;duration;status;savings;installment_rate
German Credit,R3_F1,3,1,RFE,Top50,0.5,10,20,50.0,foreign_worker;duration;status;savings;installment_rate;purpose;housing;amount;other_debtors;credit_history
German Credit,R3_F1,3,1,RFE,Top75,0.75,15,20,25.0,foreign_worker;duration;status;savings;installment_rate;purpose;housing;amount;other_debtors;credit_history;employment_duration;property;other_installment_plans;age;number_credits
German Credit,R3_F1,3,1,EqualConsensus,Top25,0.25,5,20,75.0,duration;status;amount;savings;foreign_worker
German Credit,R3_F1,3,1,EqualConsensus,Top50,0.5,10,20,50.0,duration;status;amount;savings;foreign_worker;installment_rate;housing;credit_history;property;other_installment_plans
German Credit,R3_F1,3,1,EqualConsensus,Top75,0.75,15,20,25.0,duration;status;amount;savings;foreign_worker;installment_rate;housing;credit_history;property;other_installment_plans;purpose;age;employment_duration;other_debtors;number_credits
German Credit,R3_F2,3,2,Chi2,Top25,0.25,5,20,75.0,status;housing;savings;duration;credit_history
German Credit,R3_F2,3,2,Chi2,Top50,0.5,10,20,50.0,status;housing;savings;duration;credit_history;other_installment_plans;employment_duration;telephone;amount;personal_status_sex
German Credit,R3_F2,3,2,Chi2,Top75,0.75,15,20,25.0,status;housing;savings;duration;credit_history;other_installment_plans;employment_duration;telephone;amount;personal_status_sex;property;other_debtors;purpose;foreign_worker;number_credits
German Credit,R3_F2,3,2,MI,Top25,0.25,5,20,75.0,duration;amount;status;housing;savings
German Credit,R3_F2,3,2,MI,Top50,0.5,10,20,50.0,duration;amount;status;housing;savings;credit_history;other_installment_plans;employment_duration;foreign_worker;telephone
German Credit,R3_F2,3,2,MI,Top75,0.75,15,20,25.0,duration;amount;status;housing;savings;credit_history;other_installment_plans;employment_duration;foreign_worker;telephone;personal_status_sex;property;other_debtors;purpose;job
German Credit,R3_F2,3,2,L1,Top25,0.25,5,20,75.0,duration;status;credit_history;installment_rate;other_debtors
German Credit,R3_F2,3,2,L1,Top50,0.5,10,20,50.0,duration;status;credit_history;installment_rate;other_debtors;savings;amount;foreign_worker;purpose;number_credits
German Credit,R3_F2,3,2,L1,Top75,0.75,15,20,25.0,duration;status;credit_history;installment_rate;other_debtors;savings;amount;foreign_worker;purpose;number_credits;other_installment_plans;age;personal_status_sex;housing;employment_duration
German Credit,R3_F2,3,2,RF,Top25,0.25,5,20,75.0,amount;duration;age;installment_rate;present_residence
German Credit,R3_F2,3,2,RF,Top50,0.5,10,20,50.0,amount;duration;age;installment_rate;present_residence;number_credits;status;property;employment_duration;telephone
German Credit,R3_F2,3,2,RF,Top75,0.75,15,20,25.0,amount;duration;age;installment_rate;present_residence;number_credits;status;property;employment_duration;telephone;credit_history;other_installment_plans;housing;people_liable;job
German Credit,R3_F2,3,2,RFE,Top25,0.25,5,20,75.0,status;duration;foreign_worker;savings;credit_history
German Credit,R3_F2,3,2,RFE,Top50,0.5,10,20,50.0,status;duration;foreign_worker;savings;credit_history;other_debtors;housing;purpose;other_installment_plans;employment_duration
German Credit,R3_F2,3,2,RFE,Top75,0.75,15,20,25.0,status;duration;foreign_worker;savings;credit_history;other_debtors;housing;purpose;other_installment_plans;employment_duration;installment_rate;amount;number_credits;personal_status_sex;property
German Credit,R3_F2,3,2,EqualConsensus,Top25,0.25,5,20,75.0,duration;status;credit_history;amount;savings
German Credit,R3_F2,3,2,EqualConsensus,Top50,0.5,10,20,50.0,duration;status;credit_history;amount;savings;housing;other_installment_plans;employment_duration;installment_rate;foreign_worker
German Credit,R3_F2,3,2,EqualConsensus,Top75,0.75,15,20,25.0,duration;status;credit_history;amount;savings;housing;other_installment_plans;employment_duration;installment_rate;foreign_worker;other_debtors;telephone;number_credits;purpose;property
German Credit,R3_F3,3,3,Chi2,Top25,0.25,5,20,75.0,status;duration;housing;savings;amount
German Credit,R3_F3,3,3,Chi2,Top50,0.5,10,20,50.0,status;duration;housing;savings;amount;credit_history;other_installment_plans;property;employment_duration;purpose
German Credit,R3_F3,3,3,Chi2,Top75,0.75,15,20,25.0,status;duration;housing;savings;amount;credit_history;other_installment_plans;property;employment_duration;purpose;age;foreign_worker;other_debtors;personal_status_sex;number_credits
German Credit,R3_F3,3,3,MI,Top25,0.25,5,20,75.0,duration;amount;age;status;number_credits
German Credit,R3_F3,3,3,MI,Top50,0.5,10,20,50.0,duration;amount;age;status;number_credits;housing;foreign_worker;savings;credit_history;other_installment_plans
German Credit,R3_F3,3,3,MI,Top75,0.75,15,20,25.0,duration;amount;age;status;number_credits;housing;foreign_worker;savings;credit_history;other_installment_plans;property;employment_duration;purpose;personal_status_sex;other_debtors
German Credit,R3_F3,3,3,L1,Top25,0.25,5,20,75.0,status;duration;installment_rate;amount;savings
German Credit,R3_F3,3,3,L1,Top50,0.5,10,20,50.0,status;duration;installment_rate;amount;savings;foreign_worker;other_installment_plans;age;other_debtors;credit_history
German Credit,R3_F3,3,3,L1,Top75,0.75,15,20,25.0,status;duration;installment_rate;amount;savings;foreign_worker;other_installment_plans;age;other_debtors;credit_history;property;purpose;employment_duration;housing;people_liable
German Credit,R3_F3,3,3,RF,Top25,0.25,5,20,75.0,amount;duration;age;installment_rate;present_residence
German Credit,R3_F3,3,3,RF,Top50,0.5,10,20,50.0,amount;duration;age;installment_rate;present_residence;number_credits;status;property;telephone;employment_duration
German Credit,R3_F3,3,3,RF,Top75,0.75,15,20,25.0,amount;duration;age;installment_rate;present_residence;number_credits;status;property;telephone;employment_duration;credit_history;other_installment_plans;personal_status_sex;housing;job
German Credit,R3_F3,3,3,RFE,Top25,0.25,5,20,75.0,duration;foreign_worker;status;savings;other_debtors
German Credit,R3_F3,3,3,RFE,Top50,0.5,10,20,50.0,duration;foreign_worker;status;savings;other_debtors;amount;credit_history;installment_rate;purpose;housing
German Credit,R3_F3,3,3,RFE,Top75,0.75,15,20,25.0,duration;foreign_worker;status;savings;other_debtors;amount;credit_history;installment_rate;purpose;housing;property;other_installment_plans;age;job;telephone
German Credit,R3_F3,3,3,EqualConsensus,Top25,0.25,5,20,75.0,duration;status;amount;savings;age
German Credit,R3_F3,3,3,EqualConsensus,Top50,0.5,10,20,50.0,duration;status;amount;savings;age;credit_history;foreign_worker;housing;other_installment_plans;installment_rate
German Credit,R3_F3,3,3,EqualConsensus,Top75,0.75,15,20,25.0,duration;status;amount;savings;age;credit_history;foreign_worker;housing;other_installment_plans;installment_rate;property;employment_duration;other_debtors;purpose;number_credits
German Credit,R3_F4,3,4,Chi2,Top25,0.25,5,20,75.0,status;duration;credit_history;savings;amount
German Credit,R3_F4,3,4,Chi2,Top50,0.5,10,20,50.0,status;duration;credit_history;savings;amount;housing;other_installment_plans;personal_status_sex;employment_duration;foreign_worker
German Credit,R3_F4,3,4,Chi2,Top75,0.75,15,20,25.0,status;duration;credit_history;savings;amount;housing;other_installment_plans;personal_status_sex;employment_duration;foreign_worker;purpose;property;other_debtors;age;telephone
German Credit,R3_F4,3,4,MI,Top25,0.25,5,20,75.0,duration;amount;present_residence;installment_rate;number_credits
German Credit,R3_F4,3,4,MI,Top50,0.5,10,20,50.0,duration;amount;present_residence;installment_rate;number_credits;status;foreign_worker;credit_history;other_installment_plans;savings
German Credit,R3_F4,3,4,MI,Top75,0.75,15,20,25.0,duration;amount;present_residence;installment_rate;number_credits;status;foreign_worker;credit_history;other_installment_plans;savings;housing;personal_status_sex;employment_duration;purpose;property
German Credit,R3_F4,3,4,L1,Top25,0.25,5,20,75.0,amount;status;installment_rate;foreign_worker;credit_history
German Credit,R3_F4,3,4,L1,Top50,0.5,10,20,50.0,amount;status;installment_rate;foreign_worker;credit_history;other_debtors;personal_status_sex;duration;age;purpose
German Credit,R3_F4,3,4,L1,Top75,0.75,15,20,25.0,amount;status;installment_rate;foreign_worker;credit_history;other_debtors;personal_status_sex;duration;age;purpose;telephone;number_credits;people_liable;other_installment_plans;savings
German Credit,R3_F4,3,4,RF,Top25,0.25,5,20,75.0,amount;age;duration;installment_rate;present_residence
German Credit,R3_F4,3,4,RF,Top50,0.5,10,20,50.0,amount;age;duration;installment_rate;present_residence;number_credits;status;telephone;credit_history;property
German Credit,R3_F4,3,4,RF,Top75,0.75,15,20,25.0,amount;age;duration;installment_rate;present_residence;number_credits;status;telephone;credit_history;property;other_installment_plans;employment_duration;personal_status_sex;job;people_liable
German Credit,R3_F4,3,4,RFE,Top25,0.25,5,20,75.0,foreign_worker;status;amount;credit_history;other_debtors
German Credit,R3_F4,3,4,RFE,Top50,0.5,10,20,50.0,foreign_worker;status;amount;credit_history;other_debtors;installment_rate;purpose;savings;other_installment_plans;personal_status_sex
German Credit,R3_F4,3,4,RFE,Top75,0.75,15,20,25.0,foreign_worker;status;amount;credit_history;other_debtors;installment_rate;purpose;savings;other_installment_plans;personal_status_sex;telephone;age;duration;employment_duration;number_credits
German Credit,R3_F4,3,4,EqualConsensus,Top25,0.25,5,20,75.0,amount;status;duration;credit_history;installment_rate
German Credit,R3_F4,3,4,EqualConsensus,Top50,0.5,10,20,50.0,amount;status;duration;credit_history;installment_rate;foreign_worker;other_installment_plans;personal_status_sex;savings;number_credits
German Credit,R3_F4,3,4,EqualConsensus,Top75,0.75,15,20,25.0,amount;status;duration;credit_history;installment_rate;foreign_worker;other_installment_plans;personal_status_sex;savings;number_credits;age;other_debtors;purpose;telephone;employment_duration
German Credit,R3_F5,3,5,Chi2,Top25,0.25,5,20,75.0,status;duration;credit_history;housing;savings
German Credit,R3_F5,3,5,Chi2,Top50,0.5,10,20,50.0,status;duration;credit_history;housing;savings;amount;property;other_installment_plans;employment_duration;personal_status_sex
