dataset,run_id,repeat,fold,selector,subset,subset_fraction,selected_source_features,total_source_features,feature_reduction_pct,selected_features
German Credit,R3_F5,3,5,Chi2,Top75,0.75,15,20,25.0,status;duration;credit_history;housing;savings;amount;property;other_installment_plans;employment_duration;personal_status_sex;purpose;foreign_worker;installment_rate;age;other_debtors
German Credit,R3_F5,3,5,MI,Top25,0.25,5,20,75.0,amount;duration;number_credits;status;housing
German Credit,R3_F5,3,5,MI,Top50,0.5,10,20,50.0,amount;duration;number_credits;status;housing;age;credit_history;savings;installment_rate;foreign_worker
German Credit,R3_F5,3,5,MI,Top75,0.75,15,20,25.0,amount;duration;number_credits;status;housing;age;credit_history;savings;installment_rate;foreign_worker;other_installment_plans;property;personal_status_sex;employment_duration;purpose
German Credit,R3_F5,3,5,L1,Top25,0.25,5,20,75.0,installment_rate;amount;credit_history;status;duration
German Credit,R3_F5,3,5,L1,Top50,0.5,10,20,50.0,installment_rate;amount;credit_history;status;duration;number_credits;foreign_worker;housing;employment_duration;savings
German Credit,R3_F5,3,5,L1,Top75,0.75,15,20,25.0,installment_rate;amount;credit_history;status;duration;number_credits;foreign_worker;housing;employment_duration;savings;age;property;purpose;personal_status_sex;people_liable
German Credit,R3_F5,3,5,RF,Top25,0.25,5,20,75.0,amount;age;duration;installment_rate;present_residence
German Credit,R3_F5,3,5,RF,Top50,0.5,10,20,50.0,amount;age;duration;installment_rate;present_residence;number_credits;status;property;people_liable;telephone
German Credit,R3_F5,3,5,RF,Top75,0.75,15,20,25.0,amount;age;duration;installment_rate;present_residence;number_credits;status;property;people_liable;telephone;employment_duration;credit_history;housing;personal_status_sex;other_installment_plans
German Credit,R3_F5,3,5,RFE,Top25,0.25,5,20,75.0,amount;foreign_worker;status;credit_history;installment_rate
German Credit,R3_F5,3,5,RFE,Top50,0.5,10,20,50.0,amount;foreign_worker;status;credit_history;installment_rate;housing;savings;purpose;duration;number_credits
German Credit,R3_F5,3,5,RFE,Top75,0.75,15,20,25.0,amount;foreign_worker;status;credit_history;installment_rate;housing;savings;purpose;duration;number_credits;other_debtors;property;other_installment_plans;employment_duration;personal_status_sex
German Credit,R3_F5,3,5,EqualConsensus,Top25,0.25,5,20,75.0,amount;status;duration;credit_history;installment_rate
