source_feature,group_score,transformed_columns,source_rank,source_normalized_score,selector,run_id,repeat,fold
status,0.7583333333333333,4.0,1.0,1.0,Chi2,R1_F1,1,1
housing,0.7166666666666667,3.0,2.0,0.9473684210526316,Chi2,R1_F1,1,1
savings,0.6866666666666666,5.0,3.0,0.8947368421052632,Chi2,R1_F1,1,1
other_installment_plans,0.6833333333333332,3.0,4.0,0.8421052631578947,Chi2,R1_F1,1,1
credit_history,0.6333333333333333,5.0,5.0,0.7894736842105263,Chi2,R1_F1,1,1
duration,0.6,1.0,6.0,0.736842105263158,Chi2,R1_F1,1,1
amount,0.55,1.0,7.0,0.6842105263157895,Chi2,R1_F1,1,1
property,0.5041666666666667,4.0,8.0,0.631578947368421,Chi2,R1_F1,1,1
foreign_worker,0.5,2.0,9.0,0.5789473684210527,Chi2,R1_F1,1,1
purpose,0.49000000000000005,10.0,10.0,0.5263157894736843,Chi2,R1_F1,1,1
employment_duration,0.4800000000000001,5.0,11.0,0.4736842105263158,Chi2,R1_F1,1,1
personal_status_sex,0.4125,4.0,12.0,0.42105263157894735,Chi2,R1_F1,1,1
installment_rate,0.4,1.0,13.0,0.368421052631579,Chi2,R1_F1,1,1
other_debtors,0.39999999999999997,3.0,14.0,0.3157894736842105,Chi2,R1_F1,1,1
age,0.33333333333333337,1.0,15.0,0.26315789473684215,Chi2,R1_F1,1,1
job,0.2875,4.0,16.0,0.21052631578947367,Chi2,R1_F1,1,1
people_liable,0.15000000000000002,1.0,17.0,0.1578947368421053,Chi2,R1_F1,1,1
telephone,0.09999999999999998,2.0,18.0,0.10526315789473684,Chi2,R1_F1,1,1
present_residence,0.08333333333333337,1.0,19.0,0.052631578947368474,Chi2,R1_F1,1,1
number_credits,0.033333333333333326,1.0,20.0,0.0,Chi2,R1_F1,1,1
people_liable,0.9666666666666667,1.0,1.0,1.0,MI,R1_F1,1,1
installment_rate,0.9333333333333333,1.0,2.0,0.9473684210526316,MI,R1_F1,1,1
duration,0.8166666666666667,1.0,3.0,0.8947368421052632,MI,R1_F1,1,1
foreign_worker,0.7416666666666667,2.0,4.0,0.8421052631578947,MI,R1_F1,1,1
status,0.7333333333333334,4.0,5.0,0.7894736842105263,MI,R1_F1,1,1
other_installment_plans,0.7111111111111111,3.0,6.0,0.736842105263158,MI,R1_F1,1,1
housing,0.7000000000000001,3.0,7.0,0.6842105263157895,MI,R1_F1,1,1
savings,0.6599999999999999,5.0,8.0,0.631578947368421,MI,R1_F1,1,1
credit_history,0.5866666666666667,5.0,9.0,0.5789473684210527,MI,R1_F1,1,1
amount,0.55,1.0,10.0,0.5263157894736843,MI,R1_F1,1,1
age,0.5333333333333333,1.0,11.0,0.4736842105263158,MI,R1_F1,1,1
property,0.4708333333333333,4.0,12.0,0.42105263157894735,MI,R1_F1,1,1
employment_duration,0.41666666666666663,5.0,13.0,0.368421052631579,MI,R1_F1,1,1
purpose,0.41500000000000004,10.0,14.0,0.3157894736842105,MI,R1_F1,1,1
personal_status_sex,0.35,4.0,15.0,0.26315789473684215,MI,R1_F1,1,1
other_debtors,0.3333333333333333,3.0,16.0,0.21052631578947367,MI,R1_F1,1,1
job,0.2583333333333333,4.0,17.0,0.1578947368421053,MI,R1_F1,1,1
telephone,0.125,2.0,18.0,0.10526315789473684,MI,R1_F1,1,1
number_credits,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R1_F1,1,1
present_residence,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R1_F1,1,1
amount,0.7166666666666667,1.0,1.0,1.0,L1,R1_F1,1,1
installment_rate,0.7,1.0,2.5,0.9210526315789473,L1,R1_F1,1,1
savings,0.7,5.0,2.5,0.9210526315789473,L1,R1_F1,1,1
status,0.6625,4.0,4.0,0.8421052631578947,L1,R1_F1,1,1
duration,0.6333333333333333,1.0,5.0,0.7894736842105263,L1,R1_F1,1,1
number_credits,0.5833333333333333,1.0,6.0,0.736842105263158,L1,R1_F1,1,1
credit_history,0.5800000000000001,5.0,7.0,0.6842105263157895,L1,R1_F1,1,1
other_debtors,0.5666666666666668,3.0,8.0,0.631578947368421,L1,R1_F1,1,1
foreign_worker,0.5666666666666667,2.0,9.0,0.5789473684210527,L1,R1_F1,1,1
age,0.5333333333333333,1.0,10.0,0.5263157894736843,L1,R1_F1,1,1
purpose,0.5066666666666666,10.0,11.0,0.4736842105263158,L1,R1_F1,1,1
present_residence,0.4666666666666667,1.0,12.0,0.42105263157894735,L1,R1_F1,1,1
personal_status_sex,0.45833333333333337,4.0,13.0,0.368421052631579,L1,R1_F1,1,1
housing,0.45555555555555555,3.0,14.0,0.3157894736842105,L1,R1_F1,1,1
property,0.4375,4.0,15.0,0.26315789473684215,L1,R1_F1,1,1
people_liable,0.4,1.0,16.0,0.21052631578947367,L1,R1_F1,1,1
other_installment_plans,0.39444444444444443,3.0,17.0,0.1578947368421053,L1,R1_F1,1,1
employment_duration,0.3666666666666667,5.0,18.0,0.10526315789473684,L1,R1_F1,1,1
telephone,0.325,2.0,19.0,0.052631578947368474,L1,R1_F1,1,1
job,0.225,4.0,20.0,0.0,L1,R1_F1,1,1
amount,1.0,1.0,1.0,1.0,RF,R1_F1,1,1
age,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R1_F1,1,1
duration,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R1_F1,1,1
installment_rate,0.9333333333333333,1.0,4.0,0.8421052631578947,RF,R1_F1,1,1
present_residence,0.9166666666666666,1.0,5.0,0.7894736842105263,RF,R1_F1,1,1
number_credits,0.8666666666666667,1.0,6.0,0.736842105263158,RF,R1_F1,1,1
status,0.725,4.0,7.0,0.6842105263157895,RF,R1_F1,1,1
property,0.6041666666666666,4.0,8.0,0.631578947368421,RF,R1_F1,1,1
telephone,0.5416666666666667,2.0,9.0,0.5789473684210527,RF,R1_F1,1,1
employment_duration,0.53,5.0,10.0,0.5263157894736843,RF,R1_F1,1,1
other_installment_plans,0.5166666666666666,3.0,11.0,0.4736842105263158,RF,R1_F1,1,1
people_liable,0.5,1.0,12.0,0.42105263157894735,RF,R1_F1,1,1
credit_history,0.4966666666666667,5.0,13.0,0.368421052631579,RF,R1_F1,1,1
personal_status_sex,0.4875,4.0,14.0,0.3157894736842105,RF,R1_F1,1,1
housing,0.4222222222222222,3.0,15.0,0.26315789473684215,RF,R1_F1,1,1
job,0.42083333333333334,4.0,16.0,0.21052631578947367,RF,R1_F1,1,1
savings,0.4066666666666666,5.0,17.0,0.1578947368421053,RF,R1_F1,1,1
purpose,0.3433333333333334,10.0,18.0,0.10526315789473684,RF,R1_F1,1,1
other_debtors,0.24444444444444446,3.0,19.0,0.052631578947368474,RF,R1_F1,1,1
foreign_worker,0.07500000000000001,2.0,20.0,0.0,RF,R1_F1,1,1
foreign_worker,0.8416666666666667,2.0,1.0,1.0,RFE,R1_F1,1,1
status,0.73125,4.0,2.0,0.9473684210526316,RFE,R1_F1,1,1
savings,0.7016666666666667,5.0,3.0,0.8947368421052632,RFE,R1_F1,1,1
credit_history,0.6416666666666667,5.0,4.0,0.8421052631578947,RFE,R1_F1,1,1
amount,0.6416666666666666,1.0,5.0,0.7894736842105263,RFE,R1_F1,1,1
housing,0.5750000000000001,3.0,6.5,0.7105263157894737,RFE,R1_F1,1,1
other_debtors,0.5750000000000001,3.0,6.5,0.7105263157894737,RFE,R1_F1,1,1
purpose,0.5716666666666667,10.0,8.0,0.631578947368421,RFE,R1_F1,1,1
duration,0.5416666666666667,1.0,9.5,0.5526315789473684,RFE,R1_F1,1,1
installment_rate,0.5416666666666667,1.0,9.5,0.5526315789473684,RFE,R1_F1,1,1
age,0.44166666666666665,1.0,11.5,0.4473684210526315,RFE,R1_F1,1,1
number_credits,0.44166666666666665,1.0,11.5,0.4473684210526315,RFE,R1_F1,1,1
other_installment_plans,0.4083333333333334,3.0,13.0,0.368421052631579,RFE,R1_F1,1,1
property,0.3916666666666667,4.0,14.0,0.3157894736842105,RFE,R1_F1,1,1
personal_status_sex,0.3666666666666667,4.0,15.0,0.26315789473684215,RFE,R1_F1,1,1
telephone,0.2916666666666667,2.0,16.0,0.21052631578947367,RFE,R1_F1,1,1
employment_duration,0.2416666666666667,5.0,17.5,0.13157894736842102,RFE,R1_F1,1,1
present_residence,0.2416666666666667,1.0,17.5,0.13157894736842102,RFE,R1_F1,1,1
job,0.24166666666666667,4.0,19.0,0.052631578947368474,RFE,R1_F1,1,1
people_liable,0.14166666666666672,1.0,20.0,0.0,RFE,R1_F1,1,1
age,0.531578947368421,,9.0,0.5789473684210527,EqualConsensus,R1_F1,1,1
amount,0.8,,2.0,0.9473684210526316,EqualConsensus,R1_F1,1,1
credit_history,0.6526315789473685,,6.0,0.736842105263158,EqualConsensus,R1_F1,1,1
duration,0.773684210526316,,3.0,0.8947368421052632,EqualConsensus,R1_F1,1,1
employment_duration,0.32105263157894737,,17.0,0.1578947368421053,EqualConsensus,R1_F1,1,1
foreign_worker,0.6,,7.0,0.6842105263157895,EqualConsensus,R1_F1,1,1
housing,0.5842105263157895,,8.0,0.631578947368421,EqualConsensus,R1_F1,1,1
installment_rate,0.7263157894736842,,4.0,0.8421052631578947,EqualConsensus,R1_F1,1,1
job,0.12631578947368421,,20.0,0.0,EqualConsensus,R1_F1,1,1
number_credits,0.3894736842105263,,13.0,0.368421052631579,EqualConsensus,R1_F1,1,1
other_debtors,0.3842105263157895,,14.0,0.3157894736842105,EqualConsensus,R1_F1,1,1
other_installment_plans,0.5157894736842106,,10.0,0.5263157894736843,EqualConsensus,R1_F1,1,1
people_liable,0.35789473684210527,,15.0,0.26315789473684215,EqualConsensus,R1_F1,1,1
personal_status_sex,0.3263157894736842,,16.0,0.21052631578947367,EqualConsensus,R1_F1,1,1
present_residence,0.28421052631578947,,18.0,0.10526315789473684,EqualConsensus,R1_F1,1,1
property,0.4526315789473684,,11.0,0.4736842105263158,EqualConsensus,R1_F1,1,1
purpose,0.41052631578947363,,12.0,0.42105263157894735,EqualConsensus,R1_F1,1,1
savings,0.7,,5.0,0.7894736842105263,EqualConsensus,R1_F1,1,1
status,0.8526315789473685,,1.0,1.0,EqualConsensus,R1_F1,1,1
telephone,0.21052631578947373,,19.0,0.052631578947368474,EqualConsensus,R1_F1,1,1
status,0.8375,4.0,1.0,1.0,Chi2,R1_F2,1,2
duration,0.7666666666666666,1.0,2.0,0.9473684210526316,Chi2,R1_F2,1,2
credit_history,0.67,5.0,3.0,0.8947368421052632,Chi2,R1_F2,1,2
housing,0.6611111111111111,3.0,4.0,0.8421052631578947,Chi2,R1_F2,1,2
savings,0.6066666666666667,5.0,5.0,0.7894736842105263,Chi2,R1_F2,1,2
amount,0.5833333333333333,1.0,6.0,0.736842105263158,Chi2,R1_F2,1,2
other_installment_plans,0.5777777777777778,3.0,7.0,0.6842105263157895,Chi2,R1_F2,1,2
property,0.475,4.0,8.0,0.631578947368421,Chi2,R1_F2,1,2
employment_duration,0.4733333333333333,5.0,9.0,0.5789473684210527,Chi2,R1_F2,1,2
personal_status_sex,0.44166666666666665,4.0,10.0,0.5263157894736843,Chi2,R1_F2,1,2
purpose,0.44000000000000006,10.0,11.0,0.4736842105263158,Chi2,R1_F2,1,2
foreign_worker,0.4166666666666667,2.0,12.0,0.42105263157894735,Chi2,R1_F2,1,2
number_credits,0.41666666666666663,1.0,13.5,0.3421052631578947,Chi2,R1_F2,1,2
telephone,0.41666666666666663,2.0,13.5,0.3421052631578947,Chi2,R1_F2,1,2
other_debtors,0.41111111111111115,3.0,15.0,0.26315789473684215,Chi2,R1_F2,1,2
installment_rate,0.4,1.0,16.0,0.21052631578947367,Chi2,R1_F2,1,2
age,0.33333333333333337,1.0,17.0,0.1578947368421053,Chi2,R1_F2,1,2
job,0.23333333333333334,4.0,18.0,0.10526315789473684,Chi2,R1_F2,1,2
people_liable,0.15000000000000002,1.0,19.0,0.052631578947368474,Chi2,R1_F2,1,2
present_residence,0.1333333333333333,1.0,20.0,0.0,Chi2,R1_F2,1,2
duration,0.9666666666666667,1.0,1.0,1.0,MI,R1_F2,1,2
number_credits,0.95,1.0,2.0,0.9473684210526316,MI,R1_F2,1,2
installment_rate,0.9333333333333333,1.0,3.0,0.8947368421052632,MI,R1_F2,1,2
amount,0.8666666666666667,1.0,4.0,0.8421052631578947,MI,R1_F2,1,2
status,0.8041666666666667,4.0,5.0,0.7894736842105263,MI,R1_F2,1,2
people_liable,0.65,1.0,6.0,0.736842105263158,MI,R1_F2,1,2
housing,0.6277777777777778,3.0,7.0,0.6842105263157895,MI,R1_F2,1,2
credit_history,0.6166666666666666,5.0,8.0,0.631578947368421,MI,R1_F2,1,2
savings,0.5766666666666667,5.0,9.0,0.5789473684210527,MI,R1_F2,1,2
foreign_worker,0.5583333333333333,2.0,10.0,0.5263157894736843,MI,R1_F2,1,2
other_installment_plans,0.5499999999999999,3.0,11.0,0.4736842105263158,MI,R1_F2,1,2
telephone,0.44166666666666665,2.0,12.0,0.42105263157894735,MI,R1_F2,1,2
property,0.4375,4.0,13.0,0.368421052631579,MI,R1_F2,1,2
employment_duration,0.42666666666666664,5.0,14.0,0.3157894736842105,MI,R1_F2,1,2
purpose,0.395,10.0,15.0,0.26315789473684215,MI,R1_F2,1,2
personal_status_sex,0.38749999999999996,4.0,16.0,0.21052631578947367,MI,R1_F2,1,2
other_debtors,0.3666666666666667,3.0,17.0,0.1578947368421053,MI,R1_F2,1,2
job,0.22916666666666666,4.0,18.0,0.10526315789473684,MI,R1_F2,1,2
age,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R1_F2,1,2
present_residence,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R1_F2,1,2
duration,0.7333333333333334,1.0,1.0,1.0,L1,R1_F2,1,2
amount,0.6833333333333333,1.0,2.0,0.9473684210526316,L1,R1_F2,1,2
installment_rate,0.6666666666666667,1.0,3.0,0.8947368421052632,L1,R1_F2,1,2
status,0.6625,4.0,4.0,0.8421052631578947,L1,R1_F2,1,2
savings,0.63,5.0,5.0,0.7894736842105263,L1,R1_F2,1,2
other_debtors,0.561111111111111,3.0,6.0,0.736842105263158,L1,R1_F2,1,2
credit_history,0.55,5.0,7.0,0.6842105263157895,L1,R1_F2,1,2
purpose,0.5366666666666666,10.0,8.0,0.631578947368421,L1,R1_F2,1,2
foreign_worker,0.5333333333333333,2.0,9.0,0.5789473684210527,L1,R1_F2,1,2
age,0.5,1.0,10.0,0.5263157894736843,L1,R1_F2,1,2
personal_status_sex,0.49166666666666664,4.0,11.0,0.4736842105263158,L1,R1_F2,1,2
people_liable,0.4666666666666667,1.0,12.0,0.42105263157894735,L1,R1_F2,1,2
employment_duration,0.45,5.0,13.5,0.3421052631578947,L1,R1_F2,1,2
other_installment_plans,0.45,3.0,13.5,0.3421052631578947,L1,R1_F2,1,2
telephone,0.4333333333333333,2.0,15.0,0.26315789473684215,L1,R1_F2,1,2
housing,0.4166666666666667,3.0,16.0,0.21052631578947367,L1,R1_F2,1,2
present_residence,0.4,1.0,17.0,0.1578947368421053,L1,R1_F2,1,2
number_credits,0.3666666666666667,1.0,18.0,0.10526315789473684,L1,R1_F2,1,2
property,0.3125,4.0,19.0,0.052631578947368474,L1,R1_F2,1,2
job,0.27083333333333326,4.0,20.0,0.0,L1,R1_F2,1,2
amount,1.0,1.0,1.0,1.0,RF,R1_F2,1,2
duration,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R1_F2,1,2
age,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R1_F2,1,2
present_residence,0.9166666666666666,1.0,4.0,0.8421052631578947,RF,R1_F2,1,2
installment_rate,0.9,1.0,5.0,0.7894736842105263,RF,R1_F2,1,2
number_credits,0.8166666666666667,1.0,6.0,0.736842105263158,RF,R1_F2,1,2
status,0.7708333333333334,4.0,7.0,0.6842105263157895,RF,R1_F2,1,2
property,0.625,4.0,8.0,0.631578947368421,RF,R1_F2,1,2
telephone,0.5583333333333333,2.0,9.0,0.5789473684210527,RF,R1_F2,1,2
employment_duration,0.5433333333333333,5.0,10.0,0.5263157894736843,RF,R1_F2,1,2
credit_history,0.53,5.0,11.0,0.4736842105263158,RF,R1_F2,1,2
other_installment_plans,0.4777777777777777,3.0,12.0,0.42105263157894735,RF,R1_F2,1,2
personal_status_sex,0.4708333333333333,4.0,13.0,0.368421052631579,RF,R1_F2,1,2
job,0.4458333333333333,4.0,14.0,0.3157894736842105,RF,R1_F2,1,2
savings,0.42000000000000004,5.0,15.0,0.26315789473684215,RF,R1_F2,1,2
housing,0.4055555555555556,3.0,16.0,0.21052631578947367,RF,R1_F2,1,2
people_liable,0.4,1.0,17.0,0.1578947368421053,RF,R1_F2,1,2
purpose,0.31,10.0,18.0,0.10526315789473684,RF,R1_F2,1,2
other_debtors,0.2611111111111111,3.0,19.0,0.052631578947368474,RF,R1_F2,1,2
foreign_worker,0.07500000000000001,2.0,20.0,0.0,RF,R1_F2,1,2
duration,0.8416666666666667,1.0,1.0,1.0,RFE,R1_F2,1,2
status,0.83125,4.0,2.0,0.9473684210526316,RFE,R1_F2,1,2
amount,0.6416666666666666,1.0,3.5,0.868421052631579,RFE,R1_F2,1,2
foreign_worker,0.6416666666666666,2.0,3.5,0.868421052631579,RFE,R1_F2,1,2
credit_history,0.6216666666666667,5.0,6.0,0.736842105263158,RFE,R1_F2,1,2
purpose,0.6216666666666667,10.0,6.0,0.736842105263158,RFE,R1_F2,1,2
savings,0.6216666666666667,5.0,6.0,0.736842105263158,RFE,R1_F2,1,2
other_debtors,0.5750000000000001,3.0,8.0,0.631578947368421,RFE,R1_F2,1,2
installment_rate,0.5416666666666667,1.0,9.0,0.5789473684210527,RFE,R1_F2,1,2
property,0.4666666666666667,4.0,10.0,0.5263157894736843,RFE,R1_F2,1,2
employment_duration,0.40166666666666667,5.0,11.0,0.4736842105263158,RFE,R1_F2,1,2
telephone,0.39166666666666666,2.0,12.0,0.42105263157894735,RFE,R1_F2,1,2
housing,0.375,3.0,13.0,0.368421052631579,RFE,R1_F2,1,2
age,0.3416666666666667,1.0,14.0,0.3157894736842105,RFE,R1_F2,1,2
other_installment_plans,0.3416666666666666,3.0,15.0,0.26315789473684215,RFE,R1_F2,1,2
personal_status_sex,0.3166666666666667,4.0,16.0,0.21052631578947367,RFE,R1_F2,1,2
job,0.2416666666666667,4.0,17.5,0.13157894736842102,RFE,R1_F2,1,2
people_liable,0.2416666666666667,1.0,17.5,0.13157894736842102,RFE,R1_F2,1,2
number_credits,0.04166666666666663,1.0,19.5,0.02631578947368418,RFE,R1_F2,1,2
present_residence,0.04166666666666663,1.0,19.5,0.02631578947368418,RFE,R1_F2,1,2
age,0.38421052631578945,,15.0,0.26315789473684215,EqualConsensus,R1_F2,1,2
amount,0.8789473684210526,,2.0,0.9473684210526316,EqualConsensus,R1_F2,1,2
credit_history,0.6842105263157895,,4.0,0.8421052631578947,EqualConsensus,R1_F2,1,2
duration,0.9789473684210528,,1.0,1.0,EqualConsensus,R1_F2,1,2
employment_duration,0.4473684210526316,,9.0,0.5789473684210527,EqualConsensus,R1_F2,1,2
foreign_worker,0.4789473684210527,,7.0,0.6842105263157895,EqualConsensus,R1_F2,1,2
housing,0.4631578947368421,,8.0,0.631578947368421,EqualConsensus,R1_F2,1,2
installment_rate,0.6736842105263159,,5.0,0.7894736842105263,EqualConsensus,R1_F2,1,2
job,0.13157894736842105,,20.0,0.0,EqualConsensus,R1_F2,1,2
number_credits,0.43157894736842106,,13.0,0.368421052631579,EqualConsensus,R1_F2,1,2
other_debtors,0.368421052631579,,16.0,0.21052631578947367,EqualConsensus,R1_F2,1,2
other_installment_plans,0.43684210526315786,,12.0,0.42105263157894735,EqualConsensus,R1_F2,1,2
people_liable,0.30000000000000004,,18.0,0.10526315789473684,EqualConsensus,R1_F2,1,2
personal_status_sex,0.3578947368421053,,17.0,0.1578947368421053,EqualConsensus,R1_F2,1,2
present_residence,0.21052631578947362,,19.0,0.052631578947368474,EqualConsensus,R1_F2,1,2
property,0.4421052631578948,,10.5,0.5,EqualConsensus,R1_F2,1,2
purpose,0.4421052631578948,,10.5,0.5,EqualConsensus,R1_F2,1,2
savings,0.631578947368421,,6.0,0.736842105263158,EqualConsensus,R1_F2,1,2
status,0.8526315789473685,,3.0,0.8947368421052632,EqualConsensus,R1_F2,1,2
telephone,0.4052631578947368,,14.0,0.3157894736842105,EqualConsensus,R1_F2,1,2
status,0.825,4.0,1.0,1.0,Chi2,R1_F3,1,3
duration,0.7166666666666667,1.0,2.0,0.9473684210526316,Chi2,R1_F3,1,3
credit_history,0.6933333333333334,5.0,3.5,0.868421052631579,Chi2,R1_F3,1,3
savings,0.6933333333333334,5.0,3.5,0.868421052631579,Chi2,R1_F3,1,3
housing,0.6722222222222222,3.0,5.0,0.7894736842105263,Chi2,R1_F3,1,3
other_installment_plans,0.6388888888888888,3.0,6.0,0.736842105263158,Chi2,R1_F3,1,3
amount,0.55,1.0,7.5,0.6578947368421053,Chi2,R1_F3,1,3
property,0.55,4.0,7.5,0.6578947368421053,Chi2,R1_F3,1,3
purpose,0.485,10.0,9.0,0.5789473684210527,Chi2,R1_F3,1,3
employment_duration,0.45999999999999996,5.0,10.0,0.5263157894736843,Chi2,R1_F3,1,3
age,0.44999999999999996,1.0,11.0,0.4736842105263158,Chi2,R1_F3,1,3
personal_status_sex,0.4458333333333333,4.0,12.0,0.42105263157894735,Chi2,R1_F3,1,3
foreign_worker,0.43333333333333335,2.0,13.0,0.368421052631579,Chi2,R1_F3,1,3
installment_rate,0.4,1.0,14.0,0.3157894736842105,Chi2,R1_F3,1,3
telephone,0.2583333333333333,2.0,15.0,0.26315789473684215,Chi2,R1_F3,1,3
number_credits,0.25,1.0,16.0,0.21052631578947367,Chi2,R1_F3,1,3
other_debtors,0.19444444444444445,3.0,17.0,0.1578947368421053,Chi2,R1_F3,1,3
job,0.1791666666666667,4.0,18.0,0.10526315789473684,Chi2,R1_F3,1,3
people_liable,0.08333333333333337,1.0,19.0,0.052631578947368474,Chi2,R1_F3,1,3
present_residence,0.06666666666666665,1.0,20.0,0.0,Chi2,R1_F3,1,3
duration,0.9833333333333333,1.0,1.0,1.0,MI,R1_F3,1,3
installment_rate,0.95,1.0,2.0,0.9473684210526316,MI,R1_F3,1,3
amount,0.9333333333333333,1.0,3.0,0.8947368421052632,MI,R1_F3,1,3
number_credits,0.9,1.0,4.0,0.8421052631578947,MI,R1_F3,1,3
status,0.7875,4.0,5.0,0.7894736842105263,MI,R1_F3,1,3
age,0.7833333333333333,1.0,6.0,0.736842105263158,MI,R1_F3,1,3
foreign_worker,0.625,2.0,7.0,0.6842105263157895,MI,R1_F3,1,3
other_installment_plans,0.6166666666666667,3.0,8.0,0.631578947368421,MI,R1_F3,1,3
credit_history,0.6166666666666666,5.0,9.0,0.5789473684210527,MI,R1_F3,1,3
savings,0.6133333333333333,5.0,10.0,0.5263157894736843,MI,R1_F3,1,3
housing,0.5944444444444444,3.0,11.0,0.4736842105263158,MI,R1_F3,1,3
people_liable,0.5666666666666667,1.0,12.0,0.42105263157894735,MI,R1_F3,1,3
property,0.5041666666666667,4.0,13.0,0.368421052631579,MI,R1_F3,1,3
purpose,0.4,10.0,14.0,0.3157894736842105,MI,R1_F3,1,3
personal_status_sex,0.38749999999999996,4.0,15.0,0.26315789473684215,MI,R1_F3,1,3
employment_duration,0.3866666666666667,5.0,16.0,0.21052631578947367,MI,R1_F3,1,3
telephone,0.275,2.0,17.0,0.1578947368421053,MI,R1_F3,1,3
other_debtors,0.17222222222222225,3.0,18.0,0.10526315789473684,MI,R1_F3,1,3
job,0.15833333333333333,4.0,19.0,0.052631578947368474,MI,R1_F3,1,3
present_residence,0.0,1.0,20.0,0.0,MI,R1_F3,1,3
duration,0.6833333333333333,1.0,1.0,1.0,L1,R1_F3,1,3
status,0.6791666666666667,4.0,2.0,0.9473684210526316,L1,R1_F3,1,3
installment_rate,0.6666666666666667,1.0,3.0,0.8947368421052632,L1,R1_F3,1,3
age,0.6166666666666667,1.0,4.0,0.8421052631578947,L1,R1_F3,1,3
amount,0.5833333333333333,1.0,5.0,0.7894736842105263,L1,R1_F3,1,3
purpose,0.5741666666666666,10.0,6.0,0.736842105263158,L1,R1_F3,1,3
number_credits,0.5666666666666667,1.0,7.0,0.6842105263157895,L1,R1_F3,1,3
savings,0.5599999999999999,5.0,8.0,0.631578947368421,L1,R1_F3,1,3
foreign_worker,0.5458333333333334,2.0,9.0,0.5789473684210527,L1,R1_F3,1,3
property,0.5104166666666666,4.0,10.0,0.5263157894736843,L1,R1_F3,1,3
credit_history,0.5,5.0,11.0,0.4736842105263158,L1,R1_F3,1,3
personal_status_sex,0.4708333333333333,4.0,12.0,0.42105263157894735,L1,R1_F3,1,3
other_debtors,0.4694444444444444,3.0,13.0,0.368421052631579,L1,R1_F3,1,3
telephone,0.43333333333333335,2.0,14.0,0.3157894736842105,L1,R1_F3,1,3
job,0.42500000000000004,4.0,15.0,0.26315789473684215,L1,R1_F3,1,3
people_liable,0.41666666666666663,1.0,16.0,0.21052631578947367,L1,R1_F3,1,3
other_installment_plans,0.38888888888888884,3.0,17.0,0.1578947368421053,L1,R1_F3,1,3
employment_duration,0.35666666666666663,5.0,18.0,0.10526315789473684,L1,R1_F3,1,3
housing,0.31666666666666665,3.0,19.5,0.02631578947368418,L1,R1_F3,1,3
present_residence,0.31666666666666665,1.0,19.5,0.02631578947368418,L1,R1_F3,1,3
amount,1.0,1.0,1.0,1.0,RF,R1_F3,1,3
age,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R1_F3,1,3
duration,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R1_F3,1,3
installment_rate,0.9166666666666666,1.0,4.0,0.8421052631578947,RF,R1_F3,1,3
present_residence,0.9,1.0,5.0,0.7894736842105263,RF,R1_F3,1,3
number_credits,0.8333333333333334,1.0,6.0,0.736842105263158,RF,R1_F3,1,3
status,0.7333333333333333,4.0,7.0,0.6842105263157895,RF,R1_F3,1,3
property,0.6416666666666666,4.0,8.0,0.631578947368421,RF,R1_F3,1,3
employment_duration,0.5633333333333332,5.0,9.0,0.5789473684210527,RF,R1_F3,1,3
credit_history,0.5466666666666666,5.0,10.0,0.5263157894736843,RF,R1_F3,1,3
telephone,0.5416666666666667,2.0,11.0,0.4736842105263158,RF,R1_F3,1,3
other_installment_plans,0.5333333333333333,3.0,12.0,0.42105263157894735,RF,R1_F3,1,3
personal_status_sex,0.5125,4.0,13.0,0.368421052631579,RF,R1_F3,1,3
people_liable,0.44999999999999996,1.0,14.0,0.3157894736842105,RF,R1_F3,1,3
savings,0.4333333333333334,5.0,15.0,0.26315789473684215,RF,R1_F3,1,3
job,0.4041666666666667,4.0,16.0,0.21052631578947367,RF,R1_F3,1,3
housing,0.39999999999999997,3.0,17.0,0.1578947368421053,RF,R1_F3,1,3
purpose,0.29333333333333333,10.0,18.0,0.10526315789473684,RF,R1_F3,1,3
other_debtors,0.19999999999999998,3.0,19.0,0.052631578947368474,RF,R1_F3,1,3
foreign_worker,0.07500000000000001,2.0,20.0,0.0,RF,R1_F3,1,3
status,0.78125,4.0,1.0,1.0,RFE,R1_F3,1,3
foreign_worker,0.7416666666666667,2.0,2.0,0.9473684210526316,RFE,R1_F3,1,3
purpose,0.6516666666666666,10.0,3.0,0.8947368421052632,RFE,R1_F3,1,3
duration,0.6416666666666666,1.0,4.0,0.8421052631578947,RFE,R1_F3,1,3
housing,0.6083333333333334,3.0,5.0,0.7894736842105263,RFE,R1_F3,1,3
age,0.5416666666666667,1.0,6.5,0.7105263157894737,RFE,R1_F3,1,3
installment_rate,0.5416666666666667,1.0,6.5,0.7105263157894737,RFE,R1_F3,1,3
