source_feature,group_score,transformed_columns,source_rank,source_normalized_score,selector,run_id,repeat,fold
purpose,0.47333333333333333,10.0,9.0,0.5789473684210527,Chi2,R2_F2,2,2
amount,0.44999999999999996,1.0,10.0,0.5263157894736843,Chi2,R2_F2,2,2
personal_status_sex,0.4458333333333333,4.0,11.0,0.4736842105263158,Chi2,R2_F2,2,2
foreign_worker,0.41666666666666663,2.0,12.0,0.42105263157894735,Chi2,R2_F2,2,2
other_debtors,0.3833333333333333,3.0,13.0,0.368421052631579,Chi2,R2_F2,2,2
installment_rate,0.35,1.0,14.0,0.3157894736842105,Chi2,R2_F2,2,2
telephone,0.325,2.0,15.0,0.26315789473684215,Chi2,R2_F2,2,2
number_credits,0.2666666666666667,1.0,16.0,0.21052631578947367,Chi2,R2_F2,2,2
job,0.25416666666666665,4.0,17.0,0.1578947368421053,Chi2,R2_F2,2,2
age,0.25,1.0,18.0,0.10526315789473684,Chi2,R2_F2,2,2
people_liable,0.21666666666666667,1.0,19.0,0.052631578947368474,Chi2,R2_F2,2,2
present_residence,0.050000000000000044,1.0,20.0,0.0,Chi2,R2_F2,2,2
duration,0.9833333333333333,1.0,1.0,1.0,MI,R2_F2,2,2
housing,0.7388888888888889,3.0,2.0,0.9473684210526316,MI,R2_F2,2,2
people_liable,0.7166666666666667,1.0,3.5,0.868421052631579,MI,R2_F2,2,2
status,0.7166666666666667,4.0,3.5,0.868421052631579,MI,R2_F2,2,2
amount,0.7,1.0,5.0,0.7894736842105263,MI,R2_F2,2,2
other_installment_plans,0.6833333333333332,3.0,6.0,0.736842105263158,MI,R2_F2,2,2
credit_history,0.6333333333333333,5.0,7.0,0.6842105263157895,MI,R2_F2,2,2
foreign_worker,0.625,2.0,8.0,0.631578947368421,MI,R2_F2,2,2
savings,0.5933333333333334,5.0,9.0,0.5789473684210527,MI,R2_F2,2,2
property,0.5416666666666667,4.0,10.0,0.5263157894736843,MI,R2_F2,2,2
employment_duration,0.45666666666666667,5.0,11.0,0.4736842105263158,MI,R2_F2,2,2
purpose,0.4383333333333333,10.0,12.0,0.42105263157894735,MI,R2_F2,2,2
personal_status_sex,0.4375,4.0,13.0,0.368421052631579,MI,R2_F2,2,2
telephone,0.4083333333333333,2.0,14.0,0.3157894736842105,MI,R2_F2,2,2
other_debtors,0.3499999999999999,3.0,15.0,0.26315789473684215,MI,R2_F2,2,2
job,0.2583333333333333,4.0,16.0,0.21052631578947367,MI,R2_F2,2,2
age,0.025000000000000022,1.0,18.5,0.07894736842105265,MI,R2_F2,2,2
installment_rate,0.025000000000000022,1.0,18.5,0.07894736842105265,MI,R2_F2,2,2
number_credits,0.025000000000000022,1.0,18.5,0.07894736842105265,MI,R2_F2,2,2
present_residence,0.025000000000000022,1.0,18.5,0.07894736842105265,MI,R2_F2,2,2
duration,0.7333333333333334,1.0,1.0,1.0,L1,R2_F2,2,2
foreign_worker,0.7166666666666666,2.0,2.0,0.9473684210526316,L1,R2_F2,2,2
installment_rate,0.7,1.0,3.0,0.8947368421052632,L1,R2_F2,2,2
status,0.6583333333333333,4.0,4.0,0.8421052631578947,L1,R2_F2,2,2
credit_history,0.6466666666666667,5.0,5.0,0.7894736842105263,L1,R2_F2,2,2
amount,0.5666666666666667,1.0,6.0,0.736842105263158,L1,R2_F2,2,2
property,0.5625,4.0,7.0,0.6842105263157895,L1,R2_F2,2,2
other_debtors,0.5499999999999999,3.0,8.0,0.631578947368421,L1,R2_F2,2,2
people_liable,0.5333333333333333,1.0,9.0,0.5789473684210527,L1,R2_F2,2,2
purpose,0.5133333333333334,10.0,10.0,0.5263157894736843,L1,R2_F2,2,2
savings,0.5033333333333333,5.0,11.0,0.4736842105263158,L1,R2_F2,2,2
age,0.5,1.0,12.0,0.42105263157894735,L1,R2_F2,2,2
number_credits,0.4666666666666667,1.0,13.5,0.3421052631578947,L1,R2_F2,2,2
telephone,0.4666666666666667,2.0,13.5,0.3421052631578947,L1,R2_F2,2,2
other_installment_plans,0.4444444444444445,3.0,15.0,0.26315789473684215,L1,R2_F2,2,2
personal_status_sex,0.43333333333333335,4.0,16.0,0.21052631578947367,L1,R2_F2,2,2
present_residence,0.4,1.0,17.0,0.1578947368421053,L1,R2_F2,2,2
employment_duration,0.37333333333333335,5.0,18.0,0.10526315789473684,L1,R2_F2,2,2
housing,0.35555555555555557,3.0,19.0,0.052631578947368474,L1,R2_F2,2,2
job,0.2041666666666667,4.0,20.0,0.0,L1,R2_F2,2,2
amount,1.0,1.0,1.0,1.0,RF,R2_F2,2,2
duration,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R2_F2,2,2
age,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R2_F2,2,2
installment_rate,0.9333333333333333,1.0,4.0,0.8421052631578947,RF,R2_F2,2,2
present_residence,0.9,1.0,5.0,0.7894736842105263,RF,R2_F2,2,2
number_credits,0.85,1.0,6.0,0.736842105263158,RF,R2_F2,2,2
status,0.7,4.0,7.0,0.6842105263157895,RF,R2_F2,2,2
telephone,0.65,2.0,8.0,0.631578947368421,RF,R2_F2,2,2
property,0.625,4.0,9.0,0.5789473684210527,RF,R2_F2,2,2
employment_duration,0.5766666666666667,5.0,10.0,0.5263157894736843,RF,R2_F2,2,2
other_installment_plans,0.5333333333333333,3.0,11.0,0.4736842105263158,RF,R2_F2,2,2
people_liable,0.5,1.0,12.0,0.42105263157894735,RF,R2_F2,2,2
personal_status_sex,0.49583333333333335,4.0,13.0,0.368421052631579,RF,R2_F2,2,2
credit_history,0.49333333333333335,5.0,14.0,0.3157894736842105,RF,R2_F2,2,2
housing,0.45555555555555555,3.0,15.0,0.26315789473684215,RF,R2_F2,2,2
job,0.42499999999999993,4.0,16.0,0.21052631578947367,RF,R2_F2,2,2
savings,0.37333333333333335,5.0,17.0,0.1578947368421053,RF,R2_F2,2,2
purpose,0.3,10.0,18.0,0.10526315789473684,RF,R2_F2,2,2
other_debtors,0.2555555555555556,3.0,19.0,0.052631578947368474,RF,R2_F2,2,2
foreign_worker,0.06666666666666671,2.0,20.0,0.0,RF,R2_F2,2,2
duration,0.8416666666666667,1.0,1.5,0.9736842105263158,RFE,R2_F2,2,2
foreign_worker,0.8416666666666667,2.0,1.5,0.9736842105263158,RFE,R2_F2,2,2
credit_history,0.7016666666666667,5.0,3.0,0.8947368421052632,RFE,R2_F2,2,2
status,0.6062500000000001,4.0,4.0,0.8421052631578947,RFE,R2_F2,2,2
purpose,0.6016666666666667,10.0,5.0,0.7894736842105263,RFE,R2_F2,2,2
housing,0.5750000000000001,3.0,6.5,0.7105263157894737,RFE,R2_F2,2,2
other_debtors,0.5750000000000001,3.0,6.5,0.7105263157894737,RFE,R2_F2,2,2
installment_rate,0.5416666666666667,1.0,8.0,0.631578947368421,RFE,R2_F2,2,2
savings,0.5216666666666667,5.0,9.0,0.5789473684210527,RFE,R2_F2,2,2
other_installment_plans,0.47500000000000003,3.0,10.0,0.5263157894736843,RFE,R2_F2,2,2
amount,0.44166666666666665,1.0,12.0,0.42105263157894735,RFE,R2_F2,2,2
people_liable,0.44166666666666665,1.0,12.0,0.42105263157894735,RFE,R2_F2,2,2
property,0.44166666666666665,4.0,12.0,0.42105263157894735,RFE,R2_F2,2,2
personal_status_sex,0.39166666666666666,4.0,14.0,0.3157894736842105,RFE,R2_F2,2,2
employment_duration,0.3616666666666667,5.0,15.0,0.26315789473684215,RFE,R2_F2,2,2
age,0.3416666666666667,1.0,16.0,0.21052631578947367,RFE,R2_F2,2,2
telephone,0.2916666666666667,2.0,17.0,0.1578947368421053,RFE,R2_F2,2,2
job,0.19166666666666668,4.0,18.0,0.10526315789473684,RFE,R2_F2,2,2
number_credits,0.14166666666666672,1.0,19.5,0.02631578947368418,RFE,R2_F2,2,2
present_residence,0.14166666666666672,1.0,19.5,0.02631578947368418,RFE,R2_F2,2,2
age,0.34210526315789475,,16.5,0.1842105263157895,EqualConsensus,R2_F2,2,2
amount,0.6947368421052632,,4.0,0.8421052631578947,EqualConsensus,R2_F2,2,2
credit_history,0.6947368421052633,,3.0,0.8947368421052632,EqualConsensus,R2_F2,2,2
duration,0.9842105263157895,,1.0,1.0,EqualConsensus,R2_F2,2,2
employment_duration,0.4,,14.0,0.3157894736842105,EqualConsensus,R2_F2,2,2
foreign_worker,0.5947368421052632,,5.0,0.7894736842105263,EqualConsensus,R2_F2,2,2
housing,0.5736842105263158,,7.0,0.6842105263157895,EqualConsensus,R2_F2,2,2
installment_rate,0.5526315789473685,,9.0,0.5789473684210527,EqualConsensus,R2_F2,2,2
job,0.1368421052631579,,20.0,0.0,EqualConsensus,R2_F2,2,2
number_credits,0.27894736842105267,,18.0,0.10526315789473684,EqualConsensus,R2_F2,2,2
other_debtors,0.4052631578947368,,13.0,0.368421052631579,EqualConsensus,R2_F2,2,2
other_installment_plans,0.5684210526315789,,8.0,0.631578947368421,EqualConsensus,R2_F2,2,2
people_liable,0.46842105263157896,,12.0,0.42105263157894735,EqualConsensus,R2_F2,2,2
personal_status_sex,0.3473684210526316,,15.0,0.26315789473684215,EqualConsensus,R2_F2,2,2
present_residence,0.21052631578947373,,19.0,0.052631578947368474,EqualConsensus,R2_F2,2,2
property,0.5789473684210527,,6.0,0.736842105263158,EqualConsensus,R2_F2,2,2
purpose,0.48421052631578954,,11.0,0.4736842105263158,EqualConsensus,R2_F2,2,2
savings,0.5052631578947369,,10.0,0.5263157894736843,EqualConsensus,R2_F2,2,2
status,0.8368421052631578,,2.0,0.9473684210526316,EqualConsensus,R2_F2,2,2
telephone,0.34210526315789475,,16.5,0.1842105263157895,EqualConsensus,R2_F2,2,2
savings,0.7966666666666666,5.0,1.0,1.0,Chi2,R2_F3,2,3
status,0.7958333333333334,4.0,2.0,0.9473684210526316,Chi2,R2_F3,2,3
housing,0.7111111111111111,3.0,3.0,0.8947368421052632,Chi2,R2_F3,2,3
credit_history,0.6833333333333333,5.0,4.5,0.8157894736842105,Chi2,R2_F3,2,3
duration,0.6833333333333333,1.0,4.5,0.8157894736842105,Chi2,R2_F3,2,3
amount,0.5666666666666667,1.0,6.0,0.736842105263158,Chi2,R2_F3,2,3
property,0.5041666666666667,4.0,7.0,0.6842105263157895,Chi2,R2_F3,2,3
purpose,0.4833333333333333,10.0,8.0,0.631578947368421,Chi2,R2_F3,2,3
other_installment_plans,0.4444444444444444,3.0,9.0,0.5789473684210527,Chi2,R2_F3,2,3
employment_duration,0.44000000000000006,5.0,10.0,0.5263157894736843,Chi2,R2_F3,2,3
foreign_worker,0.4166666666666667,2.0,11.0,0.4736842105263158,Chi2,R2_F3,2,3
installment_rate,0.41666666666666663,1.0,12.0,0.42105263157894735,Chi2,R2_F3,2,3
personal_status_sex,0.4125,4.0,13.0,0.368421052631579,Chi2,R2_F3,2,3
age,0.4,1.0,14.0,0.3157894736842105,Chi2,R2_F3,2,3
other_debtors,0.39444444444444443,3.0,15.0,0.26315789473684215,Chi2,R2_F3,2,3
telephone,0.35833333333333334,2.0,16.0,0.21052631578947367,Chi2,R2_F3,2,3
people_liable,0.2833333333333333,1.0,17.0,0.1578947368421053,Chi2,R2_F3,2,3
number_credits,0.2666666666666667,1.0,18.0,0.10526315789473684,Chi2,R2_F3,2,3
present_residence,0.09999999999999998,1.0,19.0,0.052631578947368474,Chi2,R2_F3,2,3
job,0.07500000000000001,4.0,20.0,0.0,Chi2,R2_F3,2,3
present_residence,0.9666666666666667,1.0,1.0,1.0,MI,R2_F3,2,3
amount,0.95,1.0,2.0,0.9473684210526316,MI,R2_F3,2,3
age,0.9,1.0,3.0,0.8947368421052632,MI,R2_F3,2,3
duration,0.8833333333333333,1.0,4.0,0.8421052631578947,MI,R2_F3,2,3
status,0.7583333333333333,4.0,5.0,0.7894736842105263,MI,R2_F3,2,3
savings,0.7233333333333334,5.0,6.0,0.736842105263158,MI,R2_F3,2,3
housing,0.6944444444444445,3.0,7.0,0.6842105263157895,MI,R2_F3,2,3
credit_history,0.6433333333333333,5.0,8.0,0.631578947368421,MI,R2_F3,2,3
foreign_worker,0.5583333333333333,2.0,9.0,0.5789473684210527,MI,R2_F3,2,3
property,0.48333333333333334,4.0,10.0,0.5263157894736843,MI,R2_F3,2,3
other_installment_plans,0.4777777777777777,3.0,11.0,0.4736842105263158,MI,R2_F3,2,3
purpose,0.43166666666666664,10.0,12.0,0.42105263157894735,MI,R2_F3,2,3
personal_status_sex,0.41666666666666663,4.0,13.0,0.368421052631579,MI,R2_F3,2,3
telephone,0.4083333333333333,2.0,14.0,0.3157894736842105,MI,R2_F3,2,3
employment_duration,0.3833333333333333,5.0,15.0,0.26315789473684215,MI,R2_F3,2,3
other_debtors,0.37777777777777777,3.0,16.0,0.21052631578947367,MI,R2_F3,2,3
job,0.11666666666666667,4.0,17.0,0.1578947368421053,MI,R2_F3,2,3
installment_rate,0.01666666666666672,1.0,19.0,0.052631578947368474,MI,R2_F3,2,3
number_credits,0.01666666666666672,1.0,19.0,0.052631578947368474,MI,R2_F3,2,3
people_liable,0.01666666666666672,1.0,19.0,0.052631578947368474,MI,R2_F3,2,3
installment_rate,0.7666666666666666,1.0,1.0,1.0,L1,R2_F3,2,3
amount,0.7333333333333334,1.0,2.0,0.9473684210526316,L1,R2_F3,2,3
duration,0.7,1.0,3.0,0.8947368421052632,L1,R2_F3,2,3
savings,0.6933333333333334,5.0,4.0,0.8421052631578947,L1,R2_F3,2,3
status,0.6291666666666667,4.0,5.0,0.7894736842105263,L1,R2_F3,2,3
credit_history,0.6266666666666667,5.0,6.0,0.736842105263158,L1,R2_F3,2,3
age,0.6,1.0,7.0,0.6842105263157895,L1,R2_F3,2,3
foreign_worker,0.5666666666666667,2.0,8.0,0.631578947368421,L1,R2_F3,2,3
number_credits,0.5,1.0,9.0,0.5789473684210527,L1,R2_F3,2,3
purpose,0.495,10.0,10.0,0.5263157894736843,L1,R2_F3,2,3
other_installment_plans,0.48333333333333334,3.0,11.0,0.4736842105263158,L1,R2_F3,2,3
property,0.4541666666666667,4.0,12.0,0.42105263157894735,L1,R2_F3,2,3
personal_status_sex,0.45416666666666666,4.0,13.0,0.368421052631579,L1,R2_F3,2,3
other_debtors,0.43888888888888883,3.0,14.0,0.3157894736842105,L1,R2_F3,2,3
housing,0.4166666666666667,3.0,15.0,0.26315789473684215,L1,R2_F3,2,3
telephone,0.39166666666666666,2.0,16.0,0.21052631578947367,L1,R2_F3,2,3
employment_duration,0.35,5.0,17.5,0.13157894736842102,L1,R2_F3,2,3
people_liable,0.35,1.0,17.5,0.13157894736842102,L1,R2_F3,2,3
job,0.32499999999999996,4.0,19.0,0.052631578947368474,L1,R2_F3,2,3
present_residence,0.16666666666666663,1.0,20.0,0.0,L1,R2_F3,2,3
amount,1.0,1.0,1.0,1.0,RF,R2_F3,2,3
age,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R2_F3,2,3
duration,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R2_F3,2,3
installment_rate,0.9166666666666666,1.0,4.0,0.8421052631578947,RF,R2_F3,2,3
present_residence,0.9,1.0,5.0,0.7894736842105263,RF,R2_F3,2,3
number_credits,0.85,1.0,6.0,0.736842105263158,RF,R2_F3,2,3
status,0.75,4.0,7.0,0.6842105263157895,RF,R2_F3,2,3
property,0.6375,4.0,8.0,0.631578947368421,RF,R2_F3,2,3
telephone,0.5583333333333333,2.0,9.0,0.5789473684210527,RF,R2_F3,2,3
credit_history,0.5366666666666667,5.0,10.0,0.5263157894736843,RF,R2_F3,2,3
employment_duration,0.53,5.0,11.0,0.4736842105263158,RF,R2_F3,2,3
other_installment_plans,0.47222222222222215,3.0,12.0,0.42105263157894735,RF,R2_F3,2,3
savings,0.4666666666666667,5.0,13.0,0.368421052631579,RF,R2_F3,2,3
personal_status_sex,0.46249999999999997,4.0,14.0,0.3157894736842105,RF,R2_F3,2,3
housing,0.43888888888888894,3.0,15.0,0.26315789473684215,RF,R2_F3,2,3
job,0.4375,4.0,16.0,0.21052631578947367,RF,R2_F3,2,3
people_liable,0.3833333333333333,1.0,17.0,0.1578947368421053,RF,R2_F3,2,3
purpose,0.29166666666666663,10.0,18.0,0.10526315789473684,RF,R2_F3,2,3
other_debtors,0.25555555555555554,3.0,19.0,0.052631578947368474,RF,R2_F3,2,3
foreign_worker,0.07500000000000001,2.0,20.0,0.0,RF,R2_F3,2,3
amount,0.7416666666666667,1.0,1.5,0.9736842105263158,RFE,R2_F3,2,3
foreign_worker,0.7416666666666667,2.0,1.5,0.9736842105263158,RFE,R2_F3,2,3
credit_history,0.6816666666666666,5.0,3.5,0.868421052631579,RFE,R2_F3,2,3
savings,0.6816666666666666,5.0,3.5,0.868421052631579,RFE,R2_F3,2,3
installment_rate,0.6416666666666666,1.0,5.0,0.7894736842105263,RFE,R2_F3,2,3
status,0.6312500000000001,4.0,6.0,0.736842105263158,RFE,R2_F3,2,3
housing,0.5750000000000001,3.0,8.0,0.631578947368421,RFE,R2_F3,2,3
other_debtors,0.5750000000000001,3.0,8.0,0.631578947368421,RFE,R2_F3,2,3
other_installment_plans,0.5750000000000001,3.0,8.0,0.631578947368421,RFE,R2_F3,2,3
duration,0.5416666666666667,1.0,10.0,0.5263157894736843,RFE,R2_F3,2,3
purpose,0.5316666666666666,10.0,11.0,0.4736842105263158,RFE,R2_F3,2,3
job,0.41666666666666674,4.0,12.0,0.42105263157894735,RFE,R2_F3,2,3
property,0.41666666666666663,4.0,13.0,0.368421052631579,RFE,R2_F3,2,3
age,0.3416666666666667,1.0,14.0,0.3157894736842105,RFE,R2_F3,2,3
employment_duration,0.30166666666666664,5.0,15.0,0.26315789473684215,RFE,R2_F3,2,3
personal_status_sex,0.29166666666666674,4.0,16.0,0.21052631578947367,RFE,R2_F3,2,3
telephone,0.2916666666666667,2.0,17.0,0.1578947368421053,RFE,R2_F3,2,3
number_credits,0.2416666666666667,1.0,18.0,0.10526315789473684,RFE,R2_F3,2,3
people_liable,0.04166666666666663,1.0,19.5,0.02631578947368418,RFE,R2_F3,2,3
present_residence,0.04166666666666663,1.0,19.5,0.02631578947368418,RFE,R2_F3,2,3
age,0.631578947368421,,6.0,0.736842105263158,EqualConsensus,R2_F3,2,3
amount,0.9210526315789475,,1.0,1.0,EqualConsensus,R2_F3,2,3
credit_history,0.7157894736842104,,5.0,0.7894736842105263,EqualConsensus,R2_F3,2,3
duration,0.7947368421052632,,2.0,0.9473684210526316,EqualConsensus,R2_F3,2,3
employment_duration,0.3315789473684211,,14.0,0.3157894736842105,EqualConsensus,R2_F3,2,3
foreign_worker,0.531578947368421,,9.0,0.5789473684210527,EqualConsensus,R2_F3,2,3
housing,0.5473684210526315,,8.0,0.631578947368421,EqualConsensus,R2_F3,2,3
installment_rate,0.6210526315789474,,7.0,0.6842105263157895,EqualConsensus,R2_F3,2,3
job,0.16842105263157897,,19.0,0.052631578947368474,EqualConsensus,R2_F3,2,3
number_credits,0.3157894736842105,,16.0,0.21052631578947367,EqualConsensus,R2_F3,2,3
other_debtors,0.2947368421052632,,17.5,0.13157894736842102,EqualConsensus,R2_F3,2,3
other_installment_plans,0.5157894736842106,,11.0,0.4736842105263158,EqualConsensus,R2_F3,2,3
people_liable,0.10526315789473686,,20.0,0.0,EqualConsensus,R2_F3,2,3
personal_status_sex,0.3263157894736842,,15.0,0.26315789473684215,EqualConsensus,R2_F3,2,3
present_residence,0.37368421052631584,,13.0,0.368421052631579,EqualConsensus,R2_F3,2,3
property,0.5263157894736843,,10.0,0.5263157894736843,EqualConsensus,R2_F3,2,3
purpose,0.43157894736842106,,12.0,0.42105263157894735,EqualConsensus,R2_F3,2,3
savings,0.7631578947368421,,4.0,0.8421052631578947,EqualConsensus,R2_F3,2,3
status,0.7894736842105263,,3.0,0.8947368421052632,EqualConsensus,R2_F3,2,3
telephone,0.2947368421052632,,17.5,0.13157894736842102,EqualConsensus,R2_F3,2,3
status,0.8458333333333333,4.0,1.0,1.0,Chi2,R2_F4,2,4
duration,0.7166666666666667,1.0,2.0,0.9473684210526316,Chi2,R2_F4,2,4
other_installment_plans,0.7111111111111111,3.0,3.0,0.8947368421052632,Chi2,R2_F4,2,4
savings,0.6866666666666668,5.0,4.0,0.8421052631578947,Chi2,R2_F4,2,4
credit_history,0.6533333333333333,5.0,5.0,0.7894736842105263,Chi2,R2_F4,2,4
amount,0.65,1.0,6.0,0.736842105263158,Chi2,R2_F4,2,4
housing,0.6333333333333333,3.0,7.0,0.6842105263157895,Chi2,R2_F4,2,4
employment_duration,0.5133333333333333,5.0,8.0,0.631578947368421,Chi2,R2_F4,2,4
property,0.47916666666666663,4.0,9.0,0.5789473684210527,Chi2,R2_F4,2,4
foreign_worker,0.4166666666666667,2.0,10.0,0.5263157894736843,Chi2,R2_F4,2,4
installment_rate,0.41666666666666663,1.0,11.0,0.4736842105263158,Chi2,R2_F4,2,4
purpose,0.4133333333333333,10.0,12.0,0.42105263157894735,Chi2,R2_F4,2,4
age,0.4,1.0,13.0,0.368421052631579,Chi2,R2_F4,2,4
personal_status_sex,0.38749999999999996,4.0,14.0,0.3157894736842105,Chi2,R2_F4,2,4
other_debtors,0.37222222222222223,3.0,15.0,0.26315789473684215,Chi2,R2_F4,2,4
telephone,0.3416666666666667,2.0,16.0,0.21052631578947367,Chi2,R2_F4,2,4
number_credits,0.30000000000000004,1.0,17.0,0.1578947368421053,Chi2,R2_F4,2,4
job,0.2333333333333333,4.0,18.0,0.10526315789473684,Chi2,R2_F4,2,4
people_liable,0.1166666666666667,1.0,19.0,0.052631578947368474,Chi2,R2_F4,2,4
present_residence,0.050000000000000044,1.0,20.0,0.0,Chi2,R2_F4,2,4
people_liable,0.9833333333333333,1.0,1.0,1.0,MI,R2_F4,2,4
duration,0.9666666666666667,1.0,2.0,0.9473684210526316,MI,R2_F4,2,4
amount,0.9333333333333333,1.0,3.0,0.8947368421052632,MI,R2_F4,2,4
status,0.8083333333333333,4.0,4.0,0.8421052631578947,MI,R2_F4,2,4
other_installment_plans,0.7388888888888889,3.0,5.0,0.7894736842105263,MI,R2_F4,2,4
savings,0.6633333333333333,5.0,6.0,0.736842105263158,MI,R2_F4,2,4
housing,0.6444444444444445,3.0,7.0,0.6842105263157895,MI,R2_F4,2,4
credit_history,0.6033333333333333,5.0,8.0,0.631578947368421,MI,R2_F4,2,4
foreign_worker,0.5916666666666667,2.0,9.0,0.5789473684210527,MI,R2_F4,2,4
present_residence,0.5166666666666666,1.0,10.0,0.5263157894736843,MI,R2_F4,2,4
employment_duration,0.46333333333333326,5.0,11.0,0.4736842105263158,MI,R2_F4,2,4
property,0.45,4.0,12.0,0.42105263157894735,MI,R2_F4,2,4
installment_rate,0.44999999999999996,1.0,13.0,0.368421052631579,MI,R2_F4,2,4
personal_status_sex,0.3625,4.0,14.0,0.3157894736842105,MI,R2_F4,2,4
purpose,0.36,10.0,15.0,0.26315789473684215,MI,R2_F4,2,4
telephone,0.3416666666666667,2.0,16.0,0.21052631578947367,MI,R2_F4,2,4
other_debtors,0.3333333333333333,3.0,17.0,0.1578947368421053,MI,R2_F4,2,4
job,0.22083333333333333,4.0,18.0,0.10526315789473684,MI,R2_F4,2,4
age,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R2_F4,2,4
number_credits,0.008333333333333304,1.0,19.5,0.02631578947368418,MI,R2_F4,2,4
amount,0.8,1.0,1.0,1.0,L1,R2_F4,2,4
status,0.7875,4.0,2.0,0.9473684210526316,L1,R2_F4,2,4
installment_rate,0.7,1.0,3.0,0.8947368421052632,L1,R2_F4,2,4
other_debtors,0.6333333333333333,3.0,4.0,0.8421052631578947,L1,R2_F4,2,4
credit_history,0.61,5.0,5.0,0.7894736842105263,L1,R2_F4,2,4
duration,0.6,1.0,6.0,0.736842105263158,L1,R2_F4,2,4
foreign_worker,0.5583333333333333,2.0,7.0,0.6842105263157895,L1,R2_F4,2,4
other_installment_plans,0.5444444444444444,3.0,8.0,0.631578947368421,L1,R2_F4,2,4
savings,0.53,5.0,9.0,0.5789473684210527,L1,R2_F4,2,4
age,0.5,1.0,10.0,0.5263157894736843,L1,R2_F4,2,4
employment_duration,0.48666666666666664,5.0,11.0,0.4736842105263158,L1,R2_F4,2,4
purpose,0.485,10.0,12.0,0.42105263157894735,L1,R2_F4,2,4
property,0.44999999999999996,4.0,13.0,0.368421052631579,L1,R2_F4,2,4
telephone,0.43333333333333335,2.0,14.0,0.3157894736842105,L1,R2_F4,2,4
personal_status_sex,0.3958333333333333,4.0,15.0,0.26315789473684215,L1,R2_F4,2,4
housing,0.38888888888888884,3.0,16.0,0.21052631578947367,L1,R2_F4,2,4
number_credits,0.35,1.0,17.0,0.1578947368421053,L1,R2_F4,2,4
people_liable,0.33333333333333337,1.0,18.0,0.10526315789473684,L1,R2_F4,2,4
present_residence,0.30000000000000004,1.0,19.0,0.052631578947368474,L1,R2_F4,2,4
job,0.17916666666666664,4.0,20.0,0.0,L1,R2_F4,2,4
amount,1.0,1.0,1.0,1.0,RF,R2_F4,2,4
age,0.9833333333333333,1.0,2.0,0.9473684210526316,RF,R2_F4,2,4
duration,0.9666666666666667,1.0,3.0,0.8947368421052632,RF,R2_F4,2,4
installment_rate,0.9333333333333333,1.0,4.0,0.8421052631578947,RF,R2_F4,2,4
present_residence,0.9166666666666666,1.0,5.0,0.7894736842105263,RF,R2_F4,2,4
number_credits,0.8333333333333334,1.0,6.0,0.736842105263158,RF,R2_F4,2,4
status,0.7416666666666667,4.0,7.0,0.6842105263157895,RF,R2_F4,2,4
property,0.6041666666666667,4.0,8.0,0.631578947368421,RF,R2_F4,2,4
employment_duration,0.5733333333333334,5.0,9.0,0.5789473684210527,RF,R2_F4,2,4
telephone,0.5416666666666667,2.0,10.0,0.5263157894736843,RF,R2_F4,2,4
other_installment_plans,0.5277777777777778,3.0,11.0,0.4736842105263158,RF,R2_F4,2,4
credit_history,0.51,5.0,12.0,0.42105263157894735,RF,R2_F4,2,4
personal_status_sex,0.48750000000000004,4.0,13.0,0.368421052631579,RF,R2_F4,2,4
job,0.4458333333333333,4.0,14.0,0.3157894736842105,RF,R2_F4,2,4
savings,0.42000000000000004,5.0,15.0,0.26315789473684215,RF,R2_F4,2,4
housing,0.4166666666666667,3.0,16.0,0.21052631578947367,RF,R2_F4,2,4
people_liable,0.3833333333333333,1.0,17.0,0.1578947368421053,RF,R2_F4,2,4
purpose,0.305,10.0,18.0,0.10526315789473684,RF,R2_F4,2,4
other_debtors,0.25555555555555554,3.0,19.0,0.052631578947368474,RF,R2_F4,2,4
foreign_worker,0.05833333333333335,2.0,20.0,0.0,RF,R2_F4,2,4
status,0.85625,4.0,1.0,1.0,RFE,R2_F4,2,4
foreign_worker,0.7916666666666666,2.0,2.0,0.9473684210526316,RFE,R2_F4,2,4
amount,0.7416666666666667,1.0,3.0,0.8947368421052632,RFE,R2_F4,2,4
other_debtors,0.6083333333333333,3.0,4.0,0.8421052631578947,RFE,R2_F4,2,4
credit_history,0.6016666666666667,5.0,5.0,0.7894736842105263,RFE,R2_F4,2,4
purpose,0.5916666666666667,10.0,6.0,0.736842105263158,RFE,R2_F4,2,4
installment_rate,0.5416666666666667,1.0,7.0,0.6842105263157895,RFE,R2_F4,2,4
savings,0.5216666666666667,5.0,8.0,0.631578947368421,RFE,R2_F4,2,4
other_installment_plans,0.5083333333333334,3.0,9.0,0.5789473684210527,RFE,R2_F4,2,4
employment_duration,0.4416666666666667,5.0,10.5,0.5,RFE,R2_F4,2,4
housing,0.4416666666666667,3.0,10.5,0.5,RFE,R2_F4,2,4
duration,0.44166666666666665,1.0,12.0,0.42105263157894735,RFE,R2_F4,2,4
property,0.3916666666666667,4.0,13.0,0.368421052631579,RFE,R2_F4,2,4
telephone,0.39166666666666666,2.0,14.0,0.3157894736842105,RFE,R2_F4,2,4
