dataset,run_id,repeat,fold,selector,subset,subset_fraction,selected_source_features,selected_transformed_features,feature_reduction_pct,selector_runtime_seconds_for_fold,xgb_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,baseline_roc_auc,baseline_pr_auc,baseline_recall_adverse,baseline_f1_adverse,baseline_balanced_accuracy,baseline_mcc,baseline_gmean,baseline_ks_statistic,delta_roc_auc,delta_pr_auc,delta_recall_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc,delta_gmean,delta_ks_statistic
German Credit,R1_F5,1,5,L1,Top75,0.75,15,44,25.0,0.9206699999631383,0.3106907000183128,0.74,0.52,0.48148148148148145,0.8356164383561644,0.5,0.6585489599188229,0.3251142977670294,0.7801877219685439,0.5279410745329769,0.6342979116235564,0.5093860984271943,122,24,28,26,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.015220700152207,-0.053018417966177456,-0.055555555555555636,-0.047169811320754707,-0.03120243531202449,-0.058995824329161006,-0.03833520681795566,0.0007610350076103778
German Credit,R1_F5,1,5,RF,Top25,0.25,5,5,75.0,0.9206699999631383,0.22643480001715943,0.67,0.34210526315789475,0.24074074074074073,0.8287671232876712,0.2826086956521739,0.534753932014206,0.07866072503700888,0.6187214611872147,0.3705065442882405,0.44667439053727576,0.2313546423135464,121,25,41,13,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.1766869609335362,-0.21045294821091387,-0.2962962962962964,-0.2645611156685808,-0.15499746321664143,-0.3054493970591815,-0.22595872790423632,-0.2772704211060375
German Credit,R1_F5,1,5,RF,Top50,0.5,10,21,50.0,0.9206699999631383,0.2745806999737397,0.715,0.4727272727272727,0.48148148148148145,0.8013698630136986,0.47706422018348627,0.6414256722475901,0.28123295450385205,0.7520294266869609,0.49284377420563624,0.6211640273377455,0.44368340943683404,117,29,28,26,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.04337899543378998,-0.08811571829351811,-0.055555555555555636,-0.07010559113726844,-0.048325722983257324,-0.10287716759233834,-0.05146909110376663,-0.06494165398274987
German Credit,R1_F5,1,5,RF,Top75,0.75,15,40,25.0,0.9206699999631383,0.3013558000093326,0.74,0.5172413793103449,0.5555555555555556,0.8082191780821918,0.5357142857142857,0.6818873668188736,0.3559161297447261,0.7706747843734145,0.5215865385348724,0.6700825728894213,0.47513952308472857,118,28,24,30,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.02473363774733639,-0.059372953964281994,0.01851851851851849,-0.011455525606469008,-0.007864028411973756,-0.028193992351464303,-0.002550545552090777,-0.033485540334855346
German Credit,R1_F5,1,5,RFE,Top25,0.25,5,11,75.0,0.9206699999631383,0.2535580000258051,0.725,0.49122807017543857,0.5185185185185185,0.8013698630136986,0.5045045045045045,0.6599441907661086,0.3146055123748897,0.6988203957382039,0.43905984234099366,0.644612375117986,0.343480466768138,117,29,26,28,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.09658802638254704,-0.1418996501581607,-0.0185185185185186,-0.04266530681625025,-0.029807204464738835,-0.06950460972130068,-0.02802074332352611,-0.16514459665144593
German Credit,R1_F5,1,5,RFE,Top50,0.5,10,34,50.0,0.9206699999631383,0.28540849999990314,0.735,0.5087719298245614,0.5370370370370371,0.8082191780821918,0.5225225225225225,0.6726281075596144,0.3395544031262687,0.7527904616945713,0.5386969967934405,0.6588198787785396,0.4482496194824962,118,28,25,29,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.0426179604261796,-0.04226249570571383,0.0,-0.024647288798232192,-0.017123287671232945,-0.044555718969921665,-0.013813239662972432,-0.060375443937087714
German Credit,R1_F5,1,5,RFE,Top75,0.75,15,50,25.0,0.9206699999631383,0.3015693000052124,0.765,0.5686274509803921,0.5370370370370371,0.8493150684931506,0.5523809523809524,0.6931760527650939,0.3935304742561944,0.7744799594114663,0.5526573232228842,0.6753618644063861,0.46752917300862507,124,22,25,29,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.020928462709284612,-0.02830216927627016,0.0,0.00521114106019771,0.003424657534246478,0.00942035216000403,0.0027287459648740464,-0.041095890410958846
German Credit,R1_F5,1,5,EqualConsensus,Top25,0.25,5,12,75.0,0.9206699999631383,0.25234810000984,0.73,0.5,0.5185185185185185,0.8082191780821918,0.509090909090909,0.6633688483003551,0.3230704907132054,0.7465753424657534,0.5197721550908304,0.6473612676531032,0.4558599695585997,118,28,26,28,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.0488330796549975,-0.06118733740832394,-0.0185185185185186,-0.03807890222984567,-0.026382546930492246,-0.06103963138298496,-0.02527185078840888,-0.052765093860984214
German Credit,R1_F5,1,5,EqualConsensus,Top50,0.5,10,24,50.0,0.9206699999631383,0.2858820999972522,0.715,0.4716981132075472,0.46296296296296297,0.8082191780821918,0.4672897196261682,0.6355910705225774,0.27279586992003646,0.7510147133434806,0.5115539632847731,0.6116989009377262,0.4482496194824962,118,28,29,25,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.044393708777270335,-0.06940552921438126,-0.07407407407407413,-0.07988009169458649,-0.054160324708270036,-0.11131425217615393,-0.060934217503785915,-0.060375443937087714
German Credit,R1_F5,1,5,EqualConsensus,Top75,0.75,15,48,25.0,0.9206699999631383,0.30777140002464876,0.74,0.5178571428571429,0.5370370370370371,0.815068493150685,0.5272727272727272,0.676052765093861,0.34815360334621825,0.7590055809233891,0.5505285269290101,0.6616055989363198,0.4084221207508879,119,27,25,29,0.7954084221207509,0.5809594924991544,0.5370370370370371,0.5471698113207547,0.6897513952308474,0.3841101220961904,0.6726331184415121,0.5086250634195839,-0.03640284119736181,-0.03043096557014424,0.0,-0.01989708404802748,-0.013698630136986356,-0.03595651874997213,-0.011027519505192318,-0.100202942668696
German Credit,R2_F1,2,1,Chi2,Top25,0.25,5,18,75.0,0.9085622999700718,0.22500370000489056,0.765,0.66,0.5238095238095238,0.8759124087591241,0.584070796460177,0.699860966284324,0.42880308882000606,0.740702120264164,0.6072630648791112,0.6773560819325164,0.43911481867686253,120,17,30,33,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.06905341211910554,-0.10855569235877494,-0.031746031746031744,-0.058131038402208346,-0.03777082609199389,-0.0957939338843562,-0.037450818642379535,-0.09743946240296597
German Credit,R2_F1,2,1,Chi2,Top50,0.5,10,41,50.0,0.9085622999700718,0.2955274999840185,0.765,0.6666666666666666,0.5079365079365079,0.8832116788321168,0.5765765765765766,0.6955740933843124,0.42543132758604224,0.7900590893291624,0.6775853125055961,0.6697876200070632,0.44421272158498437,121,16,31,32,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.019696443054107227,-0.03823344473229007,-0.04761904761904767,-0.06562525828580879,-0.04205769899200551,-0.09916569511832002,-0.045019280567832776,-0.09234155949484413
German Credit,R2_F1,2,1,Chi2,Top75,0.75,15,52,25.0,0.9085622999700718,0.30668770003831014,0.785,0.6923076923076923,0.5714285714285714,0.8832116788321168,0.6260869565217392,0.727320125130344,0.4814663183976856,0.8057003823427181,0.7157601956952307,0.7104170520926892,0.5133819951338199,121,16,27,36,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.0040551500405514584,-5.856154265537761e-05,0.015873015873015817,-0.016114878340646177,-0.010311667245973877,-0.04313070430667665,-0.004389848482206693,-0.02317228594600862
German Credit,R2_F1,2,1,MI,Top25,0.25,5,5,75.0,0.9085622999700718,0.23428480001166463,0.715,0.5882352941176471,0.31746031746031744,0.8978102189781022,0.41237113402061853,0.6076352682192099,0.26620833479890127,0.686536901865369,0.5235782124746675,0.533871817139569,0.3191982389062681,123,14,43,20,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.12321863051790061,-0.1922405447632186,-0.23809523809523814,-0.22983070084176682,-0.12999652415710805,-0.258388687905461,-0.18093508343532694,-0.21735604217356042
German Credit,R2_F1,2,1,MI,Top50,0.5,10,24,50.0,0.9085622999700718,0.2847425999934785,0.77,0.6666666666666666,0.5396825396825397,0.8759124087591241,0.5964912280701754,0.707797474220832,0.44291725135321686,0.7775460549183177,0.6376062215926401,0.6875424592696621,0.5133819951338199,120,17,29,34,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.03220947746495184,-0.078212535645246,-0.015873015873015928,-0.04571060679220995,-0.029834318155485984,-0.0816797713511454,-0.027264441305233866,-0.02317228594600862
German Credit,R2_F1,2,1,MI,Top75,0.75,15,43,25.0,0.9085622999700718,0.30597749998560175,0.795,0.7291666666666666,0.5555555555555556,0.9051094890510949,0.6306306306306306,0.7303325223033252,0.501041160687827,0.7916811493453828,0.7046186853779348,0.7091111372897665,0.5086316765148882,124,13,28,35,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.018074383037886776,-0.01120007185995131,0.0,-0.011571204231754728,-0.007299270072992692,-0.023555862016535256,-0.00569576328512944,-0.027922604564940334
German Credit,R2_F1,2,1,L1,Top25,0.25,5,8,75.0,0.9085622999700718,0.26265550003154203,0.735,0.6086956521739131,0.4444444444444444,0.8686131386861314,0.5137614678899083,0.656528791565288,0.34555367024553557,0.762252346193952,0.6340449106863366,0.6213294487311082,0.4197659599119453,119,18,35,28,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.04750318618931759,-0.08177384655154951,-0.11111111111111116,-0.12844036697247707,-0.08110300081102995,-0.1790433524588267,-0.09347745184378775,-0.11678832116788318
German Credit,R2_F1,2,1,L1,Top50,0.5,10,32,50.0,0.9085622999700718,0.27957239997340366,0.785,0.7272727272727273,0.5079365079365079,0.9124087591240876,0.5981308411214953,0.7101726335302978,0.4713549613059804,0.8032672923183871,0.6614865046950308,0.680768476737996,0.5330784381879272,125,12,31,32,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.006488240064882467,-0.05433225254285534,-0.04761904761904767,-0.044070993740890074,-0.027459158846020126,-0.053242061398381835,-0.03403842383689992,-0.003475842891901282
German Credit,R2_F1,2,1,L1,Top75,0.75,15,49,25.0,0.9085622999700718,0.31388969998806715,0.795,0.7291666666666666,0.5555555555555556,0.9051094890510949,0.6306306306306306,0.7303325223033252,0.501041160687827,0.8033831537481173,0.7109280504839702,0.7091111372897665,0.5318039624608968,124,13,28,35,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.006372378635152276,-0.004890706753915897,0.0,-0.011571204231754728,-0.007299270072992692,-0.023555862016535256,-0.00569576328512944,-0.004750318618931715
German Credit,R2_F1,2,1,RF,Top25,0.25,5,5,75.0,0.9085622999700718,0.22824690002016723,0.7,0.5405405405405406,0.31746031746031744,0.8759124087591241,0.4,0.5966863631097208,0.23132955059464408,0.6994554512802686,0.5325390888288943,0.52732099460585,0.4184914841849148,120,17,43,20,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.11030008110300094,-0.1832796684089918,-0.23809523809523814,-0.24220183486238533,-0.14094542926659714,-0.29326747210971815,-0.1874859059690459,-0.11806279689491372
German Credit,R2_F1,2,1,RF,Top50,0.5,10,21,50.0,0.9085622999700718,0.28706369997235015,0.75,0.6666666666666666,0.4126984126984127,0.9051094890510949,0.5098039215686274,0.6589039508747538,0.37260614053040647,0.7709419534237052,0.6528213968460056,0.611176937923592,0.45660989456609896,124,13,37,26,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.03881357895956439,-0.06299736039188053,-0.1428571428571429,-0.13239791329375794,-0.07872784150156409,-0.1519908821739558,-0.10362996265130398,-0.07994438651372954
German Credit,R2_F1,2,1,RF,Top75,0.75,15,38,25.0,0.9085622999700718,0.3147373999818228,0.77,0.6888888888888889,0.49206349206349204,0.8978102189781022,0.5740740740740741,0.6949368555207971,0.43369299179641846,0.7993280037075657,0.6969176526589456,0.6646650521583435,0.47306221758776507,123,14,32,31,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.010427528675703845,-0.018901104578940564,-0.06349206349206354,-0.06812776078831129,-0.04269493685552084,-0.0909040309079438,-0.05014184841655245,-0.06349206349206343
German Credit,R2_F1,2,1,RFE,Top25,0.25,5,24,75.0,0.9085622999700718,0.2296150000183843,0.735,0.6388888888888888,0.36507936507936506,0.9051094890510949,0.46464646464646464,0.63509442706523,0.3266817048534357,0.7789363920750783,0.6110930473499947,0.5748363224345537,0.47723322905804655,124,13,40,23,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.03081914030819133,-0.10472570988789143,-0.19047619047619052,-0.17755537021592072,-0.10253736531108792,-0.1979153178509266,-0.1399705781403422,-0.05932105202178195
German Credit,R2_F1,2,1,RFE,Top50,0.5,10,33,50.0,0.9085622999700718,0.28957649995572865,0.76,0.6744186046511628,0.4603174603174603,0.8978102189781022,0.5471698113207547,0.6790638396477813,0.4049341391433719,0.7938825165102538,0.6370436451256322,0.6428667979037826,0.5232302166608735,123,14,34,29,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.015873015873015817,-0.07877511211225396,-0.09523809523809529,-0.09503202354163065,-0.058567952728536654,-0.11966288356099036,-0.07194010267111328,-0.01332406441895495
German Credit,R2_F1,2,1,RFE,Top75,0.75,15,48,25.0,0.9085622999700718,0.3117729999939911,0.795,0.72,0.5714285714285714,0.8978102189781022,0.6371681415929203,0.7346193952033369,0.5033775390495724,0.8012976480129765,0.6878065387378904,0.7162642046372482,0.5340053296257676,123,14,27,36,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.008457884370293045,-0.02801221849999569,0.015873015873015817,-0.005033693269465012,-0.003012397172981074,-0.021219483654789872,0.001457304062352227,-0.002548951454060866
German Credit,R2_F1,2,1,EqualConsensus,Top25,0.25,5,12,75.0,0.9085622999700718,0.2533083000453189,0.755,0.64,0.5079365079365079,0.8686131386861314,0.5663716814159292,0.6882748233113196,0.40394493874348397,0.7799791449426486,0.6315092087311779,0.664229120418552,0.49183176920403193,119,18,31,32,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.029776387440620944,-0.08430954850670824,-0.04761904761904767,-0.07583015344645616,-0.04935696906499831,-0.12065208396087829,-0.050577780156343954,-0.04472251187579657
German Credit,R2_F1,2,1,EqualConsensus,Top50,0.5,10,26,50.0,0.9085622999700718,0.28709379996871576,0.755,0.64,0.5079365079365079,0.8686131386861314,0.5663716814159292,0.6882748233113196,0.40394493874348397,0.7872784150156412,0.6537607311133986,0.664229120418552,0.5416521839879505,119,18,31,32,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.022477117367628363,-0.06205802612448752,-0.04761904761904767,-0.07583015344645616,-0.04935696906499831,-0.12065208396087829,-0.050577780156343954,0.005097902908121954
German Credit,R2_F1,2,1,EqualConsensus,Top75,0.75,15,49,25.0,0.9085622999700718,0.3177902000024915,0.795,0.7291666666666666,0.5555555555555556,0.9051094890510949,0.6306306306306306,0.7303325223033252,0.501041160687827,0.8033831537481173,0.7109280504839702,0.7091111372897665,0.5318039624608968,124,13,28,35,0.8097555323832696,0.7158187572378861,0.5555555555555556,0.6422018348623854,0.7376317923763179,0.5245970227043623,0.7148069005748959,0.5365542810798285,-0.006372378635152276,-0.004890706753915897,0.0,-0.011571204231754728,-0.007299270072992692,-0.023555862016535256,-0.00569576328512944,-0.004750318618931715
German Credit,R2_F2,2,2,Chi2,Top25,0.25,5,16,75.0,1.0191132000181824,0.27965039998525754,0.76,0.4782608695652174,0.4782608695652174,0.8441558441558441,0.4782608695652174,0.6612083568605307,0.32241671372106157,0.7470355731225297,0.4998730648123173,0.6353949229215907,0.3862224731789949,130,24,24,22,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.055759457933371115,-0.049633386474846386,0.021739130434782705,-0.004497751124437788,-0.0021174477696217497,-0.018096200746528623,0.005130532700290291,-0.13495200451722195
German Credit,R2_F2,2,2,Chi2,Top50,0.5,10,41,50.0,1.0191132000181824,0.37560289999237284,0.8,0.5652173913043478,0.5652173913043478,0.8701298701298701,0.5652173913043478,0.717673630717109,0.435347261434218,0.8090062111801242,0.5776227820424987,0.7012934730131146,0.5098814229249012,134,20,20,26,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,0.006211180124223392,0.02811633075533504,0.10869565217391308,0.08245877061469259,0.05434782608695654,0.09483434696662779,0.07102908279181419,-0.011293054771315592
German Credit,R2_F2,2,2,Chi2,Top75,0.75,15,53,25.0,1.0191132000181824,0.3656691000214778,0.795,0.5555555555555556,0.5434782608695652,0.8701298701298701,0.5494505494505495,0.7068040654997176,0.4168273795567536,0.8123941276115189,0.5613014316652942,0.687674827624832,0.5448898927159797,134,20,21,25,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,0.00959909655561808,0.011794980378130537,0.08695652173913049,0.0666919287608943,0.04347826086956519,0.0763144650891634,0.05741043740353158,0.02371541501976282
German Credit,R2_F2,2,2,MI,Top25,0.25,5,10,75.0,1.0191132000181824,0.3059074000339024,0.755,0.46808510638297873,0.4782608695652174,0.8376623376623377,0.4731182795698925,0.6579616036137775,0.3135639751917796,0.7707509881422925,0.49019310796036225,0.632946378465366,0.43817052512704685,129,25,24,22,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.032044042913608295,-0.05931334332680144,0.021739130434782705,-0.009640341119762696,-0.005364201016374914,-0.0269489392758106,0.002681988244065625,-0.08300395256916998
German Credit,R2_F2,2,2,MI,Top50,0.5,10,29,50.0,1.0191132000181824,0.3028953999746591,0.765,0.4888888888888889,0.4782608695652174,0.8506493506493507,0.4835164835164835,0.664455110107284,0.33147023698540473,0.8053359683794467,0.6128842427635748,0.6378340678708264,0.4971767363071711,131,23,24,22,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,0.0025409373235458776,0.0633777914764111,0.021739130434782705,0.0007578628268283261,0.0011293054771315258,-0.009042677482185457,0.007569677649525985,-0.023997741389045757
German Credit,R2_F2,2,2,MI,Top75,0.75,15,53,25.0,1.0191132000181824,0.36752259999047965,0.785,0.5348837209302325,0.5,0.8701298701298701,0.5168539325842697,0.685064935064935,0.37914851304734254,0.807029926595144,0.5907508370928979,0.659594523222362,0.5358554488989272,134,20,23,23,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,0.0042348955392432774,0.041244385805734196,0.0434782608695653,0.03409531189461451,0.021739130434782594,0.03863559857975235,0.029330133001061576,0.014680971202710391
German Credit,R2_F2,2,2,L1,Top25,0.25,5,13,75.0,1.0191132000181824,0.30022750003263354,0.78,0.5238095238095238,0.4782608695652174,0.8701298701298701,0.5,0.6741953698475438,0.3599587130499609,0.7631987577639752,0.4739294772232782,0.6450961698250746,0.419536984754376,134,20,24,22,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.03959627329192561,-0.07557697406388547,0.021739130434782705,0.017241379310344807,0.010869565217391353,0.01944579858237072,0.014831779603774131,-0.10163749294184082
German Credit,R2_F2,2,2,L1,Top50,0.5,10,32,50.0,1.0191132000181824,0.33542999997735023,0.78,0.5192307692307693,0.5869565217391305,0.8376623376623377,0.5510204081632653,0.7123094297007341,0.4073859305352592,0.7936194240542066,0.4845266564511843,0.7011928209174383,0.4757199322416713,129,25,19,27,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.009175607001694175,-0.06497979483597938,0.1304347826086958,0.06826178747361006,0.04898362507058163,0.06687301606766899,0.07092843069613786,-0.045454545454545525
German Credit,R2_F2,2,2,L1,Top75,0.75,15,44,25.0,1.0191132000181824,0.31989769998472184,0.78,0.5238095238095238,0.4782608695652174,0.8701298701298701,0.5,0.6741953698475438,0.3599587130499609,0.80957086391869,0.5596131334954367,0.6450961698250746,0.5559006211180124,134,20,24,22,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,0.006775832862789266,0.010106682208273043,0.021739130434782705,0.017241379310344807,0.010869565217391353,0.01944579858237072,0.014831779603774131,0.034726143421795586
German Credit,R2_F2,2,2,RF,Top25,0.25,5,5,75.0,1.0191132000181824,0.22979539999505505,0.725,0.36363636363636365,0.2608695652173913,0.8636363636363636,0.3037974683544304,0.5622529644268774,0.14116079752645114,0.637492941840768,0.3509011843309935,0.47465402419841235,0.23037831733483904,133,21,34,12,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.16530208921513279,-0.1986052669561702,-0.1956521739130434,-0.1789611523352248,-0.101072840203275,-0.19935211694113905,-0.15561036602288808,-0.2907961603613778
German Credit,R2_F2,2,2,RF,Top50,0.5,10,21,50.0,1.0191132000181824,0.3021986000239849,0.78,0.5238095238095238,0.4782608695652174,0.8701298701298701,0.5,0.6741953698475438,0.3599587130499609,0.7618577075098815,0.5212229457459425,0.6450961698250746,0.4127611518915867,134,20,24,22,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.04093732354601931,-0.028283505541221166,0.021739130434782705,0.017241379310344807,0.010869565217391353,0.01944579858237072,0.014831779603774131,-0.10841332580463015
German Credit,R2_F2,2,2,RF,Top75,0.75,15,37,25.0,1.0191132000181824,0.36289779999060556,0.75,0.4523809523809524,0.41304347826086957,0.8506493506493507,0.4318181818181818,0.6318464144551101,0.2724484910767127,0.7819028797289668,0.5016197745400942,0.5927521965986781,0.47967250141163187,131,23,27,19,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.020892151326934005,-0.04788667674706948,-0.04347826086956513,-0.05094043887147337,-0.03147939017504231,-0.06806442339087748,-0.03751219362262237,-0.04150197628458496
German Credit,R2_F2,2,2,RFE,Top25,0.25,5,22,75.0,1.0191132000181824,0.2593931000446901,0.75,0.45652173913043476,0.45652173913043476,0.8376623376623377,0.45652173913043476,0.6470920383963862,0.2941840767927724,0.7862789384528515,0.4638556961626133,0.6183939417504637,0.5059288537549407,129,25,25,21,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.016516092603049315,-0.08565075512455039,5.551115123125783e-17,-0.026236881559220437,-0.016233766233766267,-0.04632883767481777,-0.011870448470836736,-0.015245623941276154
German Credit,R2_F2,2,2,RFE,Top50,0.5,10,37,50.0,1.0191132000181824,0.30206850002286956,0.8,0.575,0.5,0.8896103896103896,0.5348837209302325,0.6948051948051948,0.40990179375001584,0.7794325239977413,0.581867991970632,0.6669371745563407,0.40739695087521177,137,17,23,23,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.023362507058159454,0.032361540683468304,0.0434782608695653,0.052125100240577316,0.03147939017504231,0.06938887928242565,0.03667278433504029,-0.11377752682100506
German Credit,R2_F2,2,2,RFE,Top75,0.75,15,52,25.0,1.0191132000181824,0.35620390000985935,0.765,0.4883720930232558,0.45652173913043476,0.8571428571428571,0.47191011235955055,0.6568322981366459,0.3213073974032018,0.7964426877470355,0.5276215140977536,0.6255432421712243,0.5036702428006776,132,22,25,21,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.006352343308865249,-0.021884937189410092,5.551115123125783e-17,-0.010848508330104645,-0.006493506493506551,-0.01920551706438839,-0.004721148050076174,-0.017504234895539206
German Credit,R2_F2,2,2,EqualConsensus,Top25,0.25,5,13,75.0,1.0191132000181824,0.2863134000217542,0.77,0.5,0.4782608695652174,0.8571428571428571,0.4888888888888889,0.6677018633540373,0.3407363937332399,0.7989130434782609,0.5266962409511983,0.6402639207379702,0.4929418407679277,132,22,24,22,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,-0.0038819875776399115,-0.02281021033596542,0.021739130434782705,0.006130268199233679,0.0043760587238848014,0.00022347926564969534,0.009999530516669797,-0.028232636928289145
German Credit,R2_F2,2,2,EqualConsensus,Top50,0.5,10,29,50.0,1.0191132000181824,0.32411250000586733,0.785,0.5319148936170213,0.5434782608695652,0.8571428571428571,0.5376344086021505,0.7003105590062111,0.39762938409038,0.8059006211180124,0.6328790299050376,0.6825236327899351,0.4757199322416713,132,22,21,25,0.8027950310559008,0.5495064512871637,0.4565217391304347,0.4827586206896552,0.6633258046301524,0.3405129144675902,0.6302643902213004,0.5211744776962168,0.0031055900621116406,0.08337257861787395,0.08695652173913049,0.05487578791249531,0.03698475437605864,0.05711646962278982,0.05225924256863468,-0.045454545454545525
