dataset,run_id,source_feature,selected
Australian Credit Approval,R4_F3,a3,1
Australian Credit Approval,R4_F3,a7,1
Australian Credit Approval,R4_F3,a10,1
Australian Credit Approval,R4_F3,a13,0
Australian Credit Approval,R4_F3,a14,1
Australian Credit Approval,R4_F4,a1,0
Australian Credit Approval,R4_F4,a4,1
Australian Credit Approval,R4_F4,a5,1
Australian Credit Approval,R4_F4,a6,1
Australian Credit Approval,R4_F4,a8,1
Australian Credit Approval,R4_F4,a9,1
Australian Credit Approval,R4_F4,a11,0
Australian Credit Approval,R4_F4,a12,1
Australian Credit Approval,R4_F4,a2,1
Australian Credit Approval,R4_F4,a3,1
Australian Credit Approval,R4_F4,a7,1
Australian Credit Approval,R4_F4,a10,1
Australian Credit Approval,R4_F4,a13,0
Australian Credit Approval,R4_F4,a14,1
Australian Credit Approval,R4_F5,a1,0
Australian Credit Approval,R4_F5,a4,1
Australian Credit Approval,R4_F5,a5,1
Australian Credit Approval,R4_F5,a6,1
Australian Credit Approval,R4_F5,a8,1
Australian Credit Approval,R4_F5,a9,1
Australian Credit Approval,R4_F5,a11,0
Australian Credit Approval,R4_F5,a12,1
Australian Credit Approval,R4_F5,a2,1
Australian Credit Approval,R4_F5,a3,1
Australian Credit Approval,R4_F5,a7,1
Australian Credit Approval,R4_F5,a10,1
Australian Credit Approval,R4_F5,a13,0
Australian Credit Approval,R4_F5,a14,1
Australian Credit Approval,R5_F1,a1,0
Australian Credit Approval,R5_F1,a4,1
Australian Credit Approval,R5_F1,a5,1
Australian Credit Approval,R5_F1,a6,1
Australian Credit Approval,R5_F1,a8,1
Australian Credit Approval,R5_F1,a9,1
Australian Credit Approval,R5_F1,a11,0
Australian Credit Approval,R5_F1,a12,1
Australian Credit Approval,R5_F1,a2,1
Australian Credit Approval,R5_F1,a3,1
Australian Credit Approval,R5_F1,a7,1
Australian Credit Approval,R5_F1,a10,1
Australian Credit Approval,R5_F1,a13,0
Australian Credit Approval,R5_F1,a14,1
Australian Credit Approval,R5_F2,a1,0
Australian Credit Approval,R5_F2,a4,1
Australian Credit Approval,R5_F2,a5,1
Australian Credit Approval,R5_F2,a6,1
Australian Credit Approval,R5_F2,a8,1
Australian Credit Approval,R5_F2,a9,1
Australian Credit Approval,R5_F2,a11,0
Australian Credit Approval,R5_F2,a12,1
Australian Credit Approval,R5_F2,a2,1
Australian Credit Approval,R5_F2,a3,1
Australian Credit Approval,R5_F2,a7,1
Australian Credit Approval,R5_F2,a10,1
Australian Credit Approval,R5_F2,a13,0
Australian Credit Approval,R5_F2,a14,1
Australian Credit Approval,R5_F3,a1,0
Australian Credit Approval,R5_F3,a4,1
Australian Credit Approval,R5_F3,a5,1
Australian Credit Approval,R5_F3,a6,1
Australian Credit Approval,R5_F3,a8,1
Australian Credit Approval,R5_F3,a9,1
Australian Credit Approval,R5_F3,a11,0
Australian Credit Approval,R5_F3,a12,1
Australian Credit Approval,R5_F3,a2,1
Australian Credit Approval,R5_F3,a3,1
Australian Credit Approval,R5_F3,a7,1
Australian Credit Approval,R5_F3,a10,1
Australian Credit Approval,R5_F3,a13,0
Australian Credit Approval,R5_F3,a14,1
Australian Credit Approval,R5_F4,a1,0
Australian Credit Approval,R5_F4,a4,1
Australian Credit Approval,R5_F4,a5,1
Australian Credit Approval,R5_F4,a6,1
Australian Credit Approval,R5_F4,a8,1
Australian Credit Approval,R5_F4,a9,1
Australian Credit Approval,R5_F4,a11,0
Australian Credit Approval,R5_F4,a12,1
Australian Credit Approval,R5_F4,a2,1
Australian Credit Approval,R5_F4,a3,1
Australian Credit Approval,R5_F4,a7,1
Australian Credit Approval,R5_F4,a10,1
Australian Credit Approval,R5_F4,a13,0
Australian Credit Approval,R5_F4,a14,1
Australian Credit Approval,R5_F5,a1,0
Australian Credit Approval,R5_F5,a4,1
Australian Credit Approval,R5_F5,a5,1
Australian Credit Approval,R5_F5,a6,1
Australian Credit Approval,R5_F5,a8,1
Australian Credit Approval,R5_F5,a9,1
Australian Credit Approval,R5_F5,a11,0
Australian Credit Approval,R5_F5,a12,1
Australian Credit Approval,R5_F5,a2,1
Australian Credit Approval,R5_F5,a3,1
Australian Credit Approval,R5_F5,a7,1
Australian Credit Approval,R5_F5,a10,1
Australian Credit Approval,R5_F5,a13,0
Australian Credit Approval,R5_F5,a14,1
Taiwan Credit Card Default,R1_F1,sex,1
Taiwan Credit Card Default,R1_F1,education,1
Taiwan Credit Card Default,R1_F1,marriage,1
Taiwan Credit Card Default,R1_F1,pay_0,1
Taiwan Credit Card Default,R1_F1,pay_2,1
Taiwan Credit Card Default,R1_F1,pay_3,1
Taiwan Credit Card Default,R1_F1,pay_4,1
Taiwan Credit Card Default,R1_F1,pay_5,1
Taiwan Credit Card Default,R1_F1,pay_6,1
Taiwan Credit Card Default,R1_F1,limit_bal,1
Taiwan Credit Card Default,R1_F1,age,1
Taiwan Credit Card Default,R1_F1,bill_amt1,0
Taiwan Credit Card Default,R1_F1,bill_amt2,1
Taiwan Credit Card Default,R1_F1,bill_amt3,0
Taiwan Credit Card Default,R1_F1,bill_amt4,0
Taiwan Credit Card Default,R1_F1,bill_amt5,0
Taiwan Credit Card Default,R1_F1,bill_amt6,0
Taiwan Credit Card Default,R1_F1,pay_amt1,1
Taiwan Credit Card Default,R1_F1,pay_amt2,1
Taiwan Credit Card Default,R1_F1,pay_amt3,1
Taiwan Credit Card Default,R1_F1,pay_amt4,1
Taiwan Credit Card Default,R1_F1,pay_amt5,1
Taiwan Credit Card Default,R1_F1,pay_amt6,1
Taiwan Credit Card Default,R1_F2,sex,1
Taiwan Credit Card Default,R1_F2,education,1
Taiwan Credit Card Default,R1_F2,marriage,1
Taiwan Credit Card Default,R1_F2,pay_0,1
Taiwan Credit Card Default,R1_F2,pay_2,1
Taiwan Credit Card Default,R1_F2,pay_3,1
Taiwan Credit Card Default,R1_F2,pay_4,1
Taiwan Credit Card Default,R1_F2,pay_5,1
Taiwan Credit Card Default,R1_F2,pay_6,1
Taiwan Credit Card Default,R1_F2,limit_bal,1
Taiwan Credit Card Default,R1_F2,age,1
Taiwan Credit Card Default,R1_F2,bill_amt1,1
Taiwan Credit Card Default,R1_F2,bill_amt2,0
Taiwan Credit Card Default,R1_F2,bill_amt3,0
Taiwan Credit Card Default,R1_F2,bill_amt4,0
Taiwan Credit Card Default,R1_F2,bill_amt5,0
Taiwan Credit Card Default,R1_F2,bill_amt6,0
Taiwan Credit Card Default,R1_F2,pay_amt1,1
Taiwan Credit Card Default,R1_F2,pay_amt2,1
Taiwan Credit Card Default,R1_F2,pay_amt3,1
Taiwan Credit Card Default,R1_F2,pay_amt4,1
Taiwan Credit Card Default,R1_F2,pay_amt5,1
Taiwan Credit Card Default,R1_F2,pay_amt6,1
Taiwan Credit Card Default,R1_F3,sex,1
Taiwan Credit Card Default,R1_F3,education,1
Taiwan Credit Card Default,R1_F3,marriage,1
Taiwan Credit Card Default,R1_F3,pay_0,1
Taiwan Credit Card Default,R1_F3,pay_2,1
Taiwan Credit Card Default,R1_F3,pay_3,1
Taiwan Credit Card Default,R1_F3,pay_4,1
Taiwan Credit Card Default,R1_F3,pay_5,1
Taiwan Credit Card Default,R1_F3,pay_6,1
Taiwan Credit Card Default,R1_F3,limit_bal,1
Taiwan Credit Card Default,R1_F3,age,1
Taiwan Credit Card Default,R1_F3,bill_amt1,1
Taiwan Credit Card Default,R1_F3,bill_amt2,0
Taiwan Credit Card Default,R1_F3,bill_amt3,0
Taiwan Credit Card Default,R1_F3,bill_amt4,0
Taiwan Credit Card Default,R1_F3,bill_amt5,0
Taiwan Credit Card Default,R1_F3,bill_amt6,0
Taiwan Credit Card Default,R1_F3,pay_amt1,1
Taiwan Credit Card Default,R1_F3,pay_amt2,1
Taiwan Credit Card Default,R1_F3,pay_amt3,1
Taiwan Credit Card Default,R1_F3,pay_amt4,1
Taiwan Credit Card Default,R1_F3,pay_amt5,1
Taiwan Credit Card Default,R1_F3,pay_amt6,1
Taiwan Credit Card Default,R1_F4,sex,1
Taiwan Credit Card Default,R1_F4,education,1
Taiwan Credit Card Default,R1_F4,marriage,1
Taiwan Credit Card Default,R1_F4,pay_0,1
Taiwan Credit Card Default,R1_F4,pay_2,1
Taiwan Credit Card Default,R1_F4,pay_3,1
Taiwan Credit Card Default,R1_F4,pay_4,1
Taiwan Credit Card Default,R1_F4,pay_5,1
Taiwan Credit Card Default,R1_F4,pay_6,1
Taiwan Credit Card Default,R1_F4,limit_bal,1
Taiwan Credit Card Default,R1_F4,age,1
Taiwan Credit Card Default,R1_F4,bill_amt1,0
Taiwan Credit Card Default,R1_F4,bill_amt2,1
Taiwan Credit Card Default,R1_F4,bill_amt3,0
Taiwan Credit Card Default,R1_F4,bill_amt4,0
Taiwan Credit Card Default,R1_F4,bill_amt5,0
Taiwan Credit Card Default,R1_F4,bill_amt6,0
Taiwan Credit Card Default,R1_F4,pay_amt1,1
Taiwan Credit Card Default,R1_F4,pay_amt2,1
Taiwan Credit Card Default,R1_F4,pay_amt3,1
Taiwan Credit Card Default,R1_F4,pay_amt4,1
Taiwan Credit Card Default,R1_F4,pay_amt5,1
Taiwan Credit Card Default,R1_F4,pay_amt6,1
Taiwan Credit Card Default,R1_F5,sex,1
Taiwan Credit Card Default,R1_F5,education,1
Taiwan Credit Card Default,R1_F5,marriage,1
Taiwan Credit Card Default,R1_F5,pay_0,1
Taiwan Credit Card Default,R1_F5,pay_2,1
Taiwan Credit Card Default,R1_F5,pay_3,1
Taiwan Credit Card Default,R1_F5,pay_4,1
Taiwan Credit Card Default,R1_F5,pay_5,1
Taiwan Credit Card Default,R1_F5,pay_6,1
Taiwan Credit Card Default,R1_F5,limit_bal,1
Taiwan Credit Card Default,R1_F5,age,1
Taiwan Credit Card Default,R1_F5,bill_amt1,1
Taiwan Credit Card Default,R1_F5,bill_amt2,0
Taiwan Credit Card Default,R1_F5,bill_amt3,0
Taiwan Credit Card Default,R1_F5,bill_amt4,0
Taiwan Credit Card Default,R1_F5,bill_amt5,0
Taiwan Credit Card Default,R1_F5,bill_amt6,0
Taiwan Credit Card Default,R1_F5,pay_amt1,1
Taiwan Credit Card Default,R1_F5,pay_amt2,1
Taiwan Credit Card Default,R1_F5,pay_amt3,1
Taiwan Credit Card Default,R1_F5,pay_amt4,1
Taiwan Credit Card Default,R1_F5,pay_amt5,1
Taiwan Credit Card Default,R1_F5,pay_amt6,1
Taiwan Credit Card Default,R2_F1,sex,1
Taiwan Credit Card Default,R2_F1,education,1
Taiwan Credit Card Default,R2_F1,marriage,1
Taiwan Credit Card Default,R2_F1,pay_0,1
Taiwan Credit Card Default,R2_F1,pay_2,1
Taiwan Credit Card Default,R2_F1,pay_3,1
Taiwan Credit Card Default,R2_F1,pay_4,1
Taiwan Credit Card Default,R2_F1,pay_5,1
Taiwan Credit Card Default,R2_F1,pay_6,1
Taiwan Credit Card Default,R2_F1,limit_bal,1
Taiwan Credit Card Default,R2_F1,age,1
Taiwan Credit Card Default,R2_F1,bill_amt1,1
Taiwan Credit Card Default,R2_F1,bill_amt2,0
Taiwan Credit Card Default,R2_F1,bill_amt3,0
Taiwan Credit Card Default,R2_F1,bill_amt4,0
Taiwan Credit Card Default,R2_F1,bill_amt5,0
Taiwan Credit Card Default,R2_F1,bill_amt6,0
Taiwan Credit Card Default,R2_F1,pay_amt1,1
Taiwan Credit Card Default,R2_F1,pay_amt2,1
Taiwan Credit Card Default,R2_F1,pay_amt3,1
Taiwan Credit Card Default,R2_F1,pay_amt4,1
Taiwan Credit Card Default,R2_F1,pay_amt5,1
Taiwan Credit Card Default,R2_F1,pay_amt6,1
Taiwan Credit Card Default,R2_F2,sex,1
Taiwan Credit Card Default,R2_F2,education,1
Taiwan Credit Card Default,R2_F2,marriage,1
Taiwan Credit Card Default,R2_F2,pay_0,1
Taiwan Credit Card Default,R2_F2,pay_2,1
Taiwan Credit Card Default,R2_F2,pay_3,1
Taiwan Credit Card Default,R2_F2,pay_4,1
Taiwan Credit Card Default,R2_F2,pay_5,1
Taiwan Credit Card Default,R2_F2,pay_6,1
Taiwan Credit Card Default,R2_F2,limit_bal,1
Taiwan Credit Card Default,R2_F2,age,1
Taiwan Credit Card Default,R2_F2,bill_amt1,1
Taiwan Credit Card Default,R2_F2,bill_amt2,0
Taiwan Credit Card Default,R2_F2,bill_amt3,0
Taiwan Credit Card Default,R2_F2,bill_amt4,0
Taiwan Credit Card Default,R2_F2,bill_amt5,0
Taiwan Credit Card Default,R2_F2,bill_amt6,0
Taiwan Credit Card Default,R2_F2,pay_amt1,1
Taiwan Credit Card Default,R2_F2,pay_amt2,1
Taiwan Credit Card Default,R2_F2,pay_amt3,1
Taiwan Credit Card Default,R2_F2,pay_amt4,1
Taiwan Credit Card Default,R2_F2,pay_amt5,1
Taiwan Credit Card Default,R2_F2,pay_amt6,1
Taiwan Credit Card Default,R2_F3,sex,1
Taiwan Credit Card Default,R2_F3,education,1
Taiwan Credit Card Default,R2_F3,marriage,1
Taiwan Credit Card Default,R2_F3,pay_0,1
Taiwan Credit Card Default,R2_F3,pay_2,1
Taiwan Credit Card Default,R2_F3,pay_3,1
Taiwan Credit Card Default,R2_F3,pay_4,1
Taiwan Credit Card Default,R2_F3,pay_5,1
Taiwan Credit Card Default,R2_F3,pay_6,1
Taiwan Credit Card Default,R2_F3,limit_bal,1
Taiwan Credit Card Default,R2_F3,age,1
Taiwan Credit Card Default,R2_F3,bill_amt1,1
Taiwan Credit Card Default,R2_F3,bill_amt2,0
Taiwan Credit Card Default,R2_F3,bill_amt3,0
Taiwan Credit Card Default,R2_F3,bill_amt4,0
Taiwan Credit Card Default,R2_F3,bill_amt5,0
Taiwan Credit Card Default,R2_F3,bill_amt6,0
Taiwan Credit Card Default,R2_F3,pay_amt1,1
Taiwan Credit Card Default,R2_F3,pay_amt2,1
Taiwan Credit Card Default,R2_F3,pay_amt3,1
Taiwan Credit Card Default,R2_F3,pay_amt4,1
Taiwan Credit Card Default,R2_F3,pay_amt5,1
Taiwan Credit Card Default,R2_F3,pay_amt6,1
Taiwan Credit Card Default,R2_F4,sex,1
Taiwan Credit Card Default,R2_F4,education,1
Taiwan Credit Card Default,R2_F4,marriage,1
Taiwan Credit Card Default,R2_F4,pay_0,1
Taiwan Credit Card Default,R2_F4,pay_2,1
Taiwan Credit Card Default,R2_F4,pay_3,1
Taiwan Credit Card Default,R2_F4,pay_4,1
Taiwan Credit Card Default,R2_F4,pay_5,1
Taiwan Credit Card Default,R2_F4,pay_6,1
Taiwan Credit Card Default,R2_F4,limit_bal,1
Taiwan Credit Card Default,R2_F4,age,1
Taiwan Credit Card Default,R2_F4,bill_amt1,0
Taiwan Credit Card Default,R2_F4,bill_amt2,1
Taiwan Credit Card Default,R2_F4,bill_amt3,0
Taiwan Credit Card Default,R2_F4,bill_amt4,0
Taiwan Credit Card Default,R2_F4,bill_amt5,0
Taiwan Credit Card Default,R2_F4,bill_amt6,0
Taiwan Credit Card Default,R2_F4,pay_amt1,1
Taiwan Credit Card Default,R2_F4,pay_amt2,1
Taiwan Credit Card Default,R2_F4,pay_amt3,1
Taiwan Credit Card Default,R2_F4,pay_amt4,1
Taiwan Credit Card Default,R2_F4,pay_amt5,1
Taiwan Credit Card Default,R2_F4,pay_amt6,1
Taiwan Credit Card Default,R2_F5,sex,1
Taiwan Credit Card Default,R2_F5,education,1
Taiwan Credit Card Default,R2_F5,marriage,1
Taiwan Credit Card Default,R2_F5,pay_0,1
Taiwan Credit Card Default,R2_F5,pay_2,1
Taiwan Credit Card Default,R2_F5,pay_3,1
Taiwan Credit Card Default,R2_F5,pay_4,1
Taiwan Credit Card Default,R2_F5,pay_5,1
Taiwan Credit Card Default,R2_F5,pay_6,1
Taiwan Credit Card Default,R2_F5,limit_bal,1
Taiwan Credit Card Default,R2_F5,age,1
Taiwan Credit Card Default,R2_F5,bill_amt1,1
Taiwan Credit Card Default,R2_F5,bill_amt2,0
Taiwan Credit Card Default,R2_F5,bill_amt3,0
Taiwan Credit Card Default,R2_F5,bill_amt4,0
Taiwan Credit Card Default,R2_F5,bill_amt5,0
Taiwan Credit Card Default,R2_F5,bill_amt6,0
Taiwan Credit Card Default,R2_F5,pay_amt1,1
Taiwan Credit Card Default,R2_F5,pay_amt2,1
Taiwan Credit Card Default,R2_F5,pay_amt3,1
Taiwan Credit Card Default,R2_F5,pay_amt4,1
Taiwan Credit Card Default,R2_F5,pay_amt5,1
Taiwan Credit Card Default,R2_F5,pay_amt6,1
Taiwan Credit Card Default,R3_F1,sex,1
Taiwan Credit Card Default,R3_F1,education,1
Taiwan Credit Card Default,R3_F1,marriage,1
Taiwan Credit Card Default,R3_F1,pay_0,1
Taiwan Credit Card Default,R3_F1,pay_2,1
Taiwan Credit Card Default,R3_F1,pay_3,1
Taiwan Credit Card Default,R3_F1,pay_4,1
Taiwan Credit Card Default,R3_F1,pay_5,1
Taiwan Credit Card Default,R3_F1,pay_6,1
Taiwan Credit Card Default,R3_F1,limit_bal,1
Taiwan Credit Card Default,R3_F1,age,1
Taiwan Credit Card Default,R3_F1,bill_amt1,1
Taiwan Credit Card Default,R3_F1,bill_amt2,0
Taiwan Credit Card Default,R3_F1,bill_amt3,0
Taiwan Credit Card Default,R3_F1,bill_amt4,0
Taiwan Credit Card Default,R3_F1,bill_amt5,0
Taiwan Credit Card Default,R3_F1,bill_amt6,0
Taiwan Credit Card Default,R3_F1,pay_amt1,1
Taiwan Credit Card Default,R3_F1,pay_amt2,1
Taiwan Credit Card Default,R3_F1,pay_amt3,1
Taiwan Credit Card Default,R3_F1,pay_amt4,1
Taiwan Credit Card Default,R3_F1,pay_amt5,1
Taiwan Credit Card Default,R3_F1,pay_amt6,1
Taiwan Credit Card Default,R3_F2,sex,1
Taiwan Credit Card Default,R3_F2,education,1
Taiwan Credit Card Default,R3_F2,marriage,1
Taiwan Credit Card Default,R3_F2,pay_0,1
Taiwan Credit Card Default,R3_F2,pay_2,1
Taiwan Credit Card Default,R3_F2,pay_3,1
Taiwan Credit Card Default,R3_F2,pay_4,1
Taiwan Credit Card Default,R3_F2,pay_5,1
Taiwan Credit Card Default,R3_F2,pay_6,1
Taiwan Credit Card Default,R3_F2,limit_bal,1
Taiwan Credit Card Default,R3_F2,age,1
Taiwan Credit Card Default,R3_F2,bill_amt1,1
Taiwan Credit Card Default,R3_F2,bill_amt2,0
Taiwan Credit Card Default,R3_F2,bill_amt3,0
Taiwan Credit Card Default,R3_F2,bill_amt4,0
Taiwan Credit Card Default,R3_F2,bill_amt5,0
Taiwan Credit Card Default,R3_F2,bill_amt6,0
Taiwan Credit Card Default,R3_F2,pay_amt1,1
Taiwan Credit Card Default,R3_F2,pay_amt2,1
Taiwan Credit Card Default,R3_F2,pay_amt3,1
Taiwan Credit Card Default,R3_F2,pay_amt4,1
Taiwan Credit Card Default,R3_F2,pay_amt5,1
Taiwan Credit Card Default,R3_F2,pay_amt6,1
Taiwan Credit Card Default,R3_F3,sex,1
Taiwan Credit Card Default,R3_F3,education,1
Taiwan Credit Card Default,R3_F3,marriage,1
Taiwan Credit Card Default,R3_F3,pay_0,1
Taiwan Credit Card Default,R3_F3,pay_2,1
Taiwan Credit Card Default,R3_F3,pay_3,1
Taiwan Credit Card Default,R3_F3,pay_4,1
Taiwan Credit Card Default,R3_F3,pay_5,1
Taiwan Credit Card Default,R3_F3,pay_6,1
Taiwan Credit Card Default,R3_F3,limit_bal,1
Taiwan Credit Card Default,R3_F3,age,1
Taiwan Credit Card Default,R3_F3,bill_amt1,0
Taiwan Credit Card Default,R3_F3,bill_amt2,1
Taiwan Credit Card Default,R3_F3,bill_amt3,0
Taiwan Credit Card Default,R3_F3,bill_amt4,0
Taiwan Credit Card Default,R3_F3,bill_amt5,0
Taiwan Credit Card Default,R3_F3,bill_amt6,0
Taiwan Credit Card Default,R3_F3,pay_amt1,1
Taiwan Credit Card Default,R3_F3,pay_amt2,1
Taiwan Credit Card Default,R3_F3,pay_amt3,1
Taiwan Credit Card Default,R3_F3,pay_amt4,1
Taiwan Credit Card Default,R3_F3,pay_amt5,1
Taiwan Credit Card Default,R3_F3,pay_amt6,1
Taiwan Credit Card Default,R3_F4,sex,1
Taiwan Credit Card Default,R3_F4,education,1
Taiwan Credit Card Default,R3_F4,marriage,1
Taiwan Credit Card Default,R3_F4,pay_0,1
Taiwan Credit Card Default,R3_F4,pay_2,1
Taiwan Credit Card Default,R3_F4,pay_3,1
Taiwan Credit Card Default,R3_F4,pay_4,1
Taiwan Credit Card Default,R3_F4,pay_5,1
Taiwan Credit Card Default,R3_F4,pay_6,1
Taiwan Credit Card Default,R3_F4,limit_bal,1
Taiwan Credit Card Default,R3_F4,age,0
Taiwan Credit Card Default,R3_F4,bill_amt1,1
Taiwan Credit Card Default,R3_F4,bill_amt2,1
Taiwan Credit Card Default,R3_F4,bill_amt3,0
Taiwan Credit Card Default,R3_F4,bill_amt4,0
Taiwan Credit Card Default,R3_F4,bill_amt5,0
Taiwan Credit Card Default,R3_F4,bill_amt6,0
Taiwan Credit Card Default,R3_F4,pay_amt1,1
Taiwan Credit Card Default,R3_F4,pay_amt2,1
Taiwan Credit Card Default,R3_F4,pay_amt3,1
Taiwan Credit Card Default,R3_F4,pay_amt4,1
Taiwan Credit Card Default,R3_F4,pay_amt5,1
Taiwan Credit Card Default,R3_F4,pay_amt6,1
Taiwan Credit Card Default,R3_F5,sex,1
Taiwan Credit Card Default,R3_F5,education,1
Taiwan Credit Card Default,R3_F5,marriage,1
Taiwan Credit Card Default,R3_F5,pay_0,1
Taiwan Credit Card Default,R3_F5,pay_2,1
Taiwan Credit Card Default,R3_F5,pay_3,1
Taiwan Credit Card Default,R3_F5,pay_4,1
Taiwan Credit Card Default,R3_F5,pay_5,1
Taiwan Credit Card Default,R3_F5,pay_6,1
Taiwan Credit Card Default,R3_F5,limit_bal,1
Taiwan Credit Card Default,R3_F5,age,1
Taiwan Credit Card Default,R3_F5,bill_amt1,1
Taiwan Credit Card Default,R3_F5,bill_amt2,0
Taiwan Credit Card Default,R3_F5,bill_amt3,0
Taiwan Credit Card Default,R3_F5,bill_amt4,0
Taiwan Credit Card Default,R3_F5,bill_amt5,0
Taiwan Credit Card Default,R3_F5,bill_amt6,0
Taiwan Credit Card Default,R3_F5,pay_amt1,1
Taiwan Credit Card Default,R3_F5,pay_amt2,1
Taiwan Credit Card Default,R3_F5,pay_amt3,1
Taiwan Credit Card Default,R3_F5,pay_amt4,1
Taiwan Credit Card Default,R3_F5,pay_amt5,1
Taiwan Credit Card Default,R3_F5,pay_amt6,1
Taiwan Credit Card Default,R4_F1,sex,1
Taiwan Credit Card Default,R4_F1,education,1
Taiwan Credit Card Default,R4_F1,marriage,1
Taiwan Credit Card Default,R4_F1,pay_0,1
Taiwan Credit Card Default,R4_F1,pay_2,1
Taiwan Credit Card Default,R4_F1,pay_3,1
Taiwan Credit Card Default,R4_F1,pay_4,1
Taiwan Credit Card Default,R4_F1,pay_5,1
Taiwan Credit Card Default,R4_F1,pay_6,1
Taiwan Credit Card Default,R4_F1,limit_bal,1
Taiwan Credit Card Default,R4_F1,age,1
Taiwan Credit Card Default,R4_F1,bill_amt1,0
Taiwan Credit Card Default,R4_F1,bill_amt2,1
Taiwan Credit Card Default,R4_F1,bill_amt3,0
Taiwan Credit Card Default,R4_F1,bill_amt4,0
Taiwan Credit Card Default,R4_F1,bill_amt5,0
Taiwan Credit Card Default,R4_F1,bill_amt6,0
Taiwan Credit Card Default,R4_F1,pay_amt1,1
Taiwan Credit Card Default,R4_F1,pay_amt2,1
Taiwan Credit Card Default,R4_F1,pay_amt3,1
Taiwan Credit Card Default,R4_F1,pay_amt4,1
Taiwan Credit Card Default,R4_F1,pay_amt5,1
Taiwan Credit Card Default,R4_F1,pay_amt6,1
Taiwan Credit Card Default,R4_F2,sex,1
Taiwan Credit Card Default,R4_F2,education,1
Taiwan Credit Card Default,R4_F2,marriage,1
Taiwan Credit Card Default,R4_F2,pay_0,1
Taiwan Credit Card Default,R4_F2,pay_2,1
Taiwan Credit Card Default,R4_F2,pay_3,1
Taiwan Credit Card Default,R4_F2,pay_4,1
Taiwan Credit Card Default,R4_F2,pay_5,1
Taiwan Credit Card Default,R4_F2,pay_6,1
Taiwan Credit Card Default,R4_F2,limit_bal,1
Taiwan Credit Card Default,R4_F2,age,1
Taiwan Credit Card Default,R4_F2,bill_amt1,1
Taiwan Credit Card Default,R4_F2,bill_amt2,0
Taiwan Credit Card Default,R4_F2,bill_amt3,0
Taiwan Credit Card Default,R4_F2,bill_amt4,0
Taiwan Credit Card Default,R4_F2,bill_amt5,0
Taiwan Credit Card Default,R4_F2,bill_amt6,0
Taiwan Credit Card Default,R4_F2,pay_amt1,1
Taiwan Credit Card Default,R4_F2,pay_amt2,1
Taiwan Credit Card Default,R4_F2,pay_amt3,1
Taiwan Credit Card Default,R4_F2,pay_amt4,1
Taiwan Credit Card Default,R4_F2,pay_amt5,1
Taiwan Credit Card Default,R4_F2,pay_amt6,1
Taiwan Credit Card Default,R4_F3,sex,1
Taiwan Credit Card Default,R4_F3,education,1
Taiwan Credit Card Default,R4_F3,marriage,1
Taiwan Credit Card Default,R4_F3,pay_0,1
Taiwan Credit Card Default,R4_F3,pay_2,1
Taiwan Credit Card Default,R4_F3,pay_3,1
Taiwan Credit Card Default,R4_F3,pay_4,1
Taiwan Credit Card Default,R4_F3,pay_5,1
Taiwan Credit Card Default,R4_F3,pay_6,1
Taiwan Credit Card Default,R4_F3,limit_bal,1
Taiwan Credit Card Default,R4_F3,age,1
Taiwan Credit Card Default,R4_F3,bill_amt1,1
Taiwan Credit Card Default,R4_F3,bill_amt2,0
Taiwan Credit Card Default,R4_F3,bill_amt3,0
Taiwan Credit Card Default,R4_F3,bill_amt4,0
Taiwan Credit Card Default,R4_F3,bill_amt5,0
Taiwan Credit Card Default,R4_F3,bill_amt6,0
Taiwan Credit Card Default,R4_F3,pay_amt1,1
Taiwan Credit Card Default,R4_F3,pay_amt2,1
Taiwan Credit Card Default,R4_F3,pay_amt3,1
Taiwan Credit Card Default,R4_F3,pay_amt4,1
Taiwan Credit Card Default,R4_F3,pay_amt5,1
Taiwan Credit Card Default,R4_F3,pay_amt6,1
Taiwan Credit Card Default,R4_F4,sex,1
Taiwan Credit Card Default,R4_F4,education,1
Taiwan Credit Card Default,R4_F4,marriage,1
Taiwan Credit Card Default,R4_F4,pay_0,1
Taiwan Credit Card Default,R4_F4,pay_2,1
Taiwan Credit Card Default,R4_F4,pay_3,1
Taiwan Credit Card Default,R4_F4,pay_4,1
Taiwan Credit Card Default,R4_F4,pay_5,1
Taiwan Credit Card Default,R4_F4,pay_6,1
Taiwan Credit Card Default,R4_F4,limit_bal,1
Taiwan Credit Card Default,R4_F4,age,1
Taiwan Credit Card Default,R4_F4,bill_amt1,1
Taiwan Credit Card Default,R4_F4,bill_amt2,0
Taiwan Credit Card Default,R4_F4,bill_amt3,0
Taiwan Credit Card Default,R4_F4,bill_amt4,0
Taiwan Credit Card Default,R4_F4,bill_amt5,0
Taiwan Credit Card Default,R4_F4,bill_amt6,0
Taiwan Credit Card Default,R4_F4,pay_amt1,1
Taiwan Credit Card Default,R4_F4,pay_amt2,1
Taiwan Credit Card Default,R4_F4,pay_amt3,1
Taiwan Credit Card Default,R4_F4,pay_amt4,1
Taiwan Credit Card Default,R4_F4,pay_amt5,1
Taiwan Credit Card Default,R4_F4,pay_amt6,1
Taiwan Credit Card Default,R4_F5,sex,1
Taiwan Credit Card Default,R4_F5,education,1
Taiwan Credit Card Default,R4_F5,marriage,1
Taiwan Credit Card Default,R4_F5,pay_0,1
Taiwan Credit Card Default,R4_F5,pay_2,1
Taiwan Credit Card Default,R4_F5,pay_3,1
