dataset,run_id,repeat,fold,selector,retained_fraction,total_source_features,selected_source_features,selected_transformed_features,feature_reduction_pct,selector_runtime_seconds,xgb_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,baseline_roc_auc,baseline_pr_auc,baseline_recall_adverse,baseline_precision_adverse,baseline_f1_adverse,baseline_balanced_accuracy,baseline_mcc,baseline_gmean,baseline_ks_statistic,delta_roc_auc,delta_pr_auc,delta_recall_adverse,delta_precision_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc,delta_gmean,delta_ks_statistic
Taiwan Credit Card Default,R3_F2,3,2,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.1183407999924384,0.8175842000055127,0.8217260913028991,0.6680790960451978,0.36162079510703365,0.949936088623775,0.46924603174603174,0.6557784418654043,0.39875318830947454,0.7852589159953041,0.5607404640416115,0.58610292924451,0.43614921254148376,4459,235,835,473,0.7875711429386725,0.5602870955173527,0.360091743119266,0.6578212290502793,0.4654150197628458,0.653948726267771,0.3921583076737538,0.5842063077732894,0.4355960957380689,-0.0023122269433684117,0.0004533685242588126,0.001529051987767649,0.010257866994918485,0.003831011983185917,0.0018297155976333412,0.0065948806357207235,0.0018966214712206053,0.0005531168034148548
Taiwan Credit Card Default,R3_F3,3,3,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.11895000003278255,0.823731400014367,0.8258043007167861,0.6918844566712518,0.37990936555891236,0.9520855614973261,0.4904924427108727,0.6659974635281193,0.4219017643769616,0.7800051698789926,0.5708688493041485,0.6014201706180546,0.4392700777097436,4451,224,821,503,0.7822669111588607,0.5724381324211698,0.3768882175226586,0.6892265193370166,0.4873046875,0.6643799376383347,0.4185362628050394,0.5989567700604503,0.4401634974231384,-0.0022617412798681125,-0.001569283117021314,0.0030211480362537513,0.0026579373342351387,0.0031877552108727225,0.0016175258897845879,0.0033655015719221693,0.0024634005576043005,-0.0008934197133947941
Taiwan Credit Card Default,R3_F4,3,4,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.11149949999526143,0.9034862000262365,0.8211666666666667,0.6828609986504723,0.37648809523809523,0.9495274914089347,0.4853717026378897,0.663007793323515,0.4131272049461291,0.7878053216024382,0.5708024156580799,0.597901159571343,0.45501196612665684,4421,235,838,506,0.7884808132875143,0.5671252125930782,0.3742559523809524,0.6815718157181572,0.4831892411143131,0.6618917218949435,0.411014511273142,0.5961260903610472,0.4532707412862052,-0.0006754916850760795,0.003677203065001633,0.002232142857142849,0.0012891829323151693,0.0021824615235765954,0.0011160714285715079,0.0021126936729871093,0.0017750692102957988,0.0017412248404516384
Taiwan Credit Card Default,R3_F5,3,5,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.120023499999661,0.9240977999870665,0.8198333333333333,0.6576819407008087,0.37110266159695815,0.9457844183564568,0.4744773942634905,0.6584435399767075,0.3982079838081642,0.7880123848054832,0.5513568358087383,0.5924382794426877,0.4394236114774521,4431,254,827,488,0.7875936063238796,0.552056450813601,0.3749049429657795,0.6547144754316069,0.4767891682785299,0.6597043391456432,0.3988516247421987,0.5950622816337588,0.4421310630561902,0.00041877848160354336,-0.0006996150048627081,-0.0038022813688213253,0.0029674652692017744,-0.002311774015039403,-0.0012607991689357334,-0.0006436409340345173,-0.002624002191071173,-0.002707451578738085
Taiwan Credit Card Default,R4_F1,4,1,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.11053959996206686,0.8854276000056416,0.8244414804934979,0.7007194244604317,0.3656156156156156,0.9554222031718816,0.48051307350764677,0.6605189093937487,0.41689574235996313,0.7832739780071543,0.5707120517435131,0.5910306903922293,0.4339883175073917,4458,208,845,487,0.7872589423971763,0.5718378725666694,0.3663663663663664,0.7011494252873564,0.4812623274161736,0.660894284769124,0.4176097323721819,0.5916371868990578,0.4437403541561278,-0.00398496439002205,-0.001125820823156265,-0.0007507507507507616,-0.00043000082692468133,-0.0007492539085268146,-0.00037537537537535304,-0.0007139900122187792,-0.0006064965068284245,-0.009752036648736084
Taiwan Credit Card Default,R4_F2,4,2,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.1296977000311017,1.0281543000019155,0.8245584805064978,0.6772334293948127,0.36181678214010776,0.9523708271316181,0.47165077772202707,0.657093804635863,0.4046093608687083,0.7894759327617034,0.5613662395383098,0.5870125621116424,0.4462447356010945,4479,224,829,470,0.789230155779884,0.5612352321858743,0.3610469591993841,0.672883787661406,0.469939879759519,0.656283632693462,0.4017690470324003,0.5861258509616157,0.4458412455843215,0.0002457769818193789,0.0001310073524354305,0.0007698229407236412,0.004349641733406684,0.0017108979625080623,0.0008101719424009612,0.002840313836308006,0.0008867111500266978,0.00040349001677303376
Taiwan Credit Card Default,R4_F3,4,3,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.18496440001763403,1.1162586000282317,0.8151666666666667,0.6713091922005571,0.35571955719557197,0.9491926803013994,0.46502653159671975,0.6524561187484856,0.39280403570172656,0.7813190392399079,0.5632451524754024,0.581073489268003,0.4342811974944292,4409,236,873,482,0.7791599903081915,0.5620309588159844,0.3601476014760147,0.667578659370725,0.4678811121764142,0.6539166425033465,0.3935095674492129,0.58421462312812,0.4320401653962717,0.0021590489317163675,0.0012141936594179947,-0.0044280442804427445,0.003730532829832045,-0.0028545805796944546,-0.0014605237548608319,-0.0007055317474863321,-0.0031411338601170513,0.002241032098157514
Taiwan Credit Card Default,R4_F4,4,4,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.13771590002579615,1.0132932999986224,0.8161801501251043,0.646978021978022,0.35790273556231,0.9450737337037829,0.4608610567514677,0.6514882346330464,0.3839423498974498,0.7720344441405724,0.5546774634634608,0.5815878906929459,0.4142245212554835,4422,257,845,471,0.7714208898194156,0.5520287810958993,0.3525835866261398,0.6507713884992987,0.4573681616559881,0.6496835436870815,0.3827935010659395,0.5777718602114423,0.4193776954652847,0.0006135543211568395,0.00264868236756155,0.005319148936170193,-0.0037933665212767087,0.00349289509547962,0.0018046909459649152,0.0011488488315102852,0.003816030481503585,-0.0051531742098012145
Taiwan Credit Card Default,R4_F5,4,5,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.13257810001960024,0.9600524000125006,0.82248126561199,0.6786666666666666,0.3815592203898051,0.9484050524512952,0.4884836852207294,0.6649821364205502,0.4148898166994562,0.7831484867713864,0.5554230967415364,0.6015585527835744,0.43370431033680334,4430,241,825,509,0.7862809122092776,0.55905982232178,0.389055472263868,0.6722797927461139,0.4928774928774929,0.6674457408418463,0.4159134182382904,0.6066157559188535,0.4364752434315919,-0.003132425437891273,-0.003636725580243527,-0.007496251874062887,0.006386873920552705,-0.004393807656763504,-0.0024636044212961172,-0.00102360153883424,-0.005057203135279131,-0.0027709330947885413
Taiwan Credit Card Default,R5_F1,5,1,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.13939769996795803,0.9719494999735616,0.830305050841807,0.6901595744680851,0.39800613496932513,0.9503727369542067,0.504863813229572,0.674189435961766,0.4339542540920634,0.7914582475809666,0.5689250375391808,0.6150237229695802,0.45593161371253843,4462,233,785,519,0.7947165925112867,0.5687410695172419,0.3957055214723926,0.6907630522088354,0.5031691857630424,0.6732521217585605,0.4328550533292781,0.6133810431713665,0.4541809587277942,-0.0032583449303200673,0.00018396802193887396,0.0023006134969325576,-0.0006034777407503134,0.0016946274665295968,0.0009373142032054194,0.0010992007627853018,0.001642679798213642,0.0017506549847442487
Taiwan Credit Card Default,R5_F2,5,2,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.13103460002457723,1.010250499995891,0.8186062020673558,0.6796116504854369,0.3637713437268003,0.9503332616641582,0.4738878143133462,0.6570523026954793,0.4030603634999834,0.7825483004748522,0.5688104189311831,0.5879659918599406,0.441119782176786,4420,231,857,490,0.7819386336279751,0.568579585984189,0.3659985152190051,0.6781292984869326,0.4754098360655737,0.6578433771536867,0.4036450342816515,0.5895629613767255,0.4384865385655981,0.0006096668468771327,0.0002308329469941084,-0.0022271714922048047,0.0014823519985043276,-0.001522021752227487,-0.0007910744582073637,-0.000584670781668073,-0.0015969695167848963,0.0026332436111878854
Taiwan Credit Card Default,R5_F3,5,3,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.1262968999799341,1.0054337999899872,0.8169389796598866,0.654320987654321,0.36054421768707484,0.9460962566844919,0.4649122807017544,0.6533202371857834,0.38910995715314095,0.7768035699128137,0.5510421728382442,0.5840458327246074,0.4261093528320419,4423,252,846,477,0.7752042231033828,0.5492351697681787,0.365079365079365,0.6491935483870968,0.467343976777939,0.6546252440370087,0.3890000180041463,0.5871093544725368,0.4258925388337153,0.0015993468094309682,0.0018070030700655382,-0.004535147392290162,0.005127439267224254,-0.0024316960761845974,-0.0013050068512253654,0.00010993914899465329,-0.003063521747929343,0.00021681399832657045
Taiwan Credit Card Default,R5_F4,5,4,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.12974090001080185,0.979536900005769,0.8164862614487927,0.6747503566333809,0.35115070527097253,0.9510519536281666,0.4619140625,0.6511013294495696,0.392573567292723,0.7843826571969643,0.5595496991688078,0.5778949422393892,0.43843227145035174,4430,228,874,473,0.7856721184076186,0.5625099252494936,0.3489235337787676,0.6752873563218391,0.4601076847772883,0.6502024281173786,0.3914528925397763,0.5761894005931028,0.4389502553740433,-0.001289461210654319,-0.0029602260806858016,0.0022271714922049157,-0.0005369996884582173,0.001806377722711694,0.0008989013321909489,0.0011206747529467487,0.0017055416462864459,-0.0005179839236915673
Taiwan Credit Card Default,R5_F5,5,5,GroupAware_Chi2,0.75,23,18,24,21.739130434782606,0.13122189999558032,0.989065199973993,0.8225,0.6765536723163842,0.36425855513307986,0.9511205976520811,0.4735541275333663,0.6576895763925805,0.4044120705799739,0.7820094874427326,0.5527041317062762,0.5886032744200956,0.43066984267401426,4456,229,836,479,0.7828737455920725,0.5516035902824951,0.3718631178707224,0.6763485477178424,0.479882237487733,0.6609582398318394,0.4090705249559485,0.5943818682125913,0.4391135855472728,-0.0008642581493398804,0.0011005414237811317,-0.0076045627376425395,0.00020512459854182818,-0.006328109954366723,-0.003268663439258912,-0.004658454375974563,-0.005778593792495679,-0.008443742873258553
