run_id,inner_fold,feature_regime,training_regime,selected_source_features,selected_features
R2_F2,5,FrozenChi2Top75,Unweighted,15,duration;status;housing;credit_history;savings;property;amount;employment_duration;other_installment_plans;purpose;other_debtors;personal_status_sex;number_credits;foreign_worker;installment_rate
R2_F2,1,FrozenChi2Top75,Balanced,15,housing;status;other_installment_plans;duration;credit_history;property;foreign_worker;personal_status_sex;savings;telephone;purpose;employment_duration;amount;other_debtors;people_liable
R2_F2,2,FrozenChi2Top75,Balanced,15,housing;duration;status;other_installment_plans;credit_history;property;savings;telephone;purpose;employment_duration;installment_rate;foreign_worker;personal_status_sex;people_liable;other_debtors
R2_F2,3,FrozenChi2Top75,Balanced,15,duration;status;housing;credit_history;savings;other_installment_plans;purpose;property;employment_duration;amount;foreign_worker;installment_rate;personal_status_sex;job;other_debtors
R2_F2,4,FrozenChi2Top75,Balanced,15,duration;status;credit_history;other_installment_plans;housing;people_liable;property;savings;employment_duration;number_credits;purpose;installment_rate;amount;foreign_worker;personal_status_sex
R2_F2,5,FrozenChi2Top75,Balanced,15,duration;status;housing;credit_history;savings;property;amount;employment_duration;other_installment_plans;purpose;other_debtors;personal_status_sex;number_credits;foreign_worker;installment_rate
R2_F3,1,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,2,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,3,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,4,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,5,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,1,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,2,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,3,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,4,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,5,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F3,1,FrozenChi2Top75,Unweighted,15,status;savings;housing;credit_history;duration;amount;foreign_worker;purpose;property;telephone;other_installment_plans;people_liable;employment_duration;other_debtors;personal_status_sex
R2_F3,2,FrozenChi2Top75,Unweighted,15,housing;savings;duration;status;credit_history;personal_status_sex;amount;property;purpose;other_debtors;age;telephone;foreign_worker;present_residence;other_installment_plans
R2_F3,3,FrozenChi2Top75,Unweighted,15,status;savings;duration;credit_history;housing;amount;other_installment_plans;property;purpose;employment_duration;other_debtors;age;telephone;personal_status_sex;installment_rate
R2_F3,4,FrozenChi2Top75,Unweighted,15,housing;duration;status;savings;amount;credit_history;purpose;other_installment_plans;property;foreign_worker;employment_duration;people_liable;personal_status_sex;age;installment_rate
R2_F3,5,FrozenChi2Top75,Unweighted,15,savings;status;duration;credit_history;housing;installment_rate;amount;personal_status_sex;employment_duration;property;other_debtors;foreign_worker;age;purpose;telephone
R2_F3,1,FrozenChi2Top75,Balanced,15,status;savings;housing;credit_history;duration;amount;foreign_worker;purpose;property;telephone;other_installment_plans;people_liable;employment_duration;other_debtors;personal_status_sex
R2_F3,2,FrozenChi2Top75,Balanced,15,housing;savings;duration;status;credit_history;personal_status_sex;amount;property;purpose;other_debtors;age;telephone;foreign_worker;present_residence;other_installment_plans
R2_F3,3,FrozenChi2Top75,Balanced,15,status;savings;duration;credit_history;housing;amount;other_installment_plans;property;purpose;employment_duration;other_debtors;age;telephone;personal_status_sex;installment_rate
R2_F3,4,FrozenChi2Top75,Balanced,15,housing;duration;status;savings;amount;credit_history;purpose;other_installment_plans;property;foreign_worker;employment_duration;people_liable;personal_status_sex;age;installment_rate
R2_F3,5,FrozenChi2Top75,Balanced,15,savings;status;duration;credit_history;housing;installment_rate;amount;personal_status_sex;employment_duration;property;other_debtors;foreign_worker;age;purpose;telephone
R2_F4,1,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,2,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,3,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,4,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,5,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,1,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,2,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,3,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,4,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,5,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F4,1,FrozenChi2Top75,Unweighted,15,duration;status;other_installment_plans;savings;amount;housing;credit_history;employment_duration;property;foreign_worker;number_credits;telephone;purpose;personal_status_sex;other_debtors
R2_F4,2,FrozenChi2Top75,Unweighted,15,status;other_installment_plans;duration;savings;credit_history;housing;amount;property;foreign_worker;employment_duration;purpose;personal_status_sex;telephone;installment_rate;other_debtors
R2_F4,3,FrozenChi2Top75,Unweighted,15,status;duration;savings;other_installment_plans;amount;credit_history;housing;age;property;employment_duration;purpose;other_debtors;installment_rate;foreign_worker;job
R2_F4,4,FrozenChi2Top75,Unweighted,15,status;savings;other_installment_plans;duration;housing;amount;credit_history;employment_duration;property;purpose;personal_status_sex;installment_rate;other_debtors;job;foreign_worker
R2_F4,5,FrozenChi2Top75,Unweighted,15,status;duration;housing;credit_history;savings;other_installment_plans;amount;employment_duration;property;personal_status_sex;installment_rate;other_debtors;purpose;foreign_worker;people_liable
R2_F4,1,FrozenChi2Top75,Balanced,15,duration;status;other_installment_plans;savings;amount;housing;credit_history;employment_duration;property;foreign_worker;number_credits;telephone;purpose;personal_status_sex;other_debtors
R2_F4,2,FrozenChi2Top75,Balanced,15,status;other_installment_plans;duration;savings;credit_history;housing;amount;property;foreign_worker;employment_duration;purpose;personal_status_sex;telephone;installment_rate;other_debtors
R2_F4,3,FrozenChi2Top75,Balanced,15,status;duration;savings;other_installment_plans;amount;credit_history;housing;age;property;employment_duration;purpose;other_debtors;installment_rate;foreign_worker;job
R2_F4,4,FrozenChi2Top75,Balanced,15,status;savings;other_installment_plans;duration;housing;amount;credit_history;employment_duration;property;purpose;personal_status_sex;installment_rate;other_debtors;job;foreign_worker
R2_F4,5,FrozenChi2Top75,Balanced,15,status;duration;housing;credit_history;savings;other_installment_plans;amount;employment_duration;property;personal_status_sex;installment_rate;other_debtors;purpose;foreign_worker;people_liable
R2_F5,1,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,2,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,3,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,4,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,5,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,1,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,2,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,3,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,4,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,5,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R2_F5,1,FrozenChi2Top75,Unweighted,15,status;housing;credit_history;savings;duration;personal_status_sex;amount;property;purpose;employment_duration;foreign_worker;other_debtors;age;telephone;other_installment_plans
R2_F5,2,FrozenChi2Top75,Unweighted,15,status;duration;credit_history;housing;savings;employment_duration;amount;foreign_worker;other_installment_plans;property;personal_status_sex;purpose;age;installment_rate;other_debtors
R2_F5,3,FrozenChi2Top75,Unweighted,15,status;duration;housing;credit_history;savings;amount;other_installment_plans;purpose;employment_duration;foreign_worker;personal_status_sex;property;other_debtors;installment_rate;age
R2_F5,4,FrozenChi2Top75,Unweighted,15,housing;status;duration;credit_history;savings;amount;purpose;personal_status_sex;property;employment_duration;foreign_worker;other_installment_plans;number_credits;people_liable;other_debtors
R2_F5,5,FrozenChi2Top75,Unweighted,15,status;duration;credit_history;housing;savings;amount;employment_duration;other_installment_plans;personal_status_sex;purpose;number_credits;foreign_worker;property;age;other_debtors
R2_F5,1,FrozenChi2Top75,Balanced,15,status;housing;credit_history;savings;duration;personal_status_sex;amount;property;purpose;employment_duration;foreign_worker;other_debtors;age;telephone;other_installment_plans
R2_F5,2,FrozenChi2Top75,Balanced,15,status;duration;credit_history;housing;savings;employment_duration;amount;foreign_worker;other_installment_plans;property;personal_status_sex;purpose;age;installment_rate;other_debtors
R2_F5,3,FrozenChi2Top75,Balanced,15,status;duration;housing;credit_history;savings;amount;other_installment_plans;purpose;employment_duration;foreign_worker;personal_status_sex;property;other_debtors;installment_rate;age
R2_F5,4,FrozenChi2Top75,Balanced,15,housing;status;duration;credit_history;savings;amount;purpose;personal_status_sex;property;employment_duration;foreign_worker;other_installment_plans;number_credits;people_liable;other_debtors
R2_F5,5,FrozenChi2Top75,Balanced,15,status;duration;credit_history;housing;savings;amount;employment_duration;other_installment_plans;personal_status_sex;purpose;number_credits;foreign_worker;property;age;other_debtors
R3_F1,1,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,2,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,3,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,4,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,5,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,1,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,2,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,3,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,4,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,5,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F1,1,FrozenChi2Top75,Unweighted,15,status;housing;savings;other_installment_plans;credit_history;amount;duration;personal_status_sex;purpose;property;people_liable;other_debtors;foreign_worker;employment_duration;age
R3_F1,2,FrozenChi2Top75,Unweighted,15,housing;status;savings;duration;amount;other_installment_plans;credit_history;property;foreign_worker;purpose;installment_rate;employment_duration;telephone;age;other_debtors
R3_F1,3,FrozenChi2Top75,Unweighted,15,status;housing;other_installment_plans;duration;savings;amount;credit_history;personal_status_sex;purpose;property;foreign_worker;installment_rate;employment_duration;other_debtors;age
R3_F1,4,FrozenChi2Top75,Unweighted,15,housing;savings;status;other_installment_plans;duration;amount;property;credit_history;purpose;employment_duration;foreign_worker;personal_status_sex;age;other_debtors;job
R3_F1,5,FrozenChi2Top75,Unweighted,15,housing;duration;savings;status;other_installment_plans;credit_history;people_liable;property;foreign_worker;amount;purpose;installment_rate;employment_duration;other_debtors;job
R3_F1,1,FrozenChi2Top75,Balanced,15,status;housing;savings;other_installment_plans;credit_history;amount;duration;personal_status_sex;purpose;property;people_liable;other_debtors;foreign_worker;employment_duration;age
R3_F1,2,FrozenChi2Top75,Balanced,15,housing;status;savings;duration;amount;other_installment_plans;credit_history;property;foreign_worker;purpose;installment_rate;employment_duration;telephone;age;other_debtors
R3_F1,3,FrozenChi2Top75,Balanced,15,status;housing;other_installment_plans;duration;savings;amount;credit_history;personal_status_sex;purpose;property;foreign_worker;installment_rate;employment_duration;other_debtors;age
R3_F1,4,FrozenChi2Top75,Balanced,15,housing;savings;status;other_installment_plans;duration;amount;property;credit_history;purpose;employment_duration;foreign_worker;personal_status_sex;age;other_debtors;job
R3_F1,5,FrozenChi2Top75,Balanced,15,housing;duration;savings;status;other_installment_plans;credit_history;people_liable;property;foreign_worker;amount;purpose;installment_rate;employment_duration;other_debtors;job
R3_F2,1,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,2,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,3,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,4,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,5,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,1,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,2,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,3,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,4,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,5,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F2,1,FrozenChi2Top75,Unweighted,15,status;housing;savings;duration;other_installment_plans;credit_history;personal_status_sex;employment_duration;amount;telephone;purpose;property;age;number_credits;people_liable
R3_F2,2,FrozenChi2Top75,Unweighted,15,status;housing;duration;credit_history;savings;other_installment_plans;amount;employment_duration;property;personal_status_sex;foreign_worker;telephone;purpose;installment_rate;number_credits
R3_F2,3,FrozenChi2Top75,Unweighted,15,status;duration;housing;property;credit_history;savings;telephone;employment_duration;installment_rate;other_debtors;other_installment_plans;foreign_worker;personal_status_sex;amount;purpose
R3_F2,4,FrozenChi2Top75,Unweighted,15,status;savings;housing;credit_history;employment_duration;duration;telephone;people_liable;other_installment_plans;other_debtors;foreign_worker;installment_rate;purpose;number_credits;property
R3_F2,5,FrozenChi2Top75,Unweighted,15,status;credit_history;savings;duration;personal_status_sex;employment_duration;housing;other_installment_plans;other_debtors;purpose;number_credits;amount;property;foreign_worker;job
R3_F2,1,FrozenChi2Top75,Balanced,15,status;housing;savings;duration;other_installment_plans;credit_history;personal_status_sex;employment_duration;amount;telephone;purpose;property;age;number_credits;people_liable
R3_F2,2,FrozenChi2Top75,Balanced,15,status;housing;duration;credit_history;savings;other_installment_plans;amount;employment_duration;property;personal_status_sex;foreign_worker;telephone;purpose;installment_rate;number_credits
R3_F2,3,FrozenChi2Top75,Balanced,15,status;duration;housing;property;credit_history;savings;telephone;employment_duration;installment_rate;other_debtors;other_installment_plans;foreign_worker;personal_status_sex;amount;purpose
R3_F2,4,FrozenChi2Top75,Balanced,15,status;savings;housing;credit_history;employment_duration;duration;telephone;people_liable;other_installment_plans;other_debtors;foreign_worker;installment_rate;purpose;number_credits;property
R3_F2,5,FrozenChi2Top75,Balanced,15,status;credit_history;savings;duration;personal_status_sex;employment_duration;housing;other_installment_plans;other_debtors;purpose;number_credits;amount;property;foreign_worker;job
R3_F3,1,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,2,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,3,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,4,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,5,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,1,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,2,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,3,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,4,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,5,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F3,1,FrozenChi2Top75,Unweighted,15,status;duration;amount;savings;housing;credit_history;employment_duration;age;other_debtors;purpose;personal_status_sex;other_installment_plans;property;installment_rate;foreign_worker
R3_F3,2,FrozenChi2Top75,Unweighted,15,status;duration;savings;housing;credit_history;other_installment_plans;property;amount;purpose;number_credits;foreign_worker;personal_status_sex;employment_duration;age;other_debtors
R3_F3,3,FrozenChi2Top75,Unweighted,15,status;duration;housing;credit_history;savings;amount;installment_rate;age;foreign_worker;employment_duration;property;purpose;number_credits;other_installment_plans;personal_status_sex
R3_F3,4,FrozenChi2Top75,Unweighted,15,status;housing;duration;savings;credit_history;other_installment_plans;amount;property;purpose;employment_duration;age;foreign_worker;personal_status_sex;other_debtors;installment_rate
R3_F3,5,FrozenChi2Top75,Unweighted,15,status;duration;amount;savings;credit_history;other_installment_plans;housing;property;employment_duration;purpose;other_debtors;foreign_worker;age;number_credits;personal_status_sex
R3_F3,1,FrozenChi2Top75,Balanced,15,status;duration;amount;savings;housing;credit_history;employment_duration;age;other_debtors;purpose;personal_status_sex;other_installment_plans;property;installment_rate;foreign_worker
R3_F3,2,FrozenChi2Top75,Balanced,15,status;duration;savings;housing;credit_history;other_installment_plans;property;amount;purpose;number_credits;foreign_worker;personal_status_sex;employment_duration;age;other_debtors
R3_F3,3,FrozenChi2Top75,Balanced,15,status;duration;housing;credit_history;savings;amount;installment_rate;age;foreign_worker;employment_duration;property;purpose;number_credits;other_installment_plans;personal_status_sex
R3_F3,4,FrozenChi2Top75,Balanced,15,status;housing;duration;savings;credit_history;other_installment_plans;amount;property;purpose;employment_duration;age;foreign_worker;personal_status_sex;other_debtors;installment_rate
R3_F3,5,FrozenChi2Top75,Balanced,15,status;duration;amount;savings;credit_history;other_installment_plans;housing;property;employment_duration;purpose;other_debtors;foreign_worker;age;number_credits;personal_status_sex
R3_F4,1,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F4,2,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F4,3,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F4,4,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F4,5,AllFeatures,Unweighted,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F4,1,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F4,2,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F4,3,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
R3_F4,4,AllFeatures,Balanced,20,status;credit_history;purpose;savings;employment_duration;personal_status_sex;other_debtors;property;other_installment_plans;housing;job;telephone;foreign_worker;duration;amount;installment_rate;present_residence;age;number_credits;people_liable
