dataset,run_id,repeat,fold,threshold_strategy,selected_threshold,threshold,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,tn,fp,fn,tp,cost_FN1_FP1,cost_FN2_FP1,cost_FN5_FP1,cost_FN10_FP1,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100
Taiwan Credit Card Default,R3_F3,3,3,Fixed0.50,0.5,0.5,0.8253042173695616,0.6943661971830986,0.3723564954682779,0.9535828877005348,0.48475909537856443,0.6629696915844063,0.41846166778638,0.5958798387281546,4458,217,831,493,1048,1879,4372,8527,17.46957826304384,31.321886981163527,72.87881313552259,142.140356726121
Taiwan Credit Card Default,R3_F3,3,3,MinCost_FN2_FP1,0.31274171741084084,0.31274171741084084,0.8083013835639273,0.5714285714285714,0.525679758308157,0.8883422459893048,0.5476003147128246,0.7070110021487309,0.42684992320773746,0.6833619371654988,4153,522,628,696,1150,1778,3662,6802,19.169861643607266,29.638273045507585,61.04350725120853,113.38556426071011
Taiwan Credit Card Default,R3_F4,3,4,Fixed0.50,0.5,0.5,0.8203333333333334,0.6837016574585635,0.36830357142857145,0.9508161512027491,0.4787234042553192,0.6595598613156602,0.4084492373335942,0.5917676776066272,4427,229,849,495,1078,1927,4474,8719,17.966666666666665,32.11666666666667,74.56666666666666,145.31666666666666
Taiwan Credit Card Default,R3_F4,3,4,MinCost_FN2_FP1,0.30608736691221544,0.30608736691221544,0.8045,0.5693430656934306,0.5223214285714286,0.8859536082474226,0.5448195576251456,0.7041375184094256,0.4212644708349099,0.6802591817151795,4125,531,642,702,1173,1815,3741,6951,19.55,30.25,62.35,115.85
Taiwan Credit Card Default,R3_F5,3,5,Fixed0.50,0.5,0.5,0.821,0.6657496561210454,0.36806083650190113,0.9481323372465315,0.4740450538687561,0.6580965868742163,0.4008427866750328,0.590737150652861,4442,243,831,484,1074,1905,4398,8553,17.9,31.75,73.3,142.55
Taiwan Credit Card Default,R3_F5,3,5,MinCost_FN2_FP1,0.3241663515134593,0.3241663515134593,0.8095,0.5735042735042735,0.5102661596958175,0.8934898612593383,0.5400402414486921,0.7018780104775779,0.4215704773148954,0.6752167357463463,4186,499,644,671,1143,1787,3719,6939,19.05,29.783333333333335,61.983333333333334,115.65
Taiwan Credit Card Default,R4_F1,4,1,Fixed0.50,0.5,0.5,0.824108036012004,0.7082706766917293,0.3536036036036036,0.9584226318045435,0.471707561342013,0.6560131177040736,0.4130655505203217,0.5821526401050985,4472,194,861,471,1055,1916,4499,8804,17.5891963987996,31.943981327109036,75.00833611203734,146.78226075358452
Taiwan Credit Card Default,R4_F1,4,1,MinCost_FN2_FP1,0.33023631468709247,0.33023631468709247,0.8159386462154051,0.6017857142857143,0.506006006006006,0.904414916416631,0.5497553017944535,0.7052104612113185,0.43774789104003725,0.6764904874632275,4220,446,658,674,1104,1762,3736,7026,18.406135378459485,29.376458819606537,62.28742914304768,117.13904634878293
Taiwan Credit Card Default,R4_F2,4,2,Fixed0.50,0.5,0.5,0.8255581472842386,0.6805157593123209,0.36566589684372597,0.9525834573676377,0.4757135703555333,0.6591246771056818,0.40881811079433017,0.5901925823465036,4480,223,824,475,1047,1871,4343,8463,17.444185271576142,31.17294235254915,72.35921359546818,141.00299900033323
Taiwan Credit Card Default,R4_F2,4,2,MinCost_FN2_FP1,0.3081421410947372,0.3081421410947372,0.8123958680439853,0.5723849372384937,0.5265588914549654,0.8913459493940038,0.5485164394546913,0.7089524204244846,0.4309714024655978,0.6850884140136807,4192,511,615,684,1126,1741,3586,6661,18.760413195601465,29.006997667444185,59.746751082972345,110.97967344218594
Taiwan Credit Card Default,R4_F3,4,3,Fixed0.50,0.5,0.5,0.8161666666666667,0.6764705882352942,0.35645756457564576,0.9502691065662002,0.46689221846302564,0.653363335570923,0.39609682642097693,0.5820056798847092,4414,231,872,483,1103,1975,4591,8951,18.383333333333333,32.916666666666664,76.51666666666667,149.18333333333334
Taiwan Credit Card Default,R4_F3,4,3,MinCost_FN2_FP1,0.30281922628970803,0.30281922628970803,0.802,0.5684987694831829,0.5114391143911439,0.8867599569429494,0.5384615384615384,0.6990995356670466,0.41381051784701445,0.6734417027898042,4119,526,662,693,1188,1850,3836,7146,19.8,30.833333333333332,63.93333333333333,119.1
Taiwan Credit Card Default,R4_F4,4,4,Fixed0.50,0.5,0.5,0.8166805671392827,0.6496551724137931,0.35790273556231,0.945714896345373,0.46153846153846156,0.6518088159538415,0.38544032155789526,0.5817851394321064,4425,254,845,471,1099,1944,4479,8704,18.331943286071727,32.42702251876564,74.71226021684737,145.18765638031692
Taiwan Credit Card Default,R4_F4,4,4,MinCost_FN2_FP1,0.3156182094975834,0.3156182094975834,0.8035029190992494,0.5590753424657534,0.49620060790273557,0.8899337465270357,0.5257648953301127,0.6930671772148856,0.4035365149785734,0.6645191238932662,4164,515,663,653,1178,1841,3830,7145,19.649708090075062,30.708924103419516,63.88657214345288,119.18265221017515
Taiwan Credit Card Default,R4_F5,4,5,Fixed0.50,0.5,0.5,0.8181515403830142,0.6555269922879178,0.3823088455772114,0.942624705630486,0.48295454545454547,0.6624667756038487,0.40221786544006916,0.600311388382854,4403,268,824,510,1092,1916,4388,8508,18.184845961698585,31.906744379683598,73.07243963363864,141.6819317235637
Taiwan Credit Card Default,R4_F5,4,5,MinCost_FN2_FP1,0.31032064726356834,0.31032064726356834,0.7980016652789342,0.5462184873949579,0.5359820089955023,0.8728323699421965,0.541051835035944,0.7044071894688494,0.4115997891034619,0.6839754726288977,4077,594,619,715,1213,1832,3689,6784,20.19983347210658,30.507910074937552,61.43213988343047,112.97252289758535
Taiwan Credit Card Default,R5_F1,5,1,Fixed0.50,0.5,0.5,0.829138189698283,0.6934812760055479,0.3834355828220859,0.9529286474973376,0.49382716049382713,0.6681821151597118,0.4266424596911802,0.6044722916238623,4474,221,804,500,1025,1829,4241,8261,17.086181030171694,30.4884147357893,70.6951158526421,137.70628438073012
Taiwan Credit Card Default,R5_F1,5,1,MinCost_FN2_FP1,0.3418825875889341,0.3418825875889341,0.8201366894482414,0.600896860986547,0.5138036809815951,0.9052183173588925,0.5539479123604796,0.7095109991702437,0.44429165528468384,0.6819857062658753,4250,445,634,670,1079,1713,3615,6785,17.986331055175864,28.554759126521088,60.26004334055676,113.10218369728288
Taiwan Credit Card Default,R5_F2,5,2,Fixed0.50,0.5,0.5,0.8192730910303434,0.685472496473907,0.36080178173719374,0.9520533218662653,0.4727626459143969,0.6564275518017295,0.40438059834153306,0.5860908929834711,4428,223,861,486,1084,1945,4528,8833,18.072690896965653,32.42747582527509,75.49183061020341,147.2657552517506
Taiwan Credit Card Default,R5_F2,5,2,MinCost_FN2_FP1,0.3164654955745475,0.3164654955745475,0.8076025341780594,0.5812973883740522,0.512249443207127,0.8931412599440981,0.5445935280189423,0.7026953515756125,0.42460755226419644,0.6763956779220843,4154,497,657,690,1154,1811,3782,7067,19.239746582194066,30.19339779926642,63.054351450483495,117.82260753584528
Taiwan Credit Card Default,R5_F3,5,3,Fixed0.50,0.5,0.5,0.8157719239746583,0.6526610644257703,0.35222978080120937,0.946951871657754,0.4575355915562101,0.6495908262294816,0.38306738404224366,0.5775332459549889,4427,248,857,466,1105,1962,4533,8818,18.422807602534178,32.71090363454485,75.57519173057686,147.01567189063022
Taiwan Credit Card Default,R5_F3,5,3,MinCost_FN2_FP1,0.31962739091395,0.31962739091395,0.806268756252084,0.5679324894514768,0.5086923658352229,0.8904812834224599,0.5366826156299841,0.6995868246288415,0.41568608617570196,0.6730386547562902,4163,512,650,673,1162,1812,3762,7012,19.373124374791598,30.210070023341114,62.72090696898967,116.90563521173725
Taiwan Credit Card Default,R5_F4,5,4,Fixed0.50,0.5,0.5,0.8159866777685262,0.6789940828402367,0.34075723830734966,0.9534134821811936,0.453781512605042,0.6470853602442717,0.3882279297681714,0.5699846885251015,4441,217,888,459,1105,1993,4657,9097,18.401332223147378,33.189009159034136,77.55203996669442,151.49042464612822
Taiwan Credit Card Default,R5_F4,5,4,MinCost_FN2_FP1,0.3239472899192697,0.3239472899192697,0.8069941715237302,0.5827464788732394,0.4914625092798812,0.8982395878059253,0.5332259363672976,0.6948510485429032,0.4150565098642217,0.664417851775241,4184,474,685,662,1159,1844,3899,7324,19.300582847626977,30.70774354704413,64.92922564529559,121.96502914238135
Taiwan Credit Card Default,R5_F5,5,5,Fixed0.50,0.5,0.5,0.8218333333333333,0.6713091922005571,0.3665399239543726,0.9496264674493063,0.47417609444171177,0.6580831957018395,0.40296929531951886,0.5899796718226216,4449,236,833,482,1069,1902,4401,8566,17.816666666666666,31.7,73.35,142.76666666666668
Taiwan Credit Card Default,R5_F5,5,5,MinCost_FN2_FP1,0.31907101979542907,0.31907101979542907,0.8046666666666666,0.5597326649958229,0.5095057034220533,0.887513340448239,0.5334394904458599,0.6985095219351461,0.4109846907479623,0.6724530532472406,4158,527,645,670,1172,1817,3752,6977,19.533333333333335,30.283333333333335,62.53333333333333,116.28333333333333
