dataset,run_id,repeat,fold,calibration_method,selected_source_features,brier_score,log_loss,ece_10bin,calibration_intercept,calibration_slope,mean_predicted_probability,observed_adverse_rate,roc_auc,pr_auc,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,ks_statistic,tn,fp,fn,tp
Taiwan Credit Card Default,R2_F4,2,4,Sigmoid,18,0.13532230966507267,0.432818574076903,0.009154903400899925,0.04964879889239272,1.0255910251565292,0.22196037864548326,0.22488755622188905,0.7758181499789064,0.5629812429840122,0.8194236215225721,0.6889204545454546,0.3592592592592593,0.9529335912314636,0.47224926971762415,0.6560964252453614,0.40511010312129897,0.5851070125276926,0.43172147001934236,4434,219,865,485
Taiwan Credit Card Default,R2_F5,2,5,Uncalibrated,18,0.15815381649217375,0.4941786528306502,0.13932753942276618,-0.7510253924092302,1.184503336868214,0.36189211710916624,0.22287047841306884,0.7667795480061748,0.5448342972606866,0.8011335222537089,0.5614334470989761,0.49214659685863876,0.8897468897468898,0.5245117576723795,0.6909467433027643,0.40085899590111196,0.6617294793603277,0.4197353673793464,4148,514,679,658
Taiwan Credit Card Default,R2_F5,2,5,Sigmoid,18,0.1374681373666504,0.4390762161359005,0.010145052445899505,-0.02145562147980059,0.9588131600083168,0.2195478566934035,0.22287047841306884,0.7667795480061748,0.5448342972606866,0.8189698283047174,0.6780141843971631,0.3575168287210172,0.9513084513084513,0.4681684622918707,0.6544126400147343,0.3990967168870823,0.5831884606602737,0.4197353673793464,4435,227,859,478
Taiwan Credit Card Default,R3_F1,3,1,Uncalibrated,18,0.16003027857981864,0.49851735672385183,0.13828018548044568,-0.7573105654857787,1.1453615994179822,0.36248421948611337,0.2242040340056676,0.7627394111153535,0.5346119128198248,0.7996332722120353,0.562012142237641,0.4817843866171004,0.8914911903738719,0.5188150520416333,0.6866377884954862,0.39509137461609795,0.655367481897618,0.4041676584718266,4149,505,697,648
Taiwan Credit Card Default,R3_F1,3,1,Sigmoid,18,0.13990882169938212,0.445094362824515,0.010687926494608625,-0.058732035968788225,0.9208296733135978,0.22013564479833905,0.2242040340056676,0.7627394111153535,0.5346119128198248,0.8133022170361727,0.6586741889985895,0.34721189591078067,0.9480017189514396,0.45472249269717624,0.6476068074311101,0.38138162137192,0.5737224713777632,0.4041676584718266,4412,242,878,467
Taiwan Credit Card Default,R3_F2,3,2,Uncalibrated,18,0.15600594958493105,0.4894362272314578,0.14917635210378144,-0.7746999285808749,1.3049607033050028,0.3670812734968799,0.21792735754748419,0.7831624143776492,0.5646476679974118,0.8080639786737754,0.5654362416107382,0.5152905198776758,0.8896463570515551,0.5392,0.7024684384646155,0.4190367162550604,0.6770718823229748,0.43739844866698196,4176,518,634,674
Taiwan Credit Card Default,R3_F2,3,2,Sigmoid,18,0.13237934328045672,0.42434712934947444,0.01405817166196683,0.01449786184000537,1.0469425676069342,0.22286519423669876,0.21792735754748419,0.7831624143776492,0.5646476679974118,0.8217260913028991,0.6695156695156695,0.35932721712538224,0.9505752023860247,0.46766169154228854,0.6549512097557034,0.39810157034119864,0.584437800062391,0.43739844866698196,4462,232,838,470
Taiwan Credit Card Default,R3_F3,3,3,Uncalibrated,18,0.15580270061416152,0.48866517875512444,0.14608130545087655,-0.7611801346593263,1.290041463840157,0.36658828854021225,0.22070345057509586,0.775162770408905,0.571979835627741,0.8114685780963494,0.5807531380753138,0.5241691842900302,0.8928342245989305,0.5510123064708218,0.7085017044444804,0.43300105387292315,0.6841024683585369,0.4295857634457243,4174,501,630,694
Taiwan Credit Card Default,R3_F3,3,3,Sigmoid,18,0.13254800572630676,0.4262318659165258,0.011316603535003212,0.04031406387664468,1.0482913765385764,0.22239066023034829,0.22070345057509586,0.775162770408905,0.571979835627741,0.8253042173695616,0.6943661971830986,0.3723564954682779,0.9535828877005348,0.48475909537856443,0.6629696915844063,0.41846166778638,0.5958798387281546,0.4295857634457243,4458,217,831,493
Taiwan Credit Card Default,R3_F4,3,4,Uncalibrated,18,0.15660858879075534,0.49039891797260937,0.14197400412550654,-0.7587426692007928,1.2346262596550672,0.36597400412550657,0.224,0.7785257405958518,0.5649295989712437,0.8076666666666666,0.5794314381270903,0.515625,0.8919673539518901,0.5456692913385827,0.7037961769759451,0.42536823915991057,0.6781745106397344,0.4341556210112911,4153,503,651,693
Taiwan Credit Card Default,R3_F4,3,4,Sigmoid,18,0.13492558606651983,0.4317651934406741,0.007051853761918794,0.008519647572941729,1.0016182083519876,0.2230773442275125,0.224,0.7785257405958518,0.5649295989712437,0.8203333333333334,0.6837016574585635,0.36830357142857145,0.9508161512027491,0.4787234042553192,0.6595598613156602,0.4084492373335942,0.5917676776066272,0.4341556210112911,4427,229,849,495
Taiwan Credit Card Default,R3_F5,3,5,Uncalibrated,18,0.15591604018454772,0.4890696868988472,0.1458247013200159,-0.779867075743543,1.243800648652259,0.3649913679866825,0.21916666666666668,0.7834019258940638,0.5434592171045138,0.8083333333333333,0.5698560541913632,0.511787072243346,0.8915688367129135,0.5392628205128205,0.7016779544781298,0.4196649371492815,0.6754949331006915,0.4286822680588075,4177,508,642,673
Taiwan Credit Card Default,R3_F5,3,5,Sigmoid,18,0.13409464759547787,0.42722628538111274,0.015599459387955147,-0.02722994739136004,0.9977515451752311,0.2225030613076764,0.21916666666666668,0.7834019258940638,0.5434592171045138,0.821,0.6657496561210454,0.36806083650190113,0.9481323372465315,0.4740450538687561,0.6580965868742163,0.4008427866750328,0.590737150652861,0.4286822680588075,4442,243,831,484
Taiwan Credit Card Default,R4_F1,4,1,Uncalibrated,18,0.15424575461107903,0.4854332531733548,0.1419946201779257,-0.7122055606104805,1.3375340570313479,0.3638424216045708,0.22207402467489162,0.7825006210668448,0.5735376072287959,0.8139379793264422,0.5919931856899489,0.5217717717717718,0.8973424774967853,0.5546687948922586,0.7095571246342786,0.43905528385661596,0.6842572428331095,0.4341347348205471,4187,479,637,695
Taiwan Credit Card Default,R4_F1,4,1,Sigmoid,18,0.1325216969886887,0.425451172654581,0.014799271843490192,0.10709377575938672,1.0767908200163627,0.21917251819048986,0.22207402467489162,0.7825006210668448,0.5735376072287959,0.824108036012004,0.7082706766917293,0.3536036036036036,0.9584226318045435,0.471707561342013,0.6560131177040736,0.4130655505203217,0.5821526401050985,0.4341347348205471,4472,194,861,471
Taiwan Credit Card Default,R4_F2,4,2,Uncalibrated,18,0.15387148899177416,0.48463928912623655,0.1473518098666617,-0.7679140558832126,1.3036600976702655,0.36377966724753463,0.21642785738087303,0.7849169047912515,0.5567875669478647,0.8150616461179607,0.5823888404533566,0.5142417244033872,0.8981501169466298,0.5461978740801309,0.7061959206750086,0.43194236672534664,0.679607434414706,0.44231623239519036,4224,479,631,668
Taiwan Credit Card Default,R4_F2,4,2,Sigmoid,18,0.13106951089703686,0.42043556918069847,0.017145878598809096,0.012026714962336999,1.0389195793877142,0.2205560850146655,0.21642785738087303,0.7849169047912515,0.5567875669478647,0.8255581472842386,0.6805157593123209,0.36566589684372597,0.9525834573676377,0.4757135703555333,0.6591246771056818,0.40881811079433017,0.5901925823465036,0.44231623239519036,4480,223,824,475
Taiwan Credit Card Default,R4_F3,4,3,Uncalibrated,18,0.15687072712632227,0.4911435176031568,0.13580000753627852,-0.7125834395310889,1.2277078984459195,0.36163334086961185,0.22583333333333333,0.7760687800634734,0.5593083281255641,0.8046666666666666,0.5793581960104076,0.4929889298892989,0.8955866523143164,0.532695374800638,0.6942877911018077,0.4123697976529521,0.6644654282561091,0.41958142509304536,4160,485,687,668
Taiwan Credit Card Default,R4_F3,4,3,Sigmoid,18,0.13732078274271808,0.43781087424437126,0.008121679595535027,0.03973476866027547,0.9875463940829112,0.21851922574022667,0.22583333333333333,0.7760687800634734,0.5593083281255641,0.8161666666666667,0.6764705882352942,0.35645756457564576,0.9502691065662002,0.46689221846302564,0.653363335570923,0.39609682642097693,0.5820056798847092,0.41958142509304536,4414,231,872,483
Taiwan Credit Card Default,R4_F4,4,4,Uncalibrated,18,0.15818717405073923,0.4942399699636228,0.14551471865595095,-0.7895746744427496,1.1789619599884928,0.36380415420571965,0.2195162635529608,0.7685741471789819,0.5489140370604475,0.8046705587989992,0.5630983463881636,0.49164133738601823,0.892712117973926,0.5249492900608519,0.6921767276799722,0.4041881137390139,0.6624908901874846,0.4080027426430322,4177,502,669,647
Taiwan Credit Card Default,R4_F4,4,4,Sigmoid,18,0.13609405254904525,0.4351400504940392,0.009662527423565374,-0.08218190697168207,0.9402473016868915,0.22174710458565217,0.2195162635529608,0.7685741471789819,0.5489140370604475,0.8166805671392827,0.6496551724137931,0.35790273556231,0.945714896345373,0.46153846153846156,0.6518088159538415,0.38544032155789526,0.5817851394321064,0.4080027426430322,4425,254,845,471
Taiwan Credit Card Default,R4_F5,4,5,Uncalibrated,18,0.15993351463495967,0.497914672908099,0.15070662591235018,-0.8285371000029725,1.19820964747053,0.3728548357374959,0.22214820982514571,0.7752297582743631,0.5539605901394313,0.8003330557868443,0.5524475524475524,0.532983508245877,0.8766859344894027,0.5425410148798169,0.7048347213676398,0.4150000775052261,0.6835635632433731,0.4276925442224295,4095,576,623,711
Taiwan Credit Card Default,R4_F5,4,5,Sigmoid,18,0.13568721484284227,0.43340567282872217,0.010324126640245637,-0.07506805525074099,0.9780000621678041,0.22930863549544464,0.22214820982514571,0.7752297582743631,0.5539605901394313,0.8181515403830142,0.6555269922879178,0.3823088455772114,0.942624705630486,0.48295454545454547,0.6624667756038487,0.40221786544006916,0.600311388382854,0.4276925442224295,4403,268,824,510
Taiwan Credit Card Default,R5_F1,5,1,Uncalibrated,18,0.15456766135924574,0.4867973680858483,0.1508815377575063,-0.7816635233421719,1.3340522201971223,0.36825109935110534,0.21736956159359894,0.785512505145142,0.5629840605298947,0.8148024670778463,0.581024349286314,0.5306748466257669,0.893716719914803,0.5547094188376753,0.712195783270285,0.43881880339218243,0.6886748022598703,0.44058537015621635,4196,499,612,692
Taiwan Credit Card Default,R5_F1,5,1,Sigmoid,18,0.130118610512214,0.4196615339850226,0.01645205381250247,0.024788039122743816,1.071983035031837,0.22438753325879804,0.21736956159359894,0.785512505145142,0.5629840605298947,0.829138189698283,0.6934812760055479,0.3834355828220859,0.9529286474973376,0.49382716049382713,0.6681821151597118,0.4266424596911802,0.6044722916238623,0.44058537015621635,4474,221,804,500
Taiwan Credit Card Default,R5_F2,5,2,Uncalibrated,18,0.1564475865403925,0.49007871729456315,0.14041891482485697,-0.7422413550742407,1.2432647861608812,0.36492034382210475,0.22457485828609536,0.7771549955250661,0.5649465896159083,0.8074358119373124,0.5809443507588533,0.5115070527097253,0.8931412599440981,0.544018949861824,0.7023241563269117,0.4239645530897075,0.6759053584100781,0.44055153660147967,4154,497,658,689
Taiwan Credit Card Default,R5_F2,5,2,Sigmoid,18,0.13530274153078675,0.4326544348355014,0.006706003905346667,0.02011250205103203,0.999952891529889,0.22183397464080848,0.22457485828609536,0.7771549955250661,0.5649465896159083,0.8192730910303434,0.685472496473907,0.36080178173719374,0.9520533218662653,0.4727626459143969,0.6564275518017295,0.40438059834153306,0.5860908929834711,0.44055153660147967,4428,223,861,486
Taiwan Credit Card Default,R5_F3,5,3,Uncalibrated,18,0.15822417830066857,0.4945002071028478,0.14560193331534507,-0.7873251767246119,1.1991000714562412,0.36571067015693987,0.2205735245081694,0.7729736743182122,0.5470452973333052,0.806268756252084,0.567476948868399,0.5117157974300831,0.8896256684491979,0.5381558028616852,0.7006707329396404,0.4168865122921402,0.674711425977619,0.42676254340119885,4159,516,646,677
Taiwan Credit Card Default,R5_F3,5,3,Sigmoid,18,0.1359918413042867,0.43434772253861653,0.016929882731613534,-0.051352732073468625,0.9669204436257383,0.22264641621335649,0.2205735245081694,0.7729736743182122,0.5470452973333052,0.8157719239746583,0.6526610644257703,0.35222978080120937,0.946951871657754,0.4575355915562101,0.6495908262294816,0.38306738404224366,0.5775332459549889,0.42676254340119885,4427,248,857,466
Taiwan Credit Card Default,R5_F4,5,4,Uncalibrated,18,0.1561359520513408,0.48890894695645304,0.1370845387864545,-0.7090273368681589,1.2526431461299912,0.3611437144621852,0.22431307243963364,0.7789211940852292,0.555083167390145,0.8063280599500416,0.58,0.4951744617668894,0.8963074280807214,0.5342410893071686,0.6957409449238054,0.415003422994212,0.6662045844014706,0.41870760301584575,4175,483,680,667
Taiwan Credit Card Default,R5_F4,5,4,Sigmoid,18,0.13681807936178297,0.4342535375362527,0.009127602188234291,0.05769533516257193,1.0097784727239973,0.21799479933319788,0.22431307243963364,0.7789211940852292,0.555083167390145,0.8159866777685262,0.6789940828402367,0.34075723830734966,0.9534134821811936,0.453781512605042,0.6470853602442717,0.3882279297681714,0.5699846885251015,0.41870760301584575,4441,217,888,459
Taiwan Credit Card Default,R5_F5,5,5,Uncalibrated,18,0.15700709559313872,0.4914378139705485,0.14618444128848324,-0.7860297569186204,1.2246603386706127,0.3650977766766773,0.21916666666666668,0.774811123600521,0.5501318490263489,0.8046666666666666,0.5597326649958229,0.5095057034220533,0.887513340448239,0.5334394904458599,0.6985095219351461,0.4109846907479623,0.6724530532472406,0.4221449411802898,4158,527,645,670
Taiwan Credit Card Default,R5_F5,5,5,Sigmoid,18,0.13436506328577852,0.43000316558961116,0.006481189099493842,-0.040099338087777575,0.9849009914886596,0.22236681312180887,0.21916666666666668,0.774811123600521,0.5501318490263489,0.8218333333333333,0.6713091922005571,0.3665399239543726,0.9496264674493063,0.47417609444171177,0.6580831957018395,0.40296929531951886,0.5899796718226216,0.4221449411802898,4449,236,833,482
