dataset,run_id,repeat,fold,calibration_method,selected_source_features,brier_score,log_loss,ece_10bin,calibration_intercept,calibration_slope,mean_predicted_probability,observed_adverse_rate,roc_auc,pr_auc,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,ks_statistic,tn,fp,fn,tp
Australian Credit Approval,R5_F5,5,5,Sigmoid,11,0.10225165151816099,0.3466444069052388,0.0688644371496042,0.44935219289499195,1.0801599368301518,0.5059514261023123,0.5507246376811594,0.9250848896434635,0.9197564748923204,0.8478260869565217,0.9104477611940298,0.8026315789473685,0.9032258064516129,0.8531468531468531,0.8529286926994907,0.7025108373018846,0.8514443934739768,0.7699490662139219,56,6,15,61
Taiwan Credit Card Default,R1_F1,1,1,Uncalibrated,18,0.15422589003539405,0.4849270887468498,0.14551991709266635,-0.7528638830344867,1.303185998149858,0.3623893953390407,0.2168694782463744,0.784021869413743,0.5553924978590703,0.8116352725454242,0.575197889182058,0.5026902382782475,0.8971902937420179,0.5365053322395406,0.6999402660101327,0.4204726056063696,0.671571889332859,0.42467627318802803,4215,483,647,654
Taiwan Credit Card Default,R1_F1,1,1,Sigmoid,18,0.13208784932614304,0.42238060169257796,0.009818183178361315,0.049191349920872825,1.0591238552130853,0.2190844833299785,0.2168694782463744,0.784021869413743,0.5553924978590703,0.8229704950825137,0.6759941089837997,0.3528055342044581,0.9531715623669647,0.4636363636363636,0.6529885482857114,0.39800943787769566,0.5799001657607755,0.42467627318802803,4478,220,842,459
Taiwan Credit Card Default,R1_F2,1,2,Uncalibrated,18,0.15722042173476375,0.49170247324703237,0.14122386250577615,-0.7446933568373147,1.2370570750920225,0.36429583153888195,0.22311155577788894,0.7741464917861535,0.5545887351970623,0.8062364515591129,0.575993091537133,0.49850523168908817,0.8946125778063962,0.5344551282051282,0.6965589047477422,0.41463412316806814,0.6678091421741319,0.41635313107279703,4168,491,671,667
Taiwan Credit Card Default,R1_F2,1,2,Sigmoid,18,0.13619813483467225,0.4339653948655218,0.009493352816888685,0.009368484165654037,0.9951307217873975,0.22110213305145415,0.22311155577788894,0.7741464917861535,0.5545887351970623,0.8195764548941137,0.6743869209809265,0.36995515695067266,0.9487014380768405,0.4777992277992278,0.6593282975137565,0.4047926406477425,0.5924331096613746,0.41635313107279703,4420,239,843,495
Taiwan Credit Card Default,R1_F3,1,3,Uncalibrated,18,0.15898285981785665,0.4961087419590124,0.1507074526661803,-0.8236482685556211,1.1980724862991907,0.36830158795441753,0.21759413528823726,0.7753743859424853,0.5354391469451536,0.8027324225258248,0.5515202702702703,0.5,0.8869250425894378,0.5244979919678715,0.693462521294719,0.40119288524060703,0.6659298170939029,0.42229123348925546,4165,531,653,653
Taiwan Credit Card Default,R1_F3,1,3,Sigmoid,18,0.1356129428351624,0.43173232741746004,0.013279160186388647,-0.08797917455130298,0.9721902601334649,0.22552294671858752,0.21759413528823726,0.7753743859424853,0.5354391469451536,0.8188937020993002,0.6481732070365359,0.3667687595712098,0.944633730834753,0.4684596577017115,0.6557012452029813,0.3910378621103967,0.5886103479445349,0.42229123348925546,4436,260,827,479
Taiwan Credit Card Default,R1_F4,1,4,Uncalibrated,18,0.15520964653318609,0.4877326682175029,0.14280703943525538,-0.7510859256014359,1.2651959011525031,0.36396948208889063,0.2215,0.7744813385957798,0.5785209743096404,0.8098333333333333,0.5791245791245792,0.5176824680210684,0.8929565403553843,0.5466825586015097,0.7053195041882263,0.42791410000838875,0.6799028942773594,0.4356485166386131,4171,500,641,688
Taiwan Credit Card Default,R1_F4,1,4,Sigmoid,18,0.1323985943046916,0.4281189211616973,0.013747995513476248,0.028395976527792792,1.02097037802334,0.22076970710888072,0.2215,0.7744813385957798,0.5785209743096404,0.8256666666666667,0.6951724137931035,0.3792325056433409,0.9526867908370799,0.4907497565725414,0.6659596482402104,0.4228824775042811,0.6010738713190411,0.4356485166386131,4450,221,825,504
Taiwan Credit Card Default,R1_F5,1,5,Uncalibrated,18,0.15661865267909184,0.49064928015907866,0.13942710979586861,-0.7158075101055223,1.2771018773771305,0.3659069092772931,0.22692435854715096,0.7815474042989519,0.567036393365205,0.80973008997001,0.5932203389830508,0.5139500734214391,0.896551724137931,0.5507474429583006,0.705250898779685,0.4326214021941957,0.6788098588314754,0.4353549546812497,4160,480,662,700
Taiwan Credit Card Default,R1_F5,1,5,Sigmoid,18,0.1360746043329122,0.4340729107003107,0.014243168886894128,0.07309662155294053,1.0304937191293988,0.22154989010423576,0.22692435854715096,0.7815474042989519,0.567036393365205,0.8183938687104299,0.6982507288629738,0.35168869309838474,0.9553879310344827,0.4677734375,0.6535383120664338,0.40424043967423934,0.5796543218742417,0.4353549546812497,4433,207,883,479
Taiwan Credit Card Default,R2_F1,2,1,Uncalibrated,18,0.15673076355519575,0.4911252771437768,0.14684855490173843,-0.7769747025128209,1.2553255850384624,0.3663376974698981,0.2195162635529608,0.7795557626360035,0.5520579114128444,0.8091743119266055,0.5723905723905723,0.5167173252279635,0.8914297926907458,0.5431309904153354,0.7040735589593548,0.4238146061699245,0.6786878650069413,0.4346694569475852,4171,508,636,680
Taiwan Credit Card Default,R2_F1,2,1,Sigmoid,18,0.13430481648577045,0.42863266567995767,0.010204045692884526,-0.002247002037064006,1.0173035200290073,0.22240971686923752,0.2195162635529608,0.7795557626360035,0.5520579114128444,0.8191826522101752,0.6638418079096046,0.35714285714285715,0.9491344304338534,0.4644268774703557,0.6531386437883553,0.39282396550293996,0.5822169546636415,0.4346694569475852,4441,238,846,470
Taiwan Credit Card Default,R2_F2,2,2,Uncalibrated,18,0.15235575267000143,0.4804347597925118,0.14726156638941953,-0.747788261741594,1.3694378148480504,0.36509169068022046,0.21813031161473087,0.7896726349223716,0.5893866525884842,0.8145309115147475,0.5836177474402731,0.5225362872421696,0.8959931798806479,0.5513905683192262,0.7092647335614087,0.43599595185612056,0.6842433409315279,0.4364212087997254,4204,488,625,684
Taiwan Credit Card Default,R2_F2,2,2,Sigmoid,18,0.12877361812171778,0.41527932769472437,0.014405042127718306,0.08296045240337115,1.1013870136861974,0.22173053587271238,0.21813031161473087,0.7896726349223716,0.5893866525884842,0.832027995334111,0.7122708039492243,0.385790679908327,0.9565217391304348,0.5004955401387512,0.6711562095193809,0.4379640318713897,0.6074678362565592,0.4364212087997254,4488,204,804,505
Taiwan Credit Card Default,R2_F3,2,3,Uncalibrated,18,0.15841639221016054,0.4947896049395546,0.14397887782245147,-0.7833792005279331,1.1873272363520435,0.3645720134439109,0.22059313562145952,0.7724540466463191,0.5375409233613515,0.8055648117294235,0.5671514114627887,0.5007552870090635,0.8918341171440787,0.5318892900120337,0.6962947020765711,0.41105224274833707,0.668274381743725,0.4116223784533633,4172,506,661,663
Taiwan Credit Card Default,R2_F3,2,3,Sigmoid,18,0.13675241055899545,0.43585904736795095,0.008412091357506892,-0.07096309155572081,0.9475792903910866,0.22244768551743457,0.22059313562145952,0.7724540466463191,0.5375409233613515,0.8168943685438187,0.6534788540245566,0.36178247734138974,0.9457032920051304,0.4657267865824016,0.65374288467326,0.3893884234900857,0.5849263883699587,0.4116223784533633,4424,254,845,479
Taiwan Credit Card Default,R2_F4,2,4,Uncalibrated,18,0.15685512670052104,0.4911816180580907,0.14146555411470205,-0.7385264035256013,1.2637018454881486,0.3663531103365911,0.22488755622188905,0.7758181499789064,0.5629812429840122,0.8102615358987173,0.5888795282224094,0.5177777777777778,0.8951214270363207,0.551044540796216,0.7064496024070492,0.43282153248338484,0.6807892356171177,0.43172147001934236,4165,488,651,699
