dataset,run_id,repeat,fold,model,selected_source_features,runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100
Australian Credit Approval,R5_F4,5,4,XGB,11,0.2071144999936223,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9286637931034483,0.9455723726354976,0.8808303292720552,0.7870689655172414,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984
Australian Credit Approval,R5_F5,5,5,LR,11,0.03701679996447638,0.8333333333333334,0.9344262295081968,0.75,0.9354838709677419,0.8321167883211679,0.842741935483871,0.6865775543802727,0.9274193548387097,0.9235848145728542,0.8376233659741151,0.7555178268251274,58,4,19,57,16.666666666666668,30.434782608695652,71.73913043478261,140.57971014492753
Australian Credit Approval,R5_F5,5,5,RF,11,0.6043235000106506,0.8260869565217391,0.8714285714285714,0.8026315789473685,0.8548387096774194,0.8356164383561644,0.8287351443123939,0.6541469128926416,0.9100169779286927,0.9059649899127262,0.8283239362071569,0.7117996604414261,53,9,15,61,17.391304347826086,28.26086956521739,60.869565217391305,115.21739130434783
Australian Credit Approval,R5_F5,5,5,XGB,11,0.21374760003527626,0.8405797101449275,0.9090909090909091,0.7894736842105263,0.9032258064516129,0.8450704225352113,0.8463497453310695,0.6897779277026134,0.9221137521222409,0.9098665722792917,0.844436501516472,0.7860780984719864,56,6,16,60,15.942028985507246,27.536231884057973,62.31884057971015,120.28985507246377
Taiwan Credit Card Default,R1_F1,1,1,LR,18,0.12629859999287874,0.6921153525587598,0.3793103448275862,0.6594926979246734,0.7011494252873564,0.4816166152119001,0.6803210616060149,0.30666467812035036,0.7295708445774266,0.49535807013772626,0.6800021515635762,0.3843999229069953,3294,1404,443,858,30.78846474412402,38.17302883813969,60.3267211201867,97.24954159026504
Taiwan Credit Card Default,R1_F1,1,1,RF,18,3.9009108999744058,0.8183030505084181,0.6504992867332382,0.35049961568024596,0.9478501489995743,0.45554445554445555,0.6491748823399102,0.382741776369194,0.7778878054638523,0.5392673516313349,0.5763862532597517,0.41760554231951125,4453,245,845,456,18.169694949158192,32.25537589598267,74.51241873645607,144.94082347057844
Taiwan Credit Card Default,R1_F1,1,1,XGB,18,0.6784715999965556,0.7687947991331888,0.4746760895170789,0.6195234435049961,0.8101319710515112,0.5375125041680561,0.7148277072782536,0.3930627419944238,0.7903269875581184,0.5593081201913271,0.7084460095161254,0.4337232485473892,3806,892,495,806,23.120520086681115,31.371895315885983,56.12602100350058,97.38289714952492
Taiwan Credit Card Default,R1_F2,1,2,LR,18,0.12122179998550564,0.6846756711689178,0.3787812362998685,0.6457399103139013,0.695857480145954,0.477479966841669,0.6707986952299276,0.2929465994177092,0.7240055010297186,0.5019432008338469,0.6703304758256973,0.38089353072360066,3242,1417,474,864,31.53243288310822,39.436384859096215,63.148240787060196,102.66800066700017
Taiwan Credit Card Default,R1_F2,1,2,RF,18,3.9735044999979436,0.8149074537268635,0.6570247933884298,0.35650224215246634,0.9465550547327752,0.4622093023255814,0.6515286484426208,0.38679810588255015,0.7687836615631509,0.5447060662368719,0.580903605887401,0.4069783446283147,4410,249,861,477,18.509254627313656,32.86643321660831,75.93796898449224,147.72386193096548
Taiwan Credit Card Default,R1_F2,1,2,XGB,18,0.6852118999813683,0.7592129398032349,0.4693995381062356,0.6076233183856502,0.8027473706804035,0.529641693811075,0.7051853445330268,0.3769791091924658,0.7778131497902865,0.5502926475619305,0.6984039097815693,0.42311712611782776,3740,919,525,813,24.078706019676506,32.8330832082708,59.09621477405369,102.86810071702519
Taiwan Credit Card Default,R1_F3,1,3,LR,18,0.12147910002386197,0.6777740753082306,0.3624014022787029,0.6332312404287902,0.6901618398637138,0.46098104793756967,0.661696540146252,0.27487615396099024,0.7105441958357575,0.47404574398735855,0.6610839870648173,0.35079217658767947,3241,1455,479,827,32.22259246917694,40.203265578140616,64.14528490503166,104.04865044985004
Taiwan Credit Card Default,R1_F3,1,3,RF,18,4.085331699985545,0.8155614795068311,0.6335570469798658,0.3614088820826952,0.9418654173764907,0.46026328620185275,0.651637149729593,0.37951077946040784,0.7677751388559159,0.5243352226225226,0.5834368239718749,0.40698218939712144,4423,273,834,472,18.443852049316895,32.33922025991336,74.02532489170277,143.50216594468512
Taiwan Credit Card Default,R1_F3,1,3,XGB,18,0.7221036999835633,0.7604131956014661,0.4633333333333333,0.6385911179173047,0.7942930153321976,0.5370251126851255,0.7164420666247512,0.38980106707896706,0.7837087573797779,0.5443705339256811,0.7121997364608434,0.43887828682192787,3730,966,472,834,23.95868043985338,31.82272575808064,55.41486171276241,94.7350883038987
Taiwan Credit Card Default,R1_F4,1,4,LR,18,0.12575780000770465,0.691,0.3848179025888548,0.6598946576373212,0.6998501391564975,0.4861419068736142,0.6798723983969094,0.30779385688889865,0.7325673403236176,0.520393514242482,0.6795788166034228,0.3860064477374202,3269,1402,452,877,30.9,38.43333333333333,61.03333333333333,98.7
Taiwan Credit Card Default,R1_F4,1,4,RF,18,4.2712968999985605,0.824,0.6887966804979253,0.3747178329571106,0.9518304431599229,0.4853801169590643,0.6632741380585168,0.41653559872464707,0.7640248276390884,0.5554858361074675,0.597216745414504,0.4176338031163903,4446,225,831,498,17.6,31.45,73.0,142.25
Taiwan Credit Card Default,R1_F4,1,4,XGB,18,0.7110904000001028,0.76,0.4685195689166194,0.6215199398043642,0.7994005566259902,0.5342820181112549,0.7104602482151772,0.3837179449589808,0.7780654822456865,0.5719211805430129,0.7048711838582711,0.4272488671032493,3734,937,503,826,24.0,32.38333333333333,57.53333333333333,99.45
Taiwan Credit Card Default,R1_F5,1,5,LR,18,0.12378610001178458,0.6849383538820393,0.38186690486824476,0.6277533039647577,0.7017241379310345,0.4748680921966121,0.6647387209478961,0.28535078624413107,0.7217407368727531,0.5152616474043669,0.6637090070641111,0.3766871107397843,3256,1384,507,855,31.506164611796066,39.95334888370543,65.29490169943352,107.53082305898035
Taiwan Credit Card Default,R1_F5,1,5,RF,18,4.3216519999550655,0.8117294235254915,0.6647727272727273,0.3436123348017621,0.9491379310344827,0.4530493707647628,0.6463751329181224,0.381068048251314,0.7761493461694263,0.5557649414358098,0.5710827440324847,0.43336403109018184,4404,236,894,468,18.82705764745085,33.72209263578807,78.40719760079973,152.88237254248583
Taiwan Credit Card Default,R1_F5,1,5,XGB,18,0.717356099979952,0.7575808063978674,0.4751735184196476,0.6534508076358296,0.788146551724138,0.5502318392581144,0.7207986796799838,0.3991927835660575,0.7856556028153324,0.5708490201406995,0.7176454561686656,0.4480008481442098,3657,983,472,890,24.241919360213263,32.10596467844052,55.698100633122294,95.01832722425858
Taiwan Credit Card Default,R2_F1,2,1,LR,18,0.13257150002755225,0.6889074228523769,0.37696100403406546,0.6390577507598785,0.7029279760632614,0.4742035522977164,0.6709928634115699,0.29284502833580023,0.7205416784949372,0.491264790411013,0.6702324755852864,0.37428323928098833,3289,1390,475,841,31.1092577147623,39.0325271059216,62.8023352793995,102.418682235196
Taiwan Credit Card Default,R2_F1,2,1,RF,18,4.218110900023021,0.8175145954962468,0.6563380281690141,0.3541033434650456,0.9478521051506732,0.4600197433366239,0.6509777243078594,0.3868081959840262,0.772127338018736,0.5371667254173348,0.5793423854200859,0.4330066240480814,4435,244,850,466,18.248540450375312,32.42702251876564,74.96246872393661,145.85487906588824
Taiwan Credit Card Default,R2_F1,2,1,XGB,18,0.7211239000316709,0.7683069224353628,0.47901092581943644,0.6329787234042553,0.8063688822397949,0.5453355155482815,0.7196738028220251,0.4007394801926276,0.7868519109180189,0.5524845515186885,0.7144328839527627,0.4437168659554331,3773,906,483,833,23.16930775646372,31.22602168473728,55.39616346955796,95.67973311092577
Taiwan Credit Card Default,R2_F2,2,2,LR,18,0.12744059995748103,0.6928845192467922,0.3816489361702128,0.6577540106951871,0.7026854219948849,0.48302945301542777,0.6802197163450361,0.30731634813382047,0.7342957992311083,0.5341862684844156,0.6798486262207019,0.3910552363237786,3297,1395,448,861,30.71154807532078,38.17697050491585,60.57323779370105,97.90034994167638
Taiwan Credit Card Default,R2_F2,2,2,RF,18,4.325380900001619,0.8291951341443092,0.706997084548105,0.3705118411000764,0.9571611253196931,0.48621553884711777,0.6638364832098848,0.42528076995443737,0.7823703301362396,0.5700530515590151,0.5955161885050821,0.4293768890955592,4491,201,824,485,17.080486585569073,30.811531411431428,72.0046658890185,140.6598900183303
Taiwan Credit Card Default,R2_F2,2,2,XGB,18,0.7172730999882333,0.7635394100983169,0.46917040358744394,0.6394194041252865,0.7981670929241261,0.5412221144519883,0.7187932485247064,0.3953789207833777,0.7954845039620125,0.5887894568074379,0.7143973172891657,0.4472464875278175,3745,947,472,837,23.646058990168306,31.511414764205966,55.107482086318946,94.43426095650725
Taiwan Credit Card Default,R2_F3,2,3,LR,18,0.1298895999789238,0.6817727424191936,0.3732698961937716,0.6518126888217523,0.6902522445489525,0.4746974697469747,0.6710324666853524,0.2914577167111234,0.724424864603744,0.49404496830190636,0.6707571628277273,0.37014230007659427,3229,1449,461,863,31.82272575808064,39.50349883372209,62.545818060646454,100.94968343885371
Taiwan Credit Card Default,R2_F3,2,3,RF,18,4.240484000009019,0.8098967010996334,0.6262068965517241,0.3429003021148036,0.9420692603676785,0.4431429965836994,0.6424847812412411,0.36258516112629335,0.7599675927301285,0.5176759787371314,0.5683624143037139,0.4007942299818267,4407,271,870,454,19.010329890036655,33.50549816727757,76.99100299900033,149.46684438520492
Taiwan Credit Card Default,R2_F3,2,3,XGB,18,0.8450784000451677,0.7534155281572809,0.45685840707964603,0.6238670694864048,0.7900812312954254,0.5274584929757343,0.706974150390915,0.37411642819468444,0.7779036410064983,0.5379592426082672,0.7020724054002461,0.4203758287490846,3696,982,498,826,24.65844718427191,32.95568143952016,57.84738420526491,99.33355548150617
Taiwan Credit Card Default,R2_F4,2,4,LR,18,0.1278930000262335,0.6849908379143761,0.3852354688162919,0.6725925925925926,0.688588007736944,0.48988400323711895,0.6805903001647683,0.3087946039392493,0.7334176278147908,0.5055701610956738,0.6805433074771652,0.3826835733218712,3204,1449,442,908,31.500916208562387,38.86390138264201,60.952856904880896,97.76778277527903
Taiwan Credit Card Default,R2_F4,2,4,RF,18,4.288497200002894,0.8182575378977178,0.6742934051144011,0.3711111111111111,0.9479905437352246,0.47873865265169613,0.6595508274231678,0.40455277822069013,0.7702469931784354,0.5499390009095662,0.5931355865300999,0.4119722043126299,4411,242,849,501,18.17424621022822,32.31717474596035,74.74596035315676,145.4606030318174
Taiwan Credit Card Default,R2_F4,2,4,XGB,18,0.7074161000200547,0.7549558554056305,0.4662576687116564,0.6192592592592593,0.7943262411347518,0.5319758192809417,0.7067927501970055,0.37728324826425946,0.7769822734834555,0.5613075145106629,0.701351466595243,0.42878716240418363,3696,957,514,836,24.504414459436948,33.06679993336665,58.75395635515576,101.56588372480427
Taiwan Credit Card Default,R2_F5,2,5,LR,18,0.12085659999866039,0.6886147691281881,0.3773672055427252,0.6110695587135377,0.7108537108537109,0.46659051970302684,0.6609616347836242,0.2789646692266378,0.7067488473621608,0.4850388539343191,0.6590759162655375,0.35437681510979946,3314,1348,520,817,31.1385230871812,39.80663443907318,65.81096849474912,109.15152525420903
Taiwan Credit Card Default,R2_F5,2,5,RF,18,4.19510159996571,0.8128021336889482,0.6473829201101928,0.35153328347045626,0.9450879450879451,0.45564711585070283,0.6483106142792007,0.378492145623056,0.7643116725016499,0.537586880514898,0.5763938484275414,0.4091934118112129,4406,256,867,470,18.719786631105183,33.17219536589432,76.5294215702617,148.79146524420736
Taiwan Credit Card Default,R2_F5,2,5,XGB,18,0.7237815000116825,0.7656276046007668,0.4799767846778874,0.6185489902767389,0.8078078078078078,0.5405228758169934,0.7131783990422733,0.3921602251541205,0.774940422846182,0.5498222592447863,0.7068724806195142,0.4320023089656597,3766,896,510,827,23.437239539923322,31.938656442740456,57.44290715119187,99.94999166527755
Taiwan Credit Card Default,R3_F1,3,1,LR,18,0.12645589996827766,0.6912818803133856,0.38387540082455335,0.6230483271375464,0.7110012892135797,0.47505668934240364,0.6670248081755631,0.2895704613716851,0.7131856834988649,0.47639689302229893,0.665573560049646,0.35314131985436836,3309,1345,507,838,30.871811968661444,39.323220536756125,64.67744624104017,106.93448908151359
Taiwan Credit Card Default,R3_F1,3,1,RF,18,4.212325400032569,0.8076346057676279,0.6299319727891156,0.3442379182156134,0.9415556510528578,0.44519230769230766,0.6428967846342356,0.363517375460462,0.7520699306508531,0.517958929117642,0.5693146381418471,0.39125603270480847,4382,272,882,463,19.236539423237208,33.93898983163861,78.0463410568428,151.5585930988498
Taiwan Credit Card Default,R3_F1,3,1,XGB,18,0.7218574000289664,0.7582930488414735,0.4700854700854701,0.6133828996282528,0.8001718951439621,0.532258064516129,0.7067773973861075,0.3791238832403884,0.7688142110635933,0.5433285768275871,0.7005795866598153,0.4173614095401805,3724,930,520,825,24.17069511585264,32.838806467744625,58.84314052342057,102.18369728288047
Taiwan Credit Card Default,R3_F2,3,2,LR,18,0.12188769999193028,0.6927690769743419,0.38204225352112675,0.6636085626911316,0.7008947592671495,0.4849162011173184,0.6822516609791405,0.3102546689989267,0.7323712749309744,0.5111571872552371,0.6819968942708022,0.386303876768964,3290,1404,440,868,30.72309230256581,38.053982005998,60.04665111629457,96.70109963345551
Taiwan Credit Card Default,R3_F2,3,2,RF,18,4.386351399996784,0.8192269243585472,0.6581560283687943,0.3547400611620795,0.9486578610992756,0.46100347739692005,0.6516989611306776,0.3890258604613553,0.7703774517276919,0.5392634913465912,0.5801094273223325,0.4156910572283702,4453,241,844,464,18.077307564145286,32.139286904365214,74.325224925025,144.63512162612463
Taiwan Credit Card Default,R3_F2,3,2,XGB,18,0.754386099986732,0.757080973008997,0.4596340150699677,0.6529051987767585,0.786109927567107,0.5394819962097284,0.7195075631719328,0.39203258894677095,0.785316247301194,0.5612591189131061,0.7164183543981723,0.44106993246632764,3690,1004,454,854,24.2919026991003,31.856047984005333,54.54848383872043,92.36921026324559
Taiwan Credit Card Default,R3_F3,3,3,LR,18,0.1288529000012204,0.679946657776296,0.3711072664359862,0.648036253776435,0.6889839572192513,0.47194719471947194,0.6685101054978432,0.28718401482325623,0.7261952921789425,0.5141011370602813,0.6681965149178999,0.3855614973262032,3221,1454,466,858,32.005334222370394,39.77329554925821,63.07717952992165,101.91698616436072
Taiwan Credit Card Default,R3_F3,3,3,RF,18,4.277808899991214,0.8214702450408401,0.6799431009957326,0.3610271903323263,0.9518716577540107,0.47163295510606806,0.6564494240431685,0.4034475790483074,0.7719433898250319,0.557568808034509,0.5862180056565169,0.41572564098421577,4450,225,846,478,17.852975495915985,31.95532588764794,74.26237706284381,144.7741290215036
Taiwan Credit Card Default,R3_F3,3,3,XGB,18,0.7207858999609016,0.7654609101516919,0.4758861127251598,0.6185800604229608,0.8070588235294117,0.5379310344827586,0.7128194419761862,0.390270091879527,0.7796793059437452,0.5705072184341266,0.7065624500521572,0.4371707837213435,3773,902,505,819,23.453908984830804,31.871978663110518,57.12618769794966,99.21653608934822
Taiwan Credit Card Default,R3_F4,3,4,LR,18,0.14208709995727986,0.677,0.37275064267352187,0.6473214285714286,0.6855670103092784,0.4730831973898858,0.6664442194403535,0.2846807992874884,0.7204329762671822,0.5124729548771877,0.6661698105549706,0.3787355792832597,3192,1464,474,870,32.3,40.2,63.9,103.4
Taiwan Credit Card Default,R3_F4,3,4,RF,18,4.648826100048609,0.8163333333333334,0.6583769633507853,0.3742559523809524,0.9439432989690721,0.47722960151802657,0.6590996256750122,0.39797773451283935,0.7680282929860088,0.5419954521654171,0.5943705900776789,0.4180243618065783,4395,261,841,503,18.366666666666667,32.38333333333333,74.43333333333334,144.51666666666668
Taiwan Credit Card Default,R3_F4,3,4,XGB,18,0.7267541000037454,0.766,0.48325892857142855,0.6443452380952381,0.8011168384879725,0.5522959183673469,0.7227310382916053,0.4057980812409431,0.7879652055463509,0.5730110310323187,0.7184676889308503,0.4514834928816887,3730,926,478,866,23.4,31.366666666666667,55.266666666666666,95.1
Taiwan Credit Card Default,R3_F5,3,5,LR,18,0.1317022999865003,0.6921666666666667,0.38188277087033745,0.6539923954372624,0.7028815368196372,0.48219792542753015,0.6784369661284497,0.30489374590052537,0.7281949105429106,0.4962736912737146,0.6779964453987195,0.38030929550259507,3293,1392,455,860,30.783333333333335,38.36666666666667,61.11666666666667,99.03333333333333
Taiwan Credit Card Default,R3_F5,3,5,RF,18,4.4418982999632135,0.8151666666666667,0.6414835164835165,0.35513307984790876,0.944290288153682,0.45717082721488006,0.6497116840007954,0.3793586356391162,0.7756315560948096,0.5316057425970355,0.5790930135155201,0.4174783205035081,4424,261,848,467,18.483333333333334,32.61666666666667,75.01666666666667,145.68333333333334
Taiwan Credit Card Default,R3_F5,3,5,XGB,18,0.7210344000486657,0.7678333333333334,0.47758620689655173,0.6319391634980989,0.8059765208110993,0.5440261865793781,0.718957842154599,0.3992351310408908,0.7879429130263644,0.5486776590611729,0.7136722835871336,0.4394098145119729,3776,909,484,831,23.216666666666665,31.283333333333335,55.483333333333334,95.81666666666666
Taiwan Credit Card Default,R4_F1,4,1,LR,18,0.13455750001594424,0.6942314104701567,0.3884444444444444,0.6561561561561562,0.7051007286755251,0.4879955332216639,0.6806284424158406,0.31013412964161846,0.732752684102877,0.5204300847511323,0.6801883443801704,0.3833877812660496,3290,1376,458,874,30.576858952984328,38.21273757919307,61.12037345781928,99.29976658886295
Taiwan Credit Card Default,R4_F1,4,1,RF,18,4.380045199999586,0.822107369123041,0.6934306569343066,0.3566066066066066,0.9549935705100728,0.4709965294992563,0.6558000885583397,0.4071992616064981,0.7718941348120517,0.552755259194293,0.5835726317355229,0.4251949120144577,4456,210,857,475,17.7892630876959,32.07735911970657,74.94164721573858,146.38212737579192
Taiwan Credit Card Default,R4_F1,4,1,XGB,18,0.7359372000209987,0.7650883627875958,0.47806267806267805,0.6298798798798799,0.8036862408915559,0.5435698088759313,0.7167830603857179,0.3960999084939283,0.7846924560651523,0.5709297519544478,0.7114954623002774,0.4400725200125115,3750,916,493,839,23.491163721240415,31.710570190063354,56.368789596532174,97.46582194064688
Taiwan Credit Card Default,R4_F2,4,2,LR,18,0.13209910003934056,0.7012662445851383,0.3884372177055104,0.6620477290223249,0.7120986604295131,0.4896100199259892,0.687073194725919,0.3193300802041066,0.7378437788141387,0.5060903872758482,0.6866172885801805,0.4003409940782724,3349,1354,439,860,29.873375541486173,37.187604131956014,59.130289903365544,95.70143285571476
Taiwan Credit Card Default,R4_F2,4,2,RF,18,4.520801300008316,0.8195601466177941,0.6560693641618497,0.3494996150885296,0.9493940038273443,0.45605223505775994,0.649446809457937,0.3853970628408983,0.7722261207160286,0.5366161675273069,0.576031977328529,0.41986581869924966,4465,238,845,454,18.043985338220594,32.12262579140287,74.35854715094969,144.75174941686106
Taiwan Credit Card Default,R4_F2,4,2,XGB,18,0.7202386999852024,0.7642452515828058,0.467525195968645,0.642802155504234,0.7977886455453965,0.5413290113452188,0.7202954005248152,0.3968592085576231,0.7883767703022182,0.5572253462375587,0.7161146982106876,0.44914855422079203,3752,951,464,835,23.575474841719426,31.306231256247916,54.49850049983339,93.15228257247584
Taiwan Credit Card Default,R4_F3,4,3,LR,18,0.13392469997052103,0.6868333333333333,0.3812330009066183,0.6206642066420665,0.7061356297093649,0.47233923055321536,0.6633999181757158,0.2833954803998174,0.7111176164506532,0.5004260522279932,0.6620219863382628,0.35834508398905307,3280,1365,514,841,31.316666666666666,39.88333333333333,65.58333333333333,108.41666666666667
Taiwan Credit Card Default,R4_F3,4,3,RF,18,4.395360199967399,0.8156666666666667,0.6770981507823614,0.35129151291512917,0.9511302475780409,0.46258503401360546,0.651210880246585,0.39317228365992224,0.7770439189860142,0.5513206342577022,0.5780345868985967,0.4157364781398083,4418,227,879,476,18.433333333333334,33.083333333333336,77.03333333333333,150.28333333333333
Taiwan Credit Card Default,R4_F3,4,3,XGB,18,0.7382248999783769,0.7653333333333333,0.4845481049562682,0.6132841328413284,0.8096878363832077,0.5413680781758957,0.7114859846122681,0.39144127618491814,0.7799019697409031,0.5587052590086599,0.7046763105202608,0.43047199901493094,3761,884,524,831,23.466666666666665,32.2,58.4,102.06666666666666
Taiwan Credit Card Default,R4_F4,4,4,LR,18,0.13208400004077703,0.6809007506255212,0.36750998668442075,0.6291793313069909,0.6954477452447104,0.463995516951527,0.6623135382758507,0.2774321071894225,0.7186376787963553,0.4873135341650965,0.6614842003495031,0.3612482143912755,3254,1425,488,828,31.909924937447872,40.05004170141785,64.47039199332777,105.17097581317765
Taiwan Credit Card Default,R4_F4,4,4,RF,18,4.516215599956922,0.812510425354462,0.6304347826086957,0.3525835866261398,0.9418679204958325,0.4522417153996101,0.6472257535609861,0.3713879052240504,0.7588854943286013,0.5325599845635591,0.576270049140613,0.39555886061435985,4407,272,852,464,18.748957464553794,32.960800667222685,75.59633027522936,146.65554628857382
Taiwan Credit Card Default,R4_F4,4,4,XGB,18,0.7717857999959961,0.7569641367806506,0.45969125214408235,0.6109422492401215,0.7980337678991237,0.5246329526916803,0.7044880085696226,0.3724066339383577,0.7706278814154428,0.5525415444169304,0.6982496295236108,0.41470052118012907,3734,945,512,804,24.303586321934947,32.84403669724771,58.465387823185985,101.16763969974978
Taiwan Credit Card Default,R4_F5,4,5,LR,18,0.14849600003799424,0.6716069941715237,0.3679635761589404,0.6664167916041979,0.6730892742453436,0.47413333333333335,0.6697530329247707,0.28780291766859606,0.7194105259508974,0.4948317920699462,0.6697447234624397,0.3812055115666315,3144,1527,445,889,32.83930058284763,40.24979184013322,62.48126561199001,99.53372189841798
Taiwan Credit Card Default,R4_F5,4,5,RF,18,4.6748969000182115,0.8114904246461282,0.6278481012658228,0.37181409295352325,0.9370584457289659,0.4670433145009416,0.6544362693412445,0.3798581458628138,0.7712896923407276,0.528139645540485,0.5902639545518206,0.4184887325123566,4377,294,838,496,18.850957535387177,32.8059950041632,74.67110741049126,144.44629475437137
Taiwan Credit Card Default,R4_F5,4,5,XGB,18,0.7560068999882787,0.7485428809325562,0.4539267015706806,0.6499250374812594,0.7767073431813316,0.5345252774352651,0.7133161903312955,0.38079656866563216,0.7838450716838112,0.5543153724654842,0.7104938769117553,0.43220313414262684,3628,1043,467,867,25.14571190674438,32.9225645295587,56.253122398001665,95.13738551207327
Taiwan Credit Card Default,R5_F1,5,1,LR,18,0.13411199999973178,0.6816136022670445,0.37193575655114114,0.6748466257668712,0.683493077742279,0.47956403269754766,0.679169851754575,0.30242065866260687,0.7383831677087621,0.5131036528991653,0.6791560919622165,0.394489961256264,3209,1486,424,880,31.83863977329555,38.90648441406901,60.110018336389395,95.44924154025671
Taiwan Credit Card Default,R5_F1,5,1,RF,18,4.521106399944983,0.8233038839806635,0.6685082872928176,0.37116564417177916,0.9488817891373802,0.47731755424063116,0.6600237166545797,0.4052195850960755,0.7766861365373684,0.5415869648493086,0.5934579349103406,0.4250374043656938,4455,240,820,484,17.669611601933656,31.338556426071012,72.34539089848307,140.69011501916987
Taiwan Credit Card Default,R5_F1,5,1,XGB,18,0.7377572000259534,0.7704617436239373,0.4791785510553337,0.6441717791411042,0.8055378061767838,0.549558390578999,0.724854792658944,0.407856873224233,0.7904818956336528,0.5664715210466881,0.7203504159576233,0.4519255898129455,3782,913,464,840,22.95382563760627,30.688448074679112,53.892315385897646,92.56542757126188
Taiwan Credit Card Default,R5_F2,5,2,LR,18,0.1373371999943629,0.6887295765255085,0.38515901060070673,0.6473645137342242,0.7007095248333691,0.4829687067294378,0.6740370192837967,0.2996423757576554,0.7240114242899763,0.5080772532317654,0.6735090799779119,0.38454726390553595,3259,1392,475,872,31.127042347449148,39.046348782927645,62.80426808936312,102.40080026675558
Taiwan Credit Card Default,R5_F2,5,2,RF,18,4.413098299992271,0.8157719239746583,0.6644021739130435,0.36302895322939865,0.9468931412599441,0.46951512241958715,0.6549610472446714,0.39418053714371704,0.7746414665715973,0.5551455929450975,0.5863016509372071,0.4218339104377934,4404,247,858,489,18.422807602534178,32.72757585861954,75.64188062687562,147.16572190730244
Taiwan Credit Card Default,R5_F2,5,2,XGB,18,0.7453867000294849,0.7657552517505836,0.48363431151241537,0.6362286562731997,0.8032681143840035,0.5495351074062199,0.7197483853286015,0.4019907415886384,0.7818958555902834,0.5686142296932026,0.7148861399143512,0.44155745896540677,3736,915,490,857,23.424474824941647,31.593864621540515,56.10203401133711,96.94898299433144
Taiwan Credit Card Default,R5_F3,5,3,LR,18,0.13428669999120757,0.6887295765255085,0.37943262411347517,0.6470143613000756,0.7005347593582888,0.478345906677843,0.6737745603291823,0.29748528233547655,0.7261146882995623,0.49323173668593656,0.6732429352727776,0.3651639241555208,3275,1400,467,856,31.127042347449148,38.91297099033011,62.27075691897299,101.2004001333778
Taiwan Credit Card Default,R5_F3,5,3,RF,18,4.537986599956639,0.8127709236412137,0.6396648044692738,0.34618291761148906,0.9448128342245989,0.4492398234428642,0.645497875918044,0.37213598612482873,0.7666795202929657,0.5271276488989929,0.5719073907099399,0.4069385329889532,4417,258,865,458,18.722907635878627,33.14438146048683,76.40880293431144,148.51617205735246
Taiwan Credit Card Default,R5_F3,5,3,XGB,18,0.8356228999909945,0.7535845281760587,0.4573002754820937,0.6273620559334845,0.7893048128342246,0.5289993626513703,0.7083334343838545,0.37607758700438954,0.7767227294958388,0.5504622608560594,0.7036901947148854,0.42283838788040473,3690,985,493,830,24.64154718239413,32.86095365121707,57.5191730576859,98.6162054018006
Taiwan Credit Card Default,R5_F4,5,4,LR,18,0.13936689996626228,0.694421315570358,0.38817598533455544,0.6288047512991833,0.7133963074280807,0.4800226693114197,0.6711005293636321,0.2967805030847887,0.7146999534292607,0.4939412965263502,0.6697663679747364,0.35999643627060507,3323,1335,500,847,30.557868442964196,38.88426311407161,63.86344712739384,105.4954204829309
Taiwan Credit Card Default,R5_F4,5,4,RF,18,4.68105509999441,0.812323064113239,0.6612903225806451,0.3348181143281366,0.950407900386432,0.4445539674716609,0.6426130073572842,0.37497494784370555,0.772973941742906,0.5421652373131778,0.5641044061607289,0.42048596136063054,4427,231,896,451,18.767693588676103,33.68859283930058,78.45129059117401,153.05578684429642
Taiwan Credit Card Default,R5_F4,5,4,XGB,18,0.7435260000056587,0.7643630308076603,0.48072562358276644,0.629547141796585,0.8033490768570202,0.5451623272259724,0.7164481093268026,0.39644587701245604,0.7861555169431745,0.5604571465028452,0.7111582912406085,0.43886164027817487,3742,916,499,848,23.563696919233973,31.873438800999168,56.802664446294756,98.35137385512073
Taiwan Credit Card Default,R5_F5,5,5,LR,18,0.1452032999950461,0.6836666666666666,0.3711886875828546,0.6387832699619772,0.696264674493063,0.4695360536612633,0.6675239722275201,0.28597021768917913,0.718925784499515,0.5022494621569995,0.6669049598943544,0.3693139256018927,3262,1423,475,840,31.633333333333333,39.55,63.3,102.88333333333334
Taiwan Credit Card Default,R5_F5,5,5,RF,18,4.744348700041883,0.8145,0.6343085106382979,0.36273764258555136,0.9413020277481323,0.46153846153846156,0.6520198351668418,0.37987620744585193,0.7581322966672212,0.5196328349401192,0.5843335336144562,0.40345573405943247,4410,275,838,477,18.55,32.516666666666666,74.41666666666667,144.25
Taiwan Credit Card Default,R5_F5,5,5,XGB,18,0.7518857999821194,0.7536666666666667,0.45499723909442297,0.626615969581749,0.7893276414087513,0.527191298784389,0.7079718054952502,0.3748329202918045,0.7836355815623846,0.5574295832704698,0.7032818107551337,0.4358063717632928,3698,987,491,824,24.633333333333333,32.81666666666667,57.36666666666667,98.28333333333333
