dataset,run_id,repeat,fold,model,selected_source_features,runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100
Australian Credit Approval,R1_F4,1,4,RF,11,0.6054544000071473,0.8695652173913043,0.8181818181818182,0.9402985074626866,0.8028169014084507,0.875,0.8715577044355687,0.7478466668234028,0.9148623081774228,0.8543591537246317,0.8688426406203744,0.772966155139794,57,14,4,63,13.043478260869565,15.942028985507246,24.63768115942029,39.130434782608695
Australian Credit Approval,R1_F4,1,4,XGB,11,0.21174030000111088,0.8405797101449275,0.8082191780821918,0.8805970149253731,0.8028169014084507,0.8428571428571429,0.8417069581669119,0.6842775399930485,0.9138112255623292,0.8698599587268862,0.840808044033785,0.7298717679209585,57,14,8,59,15.942028985507246,21.73913043478261,39.130434782608695,68.1159420289855
Australian Credit Approval,R1_F5,1,5,LR,11,0.039287100022193044,0.8840579710144928,0.9393939393939394,0.8378378378378378,0.9375,0.8857142857142857,0.8876689189189189,0.7740314547062626,0.953125,0.9639203982983405,0.886269131231012,0.8023648648648649,60,4,12,62,11.594202898550725,20.28985507246377,46.3768115942029,89.85507246376811
Australian Credit Approval,R1_F5,1,5,RF,11,0.6220116000040434,0.8695652173913043,0.9117647058823529,0.8378378378378378,0.90625,0.8732394366197183,0.8720439189189189,0.7422096156470469,0.9407728040540541,0.9473609393821898,0.8713727907965342,0.7639358108108109,58,6,12,62,13.043478260869565,21.73913043478261,47.82608695652174,91.30434782608695
Australian Credit Approval,R1_F5,1,5,XGB,11,0.20903099997667596,0.8985507246376812,0.9545454545454546,0.8513513513513513,0.953125,0.9,0.9022381756756757,0.803120872121694,0.9404560810810811,0.9541454780078743,0.9008020075226058,0.8158783783783784,61,3,11,63,10.144927536231885,18.115942028985508,42.028985507246375,81.8840579710145
Australian Credit Approval,R2_F1,2,1,LR,11,0.033735300006810576,0.8405797101449275,0.8805970149253731,0.8082191780821918,0.8769230769230769,0.8428571428571429,0.8425711275026344,0.6842775399930485,0.9068493150684931,0.9162659061334864,0.8418705651536202,0.7022128556375131,57,8,14,59,15.942028985507246,26.08695652173913,56.52173913043478,107.2463768115942
Australian Credit Approval,R2_F1,2,1,RF,11,0.603899999987334,0.8623188405797102,0.8648648648648649,0.8767123287671232,0.8461538461538461,0.8707482993197279,0.8614330874604847,0.7235526938932261,0.9106427818756586,0.9125769850338888,0.8612975728264863,0.7399367755532139,55,10,9,64,13.768115942028986,20.28985507246377,39.85507246376812,72.46376811594203
Australian Credit Approval,R2_F1,2,1,XGB,11,0.2091985999722965,0.8115942028985508,0.8133333333333334,0.8356164383561644,0.7846153846153846,0.8243243243243243,0.8101159114857746,0.6215430967882567,0.9034773445732349,0.8955867295758402,0.8097144639758881,0.6680716543730242,51,14,12,61,18.840579710144926,27.536231884057973,53.6231884057971,97.10144927536231
Australian Credit Approval,R2_F2,2,2,LR,11,0.03756759996758774,0.8478260869565217,0.9459459459459459,0.8045977011494253,0.9215686274509803,0.8695652173913043,0.8630831643002028,0.7028699478477669,0.8828036961911201,0.909445299767911,0.8610992968865379,0.737660581473969,47,4,17,70,15.217391304347826,27.536231884057973,64.4927536231884,126.08695652173913
Australian Credit Approval,R2_F2,2,2,RF,11,0.6019586999900639,0.855072463768116,0.935064935064935,0.8275862068965517,0.9019607843137255,0.8780487804878049,0.8647734956051386,0.7090677039927678,0.9042145593869733,0.9148915576245734,0.863973555301107,0.7525354969574036,46,5,15,72,14.492753623188406,25.36231884057971,57.971014492753625,112.31884057971014
Australian Credit Approval,R2_F2,2,2,XGB,11,0.21029359998647124,0.855072463768116,0.935064935064935,0.8275862068965517,0.9019607843137255,0.8780487804878049,0.8647734956051386,0.7090677039927678,0.9012846517917512,0.9291403101379726,0.863973555301107,0.7295469912102772,46,5,15,72,14.492753623188406,25.36231884057971,57.971014492753625,112.31884057971014
