dataset,run_id,repeat,fold,feature_regime,training_regime,ensemble_type,selected_source_features,feature_selection_runtime_seconds,lr_runtime_seconds,rf_runtime_seconds,xgb_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100,reference_roc_auc,reference_pr_auc,reference_recall_adverse,reference_precision_adverse,reference_f1_adverse,reference_balanced_accuracy,reference_mcc,reference_gmean,reference_ks_statistic,reference_cost_FN2_FP1_per100,reference_cost_FN5_FP1_per100,reference_cost_FN10_FP1_per100,delta_roc_auc,delta_pr_auc,delta_recall_adverse,delta_precision_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc,delta_gmean,delta_ks_statistic,delta_cost_FN2_FP1_per100,delta_cost_FN5_FP1_per100,delta_cost_FN10_FP1_per100,reference_name
Taiwan Credit Card Default,R1_F1,1,1,FrozenChi2Top75,Balanced,SoftVote,18,0.10133780003525317,0.12629859999287874,3.9009108999744058,0.6784715999965556,0.8116352725454242,0.575197889182058,0.5026902382782475,0.8971902937420179,0.5365053322395406,0.6999402660101327,0.4204726056063696,0.784021869413743,0.5553924978590703,0.671571889332859,0.42467627318802803,4215,483,647,654,18.836472745457577,29.6216036006001,61.97699616602767,115.90265044174029,0.7919316738704125,0.5670629273226743,0.6249039200614912,0.4746059544658494,0.5394824153948241,0.7166665194177189,0.3953777194902531,0.7107675607494309,0.4420832257597963,31.271878646441078,55.6759459909985,96.34939156526087,-0.007909804456669556,-0.01167042946360397,-0.12221368178324366,0.10059193471620864,-0.0029770831552835553,-0.016726253407586156,0.025094886116116544,-0.039195671416571876,-0.017406952571768275,-1.6502750458409778,6.301050175029168,19.55325887647942,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R1_F2,1,2,FrozenChi2Top75,Balanced,SoftVote,18,0.0921416999772191,0.12122179998550564,3.9735044999979436,0.6852118999813683,0.8062364515591129,0.575993091537133,0.49850523168908817,0.8946125778063962,0.5344551282051282,0.6965589047477422,0.41463412316806814,0.7741464917861535,0.5545887351970623,0.6678091421741319,0.41635313107279703,4168,491,671,667,19.376354844088713,30.56528264132066,64.13206603301651,120.07670501917626,0.7761553173037959,0.549147981287746,0.6031390134529148,0.4705539358600583,0.5286603340976089,0.7041237029058951,0.3761338782898075,0.6968445174427322,0.4161187614116849,32.84975821243955,59.41303985325996,103.68517592129398,-0.0020088255176424763,0.005440753909316309,-0.1046337817638266,0.10543915567707468,0.005794794107519263,-0.007564798158152919,0.03850024487826065,-0.02903537526860034,0.00023436966111212154,-2.284475571118893,4.719026179756554,16.391529097882284,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R1_F3,1,3,FrozenChi2Top75,Balanced,SoftVote,18,0.09329180000349879,0.12147910002386197,4.085331699985545,0.7221036999835633,0.8027324225258248,0.5515202702702703,0.5,0.8869250425894378,0.5244979919678715,0.693462521294719,0.40119288524060703,0.7753743859424853,0.5354391469451536,0.6659298170939029,0.42229123348925546,4165,531,653,653,19.726757747417526,30.60646451182939,63.24558480506498,117.64411862712429,0.7816716550007696,0.5414232987700974,0.6271056661562021,0.4634974533106961,0.5330296127562643,0.7126158654460738,0.3849606285135471,0.7074668737848177,0.4350501290075161,32.02265911362879,56.36454515161613,96.93435521492836,-0.006297269058284316,-0.005984151824943829,-0.1271056661562021,0.0880228169595742,-0.008531620788392758,-0.019153344151354834,0.016232256727059913,-0.041537056690914786,-0.012758895518260649,-1.4161946017994005,6.881039653448852,20.709763412195926,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R1_F4,1,4,FrozenChi2Top75,Balanced,SoftVote,18,0.10321540001314133,0.12575780000770465,4.2712968999985605,0.7110904000001028,0.8098333333333333,0.5791245791245792,0.5176824680210684,0.8929565403553843,0.5466825586015097,0.7053195041882263,0.42791410000838875,0.7744813385957798,0.5785209743096404,0.6799028942773594,0.4356485166386131,4171,500,641,688,19.016666666666666,29.7,61.75,115.16666666666667,0.7805959445268414,0.5758950113082427,0.6290443942814146,0.468609865470852,0.5371024734982333,0.7130449973976116,0.3870980953524675,0.7080798450668364,0.4329059810472668,32.233333333333334,56.88333333333333,97.96666666666668,-0.006114605931061612,0.002625963001397724,-0.11136192626034613,0.11051471365372717,0.009580085103276459,-0.007725493209385315,0.04081600465592128,-0.028176950789477018,0.0027425355913462957,-2.533333333333335,4.866666666666667,17.19999999999999,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R1_F5,1,5,FrozenChi2Top75,Balanced,SoftVote,18,0.10400010005105287,0.12378610001178458,4.3216519999550655,0.717356099979952,0.80973008997001,0.5932203389830508,0.5139500734214391,0.896551724137931,0.5507474429583006,0.705250898779685,0.4326214021941957,0.7815474042989519,0.567036393365205,0.6788098588314754,0.4353549546812497,4160,480,662,700,19.026991002999,30.056647784071977,63.1456181272909,118.29390203265578,0.7861871170692187,0.5734194841757648,0.6541850220264317,0.4764705882352941,0.5513613861386139,0.7215968213580435,0.4008114379644229,0.7184411053836679,0.4469305407868753,32.005998000666445,55.54815061646118,94.78507164278574,-0.004639712770266868,-0.006383090810559877,-0.14023494860499264,0.11674975074775673,-0.00061394318031327,-0.01634592257835843,0.03180996422977278,-0.03963124655219252,-0.01157558610562559,-1.9493502165944676,7.597467510829723,23.50883038987004,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R2_F1,2,1,FrozenChi2Top75,Balanced,SoftVote,18,0.1024609999731183,0.13257150002755225,4.218110900023021,0.7211239000316709,0.8091743119266055,0.5723905723905723,0.5167173252279635,0.8914297926907458,0.5431309904153354,0.7040735589593548,0.4238146061699245,0.7795557626360035,0.5520579114128444,0.6786878650069413,0.4346694569475852,4171,508,636,680,19.08256880733945,29.691409507923268,61.517931609674726,114.56213511259382,0.7865841102098168,0.5503673677292771,0.6314589665653495,0.4762177650429799,0.5429598170532506,0.718059040880452,0.3973894926399632,0.7128177981214928,0.4434787847921678,31.426188490408677,55.696413678065056,96.14678899082568,-0.0070283475738133205,0.0016905436835673582,-0.11474164133738596,0.09617280734759243,0.00017117336208483103,-0.013985481921097276,0.026425113529961297,-0.03412993311455148,-0.008809327844582604,-1.734778982485409,5.8215179316096695,18.41534612176814,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R2_F2,2,2,FrozenChi2Top75,Balanced,SoftVote,18,0.10195240000030026,0.12744059995748103,4.325380900001619,0.7172730999882333,0.8145309115147475,0.5836177474402731,0.5225362872421696,0.8959931798806479,0.5513905683192262,0.7092647335614087,0.43599595185612056,0.7896726349223716,0.5893866525884842,0.6842433409315279,0.4364212087997254,4204,488,625,684,18.546908848525245,28.961839693384437,60.206632227962004,112.28128645225796,0.7953897439003502,0.5897200379178963,0.6409472880061116,0.4716132658797077,0.5433937823834197,0.7203031410192535,0.3984303577538608,0.7159184754947726,0.4482207902924015,31.328111981336445,54.82419596733877,93.98433594400932,-0.005717108977978613,-0.00033338532941207255,-0.11841100076394195,0.11200448156056536,0.007996785935806439,-0.01103840745784479,0.037565594102259736,-0.03167513456324467,-0.011799581492676126,-2.3662722879520075,5.382436260623237,18.296950508248642,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R2_F3,2,3,FrozenChi2Top75,Balanced,SoftVote,18,0.10255490004783496,0.1298895999789238,4.240484000009019,0.8450784000451677,0.8055648117294235,0.5671514114627887,0.5007552870090635,0.8918341171440787,0.5318892900120337,0.6962947020765711,0.41105224274833707,0.7724540466463191,0.5375409233613515,0.668274381743725,0.4116223784533633,4172,506,661,663,19.44351882705765,30.45651449516828,63.495501499500165,118.56047984005332,0.7796049742382225,0.5407087910160331,0.6216012084592145,0.4567147613762486,0.5265515035188739,0.7061618697276834,0.3730013491895574,0.7010806521529009,0.4218702572561155,33.005664778407194,58.04731756081306,99.7834055314895,-0.007150927591903389,-0.0031678676546815776,-0.12084592145015105,0.11043665008654008,0.005337786493159746,-0.009867167651112285,0.038050893558779664,-0.03280627040917594,-0.010247878802752186,-2.549150283238916,5.448183938687102,18.77707430856381,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R2_F4,2,4,FrozenChi2Top75,Balanced,SoftVote,18,0.10279440000886098,0.1278930000262335,4.288497200002894,0.7074161000200547,0.8102615358987173,0.5888795282224094,0.5177777777777778,0.8951214270363207,0.551044540796216,0.7064496024070492,0.43282153248338484,0.7758181499789064,0.5629812429840122,0.6807892356171177,0.43172147001934236,4165,488,651,699,18.97384641012827,29.818424121272695,62.35215725470598,116.57504581042812,0.7786407017376283,0.5663089606667343,0.6229629629629629,0.4659279778393352,0.533122028526149,0.7078923991689949,0.3785665150723915,0.7027792254093466,0.4236377964037539,33.0168249208729,58.45410628019324,100.8495752123938,-0.002822551758721925,-0.003327717682722109,-0.10518518518518516,0.1229515503830742,0.017922512270067026,-0.0014427967619456972,0.05425501741099337,-0.02198998979222888,0.008083673615588483,-3.198400799600204,3.898050974512742,15.72547059803432,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R2_F5,2,5,FrozenChi2Top75,Balanced,SoftVote,18,0.10258990002330393,0.12085659999866039,4.19510159996571,0.7237815000116825,0.8011335222537089,0.5614334470989761,0.49214659685863876,0.8897468897468898,0.5245117576723795,0.6909467433027643,0.40085899590111196,0.7667795480061748,0.5448342972606866,0.6617294793603277,0.4197353673793464,4148,514,679,658,19.886647774629104,31.205200866811136,65.16086014335723,121.75362560426738,0.7744321680372541,0.5508010232574176,0.6185489902767389,0.4805345729227193,0.540876389797253,0.7133928992567735,0.3926910223429816,0.7070601541873025,0.4303368439494093,31.90531755292549,57.4095682613769,99.91665277546258,-0.00765262003107936,-0.005966725996731093,-0.12640239341810017,0.08089887417625685,-0.0163646321248736,-0.022446155954009228,0.00816797355813037,-0.04533067482697484,-0.010601476570062884,-0.7001166861143524,7.751291881980329,21.836972828804804,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R3_F1,3,1,FrozenChi2Top75,Balanced,SoftVote,18,0.10328300000401214,0.12645589996827766,4.212325400032569,0.7218574000289664,0.7996332722120353,0.562012142237641,0.4817843866171004,0.8914911903738719,0.5188150520416333,0.6866377884954862,0.39509137461609795,0.7627394111153535,0.5346119128198248,0.655367481897618,0.4041676584718266,4149,505,697,648,20.036672778796465,31.65527587931322,66.51108518086347,124.60410068344724,0.7681348578110847,0.5411630909538454,0.6066914498141264,0.4636363636363636,0.5256038647342995,0.7019275899693751,0.3699235218074256,0.69543685491103,0.4107212407123105,33.37222870478413,59.82663777296216,103.91731955325888,-0.005395446695731221,-0.006551178134020619,-0.12490706319702599,0.09837577860127733,-0.006788812692666291,-0.01528980147388892,0.025167852808672342,-0.04006937301341207,-0.006553582240483857,-1.7169528254709086,6.684447407901317,20.686781130188365,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R3_F2,3,2,FrozenChi2Top75,Balanced,SoftVote,18,0.10563359997468069,0.12188769999193028,4.386351399996784,0.754386099986732,0.8080639786737754,0.5654362416107382,0.5152905198776758,0.8896463570515551,0.5392,0.7024684384646155,0.4190367162550604,0.7831624143776492,0.5646476679974118,0.6770718823229748,0.43739844866698196,4176,518,634,674,19.19360213262246,29.75674775074975,61.44618460513162,114.26191269576807,0.7885630396797786,0.5611048779232797,0.6460244648318043,0.4594888526373029,0.5370193835398792,0.717132385803205,0.3888982103097173,0.7135982919983217,0.4391180620976221,31.9893368877041,55.13162279240253,93.70209930023326,-0.005400625302129369,0.0035427900741321627,-0.1307339449541285,0.10594738897343536,0.002180616460120799,-0.014663947338589556,0.03013850594534312,-0.03652640967534693,-0.0017196134306401434,-2.232589136954349,6.314561812729089,20.559813395534817,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R3_F3,3,3,FrozenChi2Top75,Balanced,SoftVote,18,0.10514160001184791,0.1288529000012204,4.277808899991214,0.7207858999609016,0.8114685780963494,0.5807531380753138,0.5241691842900302,0.8928342245989305,0.5510123064708218,0.7085017044444804,0.43300105387292315,0.775162770408905,0.571979835627741,0.6841024683585369,0.4295857634457243,4174,501,630,694,18.853142190365062,29.354892482080345,60.86014335722621,113.36889481580263,0.7821959061020728,0.5746052723661015,0.629154078549849,0.4798387096774194,0.5444444444444444,0.7179994991679726,0.3987381273834773,0.7124814187336033,0.4383046028078905,31.421903650608435,55.97599599933322,96.89948324720788,-0.007033135693167769,-0.002625436738360465,-0.10498489425981872,0.10091442839789444,0.00656786202637738,-0.009497794723492214,0.034262926489445844,-0.028378950375066325,-0.00871883936216622,-2.06701116852809,4.884147357892985,16.46941156859475,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R3_F4,3,4,FrozenChi2Top75,Balanced,SoftVote,18,0.10515649995068088,0.14208709995727986,4.648826100048609,0.7267541000037454,0.8076666666666666,0.5794314381270903,0.515625,0.8919673539518901,0.5456692913385827,0.7037961769759451,0.42536823915991057,0.7785257405958518,0.5649295989712437,0.6781745106397344,0.4341556210112911,4153,503,651,693,19.233333333333334,30.083333333333332,62.63333333333333,116.88333333333334,0.787691940634716,0.5668133881697472,0.6398809523809523,0.4793756967670011,0.5481198215423837,0.7196397889052528,0.4000380300374948,0.7152062316366425,0.4448637702503681,31.7,55.9,96.23333333333332,-0.009166200038864258,-0.001883789198503516,-0.12425595238095233,0.10005574136008921,-0.002450530203801038,-0.01584361192930772,0.025330209122415792,-0.0370317209969081,-0.01070814923907698,-1.6166666666666671,6.733333333333334,20.65000000000002,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R3_F5,3,5,FrozenChi2Top75,Balanced,SoftVote,18,0.10534680000273511,0.1317022999865003,4.4418982999632135,0.7210344000486657,0.8083333333333333,0.5698560541913632,0.511787072243346,0.8915688367129135,0.5392628205128205,0.7016779544781298,0.4196649371492815,0.7834019258940638,0.5434592171045138,0.6754949331006915,0.4286822680588075,4177,508,642,673,19.166666666666668,29.866666666666667,61.96666666666667,115.46666666666667,0.7861838810863893,0.5488881740516272,0.626615969581749,0.4787914003486345,0.5428194993412385,0.717576928227374,0.3980145350650351,0.7117884179491141,0.4373548782417797,31.316666666666663,55.86666666666667,96.78333333333332,-0.0027819551923254915,-0.005428956947113317,-0.11482889733840307,0.09106465384272872,-0.003556678828418036,-0.015898973749244205,0.0216504020842464,-0.03629348484842254,-0.008672610182972218,-1.4499999999999957,6.100000000000001,18.68333333333335,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R4_F1,4,1,FrozenChi2Top75,Balanced,SoftVote,18,0.11119839997263625,0.13455750001594424,4.380045199999586,0.7359372000209987,0.8139379793264422,0.5919931856899489,0.5217717717717718,0.8973424774967853,0.5546687948922586,0.7095571246342786,0.43905528385661596,0.7825006210668448,0.5735376072287959,0.6842572428331095,0.4341347348205471,4187,479,637,695,18.606202067355785,29.226408802934312,61.08702900966989,114.18806268756252,0.7873118778873172,0.5704846715445108,0.6411411411411412,0.481941309255079,0.5502577319587629,0.7221993746854442,0.4048561143349192,0.7176360495200362,0.4462223689613317,31.24374791597199,55.151717239079694,94.99833277759254,-0.004811256820472343,0.0030529356842851074,-0.11936936936936937,0.11005187643486986,0.004411062933495691,-0.012642250051165593,0.03419916952169677,-0.03337880668692672,-0.01208763414078462,-2.0173391130376785,5.9353117705901965,19.189729909969984,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R4_F2,4,2,FrozenChi2Top75,Balanced,SoftVote,18,0.10667680000187829,0.13209910003934056,4.520801300008316,0.7202386999852024,0.8150616461179607,0.5823888404533566,0.5142417244033872,0.8981501169466298,0.5461978740801309,0.7061959206750086,0.43194236672534664,0.7849169047912515,0.5567875669478647,0.679607434414706,0.44231623239519036,4224,479,631,668,18.493835388203934,29.006997667444185,60.54648450516495,113.11229590136621,0.789623906382459,0.5606923410250946,0.6351039260969977,0.4658385093167702,0.5374592833876222,0.7169778614112461,0.3918381268533553,0.7122878017136066,0.4416770321860631,31.556147950683105,55.24825058313896,94.7350883038987,-0.004707001591207516,-0.003904774077229889,-0.1208622016936105,0.11655033113658642,0.008738590692508708,-0.010781940736237505,0.040104239871991354,-0.03268036729890067,0.0006392002091272775,-2.5491502832389195,5.298233922025986,18.377207597467503,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R4_F3,4,3,FrozenChi2Top75,Balanced,SoftVote,18,0.10829030000604689,0.13392469997052103,4.395360199967399,0.7382248999783769,0.8046666666666666,0.5793581960104076,0.4929889298892989,0.8955866523143164,0.532695374800638,0.6942877911018077,0.4123697976529521,0.7760687800634734,0.5593083281255641,0.6644654282561091,0.41958142509304536,4160,485,687,668,19.533333333333335,30.983333333333334,65.33333333333333,122.58333333333333,0.7794385900801958,0.5595627034246268,0.614760147601476,0.4859976662777129,0.5428478331704139,0.7125469198717822,0.3934738058823164,0.7058051148778388,0.4316358104377599,32.083333333333336,58.18333333333333,101.68333333333334,-0.00336981001672243,-0.0002543752990626924,-0.12177121771217714,0.09336052973269471,-0.010152458369775852,-0.018259128769974486,0.018895991770635723,-0.04133968662172971,-0.012054385344714535,-1.1000000000000014,7.149999999999999,20.89999999999999,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R4_F4,4,4,FrozenChi2Top75,Balanced,SoftVote,18,0.10817710001720116,0.13208400004077703,4.516215599956922,0.7717857999959961,0.8046705587989992,0.5630983463881636,0.49164133738601823,0.892712117973926,0.5249492900608519,0.6921767276799722,0.4041881137390139,0.7685741471789819,0.5489140370604475,0.6624908901874846,0.4080027426430322,4177,502,669,647,19.532944120100083,30.692243536280234,64.17014178482069,119.96663886572144,0.7712516670553485,0.5545787739645903,0.6086626139817629,0.4630057803468208,0.525935653315824,0.7050579579846836,0.3746524024407788,0.6984372998144432,0.4154832982653529,32.67723102585488,58.4487072560467,101.40116763969976,-0.002677519876366663,-0.00566473690414282,-0.11702127659574468,0.10009256604134276,-0.0009863632549721446,-0.012881230304711444,0.029535711298235123,-0.03594640962695861,-0.007480555622320695,-1.984987489574646,5.721434528773983,18.56547122602167,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R4_F5,4,5,FrozenChi2Top75,Balanced,SoftVote,18,0.11262830003397539,0.14849600003799424,4.6748969000182115,0.7560068999882787,0.8003330557868443,0.5524475524475524,0.532983508245877,0.8766859344894027,0.5425410148798169,0.7048347213676398,0.4150000775052261,0.7752297582743631,0.5539605901394313,0.6835635632433731,0.4276925442224295,4095,576,623,711,19.96669442131557,30.341382181515403,61.46544546211491,113.33888426311407,0.7843652836394904,0.5565477973531329,0.643928035982009,0.4578891257995736,0.535202492211838,0.7131008195324303,0.3822602201160557,0.7097379127774635,0.4347798804515532,32.75603663613655,56.48626144879268,96.03663613655289,-0.009135525365127295,-0.0025872072137015367,-0.11094452773613195,0.09455842664797881,0.007338522667978853,-0.008266098164790514,0.0327398573891704,-0.02617434953409037,-0.007087336229123664,-2.4146544546211466,4.979184013322225,17.30224812656118,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R5_F1,5,1,FrozenChi2Top75,Balanced,SoftVote,18,0.11084430001210421,0.13411199999973178,4.521106399944983,0.7377572000259534,0.8148024670778463,0.581024349286314,0.5306748466257669,0.893716719914803,0.5547094188376753,0.712195783270285,0.43881880339218243,0.785512505145142,0.5629840605298947,0.6886748022598703,0.44058537015621635,4196,499,612,692,18.51975329221537,28.721453575595934,59.326554425737626,110.33505584264044,0.7936690252650973,0.5677848702744251,0.6449386503067485,0.4762174405436014,0.5478827361563517,0.7239602729702006,0.4053573890558369,0.7196346711983258,0.449795174346812,30.85514252375396,54.00900150025005,92.59876646107683,-0.008156520119955268,-0.004800809744530454,-0.11426380368098155,0.10480690874271259,0.0068266826813235815,-0.011764489699915615,0.03346141433634553,-0.03095986893845548,-0.009209804190595638,-2.1336889481580243,5.3175529254875755,17.73628938156361,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R5_F2,5,2,FrozenChi2Top75,Balanced,SoftVote,18,0.1077876000199467,0.1373371999943629,4.413098299992271,0.7453867000294849,0.8074358119373124,0.5809443507588533,0.5115070527097253,0.8931412599440981,0.544018949861824,0.7023241563269117,0.4239645530897075,0.7771549955250661,0.5649465896159083,0.6759053584100781,0.44055153660147967,4154,497,658,689,19.256418806268755,30.226742247415807,63.137712570856955,117.9893297765922,0.7810082113081827,0.5688010277074268,0.6250927988121752,0.4797720797720797,0.5428755641521599,0.7143954641233528,0.3933031999883597,0.7087918686951342,0.4398134558317559,32.060686895631875,57.3191063687896,99.4164721573858,-0.0038532157831165925,-0.0038544380915185306,-0.11358574610244987,0.10117227098677362,0.001143385709664102,-0.012071307796441055,0.030661353101347766,-0.03288651028505607,0.000738080769723759,-1.8339446482160682,5.8186062020673575,18.572857619206403,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R5_F3,5,3,FrozenChi2Top75,Balanced,SoftVote,18,0.10899139998946339,0.13428669999120757,4.537986599956639,0.8356228999909945,0.806268756252084,0.567476948868399,0.5117157974300831,0.8896256684491979,0.5381558028616852,0.7006707329396404,0.4168865122921402,0.7729736743182122,0.5470452973333052,0.674711425977619,0.42676254340119885,4159,516,646,677,19.373124374791598,30.143381127042346,62.454151383794596,116.30543514504835,0.775476816989422,0.5454958944140065,0.6273620559334845,0.4565456545654565,0.5284941101560012,0.7080125787688814,0.3753230553619575,0.7034040836257197,0.4197305588902228,32.91097032344115,57.56918972990997,98.66622207402467,-0.002503142671209768,0.0015494029192987258,-0.11564625850340138,0.11093129430294246,0.009661692705683955,-0.007341845829240912,0.04156345693018271,-0.028692657648100695,0.00703198451097603,-2.767589196398802,4.8849616538846234,17.639213071023676,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R5_F4,5,4,FrozenChi2Top75,Balanced,SoftVote,18,0.1606508999830112,0.13936689996626228,4.68105509999441,0.7435260000056587,0.8063280599500416,0.58,0.4951744617668894,0.8963074280807214,0.5342410893071686,0.6957409449238054,0.415003422994212,0.7789211940852292,0.555083167390145,0.6662045844014706,0.41870760301584575,4175,483,680,667,19.367194004995838,30.691090757701915,64.66278101582014,121.28226477935054,0.7857196135489294,0.5631569730482291,0.6288047512991833,0.484,0.5469809493057798,0.7174723627685269,0.399253564381639,0.7119723632367861,0.4406788872621537,31.690258118234805,56.66944213155704,98.30141548709408,-0.006798419463700189,-0.008073805658084132,-0.13363028953229394,0.09599999999999997,-0.012739859998611158,-0.021731417844721435,0.015749858612572998,-0.045767778835315576,-0.021971284246307954,-0.9991673605328906,7.993338884263103,22.980849292256465,AllFeatures_Balanced_XGB
Taiwan Credit Card Default,R5_F5,5,5,FrozenChi2Top75,Balanced,SoftVote,18,0.10964469995815307,0.1452032999950461,4.744348700041883,0.7518857999821194,0.8046666666666666,0.5597326649958229,0.5095057034220533,0.887513340448239,0.5334394904458599,0.6985095219351461,0.4109846907479623,0.774811123600521,0.5501318490263489,0.6724530532472406,0.4221449411802898,4158,527,645,670,19.533333333333335,30.283333333333335,62.53333333333333,116.28333333333333,0.7826607853719703,0.5578366123822431,0.6304182509505704,0.4649467190128996,0.5351839896707553,0.713394824514773,0.3863261266578497,0.7085527954104818,0.4388343998928706,32.1,56.4,96.9,-0.007849661771449301,-0.007704763355894206,-0.1209125475285171,0.09478594598292328,-0.0017444992248953906,-0.014885302579626836,0.024658564090112578,-0.03609974216324119,-0.016689458712580818,-1.8166666666666664,6.133333333333333,19.383333333333326,AllFeatures_Balanced_XGB
Australian Credit Approval,R1_F1,1,1,FrozenChi2Top75,Balanced,SoftVote,11,0.07443899998907,0.04310270003043115,0.5956629999564029,0.21413869998650625,0.8333333333333334,0.9142857142857143,0.7901234567901234,0.8947368421052632,0.847682119205298,0.8424301494476933,0.6744945610141342,0.9194282001299545,0.9491854996059536,0.8408047137128153,0.7303443794671864,51,6,17,64,16.666666666666668,28.985507246376812,65.94202898550725,127.53623188405797,0.9287416071041802,0.9469172564880868,0.8148148148148148,0.9041095890410958,0.8571428571428571,0.8460038986354775,0.6826102681188947,0.8454287891696468,0.7322936972059779,,,,-0.009313406974225669,0.002268243117866775,-0.024691358024691357,0.010176125244618417,-0.009460737937559083,-0.003573749187784192,-0.008115707104760506,-0.004624075456831522,-0.0019493177387914784,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R1_F2,1,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03635700000450015,0.036704299971461296,0.5972345999907702,0.21321549999993294,0.8840579710144928,0.922077922077922,0.8765432098765432,0.8947368421052632,0.8987341772151899,0.8856400259909032,0.7646835652004254,0.9361056963396145,0.9477765973802801,0.8855933059671065,0.806367771280052,51,6,10,71,11.594202898550725,18.840579710144926,40.57971014492754,76.81159420289855,0.9369720597790772,0.9471047518813246,0.8395061728395061,0.9066666666666666,0.8717948717948718,0.8583495776478232,0.7084609602852625,0.8581427174680365,0.7569850552306693,,,,-0.0008663634394626696,0.0006718454989554923,0.03703703703703709,0.015411255411255431,0.026939305420318083,0.02729044834308003,0.056222604915162844,0.027450588499070006,0.04938271604938271,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R1_F3,1,3,FrozenChi2Top75,Balanced,SoftVote,11,0.03892909997375682,0.03866419999394566,0.6457536999951117,0.20798579999245703,0.8840579710144928,0.9102564102564102,0.8875,0.8793103448275862,0.8987341772151899,0.883405172413793,0.7635263453909765,0.934051724137931,0.9342142620978742,0.8833956820329624,0.7935344827586207,51,7,9,71,11.594202898550725,18.115942028985508,37.68115942028985,70.28985507246377,0.934051724137931,0.9433906687929984,0.8625,0.9078947368421052,0.8846153846153846,0.8709051724137931,0.7361210464400549,0.8708646119884498,0.7698275862068966,,,,0.0,-0.009176406695124206,0.02499999999999991,0.0023616734143050433,0.014118792599805308,0.012499999999999956,0.027405298950921586,0.012531070044512593,0.023706896551724088,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R1_F4,1,4,FrozenChi2Top75,Balanced,SoftVote,11,0.038479800045024604,0.03248380002332851,0.6054544000071473,0.21174030000111088,0.855072463768116,0.821917808219178,0.8955223880597015,0.8169014084507042,0.8571428571428571,0.8562118982552029,0.7133240796790038,0.9220096699600588,0.8932347246525048,0.8553090085490205,0.7456380071473617,58,13,7,60,14.492753623188406,19.565217391304348,34.78260869565217,60.14492753623188,0.9217994534370402,0.8816515481189896,0.9402985074626866,0.8076923076923077,0.8689655172413793,0.8645154509144419,0.7350038036331852,0.8611874901611184,0.7555181837292411,,,,0.00021021652301866922,0.01158317653351515,-0.04477611940298509,0.014225500526870327,-0.011822660098522175,-0.008303552659238989,-0.021679723954181385,-0.005878481612097919,-0.00988017658187934,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R1_F5,1,5,FrozenChi2Top75,Balanced,SoftVote,11,0.0372954000486061,0.039287100022193044,0.6220116000040434,0.20903099997667596,0.8985507246376812,0.9545454545454546,0.8513513513513513,0.953125,0.9,0.9022381756756757,0.803120872121694,0.9520692567567568,0.958538878507366,0.9008020075226058,0.8357263513513513,61,3,11,63,10.144927536231885,18.115942028985508,42.028985507246375,81.8840579710145,0.9451013513513514,0.9548840161032204,0.8918918918918919,0.9565217391304348,0.9230769230769232,0.922508445945946,0.8427953808926898,0.9220002491645322,0.856418918918919,,,,0.006967905405405372,0.003654862404145587,-0.04054054054054057,-0.0019762845849802257,-0.023076923076923217,-0.020270270270270396,-0.039674508770995764,-0.021198241641926407,-0.020692567567567655,,,,AllFeatures_Unweighted_XGB
