dataset,run_id,repeat,fold,feature_regime,training_regime,ensemble_type,selected_source_features,feature_selection_runtime_seconds,lr_runtime_seconds,rf_runtime_seconds,xgb_runtime_seconds,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,ks_statistic,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100,reference_roc_auc,reference_pr_auc,reference_recall_adverse,reference_precision_adverse,reference_f1_adverse,reference_balanced_accuracy,reference_mcc,reference_gmean,reference_ks_statistic,reference_cost_FN2_FP1_per100,reference_cost_FN5_FP1_per100,reference_cost_FN10_FP1_per100,delta_roc_auc,delta_pr_auc,delta_recall_adverse,delta_precision_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc,delta_gmean,delta_ks_statistic,delta_cost_FN2_FP1_per100,delta_cost_FN5_FP1_per100,delta_cost_FN10_FP1_per100,reference_name
Australian Credit Approval,R2_F1,2,1,FrozenChi2Top75,Balanced,SoftVote,11,0.03913970000576228,0.033735300006810576,0.603899999987334,0.2091985999722965,0.8405797101449275,0.8591549295774648,0.8356164383561644,0.8461538461538461,0.8472222222222222,0.8408851422550052,0.6809098252468508,0.9106427818756586,0.9216611370875147,0.8408686361284067,0.7125395152792413,55,10,12,61,15.942028985507246,24.63768115942029,50.72463768115942,94.20289855072464,0.8998946259220232,0.886221752477256,0.863013698630137,0.8513513513513513,0.8571428571428571,0.8468914646996839,0.694441827491691,0.8467379916799929,0.7262381454162276,,,,0.01074815595363543,0.03543938461025875,-0.0273972602739726,0.007803578226113439,-0.009920634920634885,-0.006006322444678691,-0.013532002244840191,-0.005869355551586186,-0.013698630136986245,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R2_F2,2,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03902510000625625,0.03756759996758774,0.6019586999900639,0.21029359998647124,0.8478260869565217,0.9342105263157895,0.8160919540229885,0.9019607843137255,0.8711656441717791,0.8590263691683571,0.6967843957280077,0.8992562542258282,0.9248015871917855,0.857952760309503,0.7363083164300204,46,5,16,71,15.217391304347826,26.81159420289855,61.594202898550726,119.56521739130434,0.9168356997971604,0.9376983636499536,0.7931034482758621,0.9452054794520548,0.8625,0.8573360378634212,0.6910881071087144,0.8549264624833096,0.749154834347532,,,,-0.017579445571332175,-0.012896776458168113,0.02298850574712641,-0.010994953136265306,0.008665644171779063,0.0016903313049358992,0.005696288619293277,0.003026297826193347,-0.01284651791751168,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R2_F3,2,3,FrozenChi2Top75,Balanced,SoftVote,11,0.03905560000566766,0.037156499980483204,0.6043115999782458,0.2470218999660574,0.8695652173913043,0.8970588235294118,0.8472222222222222,0.8939393939393939,0.8714285714285714,0.8705808080808081,0.7405385293628164,0.9280303030303031,0.9293184325493824,0.870267384121294,0.7866161616161615,59,7,11,61,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,0.9307659932659932,0.9242566475016016,0.9027777777777778,0.8783783783783784,0.8904109589041096,0.8832070707070707,0.7677076683116035,0.882990213519786,0.7840909090909091,,,,-0.0027356902356900914,0.005061785047780765,-0.05555555555555558,0.018680445151033398,-0.018982387475538154,-0.012626262626262652,-0.02716913894878714,-0.012722829398492008,0.002525252525252486,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R2_F4,2,4,FrozenChi2Top75,Balanced,SoftVote,11,0.03874230000656098,0.03587149997474626,0.6014374999795109,0.23078859999077395,0.8695652173913043,0.8904109589041096,0.8666666666666667,0.873015873015873,0.8783783783783784,0.8698412698412699,0.738122026257206,0.9244444444444444,0.9162742692012507,0.8698354767504926,0.7555555555555555,55,8,10,65,13.043478260869565,20.28985507246377,42.028985507246375,78.26086956521739,0.926137566137566,0.9208141138139276,0.88,0.868421052631579,0.8741721854304636,0.8606349206349206,0.7222641164819655,0.8604170269802083,0.7447619047619047,,,,-0.0016931216931216353,-0.00453984461267698,-0.013333333333333308,0.021989906272530613,0.0042061929479148,0.009206349206349218,0.015857909775240486,0.009418449770284276,0.0107936507936508,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R2_F5,2,5,FrozenChi2Top75,Balanced,SoftVote,11,0.03534040000522509,0.028015099989715964,0.6133289999561384,0.2183406000258401,0.9130434782608695,0.9210526315789473,0.9210526315789473,0.9032258064516129,0.9210526315789473,0.9121392190152802,0.8242784380305602,0.9817487266553481,0.9864024278741753,0.9120956670998251,0.8624787775891342,56,6,6,70,8.695652173913043,13.043478260869565,26.08695652173913,47.82608695652174,0.9785653650254668,0.9824965916378956,0.9342105263157896,0.8987341772151899,0.9161290322580644,0.9025891341256368,0.8095713569330298,0.902035050648046,0.8565365025466893,,,,0.0031833616298813094,0.003905836236279714,-0.013157894736842257,0.022318454363757456,0.004923599320882932,0.009550084889643373,0.014707081097530383,0.010060616451779136,0.005942275042444822,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R3_F1,3,1,FrozenChi2Top75,Balanced,SoftVote,11,0.03959310002392158,0.0347745000035502,0.6050195999559946,0.20957730000372976,0.8260869565217391,0.8529411764705882,0.8055555555555556,0.8484848484848485,0.8285714285714286,0.827020202020202,0.6534905591310713,0.9126683501683501,0.9270485232449476,0.826741606248097,0.6994949494949495,56,10,14,58,17.391304347826086,27.536231884057973,57.971014492753625,108.69565217391305,0.9105639730639732,0.9167151334441678,0.8472222222222222,0.8026315789473685,0.8243243243243243,0.8099747474747474,0.6225752987168809,0.809117863584606,0.7007575757575757,,,,0.002104377104376942,0.010333389800779802,-0.04166666666666663,0.05030959752321973,0.004247104247104283,0.017045454545454586,0.03091526041419046,0.017623742663490982,-0.0012626262626261875,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R3_F2,3,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03864139999495819,0.03833449998637661,0.6128931000130251,0.21408860001247376,0.8623188405797102,0.9014084507042254,0.8421052631578947,0.8870967741935484,0.8707482993197279,0.8646010186757216,0.7257448096720611,0.9180814940577249,0.9150278353412443,0.8643083144797217,0.7453310696095076,55,7,12,64,13.768115942028986,22.463768115942027,48.55072463768116,92.02898550724638,0.9293293718166384,0.9355792333170568,0.881578947368421,0.8933333333333333,0.8874172185430463,0.8762733446519524,0.7515107268324677,0.8762572824960341,0.765704584040747,,,,-0.01124787775891356,-0.020551397975812513,-0.03947368421052633,0.00807511737089206,-0.01666891922331848,-0.011672325976230802,-0.02576591716040655,-0.0119489680163124,-0.02037351443123947,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R3_F3,3,3,FrozenChi2Top75,Balanced,SoftVote,11,0.04098389996215701,0.03830339998239651,0.6099263000069186,0.21035379997920245,0.8695652173913043,0.881578947368421,0.881578947368421,0.8548387096774194,0.881578947368421,0.8682088285229201,0.7364176570458404,0.9514006791171477,0.9672400062697093,0.8681058747913175,0.7716468590831919,53,9,9,67,13.043478260869565,19.565217391304348,39.130434782608695,71.73913043478261,0.961799660441426,0.9740906255348892,0.9078947368421052,0.8961038961038961,0.9019607843137256,0.8894312393887946,0.7801051469274306,0.8892395790013391,0.8111205432937182,,,,-0.0103989813242783,-0.006850619265179936,-0.02631578947368418,-0.014524948735475052,-0.0203818369453046,-0.021222410865874508,-0.043687489881590214,-0.021133704210021587,-0.03947368421052633,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R3_F4,3,4,FrozenChi2Top75,Balanced,SoftVote,11,0.038679299992509186,0.03142020001541823,0.5994976999936625,0.21087020001141354,0.8913043478260869,0.8933333333333333,0.9054054054054054,0.875,0.8993288590604027,0.8902027027027026,0.7813132857250352,0.9353885135135135,0.9439048198838522,0.8900728788867402,0.8158783783783784,56,8,7,67,10.869565217391305,15.942028985507246,31.159420289855074,56.52173913043478,0.928420608108108,0.9092611680835676,0.9054054054054054,0.8933333333333333,0.8993288590604027,0.8902027027027026,0.7813132857250352,0.8900728788867402,0.8074324324324325,,,,0.006967905405405483,0.034643651800284614,0.0,0.0,0.0,0.0,0.0,0.0,0.008445945945945943,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R3_F5,3,5,FrozenChi2Top75,Balanced,SoftVote,11,0.038285199960228056,0.045434299972839653,0.6058470999705605,0.21083070000167936,0.855072463768116,0.9113924050632911,0.8470588235294118,0.8679245283018868,0.8780487804878049,0.8574916759156492,0.7029165611684973,0.9405105438401775,0.9532197915661125,0.8574282068230062,0.7786903440621532,46,7,13,72,14.492753623188406,23.91304347826087,52.17391304347826,99.27536231884058,0.925860155382908,0.9278972082706792,0.9058823529411764,0.9166666666666666,0.9112426035502958,0.8869034406215317,0.7711581666508851,0.8867003517950548,0.7784683684794673,,,,0.014650388457269514,0.025322583295433243,-0.05882352941176461,-0.0052742616033755185,-0.03319382306249097,-0.02941176470588247,-0.06824160548238778,-0.029272144972048553,0.0002219755826858849,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R4_F1,4,1,FrozenChi2Top75,Balanced,SoftVote,11,0.03848799999104813,0.03152560000307858,0.6052254000096582,0.20753210003022105,0.8623188405797102,0.8873239436619719,0.8513513513513513,0.875,0.8689655172413793,0.8631756756756757,0.7247463219391427,0.9353885135135136,0.9360190652058926,0.8630946833531258,0.7753378378378378,56,8,11,63,13.768115942028986,21.73913043478261,45.65217391304348,85.5072463768116,0.9275760135135136,0.9310625099846452,0.8783783783783784,0.8666666666666667,0.87248322147651,0.8610641891891893,0.7229684624403735,0.8608900956316996,0.7356418918918919,,,,0.0078125,0.004956555221247383,-0.027027027027027084,0.020657276995305174,-0.0035177042351307586,0.0021114864864864025,0.0017778594987691854,0.0022045877214261766,0.03969594594594594,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R4_F2,4,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03909220005152747,0.03515279997373,0.603951999975834,0.21190890000434592,0.8188405797101449,0.875,0.7671232876712328,0.8769230769230769,0.8175182481751825,0.8220231822971549,0.644658026978921,0.9140147523709167,0.9319164366691512,0.8201878527532606,0.7072708113804005,57,8,17,56,18.115942028985508,30.434782608695652,67.3913043478261,128.9855072463768,0.9209694415173868,0.9316777725536864,0.8082191780821918,0.8428571428571429,0.8251748251748252,0.8194942044257113,0.6379808049517419,0.8194166369242709,0.6870389884088515,,,,-0.006954689146470128,0.00023866411546480393,-0.04109589041095896,0.03214285714285714,-0.007656576999642728,0.0025289778714435718,0.0066772220271791305,0.0007712158289896465,0.02023182297154902,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R4_F3,4,3,FrozenChi2Top75,Balanced,SoftVote,11,0.03829480003332719,0.02733399998396635,0.6218421999947168,0.21059760003117844,0.8695652173913043,0.8955223880597015,0.8450704225352113,0.8955223880597015,0.8695652173913043,0.8702964052974564,0.7405928105949128,0.9194870716838344,0.8982153267591431,0.8699307345227857,0.7687618246794198,60,7,11,60,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,0.9373554761404248,0.9140967947129034,0.8732394366197183,0.8985507246376812,0.8857142857142857,0.88438091233971,0.7684388154951274,0.8843107291159588,0.8391843598906874,,,,-0.017868404456590437,-0.01588146795376033,-0.028169014084507005,-0.003028336577979629,-0.016149068322981353,-0.014084507042253502,-0.027846004900214605,-0.014379994593173073,-0.07042253521126762,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R4_F4,4,4,FrozenChi2Top75,Balanced,SoftVote,11,0.037529799970798194,0.03281760000390932,0.6661127000115812,0.21191740001086146,0.8768115942028986,0.9294117647058824,0.8777777777777778,0.875,0.9028571428571428,0.8763888888888889,0.7371591589346116,0.9446759259259259,0.9743329005422932,0.8763877883423271,0.8138888888888889,42,6,11,79,12.318840579710145,20.28985507246377,44.20289855072464,84.05797101449275,0.929398148148148,0.9537115532534974,0.9,0.9418604651162792,0.9204545454545454,0.8979166666666667,0.7821915167482881,0.8979142498033985,0.8055555555555555,,,,0.015277777777777835,0.02062134728879572,-0.022222222222222254,-0.012448700410396807,-0.01759740259740261,-0.021527777777777812,-0.04503235781367654,-0.0215264614610714,0.008333333333333415,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R4_F5,4,5,FrozenChi2Top75,Balanced,SoftVote,11,0.039567200001329184,0.03590680001070723,0.6085937999887392,0.21261959994444624,0.9130434782608695,0.9315068493150684,0.9066666666666666,0.9206349206349206,0.918918918918919,0.9136507936507936,0.825556223358918,0.9451851851851851,0.9398944422223259,0.9136240992382998,0.8673015873015872,58,5,7,68,8.695652173913043,13.768115942028986,28.985507246376812,54.34782608695652,0.9396825396825398,0.9321453060556004,0.96,0.9230769230769232,0.9411764705882352,0.9323809523809524,0.8689094676683313,0.931971796017148,0.8647619047619047,,,,0.0055026455026453425,0.007749136166725457,-0.053333333333333344,0.008429926238145202,-0.0222575516693162,-0.01873015873015882,-0.04335324430941334,-0.018347696778848177,0.0025396825396825085,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R5_F1,5,1,FrozenChi2Top75,Balanced,SoftVote,11,0.037390499957837164,0.02476189995650202,0.6094199000508524,0.21015399997122586,0.8333333333333334,0.8513513513513513,0.84,0.8253968253968254,0.8456375838926175,0.8326984126984127,0.6646236391557118,0.9316402116402116,0.950574465316831,0.8326663997864531,0.7257142857142858,52,11,12,63,16.666666666666668,25.36231884057971,51.44927536231884,94.92753623188406,0.9373544973544972,0.9545037603642232,0.8533333333333334,0.8311688311688312,0.8421052631578947,0.8234920634920635,0.6489096792387729,0.8229511997978235,0.7549206349206349,,,,-0.005714285714285561,-0.003929295047392256,-0.01333333333333342,0.02018252018252009,0.0035323207347227603,0.009206349206349218,0.015713959916938913,0.009715199988629575,-0.029206349206349125,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R5_F2,5,2,FrozenChi2Top75,Balanced,SoftVote,11,0.03924760001245886,0.03652279998641461,0.6163283999776468,0.20868979999795556,0.8695652173913043,0.9066666666666666,0.8607594936708861,0.8813559322033898,0.8831168831168831,0.871057712937138,0.7370723235746327,0.9156833297575627,0.9272774075412258,0.8709968346367406,0.7590645784166488,52,7,11,68,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,0.9341343059429308,0.9431835506223878,0.8860759493670886,0.8860759493670886,0.8860759493670886,0.8667667882428662,0.7335335764857327,0.8665516842621291,0.7461918043338339,,,,-0.018450976185368062,-0.015906143081162005,-0.025316455696202445,0.020590717299578065,-0.0029590662502054776,0.004290924694271725,0.0035387470889000072,0.004445150374611462,0.012872774082814842,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R5_F3,5,3,FrozenChi2Top75,Balanced,SoftVote,11,0.039451399992685765,0.04336609999882057,0.6133763000252657,0.21063549997052178,0.8985507246376812,0.9154929577464789,0.8904109589041096,0.9076923076923077,0.9027777777777778,0.8990516332982086,0.797095983990672,0.9498419388830347,0.9487942025157913,0.8990101101112221,0.8134878819810327,59,6,8,65,10.144927536231885,15.942028985507246,33.333333333333336,62.31884057971015,0.9382507903055848,0.927839598869692,0.863013698630137,0.8873239436619719,0.875,0.8699683877766069,0.7390029046187614,0.8699405887929961,0.7673340358271865,,,,0.011591148577449917,0.020954603646099246,0.0273972602739726,0.028169014084507005,0.02777777777777779,0.029083245521601686,0.05809307937191066,0.029069521318226044,0.04615384615384621,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R5_F4,5,4,FrozenChi2Top75,Balanced,SoftVote,11,0.03706989996135235,0.03470509999897331,0.6109733000048436,0.2071144999936223,0.8985507246376812,0.9230769230769231,0.9,0.896551724137931,0.9113924050632911,0.8982758620689655,0.7931403520418913,0.9437499999999999,0.9586518963581967,0.8982742074245136,0.8137931034482759,52,6,8,72,10.144927536231885,15.942028985507246,33.333333333333336,62.31884057971015,0.923060344827586,0.9385635397495186,0.9,0.9113924050632912,0.9056603773584906,0.8896551724137931,0.7775527828800183,0.8895950260342217,0.7965517241379311,,,,0.020689655172413834,0.020088356608678137,0.0,0.011684518013631906,0.005732027704800524,0.008620689655172376,0.015587569161872983,0.00867918139029189,0.017241379310344862,,,,AllFeatures_Unweighted_XGB
Australian Credit Approval,R5_F5,5,5,FrozenChi2Top75,Balanced,SoftVote,11,0.039143399975728244,0.03701679996447638,0.6043235000106506,0.21374760003527626,0.8478260869565217,0.9104477611940298,0.8026315789473685,0.9032258064516129,0.8531468531468531,0.8529286926994907,0.7025108373018846,0.9250848896434635,0.9197564748923204,0.8514443934739768,0.7699490662139219,56,6,15,61,15.217391304347826,26.08695652173913,58.69565217391305,113.04347826086956,0.9265704584040748,0.9051533102051724,0.881578947368421,0.9178082191780822,0.8993288590604027,0.8924023769100169,0.7820709557963443,0.8923367389543064,0.8374363327674024,,,,-0.0014855687606113444,0.014603164687147951,-0.07894736842105254,-0.007360457984052382,-0.046182005913549595,-0.039473684210526216,-0.07956011849445976,-0.040892345480329606,-0.06748726655348047,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R1_F1,1,1,FrozenChi2Top75,Balanced,SoftVote,18,0.10133780003525317,0.12629859999287874,3.9009108999744058,0.6784715999965556,0.8116352725454242,0.575197889182058,0.5026902382782475,0.8971902937420179,0.5365053322395406,0.6999402660101327,0.4204726056063696,0.784021869413743,0.5553924978590703,0.671571889332859,0.42467627318802803,4215,483,647,654,18.836472745457577,29.6216036006001,61.97699616602767,115.90265044174029,0.7918201736948589,0.5631620173631597,0.372021521906226,0.6865248226950355,0.4825523429710867,0.6624901138692475,0.4158776356073156,0.5954167851660787,0.4403096939872364,,,,-0.007798304281115942,-0.007769519504089439,0.13066871637202154,-0.1113269335129774,0.05395298926845388,0.03745015214088521,0.0045949699990540105,0.0761551041667804,-0.015633420799208375,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R1_F2,1,2,FrozenChi2Top75,Balanced,SoftVote,18,0.0921416999772191,0.12122179998550564,3.9735044999979436,0.6852118999813683,0.8062364515591129,0.575993091537133,0.49850523168908817,0.8946125778063962,0.5344551282051282,0.6965589047477422,0.41463412316806814,0.7741464917861535,0.5545887351970623,0.6678091421741319,0.41635313107279703,4168,491,671,667,19.376354844088713,30.56528264132066,64.13206603301651,120.07670501917626,0.7795171824563801,0.5529774668776057,0.3639760837070254,0.6625850340136055,0.4698504582730342,0.6553728883871036,0.3945123067889141,0.5870277038224817,0.4188484220232406,,,,-0.005370690670226663,0.0016112683194565713,0.13452914798206278,-0.0865919424764725,0.06460466993209402,0.041186016360638567,0.020121816379154056,0.08078143835165019,-0.0024952909504435405,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R1_F3,1,3,FrozenChi2Top75,Balanced,SoftVote,18,0.09329180000349879,0.12147910002386197,4.085331699985545,0.7221036999835633,0.8027324225258248,0.5515202702702703,0.5,0.8869250425894378,0.5244979919678715,0.693462521294719,0.40119288524060703,0.7753743859424853,0.5354391469451536,0.6659298170939029,0.42229123348925546,4165,531,653,653,19.726757747417526,30.60646451182939,63.24558480506498,117.64411862712429,0.7812585602813382,0.5439963994996716,0.3675344563552833,0.6382978723404256,0.466472303206997,0.6548064104604355,0.3858921969733155,0.5884269364710352,0.4342570393231605,,,,-0.00588417433885291,-0.008557252554518002,0.1324655436447167,-0.08677760207015528,0.058025688760874494,0.03865611083428344,0.015300688267291529,0.0775028806228677,-0.011965805833905052,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R1_F4,1,4,FrozenChi2Top75,Balanced,SoftVote,18,0.10321540001314133,0.12575780000770465,4.2712968999985605,0.7110904000001028,0.8098333333333333,0.5791245791245792,0.5176824680210684,0.8929565403553843,0.5466825586015097,0.7053195041882263,0.42791410000838875,0.7744813385957798,0.5785209743096404,0.6799028942773594,0.4356485166386131,4171,500,641,688,19.016666666666666,29.7,61.75,115.16666666666667,0.7802620881384087,0.5704539588907159,0.3867569601203913,0.6871657754010695,0.4949446316803081,0.6683303105033556,0.4232009039414193,0.6061203282283346,0.4335738549128599,,,,-0.00578074954262886,0.008067015418924517,0.13092550790067714,-0.10804119627649034,0.051737926921201605,0.03698919368487075,0.004713196066969461,0.07378256604902478,0.002074661725753213,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R1_F5,1,5,FrozenChi2Top75,Balanced,SoftVote,18,0.10400010005105287,0.12378610001178458,4.3216519999550655,0.717356099979952,0.80973008997001,0.5932203389830508,0.5139500734214391,0.896551724137931,0.5507474429583006,0.705250898779685,0.4326214021941957,0.7815474042989519,0.567036393365205,0.6788098588314754,0.4353549546812497,4160,480,662,700,19.026991002999,30.056647784071977,63.1456181272909,118.29390203265578,0.785511924654413,0.5724658794380455,0.3502202643171806,0.6708860759493671,0.4602026049204052,0.649894614917211,0.3885616094558854,0.5766786749055665,0.4526362094283255,,,,-0.003964520355461132,-0.00542948607284055,0.16372980910425844,-0.07766573696631629,0.09054483803789537,0.05535628386247404,0.04405979273831029,0.10213118392590892,-0.017281254747075814,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R2_F1,2,1,FrozenChi2Top75,Balanced,SoftVote,18,0.1024609999731183,0.13257150002755225,4.218110900023021,0.7211239000316709,0.8091743119266055,0.5723905723905723,0.5167173252279635,0.8914297926907458,0.5431309904153354,0.7040735589593548,0.4238146061699245,0.7795557626360035,0.5520579114128444,0.6786878650069413,0.4346694569475852,4171,508,636,680,19.08256880733945,29.691409507923268,61.517931609674726,114.56213511259382,0.7882423146556009,0.555910351450321,0.3624620060790273,0.6615811373092927,0.4683357879234168,0.6551570556148503,0.3948828725676545,0.5861402353525496,0.4498665381309882,,,,-0.008686552019597449,-0.0038524400374765344,0.15425531914893625,-0.08919056491872035,0.07479520249191862,0.04891650334450448,0.028931733602270027,0.09254762965439178,-0.015197081183403016,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R2_F2,2,2,FrozenChi2Top75,Balanced,SoftVote,18,0.10195240000030026,0.12744059995748103,4.325380900001619,0.7172730999882333,0.8145309115147475,0.5836177474402731,0.5225362872421696,0.8959931798806479,0.5513905683192262,0.7092647335614087,0.43599595185612056,0.7896726349223716,0.5893866525884842,0.6842433409315279,0.4364212087997254,4204,488,625,684,18.546908848525245,28.961839693384437,60.206632227962004,112.28128645225796,0.7949299459379195,0.5931033954253029,0.3919022154316272,0.7075862068965517,0.504424778761062,0.6733594623620198,0.4393442788464278,0.6117146260331139,0.445159486719589,,,,-0.0052573110155479386,-0.003716742836818665,0.13063407181054243,-0.12396845945627866,0.04696578955816422,0.03590527119938891,-0.0033483269903072377,0.07252871489841406,-0.00873827791986359,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R2_F3,2,3,FrozenChi2Top75,Balanced,SoftVote,18,0.10255490004783496,0.1298895999789238,4.240484000009019,0.8450784000451677,0.8055648117294235,0.5671514114627887,0.5007552870090635,0.8918341171440787,0.5318892900120337,0.6962947020765711,0.41105224274833707,0.7724540466463191,0.5375409233613515,0.668274381743725,0.4116223784533633,4172,506,661,663,19.44351882705765,30.45651449516828,63.495501499500165,118.56047984005332,0.7796517962204004,0.5434480969808699,0.3564954682779456,0.6492434662998624,0.4602632862018527,0.6509924968580836,0.3837788404483914,0.5805710388255613,0.4276865161732814,,,,-0.007197749574081258,-0.005907173619518424,0.14425981873111787,-0.08209205483707371,0.07162600381018097,0.04530220521848749,0.02727340229994568,0.08770334291816373,-0.016064137719918103,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R2_F4,2,4,FrozenChi2Top75,Balanced,SoftVote,18,0.10279440000886098,0.1278930000262335,4.288497200002894,0.7074161000200547,0.8102615358987173,0.5888795282224094,0.5177777777777778,0.8951214270363207,0.551044540796216,0.7064496024070492,0.43282153248338484,0.7758181499789064,0.5629812429840122,0.6807892356171177,0.43172147001934236,4165,488,651,699,18.97384641012827,29.818424121272695,62.35215725470598,116.57504581042812,0.7788249715436476,0.5694337392417754,0.3703703703703703,0.6858710562414266,0.481000481000481,0.6605774052582563,0.4105008070068286,0.593415861971444,0.4278859517157389,,,,-0.003006821564741191,-0.0064524962577632294,0.1474074074074075,-0.09699152801901723,0.07004405979573503,0.04587219714879298,0.022320725476556225,0.08737337364567366,0.003835518303603458,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R2_F5,2,5,FrozenChi2Top75,Balanced,SoftVote,18,0.10258990002330393,0.12085659999866039,4.19510159996571,0.7237815000116825,0.8011335222537089,0.5614334470989761,0.49214659685863876,0.8897468897468898,0.5245117576723795,0.6909467433027643,0.40085899590111196,0.7667795480061748,0.5448342972606866,0.6617294793603277,0.4197353673793464,4148,514,679,658,19.886647774629104,31.205200866811136,65.16086014335723,121.75362560426738,0.7743983966871026,0.5452465183012184,0.3664921465968586,0.6666666666666666,0.4729729729729729,0.6569697970221531,0.3984706339259005,0.5892639890598521,0.4255021663398627,,,,-0.007618848680927881,-0.00041222104053184605,0.12565445026178018,-0.1052332195676905,0.05153878469940654,0.03397694628061121,0.0023883619752114726,0.07246549030047555,-0.005766798960516295,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R3_F1,3,1,FrozenChi2Top75,Balanced,SoftVote,18,0.10328300000401214,0.12645589996827766,4.212325400032569,0.7218574000289664,0.7996332722120353,0.562012142237641,0.4817843866171004,0.8914911903738719,0.5188150520416333,0.6866377884954862,0.39509137461609795,0.7627394111153535,0.5346119128198248,0.655367481897618,0.4041676584718266,4149,505,697,648,20.036672778796465,31.65527587931322,66.51108518086347,124.60410068344724,0.7667620130902305,0.5441553358452116,0.3479553903345725,0.6545454545454545,0.4543689320388349,0.6474413823181242,0.3795677415904132,0.5740108745865635,0.4129724919843505,,,,-0.004022601974877027,-0.009543423025386799,0.13382899628252787,-0.09253331230781359,0.06444612000279837,0.039196406177361975,0.015523633025684769,0.08135660731105443,-0.008804833512523869,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R3_F2,3,2,FrozenChi2Top75,Balanced,SoftVote,18,0.10563359997468069,0.12188769999193028,4.386351399996784,0.754386099986732,0.8080639786737754,0.5654362416107382,0.5152905198776758,0.8896463570515551,0.5392,0.7024684384646155,0.4190367162550604,0.7831624143776492,0.5646476679974118,0.6770718823229748,0.43739844866698196,4176,518,634,674,19.19360213262246,29.75674775074975,61.44618460513162,114.26191269576807,0.7875711429386725,0.5602870955173527,0.360091743119266,0.6578212290502793,0.4654150197628458,0.653948726267771,0.3921583076737538,0.5842063077732894,0.4355960957380689,,,,-0.004408728561023256,0.004360572480059166,0.15519877675840982,-0.09238498743954104,0.07378498023715419,0.04851971219684448,0.02687840858130658,0.09286557454968536,0.0018023529289130646,,,,AllFeatures_Unweighted_XGB
Taiwan Credit Card Default,R3_F3,3,3,FrozenChi2Top75,Balanced,SoftVote,18,0.10514160001184791,0.1288529000012204,4.277808899991214,0.7207858999609016,0.8114685780963494,0.5807531380753138,0.5241691842900302,0.8928342245989305,0.5510123064708218,0.7085017044444804,0.43300105387292315,0.775162770408905,0.571979835627741,0.6841024683585369,0.4295857634457243,4174,501,630,694,18.853142190365062,29.354892482080345,60.86014335722621,113.36889481580263,0.7822669111588607,0.5724381324211698,0.3768882175226586,0.6892265193370166,0.4873046875,0.6643799376383347,0.4185362628050394,0.5989567700604503,0.4401634974231384,,,,-0.00710414074995569,-0.0004582967934287918,0.14728096676737162,-0.1084733812617028,0.06370761897082178,0.04412176680614566,0.014464791067883731,0.0851456982980866,-0.010577733977414072,,,,AllFeatures_Unweighted_XGB
