dataset,run_id,repeat,fold,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,roc_auc,pr_auc,gmean,tn,fp,fn,tp,cost_FN1_FP1_per100,cost_FN2_FP1_per100,cost_FN5_FP1_per100,cost_FN10_FP1_per100,stage
Australian Credit Approval,R3_F2,3,2,0.8768115942028986,0.9041095890410958,0.868421052631579,0.8870967741935484,0.8859060402684564,0.8777589134125636,0.7528860472241714,0.9168081494057724,0.913704725513597,0.8777092425349293,55,7,10,66,12.318840579710145,19.565217391304348,41.30434782608695,77.53623188405797,A1_FrozenFS_XGB
Australian Credit Approval,R3_F3,3,3,0.8478260869565217,0.8571428571428571,0.868421052631579,0.8225806451612904,0.8627450980392157,0.8455008488964346,0.6921041848489684,0.9410016977928692,0.9567910137246584,0.8451901263889274,51,11,10,66,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566,A1_FrozenFS_XGB
Australian Credit Approval,R3_F4,3,4,0.9057971014492754,0.9066666666666666,0.918918918918919,0.890625,0.912751677852349,0.9047719594594594,0.8104856973673661,0.9343327702702704,0.9357990946574604,0.9046613521988004,57,7,6,68,9.420289855072463,13.768115942028986,26.81159420289855,48.55072463768116,A1_FrozenFS_XGB
Australian Credit Approval,R3_F5,3,5,0.855072463768116,0.8823529411764706,0.8823529411764706,0.8113207547169812,0.8823529411764706,0.8468368479467259,0.6936736958934517,0.9223085460599334,0.911521061525927,0.8460917528034665,43,10,10,75,14.492753623188406,21.73913043478261,43.47826086956522,79.71014492753623,A1_FrozenFS_XGB
Australian Credit Approval,R4_F1,4,1,0.8478260869565217,0.8441558441558441,0.8783783783783784,0.8125,0.8609271523178808,0.8454391891891893,0.6937406901793864,0.9330658783783784,0.9432364545740992,0.844797272978809,52,12,9,65,15.217391304347826,21.73913043478261,41.30434782608695,73.91304347826087,A1_FrozenFS_XGB
Australian Credit Approval,R4_F2,4,2,0.8188405797101449,0.8428571428571429,0.8082191780821918,0.8307692307692308,0.8251748251748252,0.8194942044257113,0.6379808049517419,0.916754478398314,0.93452591487112,0.8194166369242709,54,11,14,59,18.115942028985508,28.26086956521739,58.69565217391305,109.42028985507247,A1_FrozenFS_XGB
Australian Credit Approval,R4_F3,4,3,0.8623188405797102,0.8714285714285714,0.8591549295774648,0.8656716417910447,0.8652482269503546,0.8624132856842548,0.7245981236332452,0.9209585873449654,0.8969670805702847,0.8624071303277782,58,9,10,61,13.768115942028986,21.014492753623188,42.7536231884058,78.98550724637681,A1_FrozenFS_XGB
Australian Credit Approval,R4_F4,4,4,0.8405797101449275,0.9047619047619048,0.8444444444444444,0.8333333333333334,0.8735632183908046,0.8388888888888889,0.661443382776228,0.9148148148148147,0.9510771158752658,0.8388704928078611,40,8,14,76,15.942028985507246,26.08695652173913,56.52173913043478,107.2463768115942,A1_FrozenFS_XGB
Australian Credit Approval,R4_F5,4,5,0.9202898550724636,0.9102564102564102,0.9466666666666668,0.8888888888888888,0.9281045751633988,0.9177777777777778,0.8395630392448782,0.9377777777777778,0.9251308342477232,0.9173229973577908,56,7,4,71,7.971014492753623,10.869565217391305,19.565217391304348,34.05797101449275,A1_FrozenFS_XGB
Australian Credit Approval,R5_F1,5,1,0.8478260869565217,0.8552631578947368,0.8666666666666667,0.8253968253968254,0.8609271523178808,0.846031746031746,0.6930175061314634,0.935873015873016,0.9523909271792562,0.845780063222062,52,11,10,65,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566,A1_FrozenFS_XGB
Australian Credit Approval,R5_F2,5,2,0.8478260869565217,0.8625,0.8734177215189873,0.8135593220338984,0.8679245283018868,0.8434885217764428,0.6885298702383348,0.920188800686548,0.9362548292274124,0.8429573710285589,48,11,10,69,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566,A1_FrozenFS_XGB
Australian Credit Approval,R5_F3,5,3,0.8768115942028986,0.8783783783783784,0.8904109589041096,0.8615384615384616,0.8843537414965986,0.8759747102212856,0.7526635602947612,0.9264488935721812,0.9128673031724052,0.8758557459257963,56,9,8,65,12.318840579710145,18.115942028985508,35.507246376811594,64.4927536231884,A1_FrozenFS_XGB
Australian Credit Approval,R5_F4,5,4,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9247844827586208,0.9429989917486924,0.8808303292720552,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984,A1_FrozenFS_XGB
Australian Credit Approval,R5_F5,5,5,0.8478260869565217,0.8985507246376812,0.8157894736842105,0.8870967741935484,0.8551724137931035,0.8514431239388794,0.699259856097678,0.9223259762308996,0.911465761401939,0.8506963092234007,55,7,14,62,15.217391304347826,25.36231884057971,55.79710144927536,106.52173913043478,A1_FrozenFS_XGB
Australian Credit Approval,R1_F1,1,1,0.855072463768116,0.9178082191780822,0.8271604938271605,0.8947368421052632,0.8701298701298701,0.8609486679662118,0.7120939041127624,0.9166125189517004,0.9490030610700748,0.8602853992490769,51,6,14,67,14.492753623188406,24.63768115942029,55.072463768115945,105.79710144927536,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R1_F2,1,2,0.8478260869565217,0.8846153846153846,0.8518518518518519,0.8421052631578947,0.8679245283018868,0.8469785575048733,0.6892704238533526,0.9293913796837774,0.9400560244806402,0.8469645375546981,48,9,12,69,15.217391304347826,23.91304347826087,50.0,93.47826086956522,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R1_F3,1,3,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9338362068965516,0.9435103513656452,0.8808303292720552,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R1_F4,1,4,0.8405797101449275,0.8082191780821918,0.8805970149253731,0.8028169014084507,0.8428571428571429,0.8417069581669119,0.6842775399930485,0.9138112255623292,0.8698599587268862,0.840808044033785,57,14,8,59,15.942028985507246,21.73913043478261,39.130434782608695,68.1159420289855,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R1_F5,1,5,0.8985507246376812,0.9545454545454546,0.8513513513513513,0.953125,0.9,0.9022381756756755,0.803120872121694,0.9404560810810813,0.9541454780078744,0.9008020075226058,61,3,11,63,10.144927536231885,18.115942028985508,42.028985507246375,81.8840579710145,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R2_F1,2,1,0.8115942028985508,0.8133333333333334,0.8356164383561644,0.7846153846153846,0.8243243243243243,0.8101159114857746,0.6215430967882567,0.9034773445732348,0.8955867295758402,0.8097144639758881,51,14,12,61,18.840579710144926,27.536231884057973,53.6231884057971,97.10144927536231,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R2_F2,2,2,0.855072463768116,0.935064935064935,0.8275862068965517,0.9019607843137256,0.8780487804878049,0.8647734956051386,0.7090677039927678,0.9012846517917512,0.9291403101379726,0.863973555301107,46,5,15,72,14.492753623188406,25.36231884057971,57.971014492753625,112.31884057971014,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R2_F3,2,3,0.8768115942028986,0.8873239436619719,0.875,0.8787878787878788,0.8811188811188811,0.8768939393939394,0.7533916279699863,0.9307659932659932,0.9083699364098504,0.876891894100632,58,8,9,63,12.318840579710145,18.840579710144926,38.405797101449274,71.01449275362319,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R2_F4,2,4,0.855072463768116,0.8767123287671232,0.8533333333333334,0.8571428571428571,0.8648648648648649,0.8552380952380952,0.7089772938899687,0.9161904761904762,0.9046209880113604,0.855235974119758,54,9,11,64,14.492753623188406,22.463768115942027,46.3768115942029,86.23188405797102,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R2_F5,2,5,0.9130434782608696,0.9102564102564102,0.9342105263157896,0.8870967741935484,0.922077922077922,0.9106536502546688,0.8241104052471173,0.9781409168081494,0.9826520776896652,0.9103489135009686,55,7,5,71,8.695652173913043,12.318840579710145,23.18840579710145,41.30434782608695,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R3_F1,3,1,0.8260869565217391,0.8243243243243243,0.8472222222222222,0.803030303030303,0.8356164383561644,0.8251262626262625,0.6513499986498777,0.9154040404040404,0.934879673498654,0.8248303570099235,53,13,11,61,17.391304347826086,25.36231884057971,49.27536231884058,89.1304347826087,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R3_F2,3,2,0.8695652173913043,0.9027777777777778,0.8552631578947368,0.8870967741935484,0.8783783783783784,0.8711799660441426,0.7392289188430581,0.9151103565365024,0.9042372359313138,0.8710345506666245,55,7,11,65,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R3_F3,3,3,0.8623188405797102,0.88,0.868421052631579,0.8548387096774194,0.8741721854304636,0.8616298811544991,0.7222641164819655,0.9390916808149404,0.9551656950821942,0.8616031175014894,53,9,10,66,13.768115942028986,21.014492753623188,42.7536231884058,78.98550724637681,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R3_F4,3,4,0.8985507246376812,0.9054054054054054,0.9054054054054054,0.890625,0.9054054054054054,0.8980152027027026,0.7960304054054054,0.9339104729729728,0.9334488591949502,0.8979847934064302,57,7,7,67,10.144927536231885,15.217391304347826,30.434782608695652,55.79710144927536,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R3_F5,3,5,0.8478260869565217,0.8902439024390244,0.8588235294117647,0.8301886792452831,0.874251497005988,0.8445061043285238,0.6824539868586954,0.920754716981132,0.9144337215519148,0.8443847296032333,44,9,12,73,15.217391304347826,23.91304347826087,50.0,93.47826086956522,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R4_F1,4,1,0.855072463768116,0.8552631578947368,0.8783783783783784,0.828125,0.8666666666666667,0.8532516891891893,0.7083003377328887,0.9360219594594594,0.9460268459842583,0.8528816416095464,53,11,9,65,14.492753623188406,21.014492753623188,40.57971014492754,73.18840579710145,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R4_F2,4,2,0.8188405797101449,0.8636363636363636,0.7808219178082192,0.8615384615384616,0.8201438848920863,0.8211801896733404,0.6418870860183381,0.9135932560590097,0.9322802552408476,0.8201878527532606,56,9,16,57,18.115942028985508,29.71014492753623,64.4927536231884,122.46376811594203,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R4_F3,4,3,0.855072463768116,0.8805970149253731,0.8309859154929577,0.8805970149253731,0.855072463768116,0.8557914652091654,0.7115829304183309,0.9224301030060964,0.9049805422215697,0.855431888947406,59,8,12,59,14.492753623188406,23.18840579710145,49.27536231884058,92.7536231884058,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R4_F4,4,4,0.8405797101449275,0.8953488372093024,0.8555555555555555,0.8125,0.875,0.8340277777777778,0.6566040480906223,0.913425925925926,0.9491096179462136,0.8337498958853842,39,9,13,77,15.942028985507246,25.36231884057971,53.6231884057971,100.72463768115942,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R4_F5,4,5,0.9130434782608696,0.92,0.92,0.9047619047619048,0.92,0.9123809523809524,0.8247619047619048,0.9415873015873016,0.9281223109958092,0.9123491395189413,57,6,6,69,8.695652173913043,13.043478260869565,26.08695652173913,47.82608695652174,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R5_F1,5,1,0.8405797101449275,0.8533333333333334,0.8533333333333334,0.8253968253968254,0.8533333333333334,0.8393650793650793,0.6787301587301587,0.9365079365079364,0.9532275148279852,0.8392488453007394,52,11,11,64,15.942028985507246,23.91304347826087,47.82608695652174,87.68115942028986,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R5_F2,5,2,0.8478260869565217,0.8625,0.8734177215189873,0.8135593220338984,0.8679245283018868,0.8434885217764428,0.6885298702383348,0.9225488092683972,0.9384627610206498,0.8429573710285589,48,11,10,69,15.217391304347826,22.463768115942027,44.20289855072464,80.43478260869566,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R5_F3,5,3,0.8695652173913043,0.8767123287671232,0.8767123287671232,0.8615384615384616,0.8767123287671232,0.8691253951527924,0.7382507903055848,0.9289778714436248,0.9180318775227376,0.8690922798747146,56,9,9,64,13.043478260869565,19.565217391304348,39.130434782608695,71.73913043478261,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R5_F4,5,4,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.9286637931034484,0.9455723726354976,0.8808303292720552,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R5_F5,5,5,0.8405797101449275,0.9090909090909092,0.7894736842105263,0.9032258064516128,0.8450704225352113,0.8463497453310695,0.6897779277026134,0.9221137521222408,0.9098665722792916,0.844436501516472,56,6,16,60,15.942028985507246,27.536231884057973,62.31884057971015,120.28985507246377,A2_FrozenFS_BalancedXGB
Australian Credit Approval,R1_F1,1,1,0.8333333333333334,0.9142857142857144,0.7901234567901234,0.8947368421052632,0.847682119205298,0.8424301494476933,0.6744945610141342,0.9194282001299544,0.9491854996059536,0.8408047137128153,51,6,17,64,16.666666666666668,28.985507246376812,65.94202898550725,127.53623188405797,A3_Hybrid_SoftVote
Australian Credit Approval,R1_F2,1,2,0.8840579710144928,0.922077922077922,0.8765432098765432,0.8947368421052632,0.8987341772151899,0.8856400259909032,0.7646835652004254,0.9361056963396144,0.94777659738028,0.8855933059671065,51,6,10,71,11.594202898550725,18.840579710144926,40.57971014492754,76.81159420289855,A3_Hybrid_SoftVote
Australian Credit Approval,R1_F3,1,3,0.8840579710144928,0.9102564102564102,0.8875,0.8793103448275862,0.8987341772151899,0.883405172413793,0.7635263453909765,0.934051724137931,0.9342142620978742,0.8833956820329624,51,7,9,71,11.594202898550725,18.115942028985508,37.68115942028985,70.28985507246377,A3_Hybrid_SoftVote
Australian Credit Approval,R1_F4,1,4,0.855072463768116,0.821917808219178,0.8955223880597015,0.8169014084507042,0.8571428571428571,0.8562118982552029,0.7133240796790038,0.9220096699600588,0.8932347246525048,0.8553090085490205,58,13,7,60,14.492753623188406,19.565217391304348,34.78260869565217,60.14492753623188,A3_Hybrid_SoftVote
Australian Credit Approval,R1_F5,1,5,0.8985507246376812,0.9545454545454546,0.8513513513513513,0.953125,0.9,0.9022381756756755,0.803120872121694,0.9520692567567568,0.958538878507366,0.9008020075226058,61,3,11,63,10.144927536231885,18.115942028985508,42.028985507246375,81.8840579710145,A3_Hybrid_SoftVote
Australian Credit Approval,R2_F1,2,1,0.8405797101449275,0.8591549295774648,0.8356164383561644,0.8461538461538461,0.8472222222222222,0.8408851422550052,0.6809098252468508,0.9106427818756586,0.9216611370875148,0.8408686361284067,55,10,12,61,15.942028985507246,24.63768115942029,50.72463768115942,94.20289855072464,A3_Hybrid_SoftVote
Australian Credit Approval,R2_F2,2,2,0.8478260869565217,0.9342105263157896,0.8160919540229885,0.9019607843137256,0.8711656441717791,0.8590263691683571,0.6967843957280077,0.8992562542258282,0.9248015871917856,0.857952760309503,46,5,16,71,15.217391304347826,26.81159420289855,61.594202898550726,119.56521739130434,A3_Hybrid_SoftVote
Australian Credit Approval,R2_F3,2,3,0.8695652173913043,0.8970588235294118,0.8472222222222222,0.8939393939393939,0.8714285714285714,0.8705808080808081,0.7405385293628164,0.9280303030303032,0.9293184325493824,0.870267384121294,59,7,11,61,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,A3_Hybrid_SoftVote
Australian Credit Approval,R2_F4,2,4,0.8695652173913043,0.8904109589041096,0.8666666666666667,0.873015873015873,0.8783783783783784,0.8698412698412699,0.738122026257206,0.9244444444444444,0.9162742692012508,0.8698354767504926,55,8,10,65,13.043478260869565,20.28985507246377,42.028985507246375,78.26086956521739,A3_Hybrid_SoftVote
Australian Credit Approval,R2_F5,2,5,0.9130434782608696,0.9210526315789472,0.9210526315789472,0.9032258064516128,0.9210526315789472,0.9121392190152802,0.8242784380305602,0.981748726655348,0.9864024278741752,0.9120956670998251,56,6,6,70,8.695652173913043,13.043478260869565,26.08695652173913,47.82608695652174,A3_Hybrid_SoftVote
Australian Credit Approval,R3_F1,3,1,0.8260869565217391,0.8529411764705882,0.8055555555555556,0.8484848484848485,0.8285714285714286,0.827020202020202,0.6534905591310713,0.91266835016835,0.9270485232449476,0.826741606248097,56,10,14,58,17.391304347826086,27.536231884057973,57.971014492753625,108.69565217391305,A3_Hybrid_SoftVote
Australian Credit Approval,R3_F2,3,2,0.8623188405797102,0.9014084507042254,0.8421052631578947,0.8870967741935484,0.8707482993197279,0.8646010186757216,0.7257448096720611,0.9180814940577248,0.9150278353412444,0.8643083144797217,55,7,12,64,13.768115942028986,22.463768115942027,48.55072463768116,92.02898550724638,A3_Hybrid_SoftVote
Australian Credit Approval,R3_F3,3,3,0.8695652173913043,0.881578947368421,0.881578947368421,0.8548387096774194,0.881578947368421,0.8682088285229201,0.7364176570458404,0.9514006791171477,0.9672400062697092,0.8681058747913175,53,9,9,67,13.043478260869565,19.565217391304348,39.130434782608695,71.73913043478261,A3_Hybrid_SoftVote
Australian Credit Approval,R3_F4,3,4,0.8913043478260869,0.8933333333333333,0.9054054054054054,0.875,0.8993288590604027,0.8902027027027026,0.7813132857250352,0.9353885135135136,0.9439048198838522,0.8900728788867402,56,8,7,67,10.869565217391305,15.942028985507246,31.159420289855074,56.52173913043478,A3_Hybrid_SoftVote
Australian Credit Approval,R3_F5,3,5,0.855072463768116,0.9113924050632912,0.8470588235294118,0.8679245283018868,0.8780487804878049,0.8574916759156492,0.7029165611684973,0.9405105438401776,0.9532197915661124,0.8574282068230062,46,7,13,72,14.492753623188406,23.91304347826087,52.17391304347826,99.27536231884058,A3_Hybrid_SoftVote
Australian Credit Approval,R4_F1,4,1,0.8623188405797102,0.8873239436619719,0.8513513513513513,0.875,0.8689655172413793,0.8631756756756757,0.7247463219391427,0.9353885135135136,0.9360190652058926,0.8630946833531258,56,8,11,63,13.768115942028986,21.73913043478261,45.65217391304348,85.5072463768116,A3_Hybrid_SoftVote
Australian Credit Approval,R4_F2,4,2,0.8188405797101449,0.875,0.7671232876712328,0.8769230769230769,0.8175182481751825,0.8220231822971549,0.644658026978921,0.9140147523709168,0.9319164366691512,0.8201878527532606,57,8,17,56,18.115942028985508,30.434782608695652,67.3913043478261,128.9855072463768,A3_Hybrid_SoftVote
Australian Credit Approval,R4_F3,4,3,0.8695652173913043,0.8955223880597015,0.8450704225352113,0.8955223880597015,0.8695652173913043,0.8702964052974564,0.7405928105949128,0.9194870716838344,0.8982153267591431,0.8699307345227857,60,7,11,60,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,A3_Hybrid_SoftVote
Australian Credit Approval,R4_F4,4,4,0.8768115942028986,0.9294117647058824,0.8777777777777778,0.875,0.9028571428571428,0.8763888888888889,0.7371591589346116,0.944675925925926,0.9743329005422932,0.8763877883423271,42,6,11,79,12.318840579710145,20.28985507246377,44.20289855072464,84.05797101449275,A3_Hybrid_SoftVote
Australian Credit Approval,R4_F5,4,5,0.9130434782608696,0.9315068493150684,0.9066666666666666,0.9206349206349206,0.918918918918919,0.9136507936507936,0.825556223358918,0.9451851851851852,0.939894442222326,0.9136240992382998,58,5,7,68,8.695652173913043,13.768115942028986,28.985507246376812,54.34782608695652,A3_Hybrid_SoftVote
Australian Credit Approval,R5_F1,5,1,0.8333333333333334,0.8513513513513513,0.84,0.8253968253968254,0.8456375838926175,0.8326984126984127,0.6646236391557118,0.9316402116402116,0.950574465316831,0.8326663997864531,52,11,12,63,16.666666666666668,25.36231884057971,51.44927536231884,94.92753623188406,A3_Hybrid_SoftVote
Australian Credit Approval,R5_F2,5,2,0.8695652173913043,0.9066666666666666,0.8607594936708861,0.8813559322033898,0.8831168831168831,0.871057712937138,0.7370723235746327,0.9156833297575628,0.9272774075412258,0.8709968346367406,52,7,11,68,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,A3_Hybrid_SoftVote
Australian Credit Approval,R5_F3,5,3,0.8985507246376812,0.9154929577464788,0.8904109589041096,0.9076923076923076,0.9027777777777778,0.8990516332982086,0.797095983990672,0.9498419388830348,0.9487942025157912,0.8990101101112221,59,6,8,65,10.144927536231885,15.942028985507246,33.333333333333336,62.31884057971015,A3_Hybrid_SoftVote
Australian Credit Approval,R5_F4,5,4,0.8985507246376812,0.9230769230769232,0.9,0.896551724137931,0.9113924050632912,0.8982758620689655,0.7931403520418913,0.94375,0.9586518963581968,0.8982742074245136,52,6,8,72,10.144927536231885,15.942028985507246,33.333333333333336,62.31884057971015,A3_Hybrid_SoftVote
Australian Credit Approval,R5_F5,5,5,0.8478260869565217,0.9104477611940298,0.8026315789473685,0.9032258064516128,0.8531468531468531,0.8529286926994907,0.7025108373018846,0.9250848896434636,0.9197564748923204,0.8514443934739768,56,6,15,61,15.217391304347826,26.08695652173913,58.69565217391305,113.04347826086956,A3_Hybrid_SoftVote
Australian Credit Approval,R1_F1,1,1,0.8478260869565217,0.9166666666666666,0.8148148148148148,0.8947368421052632,0.8627450980392157,0.854775828460039,0.6994001801312533,0.9194282001299544,0.9491854996059536,0.8538412231252319,51,6,15,66,15.217391304347826,26.08695652173913,58.69565217391305,113.04347826086956,A4_Hybrid_Sigmoid
Australian Credit Approval,R1_F2,1,2,0.8768115942028986,0.9102564102564102,0.8765432098765432,0.8771929824561403,0.8930817610062893,0.8768680961663418,0.7486457787171245,0.9361056963396144,0.94777659738028,0.8768680359799207,50,7,10,71,12.318840579710145,19.565217391304348,41.30434782608695,77.53623188405797,A4_Hybrid_Sigmoid
Australian Credit Approval,R1_F3,1,3,0.8840579710144928,0.9,0.9,0.8620689655172413,0.9,0.8810344827586207,0.7620689655172413,0.934051724137931,0.9342142620978742,0.8808303292720552,50,8,8,72,11.594202898550725,17.391304347826086,34.78260869565217,63.768115942028984,A4_Hybrid_Sigmoid
Australian Credit Approval,R1_F4,1,4,0.8695652173913043,0.8266666666666667,0.9253731343283582,0.8169014084507042,0.8732394366197183,0.8711372713895312,0.7447838236913805,0.9220096699600588,0.8932347246525048,0.8694473053470685,58,13,5,62,13.043478260869565,16.666666666666668,27.536231884057973,45.65217391304348,A4_Hybrid_Sigmoid
Australian Credit Approval,R1_F5,1,5,0.8913043478260869,0.9402985074626866,0.8513513513513513,0.9375,0.8936170212765957,0.8944256756756757,0.787108214757162,0.9520692567567568,0.958538878507366,0.8933878731502303,60,4,11,63,10.869565217391305,18.840579710144926,42.7536231884058,82.6086956521739,A4_Hybrid_Sigmoid
Australian Credit Approval,R2_F1,2,1,0.8188405797101449,0.8157894736842105,0.8493150684931506,0.7846153846153846,0.8322147651006712,0.8169652265542676,0.6361464129354797,0.9106427818756586,0.9216611370875148,0.8163244876428706,51,14,11,62,18.115942028985508,26.08695652173913,50.0,89.85507246376811,A4_Hybrid_Sigmoid
Australian Credit Approval,R2_F2,2,2,0.8478260869565217,0.9342105263157896,0.8160919540229885,0.9019607843137256,0.8711656441717791,0.8590263691683571,0.6967843957280077,0.8992562542258282,0.9248015871917856,0.857952760309503,46,5,16,71,15.217391304347826,26.81159420289855,61.594202898550726,119.56521739130434,A4_Hybrid_Sigmoid
Australian Credit Approval,R2_F3,2,3,0.8623188405797102,0.8840579710144928,0.8472222222222222,0.8787878787878788,0.8652482269503546,0.8630050505050505,0.7253235664820743,0.9280303030303032,0.9293184325493824,0.8628607184990051,58,8,11,61,13.768115942028986,21.73913043478261,45.65217391304348,85.5072463768116,A4_Hybrid_Sigmoid
Australian Credit Approval,R2_F4,2,4,0.8768115942028986,0.8918918918918919,0.88,0.873015873015873,0.8859060402684564,0.8765079365079365,0.7521408740827044,0.9244444444444444,0.9162742692012508,0.8765009801785554,55,8,9,66,12.318840579710145,18.840579710144926,38.405797101449274,71.01449275362319,A4_Hybrid_Sigmoid
Australian Credit Approval,R2_F5,2,5,0.9202898550724636,0.922077922077922,0.9342105263157896,0.9032258064516128,0.9281045751633988,0.9187181663837012,0.8387724549797387,0.981748726655348,0.9864024278741752,0.918587533132888,56,6,5,71,7.971014492753623,11.594202898550725,22.463768115942027,40.57971014492754,A4_Hybrid_Sigmoid
Australian Credit Approval,R3_F1,3,1,0.8333333333333334,0.855072463768116,0.8194444444444444,0.8484848484848485,0.8368794326241135,0.8339646464646464,0.6672976811635084,0.91266835016835,0.9270485232449476,0.8338382308854609,56,10,13,59,16.666666666666668,26.08695652173913,54.34782608695652,101.44927536231884,A4_Hybrid_Sigmoid
Australian Credit Approval,R3_F2,3,2,0.8695652173913043,0.9027777777777778,0.8552631578947368,0.8870967741935484,0.8783783783783784,0.8711799660441426,0.7392289188430581,0.9180814940577248,0.9150278353412444,0.8710345506666245,55,7,11,65,13.043478260869565,21.014492753623188,44.927536231884055,84.78260869565217,A4_Hybrid_Sigmoid
Australian Credit Approval,R3_F3,3,3,0.8695652173913043,0.881578947368421,0.881578947368421,0.8548387096774194,0.881578947368421,0.8682088285229201,0.7364176570458404,0.9514006791171477,0.9672400062697092,0.8681058747913175,53,9,9,67,13.043478260869565,19.565217391304348,39.130434782608695,71.73913043478261,A4_Hybrid_Sigmoid
Australian Credit Approval,R3_F4,3,4,0.8840579710144928,0.881578947368421,0.9054054054054054,0.859375,0.8933333333333333,0.8823902027027026,0.7667255897395466,0.9353885135135136,0.9439048198838522,0.8820900012301864,55,9,7,67,11.594202898550725,16.666666666666668,31.884057971014492,57.2463768115942,A4_Hybrid_Sigmoid
Australian Credit Approval,R3_F5,3,5,0.855072463768116,0.9012345679012346,0.8588235294117647,0.8490566037735849,0.8795180722891566,0.8539400665926749,0.6992414815334496,0.9405105438401776,0.9532197915661124,0.8539261028468426,45,8,12,73,14.492753623188406,23.18840579710145,49.27536231884058,92.7536231884058,A4_Hybrid_Sigmoid
Australian Credit Approval,R4_F1,4,1,0.855072463768116,0.8648648648648649,0.8648648648648649,0.84375,0.8648648648648649,0.8543074324324325,0.7086148648648649,0.9353885135135136,0.9360190652058926,0.8542421961772492,54,10,10,64,14.492753623188406,21.73913043478261,43.47826086956522,79.71014492753623,A4_Hybrid_Sigmoid
Australian Credit Approval,R4_F2,4,2,0.8188405797101449,0.8636363636363636,0.7808219178082192,0.8615384615384616,0.8201438848920863,0.8211801896733404,0.6418870860183381,0.9140147523709168,0.9319164366691512,0.8201878527532606,56,9,16,57,18.115942028985508,29.71014492753623,64.4927536231884,122.46376811594203,A4_Hybrid_Sigmoid
Australian Credit Approval,R4_F3,4,3,0.8768115942028986,0.8970588235294118,0.8591549295774648,0.8955223880597015,0.8776978417266187,0.8773386588185832,0.7544394616715052,0.9194870716838344,0.8982153267591431,0.8771502005064331,60,7,10,61,12.318840579710145,19.565217391304348,41.30434782608695,77.53623188405797,A4_Hybrid_Sigmoid
Australian Credit Approval,R4_F4,4,4,0.8768115942028986,0.9294117647058824,0.8777777777777778,0.875,0.9028571428571428,0.8763888888888889,0.7371591589346116,0.944675925925926,0.9743329005422932,0.8763877883423271,42,6,11,79,12.318840579710145,20.28985507246377,44.20289855072464,84.05797101449275,A4_Hybrid_Sigmoid
Australian Credit Approval,R4_F5,4,5,0.9202898550724636,0.9324324324324323,0.92,0.9206349206349206,0.9261744966442952,0.9203174603174604,0.839658109009697,0.9451851851851852,0.939894442222326,0.9203174055640408,58,5,6,69,7.971014492753623,12.318840579710145,25.36231884057971,47.10144927536232,A4_Hybrid_Sigmoid
Australian Credit Approval,R5_F1,5,1,0.8043478260869565,0.8076923076923077,0.84,0.7619047619047619,0.8235294117647058,0.8009523809523809,0.6047916118572527,0.9316402116402116,0.950574465316831,0.7999999999999999,48,15,12,63,19.565217391304348,28.26086956521739,54.34782608695652,97.82608695652173,A4_Hybrid_Sigmoid
