dataset,run_id,repeat,fold,calibration_method,selected_source_features,mean_predicted_probability,observed_adverse_rate,brier_score,log_loss,ece_10bin,calibration_intercept,calibration_slope,roc_auc,pr_auc,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,ks_statistic,tn,fp,fn,tp,reference_brier_score,reference_log_loss,reference_ece_10bin,reference_roc_auc,reference_pr_auc,reference_recall_adverse,reference_f1_adverse,reference_balanced_accuracy,reference_mcc,delta_brier_score,delta_log_loss,delta_ece_10bin,delta_roc_auc,delta_pr_auc,delta_recall_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc
German Credit,R3_F5,3,5,Sigmoid,15,0.2981229270060846,0.31,0.1645221080175145,0.493547540589406,0.08571333659335803,0.13607999238216545,1.095099783076156,0.7861150070126226,0.6601117243317391,0.76,0.6842105263157895,0.41935483870967744,0.9130434782608695,0.52,0.6661991584852734,0.391872600140376,0.618780413847279,0.41654978962131833,126,12,36,26,0.1678301045179289,0.4991782071741865,0.09643351012751862,0.7861150070126226,0.6601117243317391,0.5645161290322581,0.5785123966942148,0.6953015427769986,0.39612795822631774,-0.003307996500414412,-0.005630666584780508,-0.01072017353416059,0.0,0.0,-0.14516129032258068,-0.05851239669421482,-0.02910238429172518,-0.004255358085941741
German Credit,R3_F5,3,5,Isotonic,15,0.295803649306229,0.31,0.16836358068554003,0.5051371511561422,0.05855986103248539,0.04691823514224862,0.9410654672475017,0.7710378681626928,0.6056264619931447,0.76,0.6842105263157895,0.41935483870967744,0.9130434782608695,0.52,0.6661991584852734,0.391872600140376,0.618780413847279,0.41654978962131833,126,12,36,26,0.1678301045179289,0.4991782071741865,0.09643351012751862,0.7861150070126226,0.6601117243317391,0.5645161290322581,0.5785123966942148,0.6953015427769986,0.39612795822631774,0.0005334761676111244,0.005958943981955733,-0.037873649095033234,-0.015077138849929783,-0.05448526233859441,-0.14516129032258068,-0.05851239669421482,-0.02910238429172518,-0.004255358085941741
German Credit,R4_F1,4,1,Uncalibrated,15,0.3848163371440419,0.305,0.14913787892860444,0.4553159774045327,0.097010059096659,-0.44575501082251584,1.4476647264324014,0.8559971694775328,0.7191711926537372,0.78,0.6197183098591549,0.7213114754098361,0.8057553956834532,0.6666666666666666,0.7635334355466447,0.5071238168967489,0.7623651443238129,0.5718834768250973,112,27,17,44,0.14913787892860444,0.4553159774045327,0.097010059096659,0.8559971694775328,0.7191711926537372,0.7213114754098361,0.6666666666666666,0.7635334355466447,0.5071238168967489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R4_F1,4,1,Sigmoid,15,0.3207277688756182,0.305,0.1436089461096493,0.4400550258310488,0.05645690717712269,0.11858388823284931,1.5035632121830718,0.8559971694775328,0.7191711926537372,0.79,0.6862745098039216,0.5737704918032787,0.8848920863309353,0.625,0.729331289067107,0.4844928845981213,0.7125482212222062,0.5718834768250973,123,16,26,35,0.14913787892860444,0.4553159774045327,0.097010059096659,0.8559971694775328,0.7191711926537372,0.7213114754098361,0.6666666666666666,0.7635334355466447,0.5071238168967489,-0.00552893281895514,-0.01526095157348395,-0.040553151919536304,0.0,0.0,-0.14754098360655743,-0.04166666666666663,-0.034202146479537676,-0.022630932298627615
German Credit,R4_F1,4,1,Isotonic,15,0.32166270139631664,0.305,0.14559792862808807,0.44421430814130825,0.05322280342467365,0.010696656690324621,1.2852891859192208,0.8462082792782168,0.6806330522404676,0.78,0.6545454545454545,0.5901639344262295,0.8633093525179856,0.6206896551724138,0.7267366434721075,0.4675829651024319,0.7137885149741309,0.5503007430121476,120,19,25,36,0.14913787892860444,0.4553159774045327,0.097010059096659,0.8559971694775328,0.7191711926537372,0.7213114754098361,0.6666666666666666,0.7635334355466447,0.5071238168967489,-0.0035399503005163757,-0.011101669263224478,-0.043787255671985346,-0.009788890199315947,-0.03853814041326964,-0.1311475409836066,-0.04597701149425282,-0.03679679207453712,-0.03954085179431699
German Credit,R4_F2,4,2,Uncalibrated,15,0.3442518175716724,0.27,0.16107807306542465,0.4961760912572952,0.11007795884364299,-0.5000335871202627,0.8830737479276992,0.7773972602739727,0.6388493046674293,0.765,0.5614035087719298,0.5925925925925926,0.8287671232876712,0.5765765765765766,0.7106798579401319,0.4144010753804058,0.700800441098995,0.480466768138001,121,25,22,32,0.16107807306542465,0.4961760912572952,0.11007795884364299,0.7773972602739727,0.6388493046674293,0.5925925925925926,0.5765765765765766,0.7106798579401319,0.4144010753804058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R4_F2,4,2,Sigmoid,15,0.28862533757764913,0.27,0.15237440906972943,0.47902151926159137,0.08313371930902785,-0.1468339085459092,0.9548978334683592,0.7773972602739727,0.6388493046674293,0.805,0.6666666666666666,0.5555555555555556,0.8972602739726028,0.6060606060606061,0.7264079147640792,0.48141852988827566,0.7060296948321504,0.480466768138001,131,15,24,30,0.16107807306542465,0.4961760912572952,0.11007795884364299,0.7773972602739727,0.6388493046674293,0.5925925925925926,0.5765765765765766,0.7106798579401319,0.4144010753804058,-0.008703663995695221,-0.01715457199570386,-0.02694423953461514,0.0,0.0,-0.03703703703703698,0.029484029484029506,0.01572805682394729,0.06701745450786983
German Credit,R4_F2,4,2,Isotonic,15,0.2848405066591038,0.27,0.15585496835244353,0.5898192652255098,0.08913102161794575,-0.5644058805622106,0.30115408820052697,0.7714992389649924,0.6121954018965232,0.815,0.7428571428571429,0.48148148148148145,0.9383561643835616,0.5842696629213483,0.7099188229325215,0.4905448173237259,0.6721615253677331,0.44266869609335363,137,9,28,26,0.16107807306542465,0.4961760912572952,0.11007795884364299,0.7773972602739727,0.6388493046674293,0.5925925925925926,0.5765765765765766,0.7106798579401319,0.4144010753804058,-0.005223104712981125,0.09364317396821453,-0.020946937225697237,-0.005898021308980317,-0.02665390277090607,-0.1111111111111111,0.007693086344771727,-0.0007610350076103778,0.07614374194332008
German Credit,R4_F3,4,3,Uncalibrated,15,0.3749571436737643,0.31,0.17718310256762584,0.532574863574247,0.08814946513935219,-0.4199122931084013,0.8305428277776655,0.773141654978962,0.6225828061332398,0.735,0.5652173913043478,0.6290322580645161,0.782608695652174,0.5954198473282443,0.705820476858345,0.40049193101935826,0.701631039084655,0.4698457223001402,108,30,23,39,0.17718310256762584,0.532574863574247,0.08814946513935219,0.773141654978962,0.6225828061332398,0.6290322580645161,0.5954198473282443,0.705820476858345,0.40049193101935826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R4_F3,4,3,Sigmoid,15,0.31395108272833494,0.31,0.17032480838205571,0.5178157480727077,0.04872226109049973,-0.0708666969902453,0.9158876654151743,0.773141654978962,0.6225828061332398,0.75,0.6363636363636364,0.45161290322580644,0.8840579710144928,0.5283018867924528,0.6678354371201496,0.3747661957267746,0.631863899039794,0.4698457223001402,122,16,34,28,0.17718310256762584,0.532574863574247,0.08814946513935219,0.773141654978962,0.6225828061332398,0.6290322580645161,0.5954198473282443,0.705820476858345,0.40049193101935826,-0.00685829418557013,-0.0147591155015393,-0.039427204048852464,0.0,0.0,-0.1774193548387097,-0.06711796053579144,-0.03798503973819545,-0.02572573529258365
German Credit,R4_F3,4,3,Isotonic,15,0.31318411951041386,0.31,0.168971509490814,0.5149984470076115,0.05410452984358007,-0.12139444868697821,0.8129287529370698,0.771856007480131,0.5907743976612877,0.755,0.6,0.6290322580645161,0.8115942028985508,0.6141732283464567,0.7203132304815334,0.43509330404934626,0.7145060770079891,0.44086021505376344,112,26,23,39,0.17718310256762584,0.532574863574247,0.08814946513935219,0.773141654978962,0.6225828061332398,0.6290322580645161,0.5954198473282443,0.705820476858345,0.40049193101935826,-0.008211593076811852,-0.017576416566635444,-0.03404493529577212,-0.0012856474988310884,-0.0318084084719521,0.0,0.018753381018212445,0.01449275362318836,0.034601373029988
German Credit,R4_F4,4,4,Uncalibrated,15,0.38621326431941005,0.325,0.16787940623200565,0.5002971626445714,0.09530343156438516,-0.3659225318162776,1.0092355019611057,0.8103703703703704,0.6931642076020218,0.73,0.5774647887323944,0.6307692307692307,0.7777777777777778,0.6029411764705882,0.7042735042735042,0.3998909428852601,0.7004272200580804,0.5190883190883191,105,30,24,41,0.16787940623200565,0.5002971626445714,0.09530343156438516,0.8103703703703704,0.6931642076020218,0.6307692307692307,0.6029411764705882,0.7042735042735042,0.3998909428852601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R4_F4,4,4,Sigmoid,15,0.3216784667065744,0.325,0.16299800591477687,0.4906580667670932,0.087964388787277,0.09052140320001814,1.1353887696625706,0.8103703703703704,0.6931642076020218,0.755,0.6538461538461539,0.5230769230769231,0.8666666666666667,0.5811965811965812,0.6948717948717948,0.4161692750607111,0.6733003292241385,0.5190883190883191,117,18,31,34,0.16787940623200565,0.5002971626445714,0.09530343156438516,0.8103703703703704,0.6931642076020218,0.6307692307692307,0.6029411764705882,0.7042735042735042,0.3998909428852601,-0.004881400317228779,-0.009639095877478132,-0.0073390427771081596,0.0,0.0,-0.10769230769230764,-0.02174459527400696,-0.009401709401709368,0.016278332175450994
German Credit,R4_F4,4,4,Isotonic,15,0.31941619693664386,0.325,0.16513909785674677,0.49764985198685674,0.06053401967214372,0.033896753473920106,1.0004325948352744,0.8017094017094017,0.6341942549871342,0.755,0.7,0.4307692307692308,0.9111111111111111,0.5333333333333333,0.670940170940171,0.4003203845127178,0.6264811509364289,0.5042735042735043,123,12,37,28,0.16787940623200565,0.5002971626445714,0.09530343156438516,0.8103703703703704,0.6931642076020218,0.6307692307692307,0.6029411764705882,0.7042735042735042,0.3998909428852601,-0.0027403083752588764,-0.002647310657714619,-0.03476941189224144,-0.00866096866096866,-0.05896995261488758,-0.19999999999999996,-0.06960784313725488,-0.033333333333333215,0.0004294416274576718
German Credit,R4_F5,4,5,Uncalibrated,15,0.31835064916640404,0.29,0.16650605325096732,0.4944434169690322,0.058601563674889556,-0.211597118712808,0.9263645139805197,0.7878824672170957,0.5476835808939932,0.73,0.5384615384615384,0.4827586206896552,0.8309859154929577,0.509090909090909,0.6568722680913065,0.3245650939247319,0.6333763607649963,0.4698882952889752,118,24,30,28,0.16650605325096732,0.4944434169690322,0.058601563674889556,0.7878824672170957,0.5476835808939932,0.4827586206896552,0.509090909090909,0.6568722680913065,0.3245650939247319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R4_F5,4,5,Sigmoid,15,0.2650805152111923,0.29,0.16670627017521705,0.4937909499441721,0.05154987247903884,0.2148909451568625,1.0741402465126402,0.7878824672170957,0.5476835808939932,0.745,0.6296296296296297,0.29310344827586204,0.9295774647887324,0.4,0.6113404565322972,0.2956897218285536,0.5219792719726629,0.4698882952889752,132,10,41,17,0.16650605325096732,0.4944434169690322,0.058601563674889556,0.7878824672170957,0.5476835808939932,0.4827586206896552,0.509090909090909,0.6568722680913065,0.3245650939247319,0.00020021692424973536,-0.0006524670248601039,-0.007051691195850716,0.0,0.0,-0.18965517241379315,-0.10909090909090902,-0.045531811559009316,-0.028875372096178298
German Credit,R4_F5,4,5,Isotonic,15,0.2579249902508559,0.29,0.1690162707282017,0.499411161546714,0.07016911078249165,0.19549051594280173,0.9942352794132049,0.7845434677027684,0.512657152733506,0.73,0.6,0.20689655172413793,0.9436619718309859,0.3076923076923077,0.575279261777562,0.2277258154059843,0.4418601678868911,0.44876153472559493,134,8,46,12,0.16650605325096732,0.4944434169690322,0.058601563674889556,0.7878824672170957,0.5476835808939932,0.4827586206896552,0.509090909090909,0.6568722680913065,0.3245650939247319,0.002510217477234372,0.0049677445776817875,0.011567547107602091,-0.0033389995143272566,-0.03502642816048718,-0.27586206896551724,-0.20139860139860133,-0.08159300631374455,-0.09683927851874757
German Credit,R5_F1,5,1,Uncalibrated,15,0.4009234115304755,0.28,0.16844896079211844,0.49782852472003136,0.12932815678402348,-0.730200265589611,1.1288343288092346,0.8138640873015873,0.6537856664236311,0.73,0.5131578947368421,0.6964285714285714,0.7430555555555556,0.5909090909090909,0.7197420634920635,0.4065376898328641,0.7193643854456648,0.5158730158730158,107,37,17,39,0.16844896079211844,0.49782852472003136,0.12932815678402348,0.8138640873015873,0.6537856664236311,0.6964285714285714,0.5909090909090909,0.7197420634920635,0.4065376898328641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R5_F1,5,1,Sigmoid,15,0.3386449572446964,0.28,0.15466865774852936,0.46671746044199736,0.08607654367846779,-0.2947879577026825,1.1968756086773207,0.8138640873015873,0.6537856664236311,0.765,0.5849056603773585,0.5535714285714286,0.8472222222222222,0.5688073394495413,0.7003968253968254,0.4077551832698003,0.6848342981137961,0.5158730158730158,122,22,25,31,0.16844896079211844,0.49782852472003136,0.12932815678402348,0.8138640873015873,0.6537856664236311,0.6964285714285714,0.5909090909090909,0.7197420634920635,0.4065376898328641,-0.01378030304358907,-0.031111064278034006,-0.0432516131055557,0.0,0.0,-0.1428571428571428,-0.022101751459549623,-0.019345238095238138,0.0012174934369362234
German Credit,R5_F1,5,1,Isotonic,15,0.33892110645785123,0.28,0.15703516636342463,0.47058695811195816,0.06777359113109946,-0.35755524116896525,1.0390510232007395,0.8079117063492063,0.585947695901487,0.77,0.5833333333333334,0.625,0.8263888888888888,0.603448275862069,0.7256944444444444,0.44226898133585163,0.7186745129441808,0.4742063492063492,119,25,21,35,0.16844896079211844,0.49782852472003136,0.12932815678402348,0.8138640873015873,0.6537856664236311,0.6964285714285714,0.5909090909090909,0.7197420634920635,0.4065376898328641,-0.011413794428693808,-0.027241566608073198,-0.061554565652924026,-0.005952380952381042,-0.06783797052214413,-0.0714285714285714,0.01253918495297801,0.005952380952380931,0.03573129150298754
German Credit,R5_F2,5,2,Uncalibrated,15,0.3593862697764933,0.35,0.16578199425704854,0.5027519782818051,0.051488246325532,-0.05454940344103491,1.0035362323969863,0.8056043956043957,0.6971858037057643,0.755,0.6779661016949152,0.5714285714285714,0.8538461538461538,0.6201550387596899,0.7126373626373625,0.444789684618333,0.6985070421349293,0.5065934065934066,111,19,30,40,0.16578199425704854,0.5027519782818051,0.051488246325532,0.8056043956043957,0.6971858037057643,0.5714285714285714,0.6201550387596899,0.7126373626373625,0.444789684618333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R5_F2,5,2,Sigmoid,15,0.2923080333441935,0.35,0.16951984832799052,0.5128890391430382,0.07397413548782758,0.37893135522817895,1.0334973310514184,0.8056043956043957,0.6971858037057643,0.735,0.6976744186046512,0.42857142857142855,0.9,0.5309734513274337,0.6642857142857143,0.38147531312078387,0.6210590034081188,0.5065934065934066,117,13,40,30,0.16578199425704854,0.5027519782818051,0.051488246325532,0.8056043956043957,0.6971858037057643,0.5714285714285714,0.6201550387596899,0.7126373626373625,0.444789684618333,0.003737854070941987,0.010137060861233116,0.02248588916229558,0.0,0.0,-0.14285714285714285,-0.08918158743225624,-0.04835164835164829,-0.06331437149754915
German Credit,R5_F2,5,2,Isotonic,15,0.29747950386833755,0.35,0.1697133865432465,0.5638843861613584,0.06321427775354883,0.08385135815915219,0.6725634014699704,0.8017032967032967,0.6748038058894261,0.75,0.8333333333333334,0.35714285714285715,0.9615384615384616,0.5,0.6593406593406593,0.4256887899825743,0.5860090386731193,0.49230769230769234,125,5,45,25,0.16578199425704854,0.5027519782818051,0.051488246325532,0.8056043956043957,0.6971858037057643,0.5714285714285714,0.6201550387596899,0.7126373626373625,0.444789684618333,0.00393139228619796,0.06113240787955332,0.011726031428016835,-0.0039010989010990205,-0.022381997816338206,-0.21428571428571425,-0.12015503875968991,-0.05329670329670322,-0.019100894635758703
German Credit,R5_F3,5,3,Uncalibrated,15,0.33786453302242253,0.295,0.15425800902035244,0.4692547768353464,0.08661379139660264,-0.17684964051729957,1.2146842059567668,0.8224546219497536,0.6409557613964563,0.78,0.6363636363636364,0.5932203389830508,0.8581560283687943,0.6140350877192983,0.7256881836759226,0.4610086065885724,0.7134953469009344,0.57915614857555,121,20,24,35,0.15425800902035244,0.4692547768353464,0.08661379139660264,0.8224546219497536,0.6409557613964563,0.5932203389830508,0.6140350877192983,0.7256881836759226,0.4610086065885724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R5_F3,5,3,Sigmoid,15,0.2807009404193831,0.295,0.15493482422521399,0.4689386210401693,0.06780510419317069,0.3495575978469781,1.3681400953706566,0.8224546219497536,0.6409557613964563,0.765,0.6875,0.3728813559322034,0.9290780141843972,0.4835164835164835,0.6509796850583003,0.3756249598221446,0.5885880305407823,0.57915614857555,131,10,37,22,0.15425800902035244,0.4692547768353464,0.08661379139660264,0.8224546219497536,0.6409557613964563,0.5932203389830508,0.6140350877192983,0.7256881836759226,0.4610086065885724,0.0006768152048615417,-0.0003161557951770755,-0.018808687203431942,0.0,0.0,-0.22033898305084743,-0.13051860420281475,-0.0747084986176223,-0.08538364676642779
German Credit,R5_F3,5,3,Isotonic,15,0.2783374751291113,0.295,0.15882118560345723,0.4796606821194422,0.04798334142739614,0.20070150632225883,1.1285028206990888,0.7960091357134271,0.5863020767915273,0.775,0.64,0.5423728813559322,0.8723404255319149,0.5871559633027523,0.7073566534439235,0.43677010104677455,0.6878472142263896,0.46520014424810674,123,18,27,32,0.15425800902035244,0.4692547768353464,0.08661379139660264,0.8224546219497536,0.6409557613964563,0.5932203389830508,0.6140350877192983,0.7256881836759226,0.4610086065885724,0.004563176583104789,0.010405905284095796,-0.0386304499692065,-0.026445486236326476,-0.05465368460492892,-0.05084745762711862,-0.02687912441654594,-0.01833153023199907,-0.02423850554179785
German Credit,R5_F4,5,4,Uncalibrated,15,0.3860360456204316,0.29,0.17831082541328422,0.5321737298045321,0.0982244340123104,-0.6094339905124792,0.8128620093944511,0.7722195240407965,0.5914130538005384,0.73,0.5303030303030303,0.603448275862069,0.7816901408450704,0.5645161290322581,0.6925692083535697,0.3716641250136264,0.6868111587265713,0.4409907722195241,111,31,23,35,0.17831082541328422,0.5321737298045321,0.0982244340123104,0.7722195240407965,0.5914130538005384,0.603448275862069,0.5645161290322581,0.6925692083535697,0.3716641250136264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R5_F4,5,4,Sigmoid,15,0.32429647518328963,0.29,0.16645489308002476,0.5044320184430842,0.062936253676708,-0.2441728688299629,0.9256436485484192,0.7722195240407965,0.5914130538005384,0.745,0.5686274509803921,0.5,0.8450704225352113,0.5321100917431193,0.6725352112676056,0.3592424771219879,0.6500270850261592,0.4409907722195241,120,22,29,29,0.17831082541328422,0.5321737298045321,0.0982244340123104,0.7722195240407965,0.5914130538005384,0.603448275862069,0.5645161290322581,0.6925692083535697,0.3716641250136264,-0.011855932333259461,-0.027741711361447985,-0.035288180335602395,0.0,0.0,-0.10344827586206895,-0.03240603728913882,-0.020033997085964095,-0.012421647891638465
German Credit,R5_F4,5,4,Isotonic,15,0.32886736588695525,0.29,0.17138467092893936,0.5747415490203251,0.07578228199410222,-0.565087563163337,0.4606779598844603,0.7671199611461873,0.5600117519973214,0.76,0.6086956521739131,0.4827586206896552,0.8732394366197183,0.5384615384615384,0.6779990286546868,0.3838543978674098,0.6492794975619873,0.430791646430306,124,18,30,28,0.17831082541328422,0.5321737298045321,0.0982244340123104,0.7722195240407965,0.5914130538005384,0.603448275862069,0.5645161290322581,0.6925692083535697,0.3716641250136264,-0.00692615448434486,0.042567819215793,-0.022442152018208178,-0.005099562894609222,-0.031401301803216985,-0.12068965517241376,-0.026054590570719682,-0.014570179698882968,0.012190272853783435
German Credit,R5_F5,5,5,Uncalibrated,15,0.33428859525604004,0.285,0.1453937324462219,0.44862771254251865,0.09836230741606496,-0.25174326067531144,1.172465728568398,0.8333946754999386,0.6513639067785759,0.83,0.7017543859649122,0.7017543859649122,0.8811188811188811,0.7017543859649122,0.7914366335418968,0.5828732670837934,0.7863390104666504,0.5828732670837934,126,17,17,40,0.1453937324462219,0.44862771254251865,0.09836230741606496,0.8333946754999386,0.6513639067785759,0.7017543859649122,0.7017543859649122,0.7914366335418968,0.5828732670837934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R5_F5,5,5,Sigmoid,15,0.277195508825905,0.285,0.14440851057403375,0.4446551250739199,0.11387822251781915,0.25656491678198856,1.290530493956756,0.8333946754999386,0.6513639067785759,0.79,0.7142857142857143,0.43859649122807015,0.9300699300699301,0.5434782608695652,0.6843332106490001,0.43798883063117117,0.6386903850265854,0.5828732670837934,133,10,32,25,0.1453937324462219,0.44862771254251865,0.09836230741606496,0.8333946754999386,0.6513639067785759,0.7017543859649122,0.7017543859649122,0.7914366335418968,0.5828732670837934,-0.0009852218721881356,-0.003972587468598743,0.015515915101754194,0.0,0.0,-0.2631578947368421,-0.15827612509534705,-0.10710342289289665,-0.14488443645262222
German Credit,R5_F5,5,5,Isotonic,15,0.27802179354445383,0.285,0.14351599644969432,0.4420583209393804,0.1082840372095092,0.19354501045299088,1.1952240379425834,0.837995337995338,0.6477452821519648,0.8,0.7297297297297297,0.47368421052631576,0.9300699300699301,0.574468085106383,0.701877070298123,0.46938344865441184,0.6637465183030646,0.5688872530977793,133,10,30,27,0.1453937324462219,0.44862771254251865,0.09836230741606496,0.8333946754999386,0.6513639067785759,0.7017543859649122,0.7017543859649122,0.7914366335418968,0.5828732670837934,-0.0018777359965275742,-0.0065693916031382416,0.009921729793444245,0.004600662495399366,-0.003618624626611111,-0.22807017543859648,-0.1272863008585292,-0.08955956324377379,-0.11348981842938155
