dataset,run_id,repeat,fold,calibration_method,selected_source_features,mean_predicted_probability,observed_adverse_rate,brier_score,log_loss,ece_10bin,calibration_intercept,calibration_slope,roc_auc,pr_auc,accuracy,precision_adverse,recall_adverse,specificity,f1_adverse,balanced_accuracy,mcc,gmean,ks_statistic,tn,fp,fn,tp,reference_brier_score,reference_log_loss,reference_ece_10bin,reference_roc_auc,reference_pr_auc,reference_recall_adverse,reference_f1_adverse,reference_balanced_accuracy,reference_mcc,delta_brier_score,delta_log_loss,delta_ece_10bin,delta_roc_auc,delta_pr_auc,delta_recall_adverse,delta_f1_adverse,delta_balanced_accuracy,delta_mcc
German Credit,R2_F1,2,1,Isotonic,15,0.3036620101908094,0.315,0.1574046849099874,0.48295488359471905,0.04424148431319944,0.056599385006902626,0.9746002937888446,0.8045417680454177,0.6427778239062457,0.77,0.6545454545454545,0.5714285714285714,0.8613138686131386,0.6101694915254238,0.716371220020855,0.4501888163335722,0.7015549540080392,0.5013324064418955,118,19,27,36,0.1603025466309868,0.4899123333695474,0.0690481822045647,0.8126520681265207,0.7066453060193015,0.6507936507936508,0.640625,0.737805584520913,0.4716925756426876,-0.0028978617209994006,-0.006957449774828373,-0.024806697891365255,-0.008110300081103028,-0.06386748211305582,-0.07936507936507942,-0.03045550847457623,-0.02143436450005809,-0.021503759309115356
German Credit,R2_F2,2,2,Uncalibrated,15,0.3520289322854387,0.23,0.1540101902069716,0.4681012049725122,0.12298978527942465,-0.7724264169870245,1.0744857402587074,0.814652738565782,0.5658233292675998,0.76,0.48333333333333334,0.6304347826086957,0.7987012987012987,0.5471698113207547,0.7145680406549972,0.39408931897634075,0.7095978294893778,0.53613777526821,123,31,17,29,0.1540101902069716,0.4681012049725122,0.12298978527942465,0.814652738565782,0.5658233292675998,0.6304347826086957,0.5471698113207547,0.7145680406549972,0.39408931897634075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R2_F2,2,2,Sigmoid,15,0.29833898398378556,0.23,0.1418815657710937,0.438643177694908,0.08158495897173029,-0.3447053963801169,1.1991732232797634,0.814652738565782,0.5658233292675998,0.785,0.5384615384615384,0.45652173913043476,0.8831168831168831,0.49411764705882355,0.6698193111236589,0.36075395847892977,0.6349504353380414,0.53613777526821,136,18,25,21,0.1540101902069716,0.4681012049725122,0.12298978527942465,0.814652738565782,0.5658233292675998,0.6304347826086957,0.5471698113207547,0.7145680406549972,0.39408931897634075,-0.012128624435877894,-0.02945802727760416,-0.04140482630769436,0.0,0.0,-0.17391304347826092,-0.053052164261931156,-0.04474872953133835,-0.03333536049741098
German Credit,R2_F2,2,2,Isotonic,15,0.29861380289022976,0.23,0.14589259247496092,0.44815596578602074,0.07391809571631666,-0.4517713742343863,1.0033904007579701,0.8067476002258611,0.5052292366360428,0.78,0.5277777777777778,0.41304347826086957,0.8896103896103896,0.4634146341463415,0.6513269339356296,0.3315219821475124,0.6061747022283944,0.49915302089215136,137,17,27,19,0.1540101902069716,0.4681012049725122,0.12298978527942465,0.814652738565782,0.5658233292675998,0.6304347826086957,0.5471698113207547,0.7145680406549972,0.39408931897634075,-0.008117597732010678,-0.019945239186491437,-0.04907168956310799,-0.007905138339920903,-0.06059409263155702,-0.2173913043478261,-0.08375517717441322,-0.06324110671936767,-0.06256733682882837
German Credit,R2_F3,2,3,Uncalibrated,15,0.3776258676561002,0.325,0.17854640926493853,0.5299540817487164,0.06983065172207245,-0.3467105581399112,0.8401989825041026,0.7748148148148148,0.6447706072163755,0.715,0.5540540540540541,0.6307692307692307,0.7555555555555555,0.5899280575539568,0.6931623931623931,0.37477878869960135,0.6903486051128057,0.43133903133903134,102,33,24,41,0.17854640926493853,0.5299540817487164,0.06983065172207245,0.7748148148148148,0.6447706072163755,0.6307692307692307,0.5899280575539568,0.6931623931623931,0.37477878869960135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R2_F3,2,3,Sigmoid,15,0.31139434440857455,0.325,0.1731544606383842,0.5197224720924949,0.045816945341568716,0.048634137084306535,0.9471754069672312,0.7748148148148148,0.6447706072163755,0.73,0.627906976744186,0.4153846153846154,0.8814814814814815,0.5,0.6484330484330485,0.3384543584270825,0.6051064750552966,0.43133903133903134,119,16,38,27,0.17854640926493853,0.5299540817487164,0.06983065172207245,0.7748148148148148,0.6447706072163755,0.6307692307692307,0.5899280575539568,0.6931623931623931,0.37477878869960135,-0.005391948626554344,-0.010231609656221496,-0.024013706380503735,0.0,0.0,-0.21538461538461534,-0.08992805755395683,-0.044729344729344644,-0.03632443027251886
German Credit,R2_F3,2,3,Isotonic,15,0.32211327675895773,0.325,0.17569098054306173,0.5237440584907143,0.04604019813111651,-0.07695527736836218,0.8197514404834744,0.7691168091168091,0.6080625201882679,0.725,0.578125,0.5692307692307692,0.8,0.5736434108527132,0.6846153846153846,0.3707336495572356,0.6748219138295788,0.415954415954416,108,27,28,37,0.17854640926493853,0.5299540817487164,0.06983065172207245,0.7748148148148148,0.6447706072163755,0.6307692307692307,0.5899280575539568,0.6931623931623931,0.37477878869960135,-0.0028554287218768015,-0.006210023258002129,-0.02379045359095594,-0.005698005698005715,-0.03670808702810757,-0.06153846153846154,-0.016284646701243632,-0.008547008547008517,-0.004045139142365761
German Credit,R2_F4,2,4,Uncalibrated,15,0.36086831385390883,0.29,0.1632103814734722,0.4952180057920077,0.09462790638150195,-0.43899142172001687,0.9713110923131795,0.8050024283632831,0.6002570521063835,0.765,0.5846153846153846,0.6551724137931034,0.8098591549295775,0.6178861788617886,0.7325157843613405,0.45052307784442325,0.7284211538441578,0.5216124332200096,115,27,20,38,0.1632103814734722,0.4952180057920077,0.09462790638150195,0.8050024283632831,0.6002570521063835,0.6551724137931034,0.6178861788617886,0.7325157843613405,0.45052307784442325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R2_F4,2,4,Sigmoid,15,0.3012912145608132,0.29,0.15793085614552743,0.4806795597959293,0.07643865345472485,-0.03517120690481916,1.0584835004234667,0.8050024283632831,0.6002570521063835,0.78,0.6666666666666666,0.4827586206896552,0.9014084507042254,0.56,0.6920835356969403,0.4279816188899131,0.6596686291919382,0.5216124332200096,128,14,30,28,0.1632103814734722,0.4952180057920077,0.09462790638150195,0.8050024283632831,0.6002570521063835,0.6551724137931034,0.6178861788617886,0.7325157843613405,0.45052307784442325,-0.005279525327944762,-0.014538445996078397,-0.018189252926777102,0.0,0.0,-0.17241379310344823,-0.057886178861788595,-0.040432248664400205,-0.022541458954510152
German Credit,R2_F4,2,4,Isotonic,15,0.30039969913619435,0.29,0.16746964563555758,0.5061617069093789,0.08513523944508616,-0.16876394413674325,0.8371029025085118,0.7969281204468189,0.5683565622719603,0.755,0.6363636363636364,0.3620689655172414,0.9154929577464789,0.46153846153846156,0.6387809616318602,0.3393148380936899,0.5757356929612643,0.494900437105391,130,12,37,21,0.1632103814734722,0.4952180057920077,0.09462790638150195,0.8050024283632831,0.6002570521063835,0.6551724137931034,0.6178861788617886,0.7325157843613405,0.45052307784442325,0.0042592641620853855,0.010943701117371196,-0.009492666936415789,-0.00807430791646413,-0.031900489834423174,-0.29310344827586204,-0.15634771732332708,-0.0937348227294803,-0.11120823975073335
German Credit,R2_F5,2,5,Uncalibrated,15,0.3651932448730493,0.34,0.17444876519586594,0.5152789944291706,0.09399282924119287,-0.1489031132045972,0.9905359125085285,0.7846479500891266,0.6588813138194846,0.755,0.6557377049180327,0.5882352941176471,0.8409090909090909,0.6201550387596899,0.714572192513369,0.441542527029114,0.7033152965897389,0.429144385026738,111,21,28,40,0.17444876519586594,0.5152789944291706,0.09399282924119287,0.7846479500891266,0.6588813138194846,0.5882352941176471,0.6201550387596899,0.714572192513369,0.441542527029114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Credit,R2_F5,2,5,Sigmoid,15,0.30006964422783816,0.34,0.1755469931504178,0.5190932788514887,0.09196881919106942,0.3152226448674436,1.1182317094781427,0.7846479500891266,0.6588813138194846,0.72,0.65,0.38235294117647056,0.8939393939393939,0.48148148148148145,0.6381461675579323,0.3272052564635805,0.5846369441852258,0.429144385026738,118,14,42,26,0.17444876519586594,0.5152789944291706,0.09399282924119287,0.7846479500891266,0.6588813138194846,0.5882352941176471,0.6201550387596899,0.714572192513369,0.441542527029114,0.0010982279545518614,0.003814284422318126,-0.0020240100501234537,0.0,0.0,-0.20588235294117652,-0.13867355727820846,-0.07642602495543671,-0.1143372705655335
